ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
35,1998,1998-09-27,4,24.116,SDG,,NYG,L 16-34,,16,8,104,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
36,1998,1998-10-04,5,24.123,SDG,@,IND,L 12-17,,8,6,46,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0
37,1998,1998-10-11,6,24.130,SDG,@,OAK,L 6-7,,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
38,1998,1998-10-18,7,24.137,SDG,,PHI,W 13-10,,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0
39,1998,1998-10-25,8,24.144,SDG,,SEA,L 20-27,,11,6,58,9.67,0,54.5%,5.27,0,0,,0,0,0,,0,0,0
40,1998,1998-11-08,9,24.158,SDG,@,DEN,L 10-27,,9,2,37,18.50,0,22.2%,4.11,0,0,,0,0,0,,0,0,0
41,1998,1998-11-29,12,24.179,SDG,,DEN,L 16-31,,9,5,99,19.80,1,55.6%,11.00,0,0,,0,0,0,,0,1,6
42,1998,1998-12-06,13,24.186,SDG,@,WAS,L 20-24,,1,,,,,0.0%,,,,,,,,,,,
43,1998,1998-12-13,14,24.193,SDG,@,SEA,L 17-38,,4,3,33,11.00,0,75.0%,8.25,0,0,,0,0,0,,0,0,0
44,1998,1998-12-20,15,24.200,SDG,,OAK,L 10-17,,,,,,,0.0%,,,,,,,,,,,
45,1998,1998-12-27,16,24.207,SDG,@,ARI,L 13-16,,1,,,,,0.0%,,,,,,,,,,,
46,1999,1999-09-19,1,25.108,SDG,@,CIN,W 34-7,,7,4,32,8.00,0,57.1%,4.57,0,0,,0,0,0,,0,0,0
47,1999,1999-09-26,2,25.115,SDG,,IND,L 19-27,,3,2,24,12.00,0,66.7%,8.00,1,8,8.00,0,0,0,,0,0,0
48,1999,1999-10-03,3,25.122,SDG,,KAN,W 21-14,,,,,,,0.0%,,,,,,,,,,,
49,1999,1999-10-10,4,25.129,SDG,@,DET,W 20-10,,7,2,40,20.00,0,28.6%,5.71,0,0,,0,0,0,,0,0,0
50,1999,1999-11-28,11,25.178,ATL,@,CAR,L 28-34,,,,,,,0.0%,,,,,,,,,,,
51,1999,1999-12-05,12,25.185,ATL,,NOR,W 35-12,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0
52,1999,1999-12-12,13,25.192,ATL,@,SFO,L 7-26,*,4,,,,,0.0%,,,,,,,,,,,
