ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
53,2004,2004-12-05,12,26.326,TEN,@,IND,L 24-51,,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0
54,2004,2004-12-13,13,26.334,TEN,,KAN,L 38-49,,5,1,4,4.00,0,20.0%,0.80,0,0,,0,0,0,,0,0,0
55,2004,2004-12-19,14,26.340,TEN,@,OAK,L 35-40,,3,3,69,23.00,0,100.0%,23.00,0,0,,0,3,20,6.67,0,0,0
56,2004,2004-12-25,15,26.346,TEN,,DEN,L 16-37,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0
57,2004,2005-01-02,16,26.354,TEN,,DET,W 24-19,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,4,6,1.50,0,0,0
58,2005,2005-12-04,12,27.324,CHI,,GNB,W 19-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
59,2005,2005-12-11,13,27.331,CHI,@,PIT,L 9-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
60,2005,2005-12-18,14,27.338,CHI,,ATL,W 16-3,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
61,2005,2005-12-25,15,27.345,CHI,@,GNB,W 24-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
62,2005,2006-01-01,16,27.352,CHI,@,MIN,L 10-34,,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,0,0
