ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
30,2014,2014-12-21,15,24.359,PIT,,KAN,W 20-12,,0,0,,0,0.0,3,4,0,0,0
31,2014,2014-12-28,16,25.001,PIT,,CIN,W 27-17,,0,0,,0,0.0,1,1,0,0,0
32,2015,2015-09-10,1,25.257,PIT,@,NWE,L 21-28,,0,0,,0,0.0,0,0,0,0,0
33,2015,2015-09-20,2,25.267,PIT,,SFO,W 43-18,,0,0,,0,0.0,0,0,0,0,0
34,2015,2015-09-27,3,25.274,PIT,@,STL,W 12-6,,0,0,,0,0.0,0,2,0,0,0
35,2015,2015-10-01,4,25.278,PIT,,BAL,L 20-23,,0,0,,0,0.0,2,2,0,0,0
36,2015,2015-10-12,5,25.289,PIT,@,SDG,W 24-20,,0,0,,0,0.0,4,2,0,0,0
37,2015,2015-10-18,6,25.295,PIT,,ARI,W 25-13,,0,0,,0,0.0,4,0,0,0,0
38,2015,2015-10-25,7,25.302,PIT,@,KAN,L 13-23,,0,0,,0,0.0,1,0,0,0,0
39,2015,2015-11-01,8,25.309,PIT,,CIN,L 10-16,,0,0,,0,0.0,0,0,0,0,0
40,2015,2015-11-08,9,25.316,PIT,,OAK,W 38-35,,0,0,,0,0.0,0,0,0,0,0
41,2015,2015-11-15,10,25.323,PIT,,CLE,W 30-9,,0,0,,0,0.0,0,0,0,0,0
42,2015,2015-11-29,11,25.337,PIT,@,SEA,L 30-39,,0,0,,0,0.0,5,1,0,0,0
43,2015,2015-12-06,12,25.344,PIT,,IND,W 45-10,,0,0,,0,0.0,5,2,0,0,0
44,2015,2015-12-13,13,25.351,PIT,@,CIN,W 33-20,,0,0,,0,0.5,2,1,0,0,0
45,2015,2015-12-20,14,25.358,PIT,,DEN,W 34-27,,0,0,,0,0.0,0,0,0,0,0
46,2015,2015-12-27,15,26.000,PIT,@,BAL,L 17-20,,0,0,,0,0.0,0,0,0,0,0
47,2015,2016-01-03,16,26.007,PIT,@,CLE,W 28-12,,0,0,,0,0.0,2,0,0,0,0
48,2016,2016-09-12,1,26.260,PIT,@,WAS,W 38-16,,0,0,,0,0.0,0,0,0,0,0
49,2016,2016-09-18,2,26.266,PIT,,CIN,W 24-16,,0,0,,0,0.0,0,0,0,0,0
50,2016,2016-09-25,3,26.273,PIT,@,PHI,L 3-34,,0,0,,0,0.0,4,0,0,0,0
51,2016,2016-10-02,4,26.280,PIT,,KAN,W 43-14,*,0,0,,0,1.0,13,2,0,0,0
52,2016,2016-10-09,5,26.287,PIT,,NYJ,W 31-13,*,0,0,,0,1.0,8,1,0,0,0
53,2016,2016-10-16,6,26.294,PIT,@,MIA,L 15-30,*,0,0,,0,0.0,4,2,0,0,0
54,2016,2016-10-23,7,26.301,PIT,,NWE,L 16-27,*,0,0,,0,0.0,3,1,0,0,0
55,2016,2016-11-06,8,26.315,PIT,@,BAL,L 14-21,,0,0,,0,0.0,0,1,0,0,0
56,2016,2016-11-13,9,26.322,PIT,,DAL,L 30-35,,0,0,,0,0.0,0,1,0,0,0
57,2016,2016-11-20,10,26.329,PIT,@,CLE,W 24-9,,0,0,,0,0.0,0,0,0,0,0
58,2016,2016-11-24,11,26.333,PIT,@,IND,W 28-7,,0,0,,0,0.0,0,0,0,0,0
59,2016,2016-12-04,12,26.343,PIT,,NYG,W 24-14,,0,0,,0,0.0,0,0,0,0,0
60,2016,2016-12-11,13,26.350,PIT,@,BUF,W 27-20,,0,0,,0,0.0,0,0,0,0,0
61,2016,2016-12-18,14,26.357,PIT,@,CIN,W 24-20,,0,0,,0,0.0,0,0,0,0,0
62,2016,2016-12-25,15,26.364,PIT,,BAL,W 31-27,,0,0,,0,0.0,0,0,0,0,0
63,2016,2017-01-01,16,27.005,PIT,,CLE,W 27-24,,0,0,,0,0.0,0,0,0,0,0
64,2017,2017-09-10,1,27.257,PIT,@,CLE,W 21-18,*,0,0,,0,0.0,4,1,0,0,0
65,2017,2017-09-17,2,27.264,PIT,,MIN,W 26-9,*,0,0,,0,1.0,4,0,0,0,0
66,2017,2017-09-24,3,27.271,PIT,@,CHI,L 17-23,*,0,0,,0,0.0,5,2,0,0,0
67,2017,2017-10-01,4,27.278,PIT,@,BAL,W 26-9,*,0,0,,0,0.0,3,0,0,0,0
68,2017,2017-10-08,5,27.285,PIT,,JAX,L 9-30,*,0,0,,0,1.0,6,2,0,0,0
69,2017,2017-10-15,6,27.292,PIT,@,KAN,W 19-13,*,0,0,,0,2.0,4,0,0,0,0
70,2017,2017-10-22,7,27.299,PIT,,CIN,W 29-14,*,0,0,,0,0.0,2,0,0,0,0
71,2017,2017-10-29,8,27.306,PIT,@,DET,W 20-15,*,0,0,,0,0.0,4,4,0,0,0
72,2017,2017-11-12,9,27.320,PIT,@,IND,W 20-17,*,0,0,,0,1.0,4,1,0,0,0
73,2017,2017-11-16,10,27.324,PIT,,TEN,W 40-17,*,0,0,,0,1.0,6,1,0,0,0
74,2017,2017-11-26,11,27.334,PIT,,GNB,W 31-28,*,0,0,,0,0.0,3,1,0,0,0
75,2017,2017-12-04,12,27.342,PIT,@,CIN,W 23-20,*,0,0,,0,1.0,4,5,0,0,0
76,2017,2017-12-10,13,27.348,PIT,,BAL,W 39-38,*,0,0,,0,0.0,7,0,0,0,0
77,2017,2017-12-17,14,27.355,PIT,,NWE,L 24-27,*,0,0,,0,0.0,3,0,1,13,0
78,2017,2017-12-25,15,27.363,PIT,@,HOU,W 34-6,*,0,0,,0,0.0,6,2,0,0,0
79,2017,2017-12-31,16,28.004,PIT,,CLE,W 28-24,*,0,0,,0,1.0,3,1,0,0,0
80,2018,2018-09-09,1,28.256,PIT,@,CLE,T 21-21,*,0,0,,0,0.0,4,8,0,0,0
81,2018,2018-09-16,2,28.263,PIT,,KAN,L 37-42,*,0,0,,0,0.0,3,0,0,0,0
82,2018,2018-09-24,3,28.271,PIT,@,TAM,W 30-27,*,0,0,,0,0.0,5,0,0,0,0
