ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
15,2000,2000-10-15,7,24.076,CHI,,MIN,L 16-28,,3,2,32,16.00,0,66.7%,10.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
16,2000,2000-10-22,8,24.083,CHI,@,PHI,L 9-13,,6,3,13,4.33,0,50.0%,2.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
17,2000,2000-11-05,9,24.097,CHI,,IND,W 27-24,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
18,2000,2000-11-12,10,24.104,CHI,@,BUF,L 3-20,,4,4,17,4.25,0,100.0%,4.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
19,2000,2000-11-19,11,24.111,CHI,,TAM,W 13-10,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
20,2000,2000-11-26,12,24.118,CHI,@,NYJ,L 10-17,,6,5,45,9.00,1,83.3%,7.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
21,2000,2000-12-03,13,24.125,CHI,,GNB,L 6-28,*,6,1,41,41.00,0,16.7%,6.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
22,2000,2000-12-10,14,24.132,CHI,,NWE,W 24-17,*,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
23,2000,2000-12-17,15,24.139,CHI,@,SFO,L 0-17,*,6,5,47,9.40,0,83.3%,7.83,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
24,2000,2000-12-24,16,24.146,CHI,@,DET,W 23-20,*,12,7,79,11.29,1,58.3%,6.58,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
25,2001,2001-09-09,1,25.040,CHI,@,BAL,L 6-17,*,11,9,49,5.44,0,81.8%,4.45,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
26,2001,2001-09-23,2,25.054,CHI,,MIN,W 17-10,*,10,9,95,10.56,1,90.0%,9.50,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
27,2001,2001-10-07,3,25.068,CHI,@,ATL,W 31-3,*,4,1,63,63.00,1,25.0%,15.75,1,-5,-5.00,0,1,1,100.00,34,1,0,158.3,0,0,34.00,54.00,0,0,,0,1,6
28,2001,2001-10-14,4,25.075,CHI,,ARI,W 20-13,*,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
29,2001,2001-10-21,5,25.082,CHI,@,CIN,W 24-0,*,7,6,76,12.67,1,85.7%,10.86,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
30,2001,2001-10-28,6,25.089,CHI,,SFO,W 37-31,*,14,9,67,7.44,0,64.3%,4.79,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
31,2001,2001-11-04,7,25.096,CHI,,CLE,W 27-21,*,13,7,85,12.14,1,53.8%,6.54,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
32,2001,2001-11-11,8,25.103,CHI,,GNB,L 12-20,*,11,8,81,10.13,0,72.7%,7.36,1,-4,-4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
33,2001,2001-11-18,9,25.110,CHI,@,TAM,W 27-24,*,9,7,165,23.57,3,77.8%,18.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,18
34,2001,2001-11-25,10,25.117,CHI,@,MIN,W 13-6,*,5,3,9,3.00,0,60.0%,1.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
35,2001,2001-12-02,11,25.124,CHI,,DET,W 13-10,*,19,9,74,8.22,0,47.4%,3.89,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
36,2001,2001-12-09,12,25.131,CHI,@,GNB,L 7-17,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
37,2001,2001-12-16,13,25.138,CHI,,TAM,W 27-3,*,9,3,19,6.33,1,33.3%,2.11,1,13,13.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
38,2001,2001-12-23,14,25.145,CHI,@,WAS,W 20-15,*,13,7,74,10.57,0,53.8%,5.69,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
39,2001,2001-12-30,15,25.152,CHI,@,DET,W 24-0,*,11,9,115,12.78,0,81.8%,10.45,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
40,2001,2002-01-06,16,25.159,CHI,,JAX,W 33-13,*,10,6,37,6.17,0,60.0%,3.70,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
41,2002,2002-09-08,1,26.039,CHI,,MIN,W 27-23,*,12,8,198,24.75,1,66.7%,16.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
42,2002,2002-09-15,2,26.046,CHI,@,ATL,W 14-13,*,9,5,48,9.60,0,55.6%,5.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
43,2002,2002-09-22,3,26.053,CHI,,NOR,L 23-29,*,10,8,97,12.13,1,80.0%,9.70,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
44,2002,2002-09-29,4,26.060,CHI,@,BUF,L 27-33,*,10,4,82,20.50,0,40.0%,8.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
45,2002,2002-10-07,5,26.068,CHI,,GNB,L 21-34,*,19,12,141,11.75,1,63.2%,7.42,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
46,2002,2002-10-20,6,26.081,CHI,@,DET,L 20-23,*,4,1,14,14.00,1,25.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
47,2002,2002-10-27,7,26.088,CHI,@,MIN,L 7-25,*,9,4,80,20.00,1,44.4%,8.89,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
48,2002,2002-11-03,8,26.095,CHI,,PHI,L 13-19,*,8,5,37,7.40,0,62.5%,4.63,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
49,2002,2002-11-10,9,26.102,CHI,,NWE,L 30-33,*,9,4,65,16.25,0,44.4%,7.22,0,0,,0,1,1,100.00,44,1,0,158.3,0,0,44.00,64.00,0,0,,0,0,0
50,2002,2002-11-18,10,26.110,CHI,@,STL,L 16-21,*,10,7,65,9.29,0,70.0%,6.50,0,0,,0,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
51,2002,2002-11-24,11,26.116,CHI,,DET,W 20-17,*,19,10,157,15.70,0,52.6%,8.26,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
52,2002,2002-12-01,12,26.123,CHI,@,GNB,L 20-30,*,9,6,52,8.67,0,66.7%,5.78,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
53,2002,2002-12-09,13,26.131,CHI,@,MIA,L 9-27,*,11,5,46,9.20,1,45.5%,4.18,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
54,2002,2002-12-15,14,26.137,CHI,,NYJ,W 20-13,*,11,9,62,6.89,0,81.8%,5.64,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
55,2002,2002-12-22,15,26.144,CHI,@,CAR,L 14-24,*,9,5,20,4.00,0,55.6%,2.22,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
56,2002,2002-12-29,16,26.151,CHI,,TAM,L 0-15,*,9,4,25,6.25,0,44.4%,2.78,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
57,2003,2003-09-07,1,27.038,CHI,@,SFO,L 7-49,*,11,6,48,8.00,0,54.5%,4.36,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,2003,2003-09-14,2,27.045,CHI,@,MIN,L 13-24,*,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,2003,2003-09-29,3,27.060,CHI,,GNB,L 23-38,*,7,3,34,11.33,0,42.9%,4.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
60,2003,2003-10-05,4,27.066,CHI,,OAK,W 24-21,*,8,4,94,23.50,1,50.0%,11.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
61,2003,2003-10-12,5,27.073,CHI,@,NOR,L 13-20,*,1,1,11,11.00,0,100.0%,11.00,1,-4,-4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
62,2003,2003-11-09,9,27.101,CHI,@,DET,L 10-12,*,6,4,36,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
63,2003,2003-11-16,10,27.108,CHI,,STL,L 21-23,*,7,5,60,12.00,0,71.4%,8.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
64,2003,2003-11-23,11,27.115,CHI,@,DEN,W 19-10,*,9,4,43,10.75,0,44.4%,4.78,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,2003,2003-11-30,12,27.122,CHI,,ARI,W 28-3,*,9,5,44,8.80,1,55.6%,4.89,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
66,2003,2003-12-07,13,27.129,CHI,@,GNB,L 21-34,*,13,5,115,23.00,1,38.5%,8.85,1,-4,-4.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
67,2003,2003-12-14,14,27.136,CHI,,MIN,W 13-10,*,8,3,48,16.00,0,37.5%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
68,2003,2003-12-21,15,27.143,CHI,,WAS,W 27-24,*,8,4,80,20.00,1,50.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
69,2003,2003-12-28,16,27.150,CHI,@,KAN,L 3-31,*,14,6,92,15.33,0,42.9%,6.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
70,2004,2004-09-11,1,28.042,MIA,,TEN,L 7-17,*,9,4,36,9.00,0,44.4%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
71,2004,2004-09-19,2,28.050,MIA,@,CIN,L 13-16,*,6,1,5,5.00,0,16.7%,0.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
72,2004,2004-09-26,3,28.057,MIA,,PIT,L 3-13,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
73,2004,2004-10-03,4,28.064,MIA,,NYJ,L 9-17,*,8,4,46,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
74,2004,2004-10-10,5,28.071,MIA,@,NWE,L 10-24,*,12,7,123,17.57,0,58.3%,10.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
75,2004,2004-10-17,6,28.078,MIA,@,BUF,L 13-20,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
76,2004,2004-10-24,7,28.085,MIA,,STL,W 31-14,*,5,3,35,11.67,0,60.0%,7.00,0,0,,0,1,1,100.00,48,0,0,118.7,0,0,48.00,48.00,0,0,,0,0,0
77,2004,2004-11-01,8,28.093,MIA,@,NYJ,L 14-41,*,7,3,37,12.33,0,42.9%,5.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
78,2004,2004-11-07,9,28.099,MIA,,ARI,L 23-24,*,9,4,91,22.75,0,44.4%,10.11,1,-8,-8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
79,2004,2004-11-21,10,28.113,MIA,@,SEA,L 17-24,*,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
80,2004,2004-11-28,11,28.120,MIA,@,SFO,W 24-17,*,7,3,20,6.67,0,42.9%,2.86,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
81,2004,2004-12-05,12,28.127,MIA,,BUF,L 32-42,*,11,5,96,19.20,0,45.5%,8.73,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
82,2004,2004-12-12,13,28.134,MIA,@,DEN,L 17-20,*,8,4,45,11.25,1,50.0%,5.63,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
83,2004,2004-12-20,14,28.142,MIA,,NWE,W 29-28,*,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
84,2004,2004-12-26,15,28.148,MIA,,CLE,W 10-7,*,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
85,2005,2005-09-11,1,29.042,MIA,,DEN,W 34-10,*,6,5,104,20.80,1,83.3%,17.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
86,2005,2005-09-18,2,29.049,MIA,@,NYJ,L 7-17,*,5,1,21,21.00,0,20.0%,4.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
87,2005,2005-09-25,3,29.056,MIA,,CAR,W 27-24,,6,2,15,7.50,0,33.3%,2.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
88,2005,2005-10-09,4,29.070,MIA,@,BUF,L 14-20,,5,3,72,24.00,0,60.0%,14.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
89,2005,2005-10-16,5,29.077,MIA,@,TAM,L 13-27,*,7,1,12,12.00,0,14.3%,1.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
90,2005,2005-10-21,6,29.082,MIA,,KAN,L 20-30,*,6,2,26,13.00,0,33.3%,4.33,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
91,2005,2005-10-30,7,29.091,MIA,@,NOR,W 21-6,*,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
92,2005,2005-11-06,8,29.098,MIA,,ATL,L 10-17,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
93,2005,2005-11-13,9,29.105,MIA,,NWE,L 16-23,*,11,5,102,20.40,0,45.5%,9.27,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
94,2005,2005-11-20,10,29.112,MIA,@,CLE,L 0-22,,7,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
95,2005,2005-11-27,11,29.119,MIA,@,OAK,W 33-21,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
96,2005,2005-12-11,13,29.133,MIA,@,SDG,W 23-21,*,4,3,78,26.00,0,75.0%,19.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
97,2005,2005-12-18,14,29.140,MIA,,NYJ,W 24-20,*,6,2,65,32.50,1,33.3%,10.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
98,2005,2005-12-24,15,29.146,MIA,,TEN,W 24-10,*,6,3,50,16.67,0,50.0%,8.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
99,2005,2006-01-01,16,29.154,MIA,@,NWE,W 28-26,*,10,7,86,12.29,1,70.0%,8.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
100,2006,2006-09-07,1,30.038,MIA,@,PIT,L 17-28,*,6,3,64,21.33,0,50.0%,10.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
101,2006,2006-09-17,2,30.048,MIA,,BUF,L 6-16,*,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
102,2006,2006-09-24,3,30.055,MIA,,TEN,W 13-10,*,4,2,36,18.00,0,50.0%,9.00,1,18,18.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
103,2006,2006-10-01,4,30.062,MIA,@,HOU,L 15-17,*,8,3,43,14.33,0,37.5%,5.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
104,2006,2006-10-08,5,30.069,MIA,@,NWE,L 10-20,*,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
105,2006,2006-10-22,7,30.083,MIA,,GNB,L 24-34,*,13,7,110,15.71,1,53.8%,8.46,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
106,2006,2006-11-05,8,30.097,MIA,@,CHI,W 31-13,*,4,3,14,4.67,1,75.0%,3.50,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
107,2006,2006-11-12,9,30.104,MIA,,KAN,W 13-10,*,7,2,16,8.00,0,28.6%,2.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
108,2006,2006-11-19,10,30.111,MIA,,MIN,W 24-20,*,9,6,84,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
109,2006,2006-11-23,11,30.115,MIA,@,DET,W 27-10,*,8,7,115,16.43,2,87.5%,14.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,12
110,2006,2006-12-03,12,30.125,MIA,,JAX,L 10-24,*,7,5,61,12.20,1,71.4%,8.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
111,2006,2006-12-10,13,30.132,MIA,,NWE,W 21-0,*,11,8,103,12.88,1,72.7%,9.36,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
112,2006,2006-12-17,14,30.139,MIA,@,BUF,L 0-21,*,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
113,2006,2006-12-31,16,30.153,MIA,@,IND,L 22-27,,8,4,46,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
114,2007,2007-09-09,1,31.040,MIA,@,WAS,L 13-16,*,6,3,20,6.67,0,50.0%,3.33,1,12,12.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
115,2007,2007-09-16,2,31.047,MIA,,DAL,L 20-37,*,7,4,79,19.75,1,57.1%,11.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
116,2007,2007-09-23,3,31.054,MIA,@,NYJ,L 28-31,*,9,5,60,12.00,0,55.6%,6.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
117,2007,2007-09-30,4,31.061,MIA,,OAK,L 17-35,*,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
118,2007,2007-10-07,5,31.068,MIA,@,HOU,L 19-22,*,10,5,45,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
119,2007,2007-10-14,6,31.075,MIA,@,CLE,L 31-41,*,5,2,34,17.00,0,40.0%,6.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
120,2007,2007-10-21,7,31.082,MIA,,NWE,L 28-49,*,8,3,28,9.33,0,37.5%,3.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
121,2007,2007-10-28,8,31.089,MIA,,NYG,L 10-13,*,4,3,31,10.33,0,75.0%,7.75,1,0,0.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
122,2007,2007-11-11,9,31.103,MIA,,BUF,L 10-13,*,10,2,16,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
123,2007,2007-11-18,10,31.110,MIA,@,PHI,L 7-17,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
124,2007,2007-11-26,11,31.118,MIA,@,PIT,L 0-3,*,8,5,54,10.80,0,62.5%,6.75,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,3,3.00,0,0,0
125,2007,2007-12-02,12,31.124,MIA,,NYJ,L 13-40,*,8,4,36,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,,,,1,0,0.00,0,0,0
126,2007,2007-12-16,14,31.138,MIA,,BAL,W 22-16,*,13,8,88,11.00,0,61.5%,6.77,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
127,2007,2007-12-23,15,31.145,MIA,@,NWE,L 7-28,*,6,3,29,9.67,0,50.0%,4.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
128,2007,2007-12-30,16,31.152,MIA,,CIN,L 25-38,*,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
129,2008,2008-09-07,1,32.038,CHI,@,IND,W 29-13,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
130,2008,2008-09-14,2,32.045,CHI,@,CAR,L 17-20,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
131,2008,2008-09-21,3,32.052,CHI,,TAM,L 24-27,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
132,2008,2008-09-28,4,32.059,CHI,,PHI,W 24-20,,4,1,23,23.00,1,25.0%,5.75,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
133,2008,2008-10-05,5,32.066,CHI,@,DET,W 34-7,,4,2,37,18.50,0,50.0%,9.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
134,2008,2008-10-12,6,32.073,CHI,@,ATL,L 20-22,*,6,3,33,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
135,2008,2008-10-19,7,32.080,CHI,,MIN,W 48-41,,9,3,79,26.33,1,33.3%,8.78,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
136,2008,2008-11-02,8,32.094,CHI,,DET,W 27-23,*,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
137,2008,2008-11-09,9,32.101,CHI,,TEN,L 14-21,*,7,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
138,2008,2008-11-16,10,32.108,CHI,@,GNB,L 3-37,*,4,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
139,2008,2008-12-07,13,32.129,CHI,,JAX,W 23-10,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
140,2008,2008-12-22,15,32.144,CHI,,GNB,W 20-17,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
141,2008,2008-12-28,16,32.150,CHI,@,HOU,L 24-31,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
142,2009,2009-09-13,1,33.044,ATL,,MIA,W 19-7,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
143,2009,2009-09-20,2,33.051,ATL,,CAR,W 28-20,,3,2,42,21.00,0,66.7%,14.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
144,2009,2009-09-27,3,33.058,ATL,@,NWE,L 10-26,,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
145,2009,2009-10-11,4,33.072,ATL,@,SFO,W 45-10,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
146,2009,2009-10-18,5,33.079,ATL,,CHI,W 21-14,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
147,2009,2009-10-25,6,33.086,ATL,@,DAL,L 21-37,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
148,2009,2009-11-02,7,33.094,ATL,@,NOR,L 27-35,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
149,2009,2009-11-08,8,33.100,ATL,,WAS,W 31-17,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
150,2009,2009-11-15,9,33.107,ATL,@,CAR,L 19-28,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
