ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
70,2003,2003-10-19,6,26.300,HOU,,NYJ,L 14-19,,0,0,,0,2,2,100.0,,,,0,2,,,,
71,2003,2003-10-26,7,26.307,HOU,@,IND,L 21-30,,0,0,,0,3,3,100.0,,,,0,3,,,,
72,2003,2003-11-02,8,26.314,HOU,,CAR,W 14-10,,0,0,,0,2,2,100.0,,,,0,2,,,,
73,2003,2003-11-09,9,26.321,HOU,@,CIN,L 27-34,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
74,2003,2003-11-16,10,26.328,HOU,@,BUF,W 12-10,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
75,2003,2003-11-23,11,26.335,HOU,,NWE,L 20-23,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
76,2003,2003-11-30,12,26.342,HOU,,ATL,W 17-13,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
77,2003,2003-12-07,13,26.349,HOU,@,JAX,L 0-27,,,,,,,,,,,,,,,,,
78,2003,2003-12-14,14,26.356,HOU,@,TAM,L 3-16,,0,0,,0,,,,1,1,100.0,0,3,0,0,,0
79,2003,2003-12-21,15,26.363,HOU,,TEN,L 24-27,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
80,2003,2003-12-28,16,27.005,HOU,,IND,L 17-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
81,2004,2004-09-12,1,27.264,HOU,,SDG,L 20-27,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
82,2004,2004-09-19,2,27.271,HOU,@,DET,L 16-28,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
83,2004,2004-09-26,3,27.278,HOU,@,KAN,W 24-21,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
84,2004,2004-10-03,4,27.285,HOU,,OAK,W 30-17,,0,0,,0,3,3,100.0,3,4,75.0,0,12,0,0,,0
85,2004,2004-10-10,5,27.292,HOU,,MIN,L 28-34,,0,0,,0,4,4,100.0,,,,0,4,,,,
86,2004,2004-10-17,6,27.299,HOU,@,TEN,W 20-10,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
87,2004,2004-10-31,7,27.313,HOU,,JAX,W 20-6,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
88,2004,2004-11-07,8,27.320,HOU,@,DEN,L 13-31,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
89,2004,2004-11-14,9,27.327,HOU,@,IND,L 14-49,,0,0,,0,2,2,100.0,,1,0.0,0,2,0,0,,0
90,2004,2004-11-21,10,27.334,HOU,,GNB,L 13-16,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
91,2004,2004-11-28,11,27.341,HOU,,TEN,W 31-21,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0,0,,0
92,2004,2004-12-05,12,27.348,HOU,@,NYJ,L 7-29,,0,0,,0,1,1,100.0,,,,0,1,,,,
93,2004,2004-12-12,13,27.355,HOU,,IND,L 14-23,,0,0,,0,2,2,100.0,,,,0,2,,,,
94,2004,2004-12-19,14,27.362,HOU,@,CHI,W 24-5,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
95,2004,2004-12-26,15,28.003,HOU,@,JAX,W 21-0,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
96,2004,2005-01-02,16,28.010,HOU,,CLE,L 14-22,,0,0,,0,2,2,100.0,,,,0,2,,,,
97,2005,2005-09-11,1,28.262,HOU,@,BUF,L 7-22,,0,0,,0,1,1,100.0,,,,0,1,,,,
98,2005,2005-09-18,2,28.269,HOU,,PIT,L 7-27,,0,0,,0,1,1,100.0,,,,0,1,,,,
99,2005,2005-10-02,3,28.283,HOU,@,CIN,L 10-16,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
100,2005,2005-10-09,4,28.290,HOU,,TEN,L 20-34,,0,0,,0,,,,4,4,100.0,0,12,0,0,,0
101,2005,2005-10-16,5,28.297,HOU,@,SEA,L 10-42,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
102,2005,2005-10-23,6,28.304,HOU,,IND,L 20-38,,0,0,,0,2,2,100.0,,,,0,2,,,,
103,2005,2005-10-30,7,28.311,HOU,,CLE,W 19-16,,0,0,,0,1,1,100.0,4,5,80.0,0,13,0,0,,0
104,2005,2005-11-06,8,28.318,HOU,@,JAX,L 14-21,,0,0,,0,2,2,100.0,,,,0,2,,,,
105,2005,2005-11-13,9,28.325,HOU,@,IND,L 17-31,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
106,2005,2005-11-20,10,28.332,HOU,,KAN,L 17-45,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
107,2005,2005-11-27,11,28.339,HOU,,STL,L 27-33,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
108,2005,2005-12-04,12,28.346,HOU,@,BAL,L 15-16,,0,0,,0,,,,5,5,100.0,0,15,0,0,,0
109,2005,2005-12-11,13,28.353,HOU,@,TEN,L 10-13,,1,4,4.00,0,1,1,100.0,1,3,33.3,0,4,0,0,,0
110,2005,2005-12-18,14,28.360,HOU,,ARI,W 30-19,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
111,2005,2005-12-24,15,29.001,HOU,,JAX,L 20-38,,0,0,,0,2,2,100.0,2,4,50.0,0,8,0,0,,0
112,2005,2006-01-01,16,29.009,HOU,@,SFO,L 17-20,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
113,2006,2006-09-10,1,29.261,HOU,,PHI,L 10-24,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
114,2006,2006-09-17,2,29.268,HOU,@,IND,L 24-43,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
115,2006,2006-09-24,3,29.275,HOU,,WAS,L 15-31,,0,0,,0,1,1,100.0,,,,0,1,,,,
116,2006,2006-10-01,4,29.282,HOU,,MIA,W 17-15,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
117,2006,2006-10-15,5,29.296,HOU,@,DAL,L 6-34,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
118,2006,2006-10-22,6,29.303,HOU,,JAX,W 27-7,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
119,2006,2006-10-29,7,29.310,HOU,@,TEN,L 22-28,,0,0,,0,1,2,50.0,1,1,100.0,0,4,0,0,,0
120,2006,2006-11-05,8,29.317,HOU,@,NYG,L 10-14,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0,0,,0
121,2006,2006-11-12,9,29.324,HOU,@,JAX,W 13-10,,0,0,,0,1,1,100.0,2,4,50.0,0,7,0,0,,0
122,2006,2006-11-19,10,29.331,HOU,,BUF,L 21-24,,0,0,,0,3,3,100.0,,,,0,3,,,,
123,2006,2006-11-26,11,29.338,HOU,@,NYJ,L 11-26,,0,0,,0,,,,1,2,50.0,0,3,0,0,,0
124,2006,2006-12-03,12,29.345,HOU,@,OAK,W 23-14,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0,0,,0
125,2006,2006-12-10,13,29.352,HOU,,TEN,L 20-26,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
126,2006,2006-12-17,14,29.359,HOU,@,NWE,L 7-40,,0,0,,0,1,1,100.0,,,,0,1,,,,
127,2006,2006-12-24,15,30.001,HOU,,IND,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
128,2006,2006-12-31,16,30.008,HOU,,CLE,W 14-6,,0,0,,0,2,2,100.0,,,,0,2,,,,
129,2007,2007-09-09,1,30.260,HOU,,KAN,W 20-3,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
130,2007,2007-09-16,2,30.267,HOU,@,CAR,W 34-21,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
131,2007,2007-09-23,3,30.274,HOU,,IND,L 24-30,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
132,2007,2007-09-30,4,30.281,HOU,@,ATL,L 16-26,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
133,2007,2007-10-07,5,30.288,HOU,,MIA,W 22-19,,0,0,,0,1,1,100.0,5,5,100.0,0,16,0,0,,0
134,2007,2007-10-14,6,30.295,HOU,@,JAX,L 17-37,,0,0,,0,,,,3,3,100.0,0,9,0,0,,0
135,2007,2007-10-21,7,30.302,HOU,,TEN,L 36-38,,0,0,,0,4,4,100.0,,,,0,4,,,,
136,2007,2007-10-28,8,30.309,HOU,@,SDG,L 10-35,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
137,2007,2007-11-04,9,30.316,HOU,@,OAK,W 24-17,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0,0,,0
138,2007,2007-11-18,10,30.330,HOU,,NOR,W 23-10,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
139,2007,2007-11-25,11,30.337,HOU,@,CLE,L 17-27,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
140,2007,2007-12-02,12,30.344,HOU,@,TEN,L 20-28,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0,0,,0
141,2007,2007-12-09,13,30.351,HOU,,TAM,W 28-14,,0,0,,0,4,4,100.0,,,,0,4,,,,
142,2007,2007-12-13,14,30.355,HOU,,DEN,W 31-13,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
143,2007,2007-12-23,15,31.000,HOU,@,IND,L 15-38,,0,0,,0,1,1,100.0,,1,0.0,0,1,0,0,,0
144,2007,2007-12-30,16,31.007,HOU,,JAX,W 42-28,,0,0,,0,6,6,100.0,,,,0,6,,,,
145,2008,2008-09-07,1,31.259,HOU,@,PIT,L 17-38,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0,0,,0
146,2008,2008-09-21,2,31.273,HOU,@,TEN,L 12-31,,0,0,,0,,,,2,2,100.0,0,6,0,0,,0
147,2008,2008-09-28,3,31.280,HOU,@,JAX,L 27-30,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
148,2008,2008-10-05,4,31.287,HOU,,IND,L 27-31,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
149,2008,2008-10-12,5,31.294,HOU,,MIA,W 29-28,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
150,2008,2008-10-19,6,31.301,HOU,,DET,W 28-21,,0,0,,0,4,4,100.0,,,,0,4,0,0,,0
151,2008,2008-10-26,7,31.308,HOU,,CIN,W 35-6,,0,0,,0,5,5,100.0,,,,0,5,0,0,,0
152,2008,2008-11-02,8,31.315,HOU,@,MIN,L 21-28,,0,0,,0,3,3,100.0,,,,0,3,0,0,,0
153,2008,2008-11-09,9,31.322,HOU,,BAL,L 13-41,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0,0,,0
154,2008,2008-11-16,10,31.329,HOU,@,IND,L 27-33,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
155,2008,2008-11-23,11,31.336,HOU,@,CLE,W 16-6,,0,0,,0,1,1,100.0,3,5,60.0,0,10,0,0,,0
156,2008,2008-12-01,12,31.344,HOU,,JAX,W 30-17,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0,0,,0
157,2008,2008-12-07,13,31.350,HOU,@,GNB,W 24-21,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
158,2008,2008-12-14,14,31.357,HOU,,TEN,W 13-12,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0,0,,0
159,2008,2008-12-21,15,31.364,HOU,@,OAK,L 16-27,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0,0,,0
160,2008,2008-12-28,16,32.005,HOU,,CHI,W 31-24,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0,0,,0
161,2009,2009-09-13,1,32.264,HOU,,NYJ,L 7-24,,0,0,,0,1,1,100.0,,,,0,1,0,0,,0
162,2009,2009-09-20,2,32.271,HOU,@,TEN,W 34-31,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0,0,,0
163,2009,2009-09-27,3,32.278,HOU,,JAX,L 24-31,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
164,2009,2009-10-04,4,32.285,HOU,,OAK,W 29-6,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0,0,,0
165,2009,2009-10-11,5,32.292,HOU,@,ARI,L 21-28,,0,0,,0,3,3,100.0,,1,0.0,0,3,0,0,,0
166,2009,2009-10-18,6,32.299,HOU,@,CIN,W 28-17,,0,0,,0,4,4,100.0,,1,0.0,0,4,0,0,,0
167,2009,2009-10-25,7,32.306,HOU,,SFO,W 24-21,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0,0,,0
168,2009,2009-11-01,8,32.313,HOU,@,BUF,W 31-10,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0,0,,0
169,2009,2009-11-08,9,32.320,HOU,@,IND,L 17-20,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0,0,,0
170,2009,2009-11-23,10,32.335,HOU,,TEN,L 17-20,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0,0,,0
171,2009,2009-11-29,11,32.341,HOU,,IND,L 27-35,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
172,2009,2009-12-06,12,32.348,HOU,@,JAX,L 18-23,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0,0,,0
173,2009,2009-12-13,13,32.355,HOU,,SEA,W 34-7,,0,0,,0,4,4,100.0,2,4,50.0,0,10,0,0,,0
174,2009,2009-12-20,14,32.362,HOU,@,STL,W 16-13,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0,0,,0
175,2009,2009-12-27,15,33.004,HOU,@,MIA,W 27-20,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
176,2009,2010-01-03,16,33.011,HOU,,NWE,W 34-27,,0,0,,0,4,5,80.0,,2,0.0,0,4,0,0,,0
177,2010,2010-10-24,7,33.305,SDG,,NWE,L 20-23,,0,0,,0,2,2,100.0,2,3,66.7,0,8,0,0,,0
178,2010,2010-10-31,8,33.312,SDG,,TEN,W 33-25,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0,0,,0
179,2010,2010-11-07,9,33.319,SDG,@,HOU,W 29-23,,0,0,,0,3,3,100.0,,,,0,3,0,0,,0
