ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
21,1998,1998-10-04,5,22.219,KAN,,SEA,W 17-6,,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
22,1998,1998-10-11,6,22.226,KAN,@,NWE,L 10-40,,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
23,1998,1998-10-26,7,22.241,KAN,,PIT,L 13-20,,9,3,49,16.33,0,33.3%,5.44,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
24,1998,1998-11-01,8,22.247,KAN,,NYJ,L 17-20,,7,4,18,4.50,0,57.1%,2.57,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
25,1998,1998-11-08,9,22.254,KAN,@,SEA,L 12-24,,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
26,1998,1998-11-16,10,22.262,KAN,,DEN,L 7-30,,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
27,1998,1998-11-22,11,22.268,KAN,@,SDG,L 37-38,,5,1,32,32.00,0,20.0%,6.40,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
28,1998,1998-11-29,12,22.275,KAN,,ARI,W 34-24,,4,4,32,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
29,1998,1998-12-06,13,22.282,KAN,@,DEN,L 31-35,,8,4,24,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
30,1998,1998-12-13,14,22.289,KAN,,DAL,W 20-17,,8,5,65,13.00,0,62.5%,8.13,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,,
31,1998,1998-12-20,15,22.296,KAN,@,NYG,L 7-28,,6,6,68,11.33,1,100.0%,11.33,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
32,1998,1998-12-26,16,22.302,KAN,@,OAK,W 31-24,,8,5,76,15.20,1,62.5%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,,1,6,0.0,,
33,1999,1999-09-19,2,23.204,KAN,,DEN,W 26-10,*,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
34,1999,1999-09-26,3,23.211,KAN,,DET,W 31-21,*,9,7,72,10.29,1,77.8%,8.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
35,1999,1999-10-03,4,23.218,KAN,@,SDG,L 14-21,*,10,7,68,9.71,1,70.0%,6.80,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
36,1999,1999-10-10,5,23.225,KAN,,NWE,W 16-14,*,4,3,40,13.33,0,75.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
37,1999,1999-10-21,6,23.236,KAN,@,BAL,W 35-8,*,4,4,54,13.50,2,100.0%,13.50,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
38,1999,1999-10-31,7,23.246,KAN,,SDG,W 34-0,*,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
39,1999,1999-11-07,8,23.253,KAN,@,IND,L 17-25,*,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
40,1999,1999-11-14,9,23.260,KAN,@,TAM,L 10-17,*,7,6,62,10.33,0,85.7%,8.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
41,1999,1999-11-21,10,23.267,KAN,,SEA,L 19-31,*,9,8,62,7.75,0,88.9%,6.89,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
42,1999,1999-11-28,11,23.274,KAN,@,OAK,W 37-34,*,4,3,90,30.00,1,75.0%,22.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
43,1999,1999-12-05,12,23.281,KAN,@,DEN,W 16-10,*,7,5,35,7.00,1,71.4%,5.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
44,1999,1999-12-12,13,23.288,KAN,,MIN,W 31-28,*,9,6,63,10.50,2,66.7%,7.00,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
45,1999,1999-12-18,14,23.294,KAN,,PIT,W 35-19,*,8,6,93,15.50,2,75.0%,11.63,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
46,1999,1999-12-26,15,23.302,KAN,@,SEA,L 14-23,*,14,9,86,9.56,0,64.3%,6.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
47,1999,2000-01-02,16,23.309,KAN,,OAK,L 38-41,*,10,6,56,9.33,1,60.0%,5.60,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
48,2000,2000-09-03,1,24.189,KAN,,IND,L 14-27,,6,2,34,17.00,0,33.3%,5.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
49,2000,2000-09-10,2,24.196,KAN,@,TEN,L 14-17,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
50,2000,2000-09-17,3,24.203,KAN,,SDG,W 42-10,,8,4,43,10.75,0,50.0%,5.38,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
51,2000,2000-09-24,4,24.210,KAN,@,DEN,W 23-22,,10,10,127,12.70,1,100.0%,12.70,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
52,2000,2000-10-02,5,24.218,KAN,,SEA,W 24-17,*,5,3,34,11.33,1,60.0%,6.80,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
53,2000,2000-10-15,6,24.231,KAN,,OAK,L 17-20,*,8,7,100,14.29,1,87.5%,12.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
54,2000,2000-10-22,7,24.238,KAN,,STL,W 54-34,*,8,5,117,23.40,1,62.5%,14.63,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
55,2000,2000-10-29,8,24.245,KAN,@,SEA,W 24-19,,14,8,101,12.63,0,57.1%,7.21,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
56,2000,2000-11-05,9,24.252,KAN,@,OAK,L 31-49,,12,9,134,14.89,0,75.0%,11.17,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
57,2000,2000-11-12,10,24.259,KAN,@,SFO,L 7-21,*,10,4,46,11.50,0,40.0%,4.60,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
58,2000,2000-11-19,11,24.266,KAN,,BUF,L 17-21,*,15,9,76,8.44,2,60.0%,5.07,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
59,2000,2000-11-26,12,24.273,KAN,@,SDG,L 16-17,,5,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
60,2000,2000-12-04,13,24.281,KAN,@,NWE,L 24-30,,16,11,147,13.36,1,68.8%,9.19,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
61,2000,2000-12-10,14,24.287,KAN,,CAR,W 15-14,*,15,10,96,9.60,1,66.7%,6.40,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
62,2000,2000-12-17,15,24.294,KAN,,DEN,W 20-7,,9,4,46,11.50,0,44.4%,5.11,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
63,2000,2000-12-24,16,24.301,KAN,@,ATL,L 13-29,*,7,5,86,17.20,1,71.4%,12.29,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
64,2001,2001-09-09,1,25.194,KAN,,OAK,L 24-27,*,9,5,81,16.20,0,55.6%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
65,2001,2001-09-23,2,25.208,KAN,,NYG,L 3-13,*,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
66,2001,2001-09-30,3,25.215,KAN,@,WAS,W 45-13,*,6,5,88,17.60,1,83.3%,14.67,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,,
67,2001,2001-10-07,4,25.222,KAN,@,DEN,L 6-20,*,11,8,129,16.13,0,72.7%,11.73,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
68,2001,2001-10-14,5,25.229,KAN,,PIT,L 17-20,*,8,5,46,9.20,0,62.5%,5.75,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
69,2001,2001-10-21,6,25.236,KAN,@,ARI,L 16-24,*,9,4,58,14.50,0,44.4%,6.44,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
70,2001,2001-10-25,7,25.240,KAN,,IND,L 28-35,*,3,3,75,25.00,1,100.0%,25.00,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,,
71,2001,2001-11-04,8,25.250,KAN,@,SDG,W 25-20,*,8,4,42,10.50,0,50.0%,5.25,0,0,,0,1,1,100.00,40,0,0,118.7,0,0,40.00,40.00,,0,0,0.0,,
72,2001,2001-11-11,9,25.257,KAN,@,NYJ,L 7-27,*,8,5,43,8.60,1,62.5%,5.38,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,,
73,2001,2001-11-25,10,25.271,KAN,,SEA,W 19-7,*,8,6,71,11.83,0,75.0%,8.88,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
74,2001,2001-11-29,11,25.275,KAN,,PHI,L 10-23,*,10,4,28,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
75,2001,2001-12-09,12,25.285,KAN,@,OAK,L 26-28,*,10,4,51,12.75,1,40.0%,5.10,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,,
76,2001,2001-12-16,13,25.292,KAN,,DEN,W 26-23,*,3,3,53,17.67,0,100.0%,17.67,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
77,2001,2001-12-23,14,25.299,KAN,,SDG,W 20-17,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
78,2001,2001-12-30,15,25.306,KAN,@,JAX,W 30-26,*,11,8,78,9.75,2,72.7%,7.09,1,9,9.00,0,0,0,,0,0,0,,0,,,,,2,12,0.0,,
79,2001,2002-01-06,16,25.313,KAN,@,SEA,L 18-21,*,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,,
80,2002,2002-09-08,1,26.193,KAN,@,CLE,W 40-39,*,6,5,87,17.40,1,83.3%,14.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
81,2002,2002-09-15,2,26.200,KAN,,JAX,L 16-23,*,6,3,34,11.33,1,50.0%,5.67,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
82,2002,2002-09-22,3,26.207,KAN,@,NWE,L 38-41,*,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
83,2002,2002-09-29,4,26.214,KAN,,MIA,W 48-30,*,9,7,140,20.00,3,77.8%,15.56,0,0,,0,0,0,,0,0,0,,,,,,,3,18,0.0,,
84,2002,2002-10-06,5,26.221,KAN,@,NYJ,W 29-25,*,7,4,25,6.25,0,57.1%,3.57,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
85,2002,2002-10-13,6,26.228,KAN,@,SDG,L 34-35,*,3,2,11,5.50,1,66.7%,3.67,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
86,2002,2002-10-20,7,26.235,KAN,,DEN,L 34-37,*,5,5,58,11.60,0,100.0%,11.60,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
87,2002,2002-10-27,8,26.242,KAN,,OAK,W 20-10,*,8,6,57,9.50,0,75.0%,7.13,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
88,2002,2002-11-10,9,26.256,KAN,@,SFO,L 13-17,*,7,1,6,6.00,0,14.3%,0.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
89,2002,2002-11-17,10,26.263,KAN,,BUF,W 17-16,*,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
90,2002,2002-11-24,11,26.270,KAN,@,SEA,L 32-39,*,4,4,51,12.75,0,100.0%,12.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
91,2002,2002-12-01,12,26.277,KAN,,ARI,W 49-0,*,5,4,74,18.50,1,80.0%,14.80,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
92,2002,2002-12-08,13,26.284,KAN,,STL,W 49-10,*,7,5,38,7.60,0,71.4%,5.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
93,2002,2002-12-15,14,26.291,KAN,@,DEN,L 24-31,*,8,4,58,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
94,2002,2002-12-22,15,26.298,KAN,,SDG,W 24-22,*,10,6,65,10.83,0,60.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
95,2002,2002-12-28,16,26.304,KAN,@,OAK,L 0-24,*,8,4,35,8.75,0,50.0%,4.38,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
96,2003,2003-09-07,1,27.192,KAN,,SDG,W 27-14,*,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
97,2003,2003-09-14,2,27.199,KAN,,PIT,W 41-20,*,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
98,2003,2003-09-21,3,27.206,KAN,@,HOU,W 42-14,*,5,3,52,17.33,0,60.0%,10.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
99,2003,2003-09-28,4,27.213,KAN,@,BAL,W 17-10,*,4,3,13,4.33,1,75.0%,3.25,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
100,2003,2003-10-05,5,27.220,KAN,,DEN,W 24-23,*,4,3,47,15.67,1,75.0%,11.75,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
101,2003,2003-10-12,6,27.227,KAN,@,GNB,W 40-34,*,10,4,121,30.25,1,40.0%,12.10,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
102,2003,2003-10-20,7,27.235,KAN,@,OAK,W 17-10,*,5,3,87,29.00,0,60.0%,17.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
103,2003,2003-10-26,8,27.241,KAN,,BUF,W 38-5,*,7,6,65,10.83,1,85.7%,9.29,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
104,2003,2003-11-09,9,27.255,KAN,,CLE,W 41-20,*,9,7,70,10.00,1,77.8%,7.78,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
105,2003,2003-11-16,10,27.262,KAN,@,CIN,L 19-24,*,10,7,86,12.29,1,70.0%,8.60,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
106,2003,2003-11-23,11,27.269,KAN,,OAK,W 27-24,*,4,4,36,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
107,2003,2003-11-30,12,27.276,KAN,@,SDG,W 28-24,*,6,4,28,7.00,2,66.7%,4.67,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
108,2003,2003-12-07,13,27.283,KAN,@,DEN,L 27-45,*,7,6,73,12.17,0,85.7%,10.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
109,2003,2003-12-14,14,27.290,KAN,,DET,W 45-17,*,9,6,93,15.50,2,66.7%,10.33,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
110,2003,2003-12-20,15,27.296,KAN,@,MIN,L 20-45,*,12,5,65,13.00,0,41.7%,5.42,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
111,2003,2003-12-28,16,27.304,KAN,,CHI,W 31-3,*,6,6,54,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
112,2004,2004-09-12,1,28.198,KAN,@,DEN,L 24-34,*,7,2,17,8.50,0,28.6%,2.43,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
113,2004,2004-09-19,2,28.205,KAN,,CAR,L 17-28,*,7,4,63,15.75,0,57.1%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
114,2004,2004-09-26,3,28.212,KAN,,HOU,L 21-24,*,12,8,106,13.25,1,66.7%,8.83,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
115,2004,2004-10-04,4,28.220,KAN,@,BAL,W 27-24,*,7,4,42,10.50,0,57.1%,6.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
116,2004,2004-10-17,5,28.233,KAN,@,JAX,L 16-22,*,9,6,81,13.50,1,66.7%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
117,2004,2004-10-24,6,28.240,KAN,,ATL,W 56-10,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
118,2004,2004-10-31,7,28.247,KAN,,IND,W 45-35,*,9,8,125,15.63,2,88.9%,13.89,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
119,2004,2004-11-07,8,28.254,KAN,@,TAM,L 31-34,*,11,9,123,13.67,1,81.8%,11.18,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
120,2004,2004-11-14,9,28.261,KAN,@,NOR,L 20-27,*,9,6,71,11.83,0,66.7%,7.89,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
121,2004,2004-11-22,10,28.269,KAN,,NWE,L 19-27,*,9,7,86,12.29,0,77.8%,9.56,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
122,2004,2004-11-28,11,28.275,KAN,,SDG,L 31-34,*,12,8,105,13.13,0,66.7%,8.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
123,2004,2004-12-05,12,28.282,KAN,@,OAK,W 34-27,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
124,2004,2004-12-13,13,28.290,KAN,@,TEN,W 49-38,*,11,7,76,10.86,0,63.6%,6.91,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
125,2004,2004-12-19,14,28.296,KAN,,DEN,W 45-17,*,4,3,44,14.67,0,75.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
126,2004,2004-12-25,15,28.302,KAN,,OAK,W 31-30,*,12,11,124,11.27,2,91.7%,10.33,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
127,2004,2005-01-02,16,28.310,KAN,@,SDG,L 17-24,*,21,14,144,10.29,0,66.7%,6.86,1,5,5.00,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
128,2005,2005-09-11,1,29.196,KAN,,NYJ,W 27-7,*,7,4,51,12.75,0,57.1%,7.29,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
129,2005,2005-09-18,2,29.203,KAN,@,OAK,W 23-17,*,5,5,44,8.80,0,100.0%,8.80,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
130,2005,2005-09-26,3,29.211,KAN,@,DEN,L 10-30,*,9,5,29,5.80,0,55.6%,3.22,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
131,2005,2005-10-02,4,29.217,KAN,,PHI,L 31-37,*,3,2,5,2.50,0,66.7%,1.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
132,2005,2005-10-16,5,29.231,KAN,,WAS,W 28-21,*,6,2,13,6.50,0,33.3%,2.17,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
133,2005,2005-10-21,6,29.236,KAN,@,MIA,W 30-20,*,9,7,67,9.57,0,77.8%,7.44,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
134,2005,2005-10-30,7,29.245,KAN,@,SDG,L 20-28,*,10,7,97,13.86,1,70.0%,9.70,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
135,2005,2005-11-06,8,29.252,KAN,,OAK,W 27-23,*,7,5,70,14.00,0,71.4%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
136,2005,2005-11-13,9,29.259,KAN,@,BUF,L 3-14,*,12,8,81,10.13,0,66.7%,6.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
137,2005,2005-11-20,10,29.266,KAN,@,HOU,W 45-17,*,12,9,98,10.89,0,75.0%,8.17,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
138,2005,2005-11-27,11,29.273,KAN,,NWE,W 26-16,*,8,4,63,15.75,0,50.0%,7.88,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
139,2005,2005-12-04,12,29.280,KAN,,DEN,W 31-27,*,2,1,25,25.00,1,50.0%,12.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
140,2005,2005-12-11,13,29.287,KAN,@,DAL,L 28-31,*,6,5,94,18.80,0,83.3%,15.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
141,2005,2005-12-17,14,29.293,KAN,@,NYG,L 17-27,*,6,4,51,12.75,0,66.7%,8.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
142,2005,2005-12-24,15,29.300,KAN,,SDG,W 20-7,*,8,5,58,11.60,0,62.5%,7.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
143,2005,2006-01-01,16,29.308,KAN,,CIN,W 37-3,*,6,5,59,11.80,0,83.3%,9.83,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
144,2006,2006-09-10,1,30.195,KAN,,CIN,L 10-23,*,12,10,81,8.10,1,83.3%,6.75,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
145,2006,2006-09-17,2,30.202,KAN,@,DEN,L 6-9,*,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
146,2006,2006-10-01,3,30.216,KAN,,SFO,W 41-0,*,6,5,59,11.80,0,83.3%,9.83,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
147,2006,2006-10-08,4,30.223,KAN,@,ARI,W 23-20,*,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
148,2006,2006-10-15,5,30.230,KAN,@,PIT,L 7-45,*,7,3,15,5.00,0,42.9%,2.14,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
149,2006,2006-10-22,6,30.237,KAN,,SDG,W 30-27,*,8,6,138,23.00,0,75.0%,17.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
150,2006,2006-10-29,7,30.244,KAN,,SEA,W 35-28,*,6,6,116,19.33,0,100.0%,19.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
