ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
124,1995,1995-12-09,14,29.255,SDG,,ARI,W 28-25,,,,,,,,,
125,1995,1995-12-17,15,29.263,SDG,@,IND,W 27-24,,,,,,,,,
126,1995,1995-12-23,16,29.269,SDG,@,NYG,W 27-17,,,,,,,,,
127,1996,1996-09-01,1,30.156,SDG,,SEA,W 29-7,,,,,,,,,
128,1996,1996-09-08,2,30.163,SDG,,CIN,W 27-14,,,,,,,,,
129,1996,1996-09-15,3,30.170,SDG,@,GNB,L 10-42,,0,0,,0,0.0,1,0,0
130,1996,1996-10-06,6,30.191,SDG,@,DEN,L 17-28,,,,,,,,,
131,1996,1996-11-11,10,30.227,SDG,,DET,W 27-21,,,,,,,,,
132,1996,1996-11-17,11,30.233,SDG,,TAM,L 17-25,,,,,,,,,
133,1997,1997-08-31,1,31.155,SDG,@,NWE,L 7-41,,,,,,,,,
134,1997,1997-09-07,2,31.162,SDG,@,NOR,W 20-6,,,,,,,,,
135,1997,1997-09-14,3,31.169,SDG,,CAR,L 7-26,,,,,,,,,
136,1997,1997-09-21,4,31.176,SDG,@,SEA,L 22-26,,,,,,,,,
137,1997,1997-09-28,5,31.183,SDG,,BAL,W 21-17,,0,0,,0,0.0,1,0,0
138,1997,1997-10-05,6,31.190,SDG,@,OAK,W 25-10,,,,,,,,,
139,1997,1997-10-16,7,31.201,SDG,@,KAN,L 3-31,,,,,,,,,
140,1997,1997-10-26,8,31.211,SDG,,IND,W 35-19,,0,0,,0,0.0,1,43,0
141,1997,1997-11-02,9,31.218,SDG,@,CIN,L 31-38,,,,,,,,,
142,1997,1997-11-09,10,31.225,SDG,,SEA,L 31-37,,,,,,,,,
143,1997,1997-11-30,13,31.246,SDG,,DEN,L 28-38,,,,,,,,,
144,1997,1997-12-07,14,31.253,SDG,,ATL,L 3-14,,,,,,,,,
145,1998,1998-09-06,1,32.161,SDG,,BUF,W 16-14,,0,0,,0,0.0,1,12,0
146,1999,1999-12-19,14,33.265,DET,@,CHI,L 10-28,*,,,,,,,,
147,1999,1999-12-25,15,33.271,DET,,DEN,L 7-17,,,,,,,,,
148,1999,2000-01-02,16,33.279,DET,@,MIN,L 17-24,,,,,,,,,
