ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
48,2017,2017-09-24,2,24.034,TAM,@,MIN,L 17-34,*,12,7,67,9.57,0,58.3%,5.58,,0,0,0.0,0,0
49,2017,2017-10-01,3,24.041,TAM,,NYG,W 25-23,*,11,5,67,13.40,1,45.5%,6.09,,1,6,0.0,0,0
50,2017,2017-10-05,4,24.045,TAM,,NWE,L 14-19,*,8,5,49,9.80,0,62.5%,6.13,,0,0,0.0,0,0
51,2017,2017-10-15,5,24.055,TAM,@,ARI,L 33-38,*,8,3,95,31.67,1,37.5%,11.88,,1,6,0.0,0,0
52,2017,2017-10-22,6,24.062,TAM,@,BUF,L 27-30,*,10,7,88,12.57,1,70.0%,8.80,,1,6,0.0,0,0
53,2017,2017-10-29,7,24.069,TAM,,CAR,L 3-17,*,10,5,60,12.00,0,50.0%,6.00,,0,0,0.0,0,0
54,2017,2017-11-05,8,24.076,TAM,@,NOR,L 10-30,*,6,1,13,13.00,0,16.7%,2.17,,0,0,0.0,0,0
55,2017,2017-11-19,10,24.090,TAM,@,MIA,W 30-20,*,10,5,92,18.40,0,50.0%,9.20,,0,0,0.0,0,0
56,2017,2017-11-26,11,24.097,TAM,@,ATL,L 20-34,*,12,6,78,13.00,0,50.0%,6.50,,0,0,0.0,0,0
57,2017,2017-12-03,12,24.104,TAM,@,GNB,L 20-26,*,6,2,33,16.50,0,33.3%,5.50,,0,0,0.0,0,0
58,2017,2017-12-10,13,24.111,TAM,,DET,L 21-24,*,5,2,25,12.50,0,40.0%,5.00,,0,0,0.0,0,0
59,2017,2017-12-18,14,24.119,TAM,,ATL,L 21-24,*,8,5,79,15.80,1,62.5%,9.88,,1,6,0.0,0,0
60,2017,2017-12-24,15,24.125,TAM,@,CAR,L 19-22,*,8,6,107,17.83,0,75.0%,13.38,,0,0,0.0,0,0
61,2017,2017-12-31,16,24.132,TAM,,NOR,W 31-24,*,13,5,55,11.00,0,38.5%,4.23,1,0,2,0.0,0,0
62,2018,2018-09-09,1,25.019,TAM,@,NOR,W 48-40,*,7,7,147,21.00,1,100.0%,21.00,,1,6,0.0,0,0
63,2018,2018-09-16,2,25.026,TAM,,PHI,W 27-21,*,12,10,83,8.30,1,83.3%,6.92,,1,6,0.0,0,0
64,2018,2018-09-24,3,25.034,TAM,,PIT,L 27-30,*,11,6,137,22.83,1,54.5%,12.45,,1,6,0.0,0,0
