ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
20,1993,1993-09-20,3,25.345,KAN,,DEN,W 15-7,11,6,139,23.17,0,54.5%,12.64,0,0,,0,0,0,,0,0,0,,,,,,0,0
21,1993,1993-10-03,4,25.358,KAN,,RAI,W 24-9,3,2,28,14.00,1,66.7%,9.33,0,0,,0,0,0,,0,0,0,,,,,,1,6
22,1993,1993-10-10,5,26.000,KAN,,CIN,W 17-15,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
23,1993,1993-10-17,6,26.007,KAN,@,SDG,W 17-14,7,4,77,19.25,0,57.1%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
24,1993,1993-10-31,7,26.021,KAN,@,MIA,L 10-30,7,3,31,10.33,0,42.9%,4.43,0,0,,0,0,0,,0,0,0,,,,,,0,0
25,1993,1993-11-08,8,26.029,KAN,,GNB,W 23-16,7,3,53,17.67,0,42.9%,7.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
26,1993,1993-11-14,9,26.035,KAN,@,RAI,W 31-20,10,5,115,23.00,1,50.0%,11.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
27,1993,1993-11-21,10,26.042,KAN,,CHI,L 17-19,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
28,1993,1993-11-28,11,26.049,KAN,,BUF,W 23-7,5,1,9,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
29,1993,1993-12-05,12,26.056,KAN,@,SEA,W 31-16,4,3,67,22.33,0,75.0%,16.75,0,0,,0,0,0,,0,0,0,,,,,,0,0
30,1993,1993-12-12,13,26.063,KAN,@,DEN,L 21-27,7,4,63,15.75,1,57.1%,9.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
31,1993,1993-12-19,14,26.070,KAN,,SDG,W 28-24,5,4,84,21.00,2,80.0%,16.80,0,0,,0,0,0,,0,0,0,,,,,,2,12
32,1993,1993-12-26,15,26.077,KAN,@,MIN,L 10-30,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
33,1993,1994-01-02,16,26.084,KAN,,SEA,W 34-24,7,4,65,16.25,1,57.1%,9.29,0,0,,0,0,0,,0,0,0,,,,,,1,6
34,1994,1994-09-04,1,26.329,KAN,@,NOR,W 30-17,8,7,109,15.57,1,87.5%,13.63,0,0,,0,0,0,,0,0,0,,,,,,1,6
35,1994,1994-09-11,2,26.336,KAN,,SFO,W 24-17,10,4,59,14.75,0,40.0%,5.90,0,0,,0,0,0,,0,0,0,,,,,,0,0
36,1994,1994-09-18,3,26.343,KAN,@,ATL,W 30-10,9,6,78,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,,,,,0,0
37,1994,1994-09-25,4,26.350,KAN,,RAM,L 0-16,10,5,74,14.80,0,50.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,0,0
38,1994,1994-10-09,5,26.364,KAN,@,SDG,L 6-20,9,3,19,6.33,0,33.3%,2.11,0,0,,0,0,0,,0,0,0,,,,,,0,0
39,1994,1994-10-17,6,27.007,KAN,@,DEN,W 31-28,11,7,88,12.57,1,63.6%,8.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
40,1994,1994-10-23,7,27.013,KAN,,SEA,W 38-23,5,4,78,19.50,0,80.0%,15.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
41,1994,1994-10-30,8,27.020,KAN,@,BUF,L 10-44,4,2,29,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
42,1994,1994-11-06,9,27.027,KAN,,RAI,W 13-3,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,0,0,,,,,,0,0
43,1994,1994-11-13,10,27.034,KAN,,SDG,L 13-14,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
44,1994,1994-12-04,13,27.055,KAN,,DEN,L 17-20,5,3,107,35.67,1,60.0%,21.40,0,0,,0,0,0,,0,0,0,,,,,,1,6
45,1994,1994-12-12,14,27.063,KAN,@,MIA,L 28-45,9,3,39,13.00,1,33.3%,4.33,0,0,,0,0,0,,0,0,0,,,,,,1,6
46,1994,1994-12-18,15,27.069,KAN,,HOU,W 31-9,4,1,33,33.00,0,25.0%,8.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
47,1994,1994-12-24,16,27.075,KAN,@,RAI,W 19-9,7,3,83,27.67,1,42.9%,11.86,0,0,,0,0,0,,0,0,0,,,,,,1,6
48,1995,1995-09-03,1,27.328,KAN,@,SEA,W 34-10,6,6,155,25.83,2,100.0%,25.83,0,0,,0,0,0,,0,0,0,,,,,,2,12
49,1995,1995-09-10,2,27.335,KAN,,NYG,W 20-17,8,3,21,7.00,0,37.5%,2.63,0,0,,0,0,0,,0,0,0,,,,,,0,0
50,1995,1995-09-17,3,27.342,KAN,,OAK,W 23-17,2,1,19,19.00,1,50.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
51,1995,1995-09-24,4,27.349,KAN,@,CLE,L 17-35,7,5,53,10.60,0,71.4%,7.57,0,0,,0,0,0,,0,0,0,,,,,,0,0
52,1995,1995-10-01,5,27.356,KAN,@,ARI,W 24-3,3,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
53,1995,1995-10-09,6,27.364,KAN,,SDG,W 29-23,7,3,27,9.00,0,42.9%,3.86,0,0,,0,0,0,,0,0,0,,,,,,0,0
54,1995,1995-10-15,7,28.005,KAN,,NWE,W 31-26,6,2,52,26.00,1,33.3%,8.67,0,0,,0,0,0,,0,0,0,,,,,,1,6
55,1995,1995-10-22,8,28.012,KAN,@,DEN,W 21-7,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
56,1995,1995-11-05,9,28.026,KAN,,WAS,W 24-3,5,1,19,19.00,1,20.0%,3.80,0,0,,0,0,0,,0,0,0,,,,,,1,6
57,1995,1995-11-12,10,28.033,KAN,@,SDG,W 22-7,4,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
58,1995,1995-11-19,11,28.040,KAN,,HOU,W 20-13,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
59,1995,1995-11-23,12,28.044,KAN,@,DAL,L 12-24,7,3,54,18.00,0,42.9%,7.71,0,0,,0,0,0,,0,0,0,,,,,,0,0
60,1995,1995-12-03,13,28.054,KAN,@,OAK,W 29-23,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
61,1995,1995-12-11,14,28.062,KAN,@,MIA,L 6-13,4,1,28,28.00,0,25.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
62,1995,1995-12-17,15,28.068,KAN,,DEN,W 20-17,4,1,18,18.00,0,25.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
63,1995,1995-12-24,16,28.075,KAN,,SEA,W 26-3,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0
64,1996,1996-09-01,1,28.327,HOU,,KAN,L 19-20,4,1,34,34.00,1,25.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
65,1996,1996-09-08,2,28.334,HOU,@,JAX,W 34-27,5,3,32,10.67,1,60.0%,6.40,0,0,,0,0,0,,0,0,0,,,,,,1,6
66,1996,1996-09-15,3,28.341,HOU,,BAL,W 29-13,5,2,32,16.00,1,40.0%,6.40,0,0,,0,0,0,,0,0,0,,,,,,1,6
67,1996,1996-09-29,4,28.355,HOU,@,PIT,L 16-30,8,5,44,8.80,1,62.5%,5.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
68,1996,1996-10-06,5,28.362,HOU,@,CIN,W 30-27,4,2,40,20.00,0,50.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
69,1996,1996-10-13,6,29.003,HOU,@,ATL,W 23-13,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
70,1996,1996-10-20,7,29.010,HOU,,PIT,W 23-13,7,6,88,14.67,1,85.7%,12.57,0,0,,0,0,0,,0,0,0,,,,,,1,6
71,1996,1996-10-27,8,29.017,HOU,,SFO,L 9-10,4,2,9,4.50,0,50.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
72,1996,1996-11-03,9,29.024,HOU,@,SEA,L 16-23,3,3,61,20.33,0,100.0%,20.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
73,1996,1996-11-10,10,29.031,HOU,@,NOR,W 31-14,5,2,3,1.50,0,40.0%,0.60,0,0,,0,0,0,,0,0,0,,,,,,0,0
74,1996,1996-11-17,11,29.038,HOU,,MIA,L 20-23,4,2,22,11.00,0,50.0%,5.50,1,15,15.00,0,0,0,,0,0,0,,,,,,0,0
75,1996,1996-11-24,12,29.045,HOU,,CAR,L 6-31,6,2,13,6.50,0,33.3%,2.17,0,0,,0,0,0,,0,0,0,,,,,,0,0
76,1996,1996-12-01,13,29.052,HOU,@,NYJ,W 35-10,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,0,
77,1996,1996-12-08,14,29.059,HOU,,JAX,L 17-23,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
78,1996,1996-12-15,15,29.066,HOU,,CIN,L 13-21,3,0,0,,0,0.0%,0.00,0,0,,0,,,,,,,,,,,,0,
79,1996,1996-12-22,16,29.073,HOU,@,BAL,W 24-21,5,4,45,11.25,1,80.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,1,6
80,1997,1997-08-31,1,29.325,TEN,,OAK,W 24-21,5,2,27,13.50,0,40.0%,5.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0
81,1997,1997-09-07,2,29.332,TEN,@,MIA,L 13-16,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0
82,1997,1997-09-21,3,29.346,TEN,,BAL,L 10-36,6,4,42,10.50,0,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
83,1997,1997-09-28,4,29.353,TEN,@,PIT,L 24-37,11,5,39,7.80,1,45.5%,3.55,0,0,,0,0,0,,0,0,0,,0,,,,1,6
84,1997,1997-10-05,5,29.360,TEN,@,SEA,L 13-16,6,1,14,14.00,0,16.7%,2.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0
85,1997,1997-10-12,6,30.002,TEN,,CIN,W 30-7,11,6,79,13.17,2,54.5%,7.18,0,0,,0,0,0,,0,0,0,,0,,,,2,12
86,1997,1997-10-19,7,30.009,TEN,,WAS,W 28-14,5,5,72,14.40,0,100.0%,14.40,0,0,,0,0,0,,0,0,0,,0,,,,0,0
87,1997,1997-10-26,8,30.016,TEN,@,ARI,W 41-14,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0
88,1997,1997-11-02,9,30.023,TEN,,JAX,L 24-30,8,4,83,20.75,0,50.0%,10.38,0,0,,0,0,0,,0,0,0,,0,,,,0,0
89,1997,1997-11-09,10,30.030,TEN,,NYG,W 10-6,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0
90,1997,1997-11-16,11,30.037,TEN,@,JAX,L 9-17,4,3,57,19.00,0,75.0%,14.25,0,0,,0,1,1,100.00,22,1,0,158.3,0,0,22.00,42.00,0,0
91,1997,1997-11-23,12,30.044,TEN,,BUF,W 31-14,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0
92,1997,1997-11-27,13,30.048,TEN,@,DAL,W 27-14,2,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,,,,
93,1997,1997-12-04,14,30.055,TEN,@,CIN,L 14-41,6,4,45,11.25,1,66.7%,7.50,0,0,,0,0,0,,0,0,0,,0,,,,1,6
94,1997,1997-12-14,15,30.065,TEN,@,BAL,L 19-21,6,2,19,9.50,0,33.3%,3.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0
95,1997,1997-12-21,16,30.072,TEN,,PIT,W 16-6,8,1,11,11.00,0,12.5%,1.38,0,0,,0,0,0,,0,0,0,,0,,,,0,0
96,1998,1998-09-06,1,30.331,TEN,@,CIN,W 23-14,4,2,46,23.00,1,50.0%,11.50,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
97,1998,1998-09-13,2,30.338,TEN,,SDG,L 7-13,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
98,1998,1998-09-20,3,30.345,TEN,@,NWE,L 16-27,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
99,1998,1998-09-27,4,30.352,TEN,,JAX,L 22-27,6,3,45,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
100,1998,1998-10-11,5,31.001,TEN,@,BAL,W 12-8,4,3,49,16.33,0,75.0%,12.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
101,1998,1998-10-25,7,31.015,TEN,,CHI,L 20-23,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
102,1998,1998-11-01,8,31.022,TEN,@,PIT,W 41-31,7,5,88,17.60,1,71.4%,12.57,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
103,1998,1998-11-08,9,31.029,TEN,@,TAM,W 31-22,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
104,1998,1998-11-15,10,31.036,TEN,,PIT,W 23-14,8,6,90,15.00,1,75.0%,11.25,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
105,1998,1998-11-22,11,31.043,TEN,,NYJ,L 3-24,1,,,,,0.0%,,,,,,,,,,,,,,,,,,
106,1998,1998-11-29,12,31.050,TEN,@,SEA,L 18-20,8,3,48,16.00,0,37.5%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
107,1998,1998-12-06,13,31.057,TEN,,BAL,W 16-14,7,3,29,9.67,0,42.9%,4.14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
108,1998,1998-12-20,15,31.071,TEN,@,GNB,L 22-30,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
