ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
12,2008,2008-11-27,12,23.065,TEN,@,DET,W 47-10,*,16,125,7.81,2,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0
13,2008,2008-12-07,13,23.075,TEN,,CLE,W 28-9,*,19,136,7.16,1,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
14,2008,2008-12-14,14,23.082,TEN,@,HOU,L 12-13,*,13,65,5.00,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
15,2008,2008-12-21,15,23.089,TEN,,PIT,W 31-14,*,16,69,4.31,1,2,2,1,0.50,0,100.0%,0.50,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
16,2009,2009-09-10,1,23.352,TEN,@,PIT,L 10-13,*,15,57,3.80,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0
17,2009,2009-09-20,2,23.362,TEN,,HOU,L 31-34,*,16,197,12.31,2,11,9,87,9.67,1,81.8%,7.91,0,0,,0,0,0,,0,,,,0,0,,0,,3,18,0.0,0,0
18,2009,2009-09-27,3,24.004,TEN,@,NYJ,L 17-24,*,22,97,4.41,0,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,1,0
19,2009,2009-10-04,4,24.011,TEN,@,JAX,L 17-37,*,16,83,5.19,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,,0,,,,0,0,,0,1,0,2,0.0,1,0
20,2009,2009-10-11,5,24.018,TEN,,IND,L 9-31,*,9,34,3.78,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0
21,2009,2009-10-18,6,24.025,TEN,@,NWE,L 0-59,*,17,128,7.53,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0
22,2009,2009-11-01,7,24.039,TEN,,JAX,W 30-13,*,24,228,9.50,2,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,,,,0,0,,0,,2,12,0.0,0,0
23,2009,2009-11-08,8,24.046,TEN,@,SFO,W 34-27,*,25,135,5.40,2,4,3,25,8.33,0,75.0%,6.25,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,,2,12,0.0,0,0
24,2009,2009-11-15,9,24.053,TEN,,BUF,W 41-17,*,26,132,5.08,2,9,9,100,11.11,0,100.0%,11.11,0,0,,0,0,0,,0,,,,0,0,,0,,2,12,0.0,0,0
25,2009,2009-11-23,10,24.061,TEN,@,HOU,W 20-17,*,29,151,5.21,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0
26,2009,2009-11-29,11,24.067,TEN,,ARI,W 20-17,*,18,154,8.56,1,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,0
27,2009,2009-12-06,12,24.074,TEN,@,IND,L 17-27,*,27,113,4.19,0,8,6,28,4.67,0,75.0%,3.50,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0
28,2009,2009-12-13,13,24.081,TEN,,STL,W 47-7,*,28,117,4.18,2,4,3,69,23.00,1,75.0%,17.25,0,0,,0,0,0,,0,,,,0,0,,0,,3,18,0.0,0,0
29,2009,2009-12-20,14,24.088,TEN,,MIA,W 27-24,*,29,104,3.59,0,3,2,55,27.50,0,66.7%,18.33,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,0.0,0,0
30,2009,2009-12-25,15,24.093,TEN,,SDG,L 17-42,*,21,142,6.76,1,4,3,37,12.33,0,75.0%,9.25,0,0,,0,0,0,,0,,,,0,0,,0,,1,6,0.0,0,1
31,2009,2010-01-03,16,24.102,TEN,@,SEA,W 17-13,*,36,134,3.72,2,6,3,20,6.67,0,50.0%,3.33,0,0,,0,0,0,,0,,,,0,0,,0,,2,12,0.0,1,0
32,2010,2010-09-12,1,24.354,TEN,,OAK,W 38-13,*,27,142,5.26,2,4,4,8,2.00,0,100.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0
33,2010,2010-09-19,2,24.361,TEN,,PIT,L 11-19,*,16,34,2.13,0,6,5,19,3.80,0,83.3%,3.17,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,1,0
34,2010,2010-09-26,3,25.003,TEN,@,NYG,W 29-10,*,32,125,3.91,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0
35,2010,2010-10-03,4,25.010,TEN,,DEN,L 20-26,*,19,53,2.79,0,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
36,2010,2010-10-10,5,25.017,TEN,@,DAL,W 34-27,*,19,131,6.89,2,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0
37,2010,2010-10-18,6,25.025,TEN,@,JAX,W 30-3,*,26,111,4.27,1,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
38,2010,2010-10-24,7,25.031,TEN,,PHI,W 37-19,*,24,66,2.75,0,4,2,7,3.50,0,50.0%,1.75,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
39,2010,2010-10-31,8,25.038,TEN,@,SDG,L 25-33,*,15,59,3.93,1,6,5,24,4.80,0,83.3%,4.00,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
40,2010,2010-11-14,9,25.052,TEN,@,MIA,L 17-29,*,17,117,6.88,1,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
41,2010,2010-11-21,10,25.059,TEN,,WAS,L 16-19,*,21,130,6.19,0,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
42,2010,2010-11-28,11,25.066,TEN,@,HOU,L 0-20,*,7,5,0.71,0,3,2,2,1.00,0,66.7%,0.67,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
43,2010,2010-12-05,12,25.073,TEN,,JAX,L 6-17,*,13,53,4.08,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
44,2010,2010-12-09,13,25.077,TEN,,IND,L 28-30,*,22,111,5.05,1,8,8,68,8.50,0,100.0%,8.50,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
45,2010,2010-12-19,14,25.087,TEN,,HOU,W 31-17,*,24,130,5.42,1,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
46,2010,2010-12-26,15,25.094,TEN,@,KAN,L 14-34,*,14,58,4.14,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
47,2010,2011-01-02,16,25.101,TEN,@,IND,L 20-23,*,20,39,1.95,0,6,6,51,8.50,1,100.0%,8.50,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,1,0
48,2011,2011-09-11,1,25.353,TEN,@,JAX,L 14-16,*,9,24,2.67,0,7,6,25,4.17,0,85.7%,3.57,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
49,2011,2011-09-18,2,25.360,TEN,,BAL,W 26-13,*,24,53,2.21,0,5,3,12,4.00,0,60.0%,2.40,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
50,2011,2011-09-25,3,26.002,TEN,,DEN,W 17-14,*,13,21,1.62,0,7,4,54,13.50,0,57.1%,7.71,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
51,2011,2011-10-02,4,26.009,TEN,@,CLE,W 31-13,*,23,101,4.39,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
52,2011,2011-10-09,5,26.016,TEN,@,PIT,L 17-38,*,14,51,3.64,1,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
53,2011,2011-10-23,6,26.030,TEN,,HOU,L 7-41,*,10,18,1.80,0,6,6,27,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
54,2011,2011-10-30,7,26.037,TEN,,IND,W 27-10,*,14,34,2.43,0,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
55,2011,2011-11-06,8,26.044,TEN,,CIN,L 17-24,*,14,64,4.57,0,6,4,46,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
56,2011,2011-11-13,9,26.051,TEN,@,CAR,W 30-3,*,27,130,4.81,1,7,4,44,11.00,0,57.1%,6.29,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
57,2011,2011-11-20,10,26.058,TEN,@,ATL,L 17-23,*,12,13,1.08,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
58,2011,2011-11-27,11,26.065,TEN,,TAM,W 23-17,*,23,190,8.26,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
59,2011,2011-12-04,12,26.072,TEN,@,BUF,W 23-17,*,23,153,6.65,2,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
60,2011,2011-12-11,13,26.079,TEN,,NOR,L 17-22,*,11,23,2.09,0,6,5,43,8.60,0,83.3%,7.17,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
61,2011,2011-12-18,14,26.086,TEN,@,IND,L 13-27,*,15,55,3.67,0,11,8,54,6.75,0,72.7%,4.91,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
62,2011,2011-12-24,15,26.092,TEN,,JAX,W 23-17,*,15,56,3.73,0,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
63,2011,2012-01-01,16,26.100,TEN,@,HOU,W 23-22,*,15,61,4.07,0,4,4,49,12.25,0,100.0%,12.25,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
64,2012,2012-09-09,1,26.352,TEN,,NWE,L 13-34,*,11,4,0.36,0,7,6,47,7.83,0,85.7%,6.71,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
65,2012,2012-09-16,2,26.359,TEN,@,SDG,L 10-38,*,8,17,2.13,0,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
66,2012,2012-09-23,3,27.000,TEN,,DET,W 44-41,,14,24,1.71,0,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
67,2012,2012-09-30,4,27.007,TEN,@,HOU,L 14-38,*,25,141,5.64,0,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
68,2012,2012-10-07,5,27.014,TEN,@,MIN,L 7-30,*,15,24,1.60,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
69,2012,2012-10-11,6,27.018,TEN,,PIT,W 26-23,*,19,91,4.79,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
70,2012,2012-10-21,7,27.028,TEN,@,BUF,W 35-34,*,18,195,10.83,2,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
71,2012,2012-10-28,8,27.035,TEN,,IND,L 13-19,*,21,99,4.71,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
72,2012,2012-11-04,9,27.042,TEN,,CHI,L 20-51,*,16,141,8.81,1,6,4,10,2.50,0,66.7%,1.67,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
73,2012,2012-11-11,10,27.049,TEN,@,MIA,W 37-3,*,23,126,5.48,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
74,2012,2012-11-25,11,27.063,TEN,@,JAX,L 19-24,*,21,80,3.81,0,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
75,2012,2012-12-02,12,27.070,TEN,,HOU,L 10-24,*,13,51,3.92,0,5,4,20,5.00,0,80.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
76,2012,2012-12-09,13,27.077,TEN,@,IND,L 23-27,*,19,44,2.32,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
77,2012,2012-12-17,14,27.085,TEN,,NYJ,W 14-10,*,21,122,5.81,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
78,2012,2012-12-23,15,27.091,TEN,@,GNB,L 7-55,*,11,28,2.55,0,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
79,2012,2012-12-30,16,27.098,TEN,,JAX,W 38-20,*,21,56,2.67,1,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
80,2013,2013-09-08,1,27.350,TEN,@,PIT,W 16-9,*,25,70,2.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
81,2013,2013-09-15,2,27.357,TEN,@,HOU,L 24-30,*,25,96,3.84,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
82,2013,2013-09-22,3,27.364,TEN,,SDG,W 20-17,*,19,90,4.74,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
83,2013,2013-09-29,4,28.006,TEN,,NYJ,W 38-13,*,15,21,1.40,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
84,2013,2013-10-06,5,28.013,TEN,,KAN,L 17-26,*,10,17,1.70,0,5,4,63,15.75,1,80.0%,12.60,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
85,2013,2013-10-13,6,28.020,TEN,@,SEA,L 13-20,*,12,33,2.75,0,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
86,2013,2013-10-20,7,28.027,TEN,,SFO,L 17-31,*,9,39,4.33,0,4,4,71,17.75,1,100.0%,17.75,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
87,2013,2013-11-03,8,28.041,TEN,@,STL,W 28-21,*,23,150,6.52,2,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
88,2013,2013-11-10,9,28.048,TEN,,JAX,L 27-29,*,12,30,2.50,0,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
89,2013,2013-11-14,10,28.052,TEN,,IND,L 27-30,*,17,86,5.06,2,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
90,2013,2013-11-24,11,28.062,TEN,@,OAK,W 23-19,*,20,73,3.65,0,5,3,8,2.67,0,60.0%,1.60,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
91,2013,2013-12-01,12,28.069,TEN,@,IND,L 14-22,*,18,69,3.83,0,7,6,32,5.33,1,85.7%,4.57,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,1,0
92,2013,2013-12-08,13,28.076,TEN,@,DEN,L 28-51,*,12,46,3.83,1,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
93,2013,2013-12-15,14,28.083,TEN,,ARI,L 34-37,*,13,40,3.08,0,3,3,51,17.00,1,100.0%,17.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
94,2013,2013-12-22,15,28.090,TEN,@,JAX,W 20-16,*,22,90,4.09,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
95,2013,2013-12-29,16,28.097,TEN,,HOU,W 16-10,*,27,127,4.70,1,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
96,2014,2014-09-07,1,28.349,NYJ,,OAK,W 19-14,*,13,68,5.23,0,5,5,23,4.60,1,100.0%,4.60,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
97,2014,2014-09-14,2,28.356,NYJ,@,GNB,L 24-31,*,12,21,1.75,0,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
98,2014,2014-09-22,3,28.364,NYJ,,CHI,L 19-27,*,10,34,3.40,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
99,2014,2014-09-28,4,29.005,NYJ,,DET,L 17-24,,6,44,7.33,1,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
100,2014,2014-10-05,5,29.012,NYJ,@,SDG,L 0-31,,7,24,3.43,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,1,0
101,2014,2014-10-12,6,29.019,NYJ,,DEN,L 17-31,,3,9,3.00,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
102,2014,2014-10-16,7,29.023,NYJ,@,NWE,L 25-27,,13,61,4.69,0,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
103,2014,2014-10-26,8,29.033,NYJ,,BUF,L 23-43,,3,7,2.33,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
104,2014,2014-11-02,9,29.040,NYJ,@,KAN,L 10-24,,11,69,6.27,0,3,2,32,16.00,0,66.7%,10.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
105,2014,2014-11-09,10,29.047,NYJ,,PIT,W 20-13,*,7,23,3.29,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
106,2014,2014-11-24,11,29.062,NYJ,@,BUF,L 3-38,,7,40,5.71,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
107,2014,2014-12-01,12,29.069,NYJ,,MIA,L 13-16,,17,105,6.18,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
108,2014,2014-12-07,13,29.075,NYJ,@,MIN,L 24-30,,16,53,3.31,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
109,2014,2014-12-14,14,29.082,NYJ,@,TEN,W 16-11,*,10,55,5.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
110,2014,2014-12-21,15,29.089,NYJ,,NWE,L 16-17,*,10,30,3.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
111,2014,2014-12-28,16,29.096,NYJ,@,MIA,W 37-24,,10,20,2.00,0,2,1,-3,-3.00,0,50.0%,-1.50,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
112,2015,2015-09-13,1,29.355,ARI,,NOR,W 31-19,,10,37,3.70,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
113,2015,2015-09-20,2,29.362,ARI,@,CHI,W 48-23,*,20,72,3.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
114,2015,2015-09-27,3,30.004,ARI,,SFO,W 47-7,*,22,110,5.00,2,2,1,40,40.00,0,50.0%,20.00,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
115,2015,2015-10-04,4,30.011,ARI,,STL,L 22-24,*,16,83,5.19,0,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
116,2015,2015-10-11,5,30.018,ARI,@,DET,W 42-17,*,11,103,9.36,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
117,2015,2015-10-18,6,30.025,ARI,@,PIT,L 13-25,,14,40,2.86,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
118,2015,2015-10-26,7,30.033,ARI,,BAL,W 26-18,*,18,122,6.78,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
119,2015,2015-11-01,8,30.039,ARI,@,CLE,W 34-20,*,30,109,3.63,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
120,2015,2015-11-15,9,30.053,ARI,@,SEA,W 39-32,*,25,58,2.32,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
121,2015,2015-11-22,10,30.060,ARI,,CIN,W 34-31,*,18,63,3.50,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
122,2015,2015-11-29,11,30.067,ARI,@,SFO,W 19-13,*,12,17,1.42,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
123,2016,2016-09-11,1,30.354,ARI,,NWE,L 21-23,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
124,2016,2016-09-18,2,30.361,ARI,,TAM,W 40-7,,16,54,3.38,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
125,2016,2016-09-25,3,31.002,ARI,@,BUF,L 18-33,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
126,2016,2016-10-02,4,31.009,ARI,,LAR,L 13-17,,6,34,5.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
127,2017,2017-09-17,2,31.359,ARI,@,IND,W 16-13,,11,44,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
128,2017,2017-09-25,3,32.002,ARI,,DAL,L 17-28,*,12,17,1.42,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
129,2017,2017-10-01,4,32.008,ARI,,SFO,W 18-15,*,13,32,2.46,0,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
130,2017,2017-10-08,5,32.015,ARI,@,PHI,L 7-34,*,9,21,2.33,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
