ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
56,2005,2005-10-23,7,28.208,STL,,NOR,W 28-17,,,,,,,,,,,,,,,
57,2005,2005-10-30,8,28.215,STL,,JAX,W 24-21,*,,,,,,,,,,,,,,
58,2005,2005-11-13,9,28.229,STL,@,SEA,L 16-31,,,,,,,,,,,,,,,
59,2005,2005-11-20,10,28.236,STL,,ARI,L 28-38,,,,,,,,,,,,,,,
60,2005,2005-11-27,11,28.243,STL,@,HOU,W 33-27,,,,,,,,,,,,,,,
61,2005,2005-12-04,12,28.250,STL,,WAS,L 9-24,,,,,,,,,,,,,,,
62,2005,2005-12-11,13,28.257,STL,@,MIN,L 13-27,*,,,,,,,,,,,,,,
63,2005,2005-12-18,14,28.264,STL,,PHI,L 16-17,,0,0,,0,0,0,,0,1.0,,,0,0,0
64,2005,2005-12-24,15,28.270,STL,,SFO,L 20-24,,,,,,,,,,,,,,,
65,2005,2006-01-01,16,28.278,STL,@,DAL,W 20-10,,0,0,,0,0,0,,0,0.0,,,1,19,0
66,2006,2006-09-10,1,29.165,BAL,@,TAM,W 27-0,,,,,,,,,,,,,,,
67,2006,2006-09-17,2,29.172,BAL,,OAK,W 28-6,,,,,,,,,,,,,,,
68,2006,2006-09-24,3,29.179,BAL,@,CLE,W 15-14,,,,,,,,,,,,,,,
69,2006,2006-10-01,4,29.186,BAL,,SDG,W 16-13,,,,,,,,,,,,,,,
70,2006,2006-10-09,5,29.194,BAL,@,DEN,L 3-13,,,,,,,,,,,,,,,
71,2006,2006-11-12,9,29.228,BAL,@,TEN,W 27-26,,,,,,,,,,,,,,,
72,2006,2006-11-19,10,29.235,BAL,,ATL,W 24-10,,,,,,,,,,,,,,,
73,2006,2006-11-26,11,29.242,BAL,,PIT,W 27-0,,0,0,,0,0,0,,0,1.0,,,1,0,0
74,2006,2006-11-30,12,29.246,BAL,@,CIN,L 7-13,,1,14,14.00,0,2,7,3.50,0,0.0,,,0,0,0
75,2006,2006-12-10,13,29.256,BAL,@,KAN,W 20-10,,,,,,,,,,,,,,,
76,2006,2006-12-17,14,29.263,BAL,,CLE,W 27-17,,,,,,,,,,,,,,,
77,2006,2006-12-24,15,29.270,BAL,@,PIT,W 31-7,,0,0,,0,0,0,,0,1.0,,,0,0,0
78,2006,2006-12-31,16,29.277,BAL,,BUF,W 19-7,,,,,,,,,,,,,,,
79,2007,2007-09-10,1,30.165,BAL,@,CIN,L 20-27,,,,,,,,,,,,,,,
80,2007,2007-09-16,2,30.171,BAL,,NYJ,W 20-13,,0,0,,0,0,0,,0,1.0,,,0,0,0
81,2007,2007-09-23,3,30.178,BAL,,ARI,W 26-23,*,0,0,,0,0,0,,0,1.0,,,0,0,0
82,2007,2007-09-30,4,30.185,BAL,@,CLE,L 13-27,*,,,,,,,,,,,,,,
83,2007,2007-10-07,5,30.192,BAL,@,SFO,W 9-7,*,,,,,,,,,,,,,,
84,2007,2007-10-14,6,30.199,BAL,,STL,W 22-3,*,0,0,,0,0,0,,0,0.0,,,1,22,0
85,2007,2007-10-21,7,30.206,BAL,@,BUF,L 14-19,*,,,,,,,,,,,,,,
86,2007,2007-11-05,8,30.221,BAL,@,PIT,L 7-38,*,,,,,,,,,,,,,,
87,2007,2007-11-11,9,30.227,BAL,,CIN,L 7-21,*,,,,,,,,,,,,,,
88,2007,2007-11-18,10,30.234,BAL,,CLE,L 30-33,*,,,,,,,,,,,,,,
89,2007,2007-11-25,11,30.241,BAL,@,SDG,L 14-32,*,,,,,,,,,,,,,,
90,2007,2007-12-03,12,30.249,BAL,,NWE,L 24-27,,0,0,,0,0,0,,0,1.0,,,0,0,0
91,2007,2007-12-09,13,30.255,BAL,,IND,L 20-44,*,,,,,,,,,,,,,,
92,2007,2007-12-16,14,30.262,BAL,@,MIA,L 16-22,*,,,,,,,,,,,,,,
93,2007,2007-12-23,15,30.269,BAL,@,SEA,L 6-27,*,,,,,,,,,,,,,,
94,2007,2007-12-30,16,30.276,BAL,,PIT,W 27-21,*,,,,,,,,,,,,,,
95,2008,2008-09-07,1,31.162,BAL,,CIN,W 17-10,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
96,2008,2008-09-21,2,31.176,BAL,,CLE,W 28-10,,0,0,,0,0,0,,0,0.0,0,2,0,0,0
97,2008,2008-09-29,3,31.184,BAL,@,PIT,L 20-23,,0,0,,0,0,0,,0,1.0,4,0,0,0,0
98,2008,2008-10-05,4,31.190,BAL,,TEN,L 10-13,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
99,2008,2008-10-12,5,31.197,BAL,@,IND,L 3-31,,0,0,,0,0,0,,0,0.0,5,0,0,0,0
100,2008,2008-10-19,6,31.204,BAL,@,MIA,W 27-13,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
101,2008,2008-10-26,7,31.211,BAL,,OAK,W 29-10,,0,0,,0,0,0,,0,0.0,5,0,0,0,0
102,2008,2008-11-02,8,31.218,BAL,@,CLE,W 37-27,,0,0,,0,0,0,,0,0.0,4,0,0,0,0
103,2008,2008-11-09,9,31.225,BAL,@,HOU,W 41-13,,0,0,,0,0,0,,0,0.0,1,2,0,0,0
104,2008,2008-11-16,10,31.232,BAL,@,NYG,L 10-30,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
105,2008,2008-11-23,11,31.239,BAL,,PHI,W 36-7,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
106,2008,2008-11-30,12,31.246,BAL,@,CIN,W 34-3,,0,0,,0,0,0,,0,0.5,2,1,0,0,0
107,2008,2008-12-07,13,31.253,BAL,,WAS,W 24-10,,0,0,,0,0,0,,0,0.0,4,0,0,0,0
108,2008,2008-12-14,14,31.260,BAL,,PIT,L 9-13,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
109,2008,2008-12-20,15,31.266,BAL,@,DAL,W 33-24,,0,0,,0,0,0,,0,0.0,3,0,0,0,0
110,2008,2008-12-28,16,31.274,BAL,,JAX,W 27-7,,0,0,,0,0,0,,0,1.0,2,0,0,0,0
111,2009,2009-11-29,11,32.245,PIT,@,BAL,L 17-20,,,,,,,,,,,,,,,
112,2009,2009-12-27,15,32.273,BAL,@,PIT,L 20-23,,,,,,,,,,,,,,,
113,2009,2010-01-03,16,32.280,BAL,@,OAK,W 21-13,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
