ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
21,2014,2014-09-07,1,24.082,STL,,MIN,L 6-34,*,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
22,2014,2014-09-14,2,24.089,STL,@,TAM,W 19-17,*,2,2,8,4.00,0,100.0%,4.00,,0,0,0.0,0,0
23,2014,2014-09-21,3,24.096,STL,,DAL,L 31-34,*,,,,,,0.0%,,,,,,,
24,2014,2014-10-05,4,24.110,STL,@,PHI,L 28-34,*,0,0,0,,0,0.0%,,,0,0,0.0,1,0
25,2014,2014-10-13,5,24.118,STL,,SFO,L 17-31,,,0,0,,0,0.0%,,,0,0,0.0,0,1
26,2014,2014-10-19,6,24.124,STL,,SEA,W 28-26,*,1,1,9,9.00,0,100.0%,9.00,,0,0,0.0,0,0
27,2014,2014-10-26,7,24.131,STL,@,KAN,L 7-34,*,,,,,,0.0%,,,,,,,
28,2014,2014-11-02,8,24.138,STL,@,SFO,W 13-10,*,1,0,0,,0,0.0%,0.00,,0,0,0.0,1,0
29,2014,2014-11-09,9,24.145,STL,@,ARI,L 14-31,,,,,,,0.0%,,,,,,,
30,2014,2014-11-16,10,24.152,STL,,DEN,W 22-7,*,,,,,,0.0%,,,,,,,
31,2014,2014-11-23,11,24.159,STL,@,SDG,L 24-27,,,,,,,0.0%,,,,,,,
32,2014,2014-11-30,12,24.166,STL,,OAK,W 52-0,*,2,2,12,6.00,1,100.0%,6.00,,1,6,0.0,0,0
33,2014,2014-12-07,13,24.173,STL,@,WAS,W 24-0,*,0,0,0,,0,0.0%,,1,0,2,0.0,0,0
34,2014,2014-12-11,14,24.177,STL,,ARI,L 6-12,*,1,1,21,21.00,0,100.0%,21.00,,0,0,0.0,0,0
35,2014,2014-12-21,15,24.187,STL,,NYG,L 27-37,*,1,1,1,1.00,0,100.0%,1.00,,0,0,0.0,0,0
36,2014,2014-12-28,16,24.194,STL,@,SEA,L 6-20,*,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
37,2015,2015-09-13,1,25.088,STL,,SEA,W 34-31,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
38,2015,2015-09-20,2,25.095,STL,@,WAS,L 10-24,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
39,2015,2015-09-27,3,25.102,STL,,PIT,L 6-12,,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
40,2015,2015-10-04,4,25.109,STL,@,ARI,W 24-22,,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
41,2015,2015-10-11,5,25.116,STL,@,GNB,L 10-24,*,0,0,0,,0,0.0%,,,0,0,0.0,0,0
42,2015,2015-10-25,6,25.130,STL,,CLE,W 24-6,,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
43,2015,2015-11-01,7,25.137,STL,,SFO,W 27-6,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
44,2015,2015-11-08,8,25.144,STL,@,MIN,L 18-21,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
45,2015,2015-11-15,9,25.151,STL,,CHI,L 13-37,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
46,2015,2015-11-22,10,25.158,STL,@,BAL,L 13-16,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
47,2015,2015-11-29,11,25.165,STL,@,CIN,L 7-31,*,1,1,2,2.00,0,100.0%,2.00,,0,0,0.0,0,0
48,2015,2015-12-06,12,25.172,STL,,ARI,L 3-27,*,1,1,4,4.00,0,100.0%,4.00,,0,0,0.0,0,0
49,2015,2015-12-13,13,25.179,STL,,DET,W 21-14,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
50,2015,2015-12-17,14,25.183,STL,,TAM,W 31-23,*,0,0,0,,0,0.0%,,,0,0,0.0,0,0
51,2015,2015-12-27,15,25.193,STL,@,SEA,W 23-17,*,0,0,0,,0,0.0%,,,0,0,0.0,0,0
52,2015,2016-01-03,16,25.200,STL,@,SFO,L 16-19,*,1,1,12,12.00,0,100.0%,12.00,,0,0,0.0,0,0
53,2016,2016-09-12,1,26.087,LAR,@,SFO,L 0-28,*,0,0,0,,0,0.0%,,,0,0,0.0,0,0
54,2016,2016-09-18,2,26.093,LAR,,SEA,W 9-3,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
55,2016,2016-09-25,3,26.100,LAR,@,TAM,W 37-32,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
56,2016,2016-10-02,4,26.107,LAR,@,ARI,W 17-13,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
57,2016,2016-10-09,5,26.114,LAR,,BUF,L 19-30,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
58,2016,2016-10-16,6,26.121,LAR,@,DET,L 28-31,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
59,2016,2016-10-23,7,26.128,LAR,,NYG,L 10-17,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
60,2016,2016-11-06,8,26.142,LAR,,CAR,L 10-13,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
61,2016,2016-11-13,9,26.149,LAR,@,NYJ,W 9-6,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
62,2016,2016-11-20,10,26.156,LAR,,MIA,L 10-14,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
63,2016,2016-11-27,11,26.163,LAR,@,NOR,L 21-49,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
64,2016,2016-12-04,12,26.170,LAR,@,NWE,L 10-26,,0,0,0,,0,0.0%,,,0,0,0.0,0,0
