ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
63,1998,1998-10-18,6,28.248,MIA,,STL,W 14-0,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0
64,1998,1998-10-25,7,28.255,MIA,,NWE,W 12-9,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0
65,1998,1998-11-01,8,28.262,MIA,@,BUF,L 24-30,4,2,34,17.00,0,50.0%,8.50,0,0,,0,0,0
66,1998,1998-11-08,9,28.269,MIA,,IND,W 27-14,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0
67,1998,1998-11-15,10,28.276,MIA,@,CAR,W 13-9,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0
68,1998,1998-11-23,11,28.284,MIA,@,NWE,L 23-26,3,,,,,0.0%,,,,,,,
69,1998,1998-11-29,12,28.290,MIA,,NOR,W 30-10,7,4,37,9.25,0,57.1%,5.29,0,0,,0,0,0
70,1998,1998-12-06,13,28.297,MIA,@,OAK,W 27-17,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0
71,1998,1998-12-13,14,28.304,MIA,,NYJ,L 16-21,5,4,52,13.00,0,80.0%,10.40,0,0,,0,0,0
72,1998,1998-12-21,15,28.312,MIA,,DEN,W 31-21,8,6,136,22.67,3,75.0%,17.00,0,0,,0,3,18
73,1998,1998-12-27,16,28.318,MIA,@,ATL,L 16-38,5,4,79,19.75,0,80.0%,15.80,0,0,,0,0,0
