ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
26,1994,1994-10-09,6,25.301,BUF,,MIA,W 21-11,,,,,,
27,1994,1994-10-16,7,25.308,BUF,,IND,L 17-27,,,,,,
28,1994,1994-10-30,8,25.322,BUF,,KAN,W 44-10,,,,,,
29,1994,1994-11-06,9,25.329,BUF,@,NYJ,L 17-22,,,,,,
30,1994,1994-11-14,10,25.337,BUF,@,PIT,L 10-23,,,,,,
31,1994,1994-11-20,11,25.343,BUF,,GNB,W 29-20,,,,,,
32,1994,1994-11-24,12,25.347,BUF,@,DET,L 21-35,,,,,,
33,1994,1994-12-04,13,25.357,BUF,@,MIA,W 42-31,,,,,,
34,1994,1994-12-11,14,25.364,BUF,,MIN,L 17-21,,,,,,
35,1994,1994-12-18,15,26.006,BUF,,NWE,L 17-41,,,,,,
36,1994,1994-12-24,16,26.012,BUF,@,IND,L 9-10,,,,,,
37,1995,1995-09-03,1,26.265,BUF,@,DEN,L 7-22,,,,,,
38,1995,1995-09-10,2,26.272,BUF,,CAR,W 31-9,,1,6,1,32,1
39,1995,1995-09-17,3,26.279,BUF,,IND,W 20-14,,,,,,
40,1995,1995-10-02,4,26.294,BUF,@,CLE,W 22-19,,0,0,1,0,0
41,1995,1995-10-08,5,26.300,BUF,,NYJ,W 29-10,,0,0,1,16,0
42,1995,1995-10-15,6,26.307,BUF,,SEA,W 27-21,,0,0,1,0,0
43,1995,1995-10-23,7,26.315,BUF,@,NWE,L 14-27,,,,,,
44,1995,1995-10-29,8,26.321,BUF,@,MIA,L 6-23,,,,,,
45,1995,1995-11-05,9,26.328,BUF,@,IND,W 16-10,,0,0,1,0,0
46,1995,1995-11-12,10,26.335,BUF,,ATL,W 23-17,,0,0,1,0,0
47,1995,1995-12-03,13,26.356,BUF,@,SFO,L 17-27,,,,,,
48,1995,1995-12-10,14,26.363,BUF,@,STL,W 45-27,,,,,,
49,1995,1995-12-17,15,27.005,BUF,,MIA,W 23-20,,,,,,
50,1996,1996-09-01,1,27.264,BUF,@,NYG,W 23-20,,,,,,
51,1996,1996-09-08,2,27.271,BUF,,NWE,W 17-10,,,,,,
52,1996,1996-09-16,3,27.279,BUF,@,PIT,L 6-24,,,,,,
53,1996,1996-09-22,4,27.285,BUF,,DAL,W 10-7,,,,,,
54,1996,1996-10-13,6,27.306,BUF,,MIA,L 7-21,,,,,,
55,1996,1996-10-20,7,27.313,BUF,@,NYJ,W 25-22,,,,,,
56,1996,1996-10-27,8,27.320,BUF,@,NWE,L 25-28,,,,,,
57,1996,1996-11-03,9,27.327,BUF,,WAS,W 38-13,,,,,,
58,1996,1996-11-10,10,27.334,BUF,@,PHI,W 24-17,,,,,,
59,1996,1996-11-17,11,27.341,BUF,,CIN,W 31-17,,0,0,2,19,0
60,1996,1996-11-24,12,27.348,BUF,,NYJ,W 35-10,,0,0,2,5,0
61,1996,1996-12-01,13,27.355,BUF,@,IND,L 10-13,,,,,,
62,1996,1996-12-08,14,27.362,BUF,@,SEA,L 18-26,,,,,,
63,1996,1996-12-16,15,28.004,BUF,@,MIA,L 14-16,,,,,,
64,1996,1996-12-22,16,28.010,BUF,,KAN,W 20-9,,,,,,
65,1997,1997-08-31,1,28.262,BUF,,MIN,L 13-34,,,,,,
66,1997,1997-09-07,2,28.269,BUF,@,NYJ,W 28-22,,,,,,
67,1997,1997-09-14,3,28.276,BUF,@,KAN,L 16-22,,,,,,
68,1997,1997-09-21,4,28.283,BUF,,IND,W 37-35,,,,,,
69,1997,1997-10-05,5,28.297,BUF,,DET,W 22-13,,,,,,
70,1997,1997-10-12,6,28.304,BUF,@,NWE,L 6-33,,,,,,
71,1997,1997-10-20,7,28.312,BUF,@,IND,W 9-6,,,,,,
72,1997,1997-10-26,8,28.318,BUF,,DEN,L 20-23,,0,0,1,2,0
73,1997,1997-11-09,10,28.332,BUF,,NWE,L 10-31,,,,,,
74,1997,1997-11-17,11,28.340,BUF,@,MIA,L 13-30,,,,,,
75,1997,1997-11-23,12,28.346,BUF,@,TEN,L 14-31,,,,,,
76,1997,1997-11-30,13,28.353,BUF,,NYJ,W 20-10,,,,,,
77,1997,1997-12-07,14,28.360,BUF,@,CHI,L 3-20,,0,0,1,21,0
78,1997,1997-12-14,15,29.002,BUF,,JAX,L 14-20,,,,,,
79,1997,1997-12-20,16,29.008,BUF,@,GNB,L 21-31,,,,,,
80,1998,1998-09-06,1,29.268,BUF,@,SDG,L 14-16,,,,,,
81,1998,1998-09-13,2,29.275,BUF,@,MIA,L 7-13,,,,,,
82,1998,1998-09-20,3,29.282,BUF,,STL,L 33-34,,0,0,2,23,0
83,1998,1998-10-04,4,29.296,BUF,,SFO,W 26-21,,,,,,
84,1998,1998-10-11,5,29.303,BUF,@,IND,W 31-24,,0,0,1,0,0
85,1998,1998-11-15,10,29.338,BUF,,NWE,W 13-10,,,,,,
86,1998,1998-11-22,11,29.345,BUF,,IND,W 34-11,,0,0,1,24,0
87,1998,1998-11-29,12,29.352,BUF,@,NWE,L 21-25,,,,,,
88,1998,1998-12-06,13,29.359,BUF,@,CIN,W 33-20,,,,,,
89,1998,1998-12-13,14,30.001,BUF,,OAK,W 44-21,,0,0,1,0,0
90,1998,1998-12-19,15,30.007,BUF,,NYJ,L 10-17,,,,,,
91,1998,1998-12-27,16,30.015,BUF,@,NOR,W 45-33,,0,0,1,1,0
92,1999,1999-09-12,1,30.274,BUF,@,IND,L 14-31,*,,,,,
93,1999,1999-09-19,2,30.281,BUF,,NYJ,W 17-3,*,,,,,
94,1999,1999-09-26,3,30.288,BUF,,PHI,W 26-0,*,,,,,
95,1999,1999-10-04,4,30.296,BUF,@,MIA,W 23-18,*,0,0,1,0,0
96,1999,1999-10-10,5,30.302,BUF,,PIT,W 24-21,*,,,,,
97,1999,1999-10-17,6,30.309,BUF,,OAK,L 14-20,*,,,,,
98,1999,1999-10-24,7,30.316,BUF,@,SEA,L 16-26,*,,,,,
99,1999,1999-10-31,8,30.323,BUF,@,BAL,W 13-10,*,0,0,1,26,0
100,1999,1999-11-07,9,30.330,BUF,@,WAS,W 34-17,*,0,0,1,0,0
101,1999,1999-11-14,10,30.337,BUF,,MIA,W 23-3,*,,,,,
102,1999,1999-11-21,11,30.344,BUF,@,NYJ,L 7-17,*,,,,,
103,1999,1999-11-28,12,30.351,BUF,,NWE,W 17-7,*,,,,,
104,1999,1999-12-12,13,31.000,BUF,,NYG,L 17-19,*,,,,,
105,1999,1999-12-19,14,31.007,BUF,@,ARI,W 31-21,*,,,,,
106,1999,1999-12-26,15,31.014,BUF,@,NWE,W 13-10,*,,,,,
107,1999,2000-01-02,16,31.021,BUF,,IND,W 31-6,*,,,,,
108,2000,2000-09-03,1,31.266,DET,@,NOR,W 14-10,*,0,0,1,6,0
109,2000,2000-09-10,2,31.273,DET,,WAS,W 15-10,*,0,0,1,6,0
110,2000,2000-09-17,3,31.280,DET,,TAM,L 10-31,,,,,,
111,2000,2000-09-24,4,31.287,DET,@,CHI,W 21-14,*,0,0,3,8,0
112,2000,2000-10-01,5,31.294,DET,,MIN,L 24-31,*,,,,,
113,2000,2000-10-08,6,31.301,DET,,GNB,W 31-24,,0,0,1,19,0
114,2000,2000-10-19,7,31.312,DET,@,TAM,W 28-14,*,,,,,
115,2000,2000-10-29,8,31.322,DET,@,IND,L 18-30,*,,,,,
116,2000,2000-11-05,9,31.329,DET,,MIA,L 8-23,*,,,,,
117,2000,2000-11-12,10,31.336,DET,,ATL,W 13-10,,,,,,
118,2000,2000-11-19,11,31.343,DET,@,NYG,W 31-21,,0,0,1,14,0
119,2001,2001-10-28,6,32.320,DET,,CIN,L 27-31,,0,0,1,3,0
120,2001,2001-11-04,7,32.327,DET,@,SFO,L 13-21,*,,,,,
121,2001,2001-11-11,8,32.334,DET,,TAM,L 17-20,*,,,,,
122,2001,2001-11-18,9,32.341,DET,@,ARI,L 38-45,*,,,,,
123,2001,2001-11-22,10,32.345,DET,,GNB,L 27-29,*,,,,,
124,2001,2001-12-02,11,32.355,DET,@,CHI,L 10-13,*,,,,,
125,2001,2001-12-09,12,32.362,DET,@,TAM,L 12-15,*,0,0,1,19,0
126,2001,2001-12-16,13,33.004,DET,,MIN,W 27-24,*,,,,,
127,2001,2001-12-23,14,33.011,DET,@,PIT,L 14-47,*,,,,,
128,2001,2001-12-30,15,33.018,DET,,CHI,L 0-24,*,,,,,
129,2001,2002-01-06,16,33.025,DET,,DAL,W 15-10,*,,,,,
