ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
35,1995,1995-10-15,7,27.051,JAX,,CHI,L 27-30,,,,,,,,
36,1995,1995-10-22,8,27.058,JAX,@,CLE,W 23-15,,,,,,,,
37,1995,1995-10-29,9,27.065,JAX,@,PIT,L 7-24,,,,,,,,
38,1995,1995-11-12,10,27.079,JAX,,SEA,L 30-47,,,,,,,,
39,1995,1995-11-19,11,27.086,JAX,@,TAM,L 16-17,,,,,,,,
40,1995,1995-11-26,12,27.093,JAX,,CIN,L 13-17,,,,,,,,
41,1995,1995-12-03,13,27.100,JAX,@,DEN,L 23-31,,,,,,,,
42,1995,1995-12-10,14,27.107,JAX,,IND,L 31-41,,,,,,,,
43,1995,1995-12-17,15,27.114,JAX,@,DET,L 0-44,,,,,,,,
44,1995,1995-12-24,16,27.121,JAX,,CLE,W 24-21,,,,,,,,
45,1996,1996-09-01,1,28.007,JAX,,PIT,W 24-9,,0,0,,0,,,
46,1996,1996-09-08,2,28.014,JAX,,HOU,L 27-34,,0,0,,0,,,
47,1996,1996-09-15,3,28.021,JAX,@,OAK,L 3-17,,0,0,,0,,,
48,1996,1996-09-22,4,28.028,JAX,@,NWE,L 25-28,,0,0,,0,1,8,0
49,1996,1996-09-29,5,28.035,JAX,,CAR,W 24-14,,0,0,,0,,,
50,1996,1996-10-06,6,28.042,JAX,@,NOR,L 13-17,,0,0,,0,,,
51,1996,1996-10-13,7,28.049,JAX,,NYJ,W 21-17,,1,1,1.00,0,1,-1,0
52,1996,1996-10-20,8,28.056,JAX,@,STL,L 14-17,,0,0,,0,,,
53,1996,1996-10-27,9,28.063,JAX,@,CIN,L 21-28,,0,0,,0,,,
54,1997,1997-08-31,1,29.006,MIA,,IND,W 16-10,,,,,,,,
55,1997,1997-09-07,2,29.013,JAX,,NYG,W 40-13,,,,,,,,
56,1997,1997-09-22,3,29.028,JAX,,PIT,W 30-21,,,,,,,,
57,1997,1997-09-28,4,29.034,JAX,@,WAS,L 12-24,,0,0,,0,1,23,0
58,1997,1997-10-05,5,29.041,JAX,,CIN,W 21-13,,,,,,,,
59,1997,1997-10-12,6,29.048,JAX,,PHI,W 38-21,,,,,,,,
60,1997,1997-10-19,7,29.055,JAX,@,DAL,L 22-26,,,,,,,,
61,1997,1997-10-26,8,29.062,JAX,@,PIT,L 17-23,,,,,,,,
62,1997,1997-11-02,9,29.069,JAX,@,TEN,W 30-24,,,,,,,,
63,1997,1997-11-09,10,29.076,JAX,,KAN,W 24-10,,,,,,,,
64,1997,1997-11-16,11,29.083,JAX,,TEN,W 17-9,,0,0,,0,1,11,0
65,1997,1997-11-23,12,29.090,JAX,@,CIN,L 26-31,,,,,,,,
66,1997,1997-11-30,13,29.097,NWE,,IND,W 20-17,,,,,,,,
67,1997,1997-12-07,14,29.104,JAX,,NWE,L 20-26,,,,,,,,
68,1997,1997-12-14,15,29.111,JAX,@,BUF,W 20-14,,,,,,,,
69,1997,1997-12-21,16,29.118,JAX,@,OAK,W 20-9,,,,,,,,
70,1998,1998-09-06,1,30.012,JAX,@,CHI,W 24-23,,,,,,,,
71,1998,1998-09-13,2,30.019,JAX,,KAN,W 21-16,,,,,,,,
72,1998,1998-09-27,4,30.033,JAX,@,TEN,W 27-22,,,,,,,,
73,1998,1998-10-12,5,30.048,JAX,,MIA,W 28-21,,,,,,,,
74,1998,1998-10-25,7,30.061,JAX,@,DEN,L 24-37,,,,,,,,
75,1998,1998-11-08,9,30.075,JAX,,CIN,W 24-11,,,,,,,,
76,1998,1998-11-15,10,30.082,JAX,,TAM,W 29-24,,,,,,,,
77,1998,1998-11-22,11,30.089,JAX,@,PIT,L 15-30,,,,,,,,
78,1998,1998-11-29,12,30.096,JAX,@,CIN,W 34-17,,,,,,,,
79,1998,1998-12-06,13,30.103,JAX,,DET,W 37-22,,,,,,,,
80,1998,1998-12-13,14,30.110,JAX,,TEN,L 13-16,,,,,,,,
81,1998,1998-12-20,15,30.117,JAX,@,MIN,L 10-50,,,,,,,,
82,1998,1998-12-28,16,30.125,JAX,,PIT,W 21-3,,0,0,,0,1,0,0
83,1999,1999-09-12,1,31.018,JAX,,SFO,W 41-3,,,,,,,,
84,1999,1999-09-19,2,31.025,JAX,@,CAR,W 22-20,,,,,,,,
85,1999,1999-10-03,4,31.039,JAX,@,PIT,W 17-3,,0,0,,0,1,0,0
86,1999,1999-10-11,5,31.047,JAX,@,NYJ,W 16-6,,,,,,,,
87,1999,1999-10-17,6,31.053,JAX,,CLE,W 24-7,,,,,,,,
88,1999,1999-10-31,7,31.067,JAX,@,CIN,W 41-10,,,,,,,,
89,1999,1999-11-07,8,31.074,JAX,@,ATL,W 30-7,,,,,,,,
90,1999,1999-11-14,9,31.081,JAX,,BAL,W 6-3,,,,,,,,
91,1999,1999-11-21,10,31.088,JAX,,NOR,W 41-23,,,,,,,,
92,1999,1999-11-28,11,31.095,JAX,@,BAL,W 30-23,,,,,,,,
93,1999,1999-12-02,12,31.099,JAX,,PIT,W 20-6,,,,,,,,
94,1999,1999-12-13,13,31.110,JAX,,DEN,W 27-24,,,,,,,,
95,1999,1999-12-19,14,31.116,JAX,@,CLE,W 24-14,,,,,,,,
96,1999,1999-12-26,15,31.123,JAX,@,TEN,L 14-41,,,,,,,,
97,1999,2000-01-02,16,31.130,JAX,,CIN,W 24-7,,0,0,,0,1,36,0
98,2000,2000-09-03,1,32.009,NYG,,ARI,W 21-16,,,,,,,,
99,2000,2000-09-10,2,32.016,NYG,@,PHI,W 33-18,*,,,,,,,
100,2000,2000-09-17,3,32.023,NYG,@,CHI,W 14-7,*,,,,,,,
101,2000,2000-09-24,4,32.030,NYG,,WAS,L 6-16,*,,,,,,,
102,2000,2000-10-01,5,32.037,NYG,@,TEN,L 14-28,*,,,,,,,
103,2000,2000-10-08,6,32.044,NYG,@,ATL,W 13-6,*,,,,,,,
104,2000,2000-10-15,7,32.051,NYG,,DAL,W 19-14,*,0,0,,0,1,0,0
105,2000,2000-10-29,8,32.065,NYG,,PHI,W 24-7,*,,,,,,,
106,2000,2000-11-05,9,32.072,NYG,@,CLE,W 24-3,*,,,,,,,
107,2000,2000-11-12,10,32.079,NYG,,STL,L 24-38,*,,,,,,,
108,2000,2000-11-19,11,32.086,NYG,,DET,L 21-31,,,,,,,,
109,2000,2000-11-26,12,32.093,NYG,@,ARI,W 31-7,*,,,,,,,
110,2000,2000-12-03,13,32.100,NYG,@,WAS,W 9-7,*,,,,,,,
111,2000,2000-12-10,14,32.107,NYG,,PIT,W 30-10,,,,,,,,
112,2000,2000-12-17,15,32.114,NYG,@,DAL,W 17-13,*,,,,,,,
113,2000,2000-12-23,16,32.120,NYG,,JAX,W 28-25,,,,,,,,
114,2001,2001-09-10,1,33.016,NYG,@,DEN,L 20-31,*,,,,,,,
115,2001,2001-09-23,2,33.029,NYG,@,KAN,W 13-3,,,,,,,,
116,2001,2001-09-30,3,33.036,NYG,,NOR,W 21-13,,,,,,,,
117,2001,2001-10-07,4,33.043,NYG,,WAS,W 23-9,,,,,,,,
118,2001,2001-10-14,5,33.050,NYG,@,STL,L 14-15,,,,,,,,
119,2001,2001-10-22,6,33.058,NYG,,PHI,L 9-10,,,,,,,,
120,2001,2001-10-28,7,33.064,NYG,@,WAS,L 21-35,,,,,,,,
121,2001,2001-11-04,8,33.071,NYG,,DAL,W 27-24,,,,,,,,
122,2001,2001-11-11,9,33.078,NYG,@,ARI,W 17-10,,,,,,,,
123,2001,2001-11-19,10,33.086,NYG,@,MIN,L 16-28,,,,,,,,
124,2001,2001-11-25,11,33.092,NYG,,OAK,L 10-28,,,,,,,,
125,2001,2001-12-09,12,33.106,NYG,@,DAL,L 13-20,,,,,,,,
126,2001,2001-12-15,13,33.112,NYG,,ARI,W 17-13,,,,,,,,
127,2001,2001-12-23,14,33.120,NYG,,SEA,W 27-24,,0,0,,0,1,3,0
128,2001,2001-12-30,15,33.127,NYG,@,PHI,L 21-24,,,,,,,,
129,2001,2002-01-06,16,33.134,NYG,,GNB,L 25-34,*,,,,,,,
