ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
49,1985,1985-09-15,2,26.052,SDG,,SEA,L 35-49,,3,16,5.33,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
50,1985,1985-09-22,3,26.059,SDG,@,CIN,W 44-41,,7,70,10.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
51,1985,1985-09-29,4,26.066,SDG,,CLE,L 7-21,,2,27,13.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
52,1985,1985-10-06,5,26.073,SDG,@,SEA,L 21-26,,2,28,14.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
53,1985,1985-10-13,6,26.080,SDG,,KAN,W 31-20,,4,44,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
54,1985,1985-10-20,7,26.087,SDG,@,MIN,L 17-21,,3,44,14.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
55,1985,1985-10-28,8,26.095,SDG,@,RAI,L 21-34,,4,50,12.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
56,1985,1985-11-03,9,26.101,SDG,,DEN,W 30-10,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,0,0,,0,,
57,1985,1985-11-10,10,26.108,SDG,,RAI,W 40-34,,1,23,23.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
58,1985,1985-11-17,11,26.115,SDG,@,DEN,L 24-30,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,0,0,,0,,
59,1985,1985-12-01,13,26.129,SDG,,BUF,W 40-7,,7,70,10.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
60,1985,1985-12-08,14,26.136,SDG,,PIT,W 54-44,,1,20,20.00,1,,,0,0,,0,0,0,,0,0,0,,0,,,,1,0,0.00,0,1,6
61,1985,1985-12-15,15,26.143,SDG,,PHI,W 20-14,,3,11,3.67,0,,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
62,1985,1985-12-22,16,26.150,SDG,@,KAN,L 34-38,,4,43,10.75,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
63,1986,1986-09-07,1,27.044,SDG,,MIA,W 50-28,,3,65,21.67,1,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
64,1986,1986-09-14,2,27.051,SDG,@,NYG,L 7-20,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
65,1986,1986-09-21,3,27.058,SDG,,WAS,L 27-30,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,,,,,
66,1986,1986-09-28,4,27.065,SDG,@,RAI,L 13-17,,2,42,21.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
67,1986,1986-10-06,5,27.073,SDG,@,SEA,L 7-33,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,,,,,
68,1986,1986-10-12,6,27.079,SDG,,DEN,L 14-31,,5,70,14.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
69,1986,1986-10-19,7,27.086,SDG,@,KAN,L 41-42,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
70,1986,1986-10-26,8,27.093,SDG,@,PHI,L 7-23,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,,,,,
71,1986,1986-11-02,9,27.100,SDG,,KAN,L 23-24,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,,,,,
72,1986,1986-11-09,10,27.107,SDG,@,DEN,W 9-3,,3,14,4.67,0,,,0,0,,0,1,1,100.00,21,0,0,118.7,0,0,21.00,21.00,0,0,,0,0,0
73,1986,1986-11-16,11,27.114,SDG,,DAL,L 21-24,,2,10,5.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
74,1986,1986-11-20,12,27.118,SDG,,RAI,L 31-37,,3,41,13.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
75,1986,1986-11-30,13,27.128,SDG,@,IND,W 17-3,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
76,1986,1986-12-07,14,27.135,SDG,,HOU,W 27-0,,2,33,16.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
77,1986,1986-12-14,15,27.142,SDG,,SEA,L 24-34,,2,14,7.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
78,1986,1986-12-21,16,27.149,SDG,@,CLE,L 17-47,,3,19,6.33,0,,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
79,1987,1987-09-13,1,28.050,SDG,@,KAN,L 13-20,,3,43,14.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
80,1987,1987-09-20,2,28.057,SDG,,STL,W 28-24,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
81,1987,1987-10-25,6,28.092,SDG,,KAN,W 42-21,,5,53,10.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1987,1987-11-01,7,28.099,SDG,,CLE,W 27-24,,2,31,15.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
83,1987,1987-11-08,8,28.106,SDG,@,IND,W 16-13,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
84,1987,1987-11-15,9,28.113,SDG,,RAI,W 16-14,,3,24,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,1987,1987-11-22,10,28.120,SDG,@,SEA,L 3-34,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
86,1987,1987-11-29,11,28.127,SDG,,DEN,L 17-31,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
87,1987,1987-12-06,12,28.134,SDG,@,HOU,L 18-33,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,1987,1987-12-13,13,28.141,SDG,,PIT,L 16-20,,3,38,12.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
89,1987,1987-12-20,14,28.148,SDG,,IND,L 7-20,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
90,1987,1987-12-27,15,28.155,SDG,@,DEN,L 0-24,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
91,1988,1988-09-04,1,29.041,RAM,@,GNB,W 34-7,,4,26,6.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
92,1988,1988-09-11,2,29.048,RAM,,DET,W 17-10,,3,19,6.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
93,1988,1988-09-18,3,29.055,RAM,@,RAI,W 22-17,,3,17,5.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
94,1988,1988-09-25,4,29.062,RAM,@,NYG,W 45-31,,3,42,14.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
95,1988,1988-10-02,5,29.069,RAM,,PHO,L 27-41,,4,55,13.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
96,1988,1988-10-09,6,29.076,RAM,@,ATL,W 33-0,,3,52,17.33,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
97,1988,1988-10-16,7,29.083,RAM,,SFO,L 21-24,,2,16,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
98,1988,1988-10-23,8,29.090,RAM,,SEA,W 31-10,,3,39,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
99,1988,1988-10-30,9,29.097,RAM,@,NOR,W 12-10,,4,45,11.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
100,1988,1988-11-06,10,29.104,RAM,@,PHI,L 24-30,,4,31,7.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
101,1988,1988-11-13,11,29.111,RAM,,NOR,L 10-14,,4,31,7.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
102,1988,1988-11-20,12,29.118,RAM,,SDG,L 24-38,,1,4,4.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
103,1988,1988-11-27,13,29.125,RAM,@,DEN,L 24-35,,4,42,10.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
104,1988,1988-12-05,14,29.133,RAM,,CHI,W 23-3,,6,69,11.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
105,1988,1988-12-11,15,29.139,RAM,,ATL,W 22-7,,8,126,15.75,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
106,1988,1988-12-18,16,29.146,RAM,@,SFO,W 38-16,,3,26,8.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
107,1989,1989-09-10,1,30.047,RAM,@,ATL,W 31-21,,5,76,15.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
108,1989,1989-09-17,2,30.054,RAM,,IND,W 31-17,,4,25,6.25,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
109,1989,1989-09-24,3,30.061,RAM,,GNB,W 41-38,,4,22,5.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
110,1989,1989-10-01,4,30.068,RAM,@,SFO,W 13-12,,3,56,18.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
111,1989,1989-10-08,5,30.075,RAM,,ATL,W 26-14,,3,49,16.33,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
112,1989,1989-10-16,6,30.083,RAM,@,BUF,L 20-23,,3,19,6.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
113,1989,1989-10-22,7,30.089,RAM,,NOR,L 21-40,,4,30,7.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
114,1989,1989-10-29,8,30.096,RAM,@,CHI,L 10-20,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
115,1989,1989-11-05,9,30.103,RAM,@,MIN,L 21-23,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
116,1989,1989-11-12,10,30.110,RAM,,NYG,W 31-10,,6,44,7.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
117,1989,1989-11-19,11,30.117,RAM,,PHO,W 37-14,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
118,1989,1989-11-26,12,30.124,RAM,@,NOR,W 20-17,,2,15,7.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
119,1989,1989-12-03,13,30.131,RAM,@,DAL,W 35-31,,5,33,6.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
120,1989,1989-12-11,14,30.139,RAM,,SFO,L 27-30,,3,31,10.33,0,,,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
121,1989,1989-12-17,15,30.145,RAM,,NYJ,W 38-14,,4,70,17.50,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
122,1989,1989-12-24,16,30.152,RAM,@,NWE,W 24-20,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
123,1990,1990-09-09,1,31.046,RAM,@,GNB,L 24-36,,6,44,7.33,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
124,1990,1990-09-16,2,31.053,RAM,@,TAM,W 35-14,,3,51,17.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
125,1990,1990-09-23,3,31.060,RAM,,PHI,L 21-27,,3,21,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
126,1990,1990-10-07,4,31.074,RAM,,CIN,L 31-34,,3,32,10.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
127,1990,1990-10-14,5,31.081,RAM,@,CHI,L 9-38,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
128,1990,1990-10-21,6,31.088,RAM,,ATL,W 44-24,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
129,1990,1990-10-29,7,31.096,RAM,@,PIT,L 10-41,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
130,1990,1990-11-04,8,31.102,RAM,,HOU,W 17-13,,3,59,19.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
131,1990,1990-11-11,9,31.109,RAM,,NYG,L 7-31,,4,40,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
132,1990,1990-11-18,10,31.116,RAM,,DAL,L 21-24,,1,3,3.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
133,1990,1990-11-25,11,31.123,RAM,@,SFO,W 28-17,,2,33,16.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
134,1990,1990-12-02,12,31.130,RAM,@,CLE,W 38-23,,4,24,6.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
135,1990,1990-12-09,13,31.137,RAM,,NOR,L 20-24,,7,49,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
136,1990,1990-12-17,14,31.145,RAM,,SFO,L 10-26,,4,58,14.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
137,1990,1990-12-23,15,31.151,RAM,@,ATL,L 13-20,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
138,1990,1990-12-31,16,31.159,RAM,@,NOR,L 17-20,,5,28,5.60,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
139,1991,1991-09-01,1,32.038,KAN,,ATL,W 14-3,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
140,1991,1991-09-08,2,32.045,KAN,,NOR,L 10-17,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
141,1991,1991-09-16,3,32.053,KAN,@,HOU,L 7-17,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
142,1991,1991-09-22,4,32.059,KAN,,SEA,W 20-13,,1,0,0.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
143,1991,1991-09-29,5,32.066,KAN,@,SDG,W 14-13,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
144,1991,1991-10-07,6,32.074,KAN,,BUF,W 33-6,,2,8,4.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
145,1991,1991-10-13,7,32.080,KAN,,MIA,W 42-7,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
146,1991,1991-10-20,8,32.087,KAN,@,DEN,L 16-19,,2,20,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
147,1991,1991-10-28,9,32.095,KAN,,RAI,W 24-21,,2,27,13.50,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
148,1991,1991-11-10,10,32.108,KAN,@,RAM,W 27-20,,1,26,26.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
149,1991,1991-11-17,11,32.115,KAN,,DEN,L 20-24,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
150,1991,1991-11-24,12,32.122,KAN,@,CLE,L 15-20,,2,14,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
151,1991,1991-12-01,13,32.129,KAN,@,SEA,W 19-6,,2,14,7.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
152,1991,1991-12-08,14,32.136,KAN,,SDG,W 20-17,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
153,1991,1991-12-14,15,32.142,KAN,@,SFO,L 14-28,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
154,1991,1991-12-22,16,32.150,KAN,@,RAI,W 27-21,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,
155,1992,1992-09-06,1,33.043,CLE,@,IND,L 3-14,5,4,30,7.50,0,80.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
156,1992,1992-09-14,2,33.051,CLE,,MIA,L 23-27,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
157,1992,1992-09-20,3,33.057,CLE,@,RAI,W 28-16,5,3,13,4.33,0,60.0%,2.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
158,1992,1992-09-27,4,33.064,CLE,,DEN,L 0-12,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
159,1992,1992-11-29,12,33.127,CLE,,CHI,W 27-14,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
160,1992,1992-12-06,13,33.134,CLE,,CIN,W 37-21,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,
161,1992,1992-12-13,14,33.141,CLE,@,DET,L 14-24,6,6,69,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
162,1992,1992-12-20,15,33.148,CLE,,HOU,L 14-17,3,3,33,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
163,1992,1992-12-27,16,33.155,CLE,@,PIT,L 13-23,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,,,,,
