ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
23,1966,1966-11-20,10,24.029,NYG,,ATL,L 16-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,37,37.00,0
24,1966,1966-11-27,11,24.036,NYG,@,WAS,L 41-72,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,155,38.75,0
25,1966,1966-12-04,12,24.043,NYG,@,CLE,L 40-49,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,88,29.33,0
26,1966,1966-12-18,14,24.057,NYG,,DAL,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,7,262,37.43,0
27,1967,1967-09-17,1,24.330,NYG,@,STL,W 37-20,11,35,3.18,0,1,24,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,233,38.83,0
28,1967,1967-09-24,2,24.337,NYG,@,DAL,L 24-38,2,7,3.50,0,7,37,5.29,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,184,36.80,0
29,1967,1967-10-01,3,24.344,NYG,@,WAS,L 34-38,14,160,11.43,1,2,7,3.50,0,1,1,100.00,68,1,0,158.3,0,0,68.00,88.00,0,0,,0,1,6,2,62,31.00,0
30,1967,1967-10-08,4,24.351,NYG,,NOR,W 27-21,18,68,3.78,1,3,20,6.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
31,1967,1967-10-15,5,24.358,NYG,@,PIT,W 27-24,11,2,0.18,0,2,15,7.50,0,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,0,0,,0,0,0,3,116,38.67,0
32,1967,1967-10-22,6,25.000,NYG,,GNB,L 21-48,12,86,7.17,0,2,12,6.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,18,18.00,0,0,0,3,117,39.00,0
33,1967,1967-10-29,7,25.007,NYG,,CLE,W 38-34,13,54,4.15,0,5,40,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,150,37.50,0
34,1967,1967-11-05,8,25.014,NYG,@,MIN,L 24-27,11,54,4.91,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,193,38.60,0
35,1967,1967-11-12,9,25.021,NYG,@,CHI,L 7-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,248,41.33,0
36,1967,1967-11-19,10,25.028,NYG,,PIT,W 28-20,16,37,2.31,1,2,5,2.50,0,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,0,0,,0,1,6,6,207,34.50,0
37,1967,1967-11-26,11,25.035,NYG,,PHI,W 44-7,11,77,7.00,0,3,17,5.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
38,1967,1967-12-03,12,25.042,NYG,@,CLE,L 14-24,13,60,4.62,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
39,1967,1967-12-17,14,25.056,NYG,,STL,W 37-14,14,64,4.57,1,3,20,6.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,,0
40,1968,1968-09-15,1,25.329,NYG,@,PIT,W 34-20,8,48,6.00,0,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,92,46.00,0
41,1968,1968-09-22,2,25.336,NYG,@,PHI,W 34-25,6,28,4.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,142,35.50,0
42,1968,1968-09-29,3,25.343,NYG,,WAS,W 48-21,11,60,5.45,0,1,-1,-1.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,2,82,41.00,0
43,1968,1968-10-06,4,25.350,NYG,,NOR,W 38-21,11,61,5.55,1,2,5,2.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6,222,37.00,0
44,1968,1968-10-13,5,25.357,NYG,@,ATL,L 21-24,8,29,3.63,0,0,0,,0,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,0,0,,0,0,0,2,76,38.00,0
45,1968,1968-10-20,6,25.364,NYG,,SFO,L 10-26,4,21,5.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,52,52.00,0
46,1968,1968-11-03,8,26.012,NYG,,BAL,L 0-26,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,1,40,40.00,0
47,1968,1968-11-10,9,26.019,NYG,@,DAL,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,102,34.00,0
48,1968,1968-11-17,10,26.026,NYG,,PHI,W 7-6,8,22,2.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,4,141,35.25,0
49,1968,1968-11-24,11,26.033,NYG,@,RAM,L 21-24,1,3,3.00,0,0,0,,0,1,1,100.00,2,0,0,79.2,0,0,2.00,2.00,0,0,,0,0,0,7,286,40.86,0
50,1968,1968-12-01,12,26.040,NYG,@,CLE,L 10-45,10,32,3.20,1,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,5,180,36.00,0
51,1968,1968-12-08,13,26.047,NYG,,STL,L 21-28,17,71,4.18,1,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,1,25,25.00,0
52,1968,1968-12-15,14,26.054,NYG,,DAL,L 10-28,5,19,3.80,0,5,34,6.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,210,35.00,0
53,1969,1969-09-21,1,26.334,NYG,,MIN,W 24-23,3,11,3.67,0,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
54,1969,1969-09-28,2,26.341,NYG,@,DET,L 0-24,8,7,0.88,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
55,1969,1969-10-05,3,26.348,NYG,,CHI,W 28-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,237,39.50,0
56,1969,1969-10-12,4,26.355,NYG,,PIT,W 10-7,8,23,2.88,0,2,-17,-8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,180,36.00,0
57,1969,1969-10-19,5,26.362,NYG,@,WAS,L 14-20,3,13,4.33,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,5,149,29.80,0
58,1969,1969-10-27,6,27.005,NYG,@,DAL,L 3-25,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,8,290,36.25,0
59,1969,1969-11-09,8,27.018,NYG,@,STL,L 17-42,4,24,6.00,0,5,74,14.80,1,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
60,1969,1969-11-30,11,27.039,NYG,@,GNB,L 10-20,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
61,1969,1969-12-07,12,27.046,NYG,,STL,W 49-6,11,45,4.09,1,3,20,6.67,1,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00,0,0,,0,2,12,0,0,,0
62,1969,1969-12-14,13,27.053,NYG,@,PIT,W 21-17,17,75,4.41,0,4,51,12.75,2,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0,0,,0
63,1969,1969-12-21,14,27.060,NYG,,CLE,W 27-14,20,95,4.75,1,2,8,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0,0,,0
64,1970,1970-09-19,1,27.332,NYG,,CHI,L 16-24,1,7,7.00,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,0
65,1970,1970-10-11,4,27.354,NYG,,PHI,W 30-23,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,6,221,36.83,0
66,1970,1970-10-18,5,27.361,NYG,@,BOS,W 16-0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,2,47,23.50,0
67,1970,1970-10-25,6,28.003,NYG,,STL,W 35-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,3,101,33.67,0
68,1970,1970-11-01,7,28.010,NYG,@,NYJ,W 22-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1970,1970-11-08,8,28.017,NYG,,DAL,W 23-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1970,1970-11-15,9,28.024,NYG,,WAS,W 35-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1970,1970-11-23,10,28.032,NYG,@,PHI,L 20-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1970,1970-11-29,11,28.038,NYG,@,WAS,W 27-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1970,1970-12-06,12,28.045,NYG,,BUF,W 20-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1970,1970-12-13,13,28.052,NYG,@,STL,W 34-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1970,1970-12-20,14,28.059,NYG,,RAM,L 3-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
