ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
14,2008,2008-12-21,15,22.214,DEN,,BUF,L 23-30,*,9,5,57,11.40,0,55.6%,6.33,1,71,71.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,2,2.00,0,,0,0,0.0,0,0
15,2008,2008-12-28,16,22.221,DEN,@,SDG,L 21-52,*,17,11,76,6.91,0,64.7%,4.47,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2009,2009-09-13,1,23.115,DEN,@,CIN,W 12-7,*,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,1,17,17.00,0,3,17,5.67,0,,0,0,0.0,0,0
17,2009,2009-09-20,2,23.122,DEN,,CLE,W 27-6,*,9,3,20,6.67,0,33.3%,2.22,0,0,,0,0,0,,0,0,0,,,,,,1,22,22.00,0,0,0,,0,,0,0,0.0,0,0
18,2009,2009-09-27,3,23.129,DEN,@,OAK,W 23-3,*,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,,,,,1,25,25.00,0,2,21,10.50,0,,0,0,0.0,0,0
19,2009,2009-10-04,4,23.136,DEN,,DAL,W 17-10,*,6,2,16,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,46,11.50,0,,0,0,0.0,0,0
20,2009,2009-10-11,5,23.143,DEN,,NWE,W 20-17,,15,10,90,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
21,2009,2009-10-19,6,23.151,DEN,@,SDG,W 34-23,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,5,158,31.60,1,3,77,25.67,1,,2,12,0.0,0,0
22,2009,2009-11-01,7,23.164,DEN,@,BAL,L 7-30,*,8,2,10,5.00,0,25.0%,1.25,0,0,,0,0,0,,0,0,0,,,,,,6,112,18.67,0,2,5,2.50,0,,0,0,0.0,0,0
23,2009,2009-11-09,8,23.172,DEN,,PIT,L 10-28,*,10,5,74,14.80,0,50.0%,7.40,0,0,,0,0,0,,0,0,0,,,,,,1,22,22.00,0,2,21,10.50,0,,0,0,0.0,0,0
24,2009,2009-11-15,9,23.178,DEN,@,WAS,L 17-27,,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,3,70,23.33,0,0,0,,0,,0,0,0.0,0,0
25,2009,2009-11-22,10,23.185,DEN,,SDG,L 3-32,*,6,4,29,7.25,0,66.7%,4.83,0,0,,0,0,0,,0,0,0,,,,,,3,87,29.00,0,1,10,10.00,0,,0,0,0.0,1,0
26,2009,2009-11-26,11,23.189,DEN,,NYG,W 26-6,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,28,9.33,0,,0,0,0.0,0,0
27,2009,2009-12-06,12,23.199,DEN,@,KAN,W 44-13,*,4,2,32,16.00,0,50.0%,8.00,1,1,1.00,0,0,0,,0,0,0,,,,,,3,66,22.00,0,6,83,13.83,0,,0,0,0.0,0,0
28,2009,2009-12-13,13,23.206,DEN,@,IND,L 16-28,*,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0,,,,,,2,42,21.00,0,2,3,1.50,0,,0,0,0.0,0,0
29,2009,2009-12-20,14,23.213,DEN,,OAK,L 19-20,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,13,13.00,0,,0,0,0.0,0,0
30,2010,2010-09-12,1,24.114,DEN,@,JAX,L 17-24,,10,8,98,12.25,0,80.0%,9.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2010,2010-09-19,2,24.121,DEN,,SEA,W 31-14,,5,5,65,13.00,1,100.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,-1,-1.00,0,,1,6,0.0,0,0
32,2010,2010-09-26,3,24.128,DEN,,IND,L 13-27,*,9,4,23,5.75,0,44.4%,2.56,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,57,14.25,0,,0,0,0.0,0,0
33,2010,2010-10-03,4,24.135,DEN,@,TEN,W 26-20,*,8,8,113,14.13,1,100.0%,14.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,36,9.00,0,,1,6,0.0,0,0
34,2010,2010-10-10,5,24.142,DEN,@,BAL,L 17-31,*,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,0,0,0,,,,,,1,33,33.00,0,0,0,,0,,0,0,0.0,0,0
35,2010,2010-10-17,6,24.149,DEN,,NYJ,L 20-24,*,10,3,37,12.33,0,30.0%,3.70,1,13,13.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,32,32.00,0,,0,0,0.0,0,0
36,2010,2010-10-24,7,24.156,DEN,,OAK,L 14-59,*,7,2,26,13.00,0,28.6%,3.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
37,2010,2010-10-31,8,24.163,DEN,@,SFO,L 16-24,,6,4,34,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,31,7.75,0,,0,0,0.0,0,0
38,2010,2010-11-14,9,24.177,DEN,,KAN,W 49-29,,5,5,39,7.80,0,100.0%,7.80,2,20,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,2,27,13.50,0,,0,0,0.0,0,0
39,2010,2010-11-22,10,24.185,DEN,@,SDG,L 14-35,*,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,47,23.50,0,,0,0,0.0,1,0
40,2010,2010-11-28,11,24.191,DEN,,STL,L 33-36,*,9,6,74,12.33,1,66.7%,8.22,1,20,20.00,0,0,0,,0,0,0,,,,,,4,74,18.50,0,1,3,3.00,0,,1,6,0.0,0,0
41,2010,2010-12-05,12,24.198,DEN,@,KAN,L 6-10,*,6,2,7,3.50,0,33.3%,1.17,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,37,12.33,0,,0,0,0.0,0,0
42,2010,2010-12-12,13,24.205,DEN,@,ARI,L 13-43,,9,4,46,11.50,0,44.4%,5.11,2,8,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,10,10.00,0,,0,0,0.0,1,0
43,2010,2010-12-19,14,24.212,DEN,@,OAK,L 23-39,*,3,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2010,2010-12-26,15,24.219,DEN,,HOU,W 24-23,*,7,2,22,11.00,0,28.6%,3.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,19,9.50,0,,0,0,0.0,0,0
45,2010,2011-01-02,16,24.226,DEN,,SDG,L 28-33,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2011,2011-09-12,1,25.114,DEN,,OAK,L 20-23,*,6,2,33,16.50,0,33.3%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
47,2011,2011-09-18,2,25.120,DEN,,CIN,W 24-22,*,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2011,2011-10-23,6,25.155,DEN,@,MIA,W 18-15,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
49,2011,2011-10-30,7,25.162,DEN,,DET,L 10-45,*,13,6,41,6.83,0,46.2%,3.15,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
50,2011,2011-11-06,8,25.169,DEN,@,OAK,W 38-24,*,6,2,25,12.50,1,33.3%,4.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,85,85.00,1,,1,12,0.0,0,0
51,2011,2011-11-13,9,25.176,DEN,@,KAN,W 17-10,,2,0,0,,0,0.0%,0.00,3,19,6.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
52,2011,2011-11-17,10,25.180,DEN,,NYJ,W 17-13,*,4,3,15,5.00,0,75.0%,3.75,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,,0,0,0.0,0,0
53,2011,2011-11-27,11,25.190,DEN,@,SDG,W 16-13,*,2,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,4,60,15.00,0,,0,0,0.0,0,0
54,2011,2011-12-04,12,25.197,DEN,@,MIN,W 35-32,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,6.00,0,,0,0,0.0,0,0
55,2011,2011-12-18,14,25.211,DEN,,NWE,L 23-41,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,,0,0,0.0,1,0
56,2011,2011-12-24,15,25.217,DEN,@,BUF,L 14-40,,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,,0,0,,,2,27,13.50,0,1,3,3.00,0,,0,0,0.0,0,0
57,2011,2012-01-01,16,25.225,DEN,,KAN,L 3-7,*,4,0,0,,0,0.0%,0.00,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,23,11.50,0,,0,0,0.0,0,0
58,2012,2012-09-10,1,26.112,SDG,@,OAK,W 22-14,,2,2,4,2.00,0,100.0%,2.00,2,12,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,18,9.00,0,,0,0,0.0,0,0
59,2012,2012-09-16,2,26.118,SDG,,TEN,W 38-10,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,,0,0,0.0,0,0
60,2012,2012-09-23,3,26.125,SDG,,ATL,L 3-27,,3,2,7,3.50,0,66.7%,2.33,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,,0,0,0.0,0,0
61,2012,2012-09-30,4,26.132,SDG,@,KAN,W 37-20,,5,3,16,5.33,1,60.0%,3.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,1,6,0.0,0,0
62,2012,2012-10-07,5,26.139,SDG,@,NOR,L 24-31,,5,2,31,15.50,0,40.0%,6.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,16,8.00,0,,0,0,0.0,0,0
63,2012,2012-10-15,6,26.147,SDG,,DEN,L 24-35,,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,14,4.67,0,,0,0,0.0,0,0
64,2012,2012-11-11,9,26.174,SDG,@,TAM,L 24-34,,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,11,11.00,0,,0,0,0.0,0,0
65,2012,2012-11-18,10,26.181,SDG,@,DEN,L 23-30,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,,0,0,0.0,0,0
66,2012,2012-12-23,15,26.216,SDG,@,NYJ,W 27-17,*,7,3,39,13.00,0,42.9%,5.57,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
67,2012,2012-12-30,16,26.223,SDG,,OAK,W 24-21,*,6,4,61,15.25,0,66.7%,10.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
68,2013,2013-09-09,1,27.111,SDG,,HOU,L 28-31,,6,3,24,8.00,2,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,,2,12,0.0,0,0
69,2013,2013-09-15,2,27.117,SDG,@,PHI,W 33-30,*,7,7,90,12.86,3,100.0%,12.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,5,2.50,0,,3,18,0.0,0,0
70,2013,2013-09-22,3,27.124,SDG,@,TEN,L 17-20,,4,2,34,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,7,7.00,0,,0,0,0.0,0,0
71,2013,2013-09-29,4,27.131,SDG,,DAL,W 30-21,,3,3,42,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,,0,0,0.0,0,0
72,2013,2013-10-06,5,27.138,SDG,@,OAK,L 17-27,,8,3,26,8.67,0,37.5%,3.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,,0,0,0.0,2,0
73,2013,2013-10-14,6,27.146,SDG,,IND,W 19-9,,0,0,0,,0,0.0%,,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
74,2013,2013-10-20,7,27.152,SDG,@,JAX,W 24-6,,4,4,69,17.25,1,100.0%,17.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
75,2013,2013-11-03,8,27.166,SDG,@,WAS,L 24-30,,6,4,56,14.00,1,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
76,2013,2013-11-10,9,27.173,SDG,,DEN,L 20-28,*,4,2,36,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
77,2013,2013-11-17,10,27.180,SDG,@,MIA,L 16-20,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,,0,0,0.0,0,0
78,2013,2013-11-24,11,27.187,SDG,@,KAN,W 41-38,,4,4,87,21.75,0,100.0%,21.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
79,2013,2013-12-08,13,27.201,SDG,,NYG,W 37-14,,4,3,13,4.33,0,75.0%,3.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2013,2013-12-12,14,27.205,SDG,@,DEN,W 27-20,,6,3,46,15.33,0,50.0%,7.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
81,2013,2013-12-22,15,27.215,SDG,,OAK,W 26-13,,4,4,54,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
82,2013,2013-12-29,16,27.222,SDG,,KAN,W 27-24,*,5,3,34,11.33,1,60.0%,6.80,2,17,8.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
83,2014,2014-09-08,1,28.110,SDG,@,ARI,L 17-18,*,6,1,20,20.00,0,16.7%,3.33,2,-1,-0.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,17,8.50,0,,0,0,0.0,0,0
84,2014,2014-09-14,2,28.116,SDG,,SEA,W 30-21,,10,7,69,9.86,0,70.0%,6.90,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,,0,0,0.0,0,0
85,2014,2014-09-21,3,28.123,SDG,@,BUF,W 22-10,*,6,4,42,10.50,2,66.7%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,6,2.00,0,,2,12,0.0,0,0
86,2014,2014-09-28,4,28.130,SDG,,JAX,W 33-14,*,7,5,105,21.00,2,71.4%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,,2,12,0.0,0,0
87,2014,2014-10-05,5,28.137,SDG,,NYJ,W 31-0,,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,2,2.00,0,,0,0,0.0,0,0
88,2014,2014-10-12,6,28.144,SDG,@,OAK,W 31-28,*,2,2,49,24.50,1,100.0%,24.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
89,2014,2014-10-19,7,28.151,SDG,,KAN,L 20-23,*,5,1,20,20.00,0,20.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2014,2014-10-23,8,28.155,SDG,@,DEN,L 21-35,*,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
91,2014,2014-11-02,9,28.165,SDG,@,MIA,L 0-37,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
92,2014,2014-11-16,10,28.179,SDG,,OAK,W 13-6,,3,2,27,13.50,0,66.7%,9.00,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
93,2014,2014-11-23,11,28.186,SDG,,STL,W 27-24,*,6,6,50,8.33,0,100.0%,8.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
94,2014,2014-11-30,12,28.193,SDG,@,BAL,W 34-33,*,10,9,81,9.00,1,90.0%,8.10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
95,2014,2014-12-07,13,28.200,SDG,,NWE,L 14-23,*,5,2,30,15.00,0,40.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
96,2014,2014-12-14,14,28.207,SDG,,DEN,L 10-22,,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,58,58.00,0,,0,0,0.0,0,0
97,2014,2014-12-20,15,28.213,SDG,@,SFO,W 38-35,*,12,10,94,9.40,1,83.3%,7.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
98,2014,2014-12-28,16,28.221,SDG,@,KAN,L 7-19,*,8,4,95,23.75,0,50.0%,11.88,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,,0,0,0.0,1,0
99,2015,2015-09-13,1,29.115,CHI,,GNB,L 23-31,*,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2015,2015-09-20,2,29.122,CHI,,ARI,L 23-48,*,8,7,41,5.86,0,87.5%,5.13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
101,2015,2015-09-27,3,29.129,CHI,@,SEA,L 0-26,*,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
102,2015,2015-10-04,4,29.136,CHI,,OAK,W 22-20,*,10,7,54,7.71,1,70.0%,5.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
103,2015,2015-10-18,6,29.150,CHI,@,DET,L 34-37,*,7,5,49,9.80,0,71.4%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
104,2015,2015-11-01,7,29.164,CHI,,MIN,L 20-23,*,3,3,2,0.67,0,100.0%,0.67,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
105,2015,2015-12-13,13,29.206,CHI,,WAS,L 21-24,*,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,16,16.00,0,,0,0,0.0,0,0
106,2015,2015-12-20,14,29.213,CHI,@,MIN,L 17-38,*,6,5,31,6.20,0,83.3%,5.17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
107,2015,2015-12-27,15,29.220,CHI,@,TAM,W 26-21,*,6,5,21,4.20,0,83.3%,3.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
108,2016,2016-09-11,1,30.113,CHI,@,HOU,L 14-23,,6,4,57,14.25,1,66.7%,9.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,40,10.00,0,,1,6,0.0,0,0
109,2016,2016-09-19,2,30.121,CHI,,PHI,L 14-29,,6,4,52,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,65,65.00,1,,1,6,0.0,0,0
110,2016,2016-09-25,3,30.127,CHI,@,DAL,L 17-31,*,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,17,8.50,0,,0,0,0.0,0,0
111,2016,2016-10-02,4,30.134,CHI,,DET,W 17-14,,7,7,111,15.86,1,100.0%,15.86,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,17,5.67,0,,1,6,0.0,0,0
112,2016,2016-10-09,5,30.141,CHI,@,IND,L 23-29,,9,7,43,6.14,0,77.8%,4.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
113,2016,2016-10-16,6,30.148,CHI,,JAX,L 16-17,,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,14,4.67,0,,0,0,0.0,0,0
114,2016,2016-11-13,9,30.176,CHI,@,TAM,L 10-36,,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,-3,-1.50,0,,0,0,0.0,0,0
115,2016,2016-11-20,10,30.183,CHI,@,NYG,L 16-22,,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,12,4.00,0,,0,0,0.0,0,0
116,2016,2016-11-27,11,30.190,CHI,,TEN,L 21-27,,1,1,-6,-6.00,0,100.0%,-6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0
