ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
47,1999,1999-12-24,15,24.269,DAL,@,NOR,L 24-31,,0,0,,0,5,213,42.60,0
48,1999,2000-01-02,16,24.278,DAL,,NYG,W 26-18,,0,0,,0,2,84,42.00,0
49,2000,2000-09-03,1,25.157,NOR,,DET,L 10-14,,0,0,,0,7,340,48.57,0
50,2000,2000-09-10,2,25.164,NOR,@,SDG,W 28-27,,0,0,,0,3,118,39.33,0
51,2000,2000-09-17,3,25.171,NOR,@,SEA,L 10-20,,0,0,,0,5,204,40.80,0
52,2000,2000-09-24,4,25.178,NOR,,PHI,L 7-21,,0,0,,0,7,272,38.86,0
53,2000,2000-10-08,5,25.192,NOR,@,CHI,W 31-10,,0,0,,0,6,208,34.67,0
54,2000,2000-10-15,6,25.199,NOR,,CAR,W 24-6,,0,0,,0,5,186,37.20,0
55,2000,2000-10-22,7,25.206,NOR,@,ATL,W 21-19,,0,0,,0,3,119,39.67,0
56,2000,2000-10-29,8,25.213,NOR,@,ARI,W 21-10,,0,0,,0,5,234,46.80,0
57,2000,2000-11-05,9,25.220,NOR,,SFO,W 31-15,,0,0,,0,3,139,46.33,0
58,2000,2000-11-12,10,25.227,NOR,@,CAR,W 20-10,,0,0,,0,2,70,35.00,0
59,2000,2000-11-19,11,25.234,NOR,,OAK,L 22-31,,0,0,,0,4,165,41.25,0
60,2000,2000-11-26,12,25.241,NOR,@,STL,W 31-24,,0,0,,0,4,151,37.75,0
61,2000,2000-12-03,13,25.248,NOR,,DEN,L 23-38,,0,0,,0,3,137,45.67,0
62,2000,2000-12-10,14,25.255,NOR,@,SFO,W 31-27,,0,0,,0,5,203,40.60,0
63,2000,2000-12-17,15,25.262,NOR,,ATL,W 23-7,,1,5,5.00,0,5,221,44.20,0
64,2000,2000-12-24,16,25.269,NOR,,STL,L 21-26,,0,0,,0,7,276,39.43,0
65,2001,2001-09-09,1,26.163,NOR,@,BUF,W 24-6,,0,0,,0,5,219,43.80,0
66,2001,2001-09-30,2,26.184,NOR,@,NYG,L 13-21,,0,0,,0,8,312,39.00,0
67,2001,2001-10-07,3,26.191,NOR,,MIN,W 28-15,,0,0,,0,3,124,41.33,0
68,2001,2001-10-14,4,26.198,NOR,@,CAR,W 27-25,,0,0,,0,8,348,43.50,0
69,2001,2001-10-21,5,26.205,NOR,,ATL,L 13-20,,0,0,,0,6,242,40.33,0
70,2001,2001-10-28,6,26.212,NOR,@,STL,W 34-31,,0,0,,0,4,170,42.50,0
71,2001,2001-11-04,7,26.219,NOR,,NYJ,L 9-16,,0,0,,0,7,304,43.43,0
72,2001,2001-11-11,8,26.226,NOR,@,SFO,L 27-28,,0,0,,0,3,131,43.67,0
73,2001,2001-11-18,9,26.233,NOR,,IND,W 34-20,,0,0,,0,2,82,41.00,0
74,2001,2001-11-25,10,26.240,NOR,@,NWE,L 17-34,,0,0,,0,3,110,36.67,0
75,2001,2001-12-02,11,26.247,NOR,,CAR,W 27-23,,0,0,,0,5,208,41.60,0
76,2001,2001-12-09,12,26.254,NOR,@,ATL,W 28-10,,0,0,,0,5,220,44.00,0
77,2001,2001-12-17,13,26.262,NOR,,STL,L 21-34,,0,0,,0,5,236,47.20,0
78,2001,2001-12-23,14,26.268,NOR,@,TAM,L 21-48,,0,0,,0,5,189,37.80,0
79,2001,2001-12-30,15,26.275,NOR,,WAS,L 10-40,,0,0,,0,2,87,43.50,0
80,2001,2002-01-06,16,26.282,NOR,,SFO,L 0-38,,0,0,,0,5,198,39.60,0
81,2002,2002-09-15,2,27.169,NOR,,GNB,W 35-20,,0,0,,0,4,162,40.50,0
82,2002,2002-09-22,3,27.176,NOR,@,CHI,W 29-23,,0,0,,0,5,215,43.00,0
83,2002,2002-09-29,4,27.183,NOR,@,DET,L 21-26,,0,0,,0,5,202,40.40,0
84,2002,2002-10-06,5,27.190,NOR,,PIT,W 32-29,,0,0,,0,3,147,49.00,0
85,2002,2002-10-13,6,27.197,NOR,@,WAS,W 43-27,,0,0,,0,4,158,39.50,0
86,2002,2002-10-20,7,27.204,NOR,,SFO,W 35-27,,,,,,,,,
87,2002,2002-10-27,8,27.211,NOR,,ATL,L 35-37,,0,0,,0,1,44,44.00,0
88,2002,2002-11-10,9,27.225,NOR,@,CAR,W 34-24,,0,0,,0,8,372,46.50,0
89,2002,2002-11-17,10,27.232,NOR,@,ATL,L 17-24,,0,0,,0,4,154,38.50,0
90,2002,2002-11-24,11,27.239,NOR,,CLE,L 15-24,,0,0,,0,1,45,45.00,0
91,2002,2002-12-01,12,27.246,NOR,,TAM,W 23-20,,0,0,,0,5,200,40.00,0
92,2002,2002-12-08,13,27.253,NOR,@,BAL,W 37-25,,0,0,,0,5,176,35.20,0
93,2002,2002-12-15,14,27.260,NOR,,MIN,L 31-32,,0,0,,0,3,139,46.33,0
94,2002,2002-12-22,15,27.267,NOR,@,CIN,L 13-20,,0,0,,0,6,234,39.00,0
95,2002,2002-12-29,16,27.274,NOR,,CAR,L 6-10,,0,0,,0,7,305,43.57,0
96,2003,2003-09-07,1,28.161,DAL,,ATL,L 13-27,,0,0,,0,6,261,43.50,0
97,2003,2003-09-15,2,28.169,DAL,@,NYG,W 35-32,,0,0,,0,6,220,36.67,0
98,2003,2003-09-28,3,28.182,DAL,@,NYJ,W 17-6,,0,0,,0,5,198,39.60,0
99,2003,2003-10-05,4,28.189,DAL,,ARI,W 24-7,,0,0,,0,5,189,37.80,0
100,2003,2003-10-12,5,28.196,DAL,,PHI,W 23-21,,0,0,,0,6,232,38.67,0
101,2003,2003-10-19,6,28.203,DAL,@,DET,W 38-7,,0,0,,0,5,208,41.60,0
102,2003,2003-10-26,7,28.210,DAL,@,TAM,L 0-16,,0,0,,0,6,244,40.67,0
103,2003,2003-11-02,8,28.217,DAL,,WAS,W 21-14,,0,0,,0,4,174,43.50,0
104,2003,2003-11-09,9,28.224,DAL,,BUF,W 10-6,,0,0,,0,8,309,38.63,0
105,2003,2003-11-16,10,28.231,DAL,@,NWE,L 0-12,,0,0,,0,7,256,36.57,0
106,2003,2003-11-23,11,28.238,DAL,,CAR,W 24-20,,0,0,,0,6,210,35.00,0
107,2003,2003-11-27,12,28.242,DAL,,MIA,L 21-40,,0,0,,0,5,183,36.60,0
108,2003,2003-12-07,13,28.252,DAL,@,PHI,L 10-36,,0,0,,0,7,221,31.57,0
109,2003,2003-12-14,14,28.259,DAL,@,WAS,W 27-0,,0,0,,0,6,246,41.00,0
110,2003,2003-12-21,15,28.266,DAL,,NYG,W 19-3,,0,0,,0,6,246,41.00,0
111,2003,2003-12-28,16,28.273,DAL,@,NOR,L 7-13,,0,0,,0,6,268,44.67,0
112,2004,2004-09-12,1,29.166,NYJ,,CIN,W 31-24,,0,0,,0,2,77,38.50,0
113,2004,2004-09-19,2,29.173,NYJ,@,SDG,W 34-28,,0,0,,0,5,210,42.00,0
114,2004,2004-10-03,3,29.187,NYJ,@,MIA,W 17-9,,0,0,,0,8,314,39.25,0
115,2004,2004-10-10,4,29.194,NYJ,,BUF,W 16-14,,0,0,,0,3,90,30.00,0
116,2004,2004-10-17,5,29.201,NYJ,,SFO,W 22-14,,0,0,,0,6,232,38.67,0
117,2004,2004-10-24,6,29.208,NYJ,@,NWE,L 7-13,,0,0,,0,4,135,33.75,0
118,2004,2004-11-01,7,29.216,NYJ,,MIA,W 41-14,,0,0,,0,5,191,38.20,0
119,2004,2004-11-07,8,29.222,NYJ,@,BUF,L 17-22,,0,0,,0,4,167,41.75,0
120,2004,2004-11-14,9,29.229,NYJ,,BAL,L 17-20,,0,0,,0,9,370,41.11,0
121,2004,2004-11-21,10,29.236,NYJ,@,CLE,W 10-7,,0,0,,0,8,333,41.63,0
122,2004,2004-11-28,11,29.243,NYJ,@,ARI,W 13-3,,0,0,,0,7,219,31.29,0
123,2004,2004-12-05,12,29.250,NYJ,,HOU,W 29-7,,0,0,,0,2,80,40.00,0
124,2004,2004-12-12,13,29.257,NYJ,@,PIT,L 6-17,,0,0,,0,5,221,44.20,0
125,2004,2004-12-19,14,29.264,NYJ,,SEA,W 37-14,,,,,,,,,
126,2004,2004-12-26,15,29.271,NYJ,,NWE,L 7-23,,0,0,,0,5,157,31.40,0
127,2004,2005-01-02,16,29.278,NYJ,@,STL,L 29-32,,0,0,,0,7,261,37.29,0
