ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
76,1978,1978-10-08,6,28.043,WAS,@,DET,W 21-19,,,,,,,,
77,1978,1978-10-15,7,28.050,WAS,@,PHI,L 10-17,,,,,,,,
78,1978,1978-10-22,8,28.057,WAS,@,NYG,L 6-17,,,,,,,,
79,1978,1978-10-29,9,28.064,WAS,,SFO,W 38-20,,,,,,,,
80,1978,1978-11-06,10,28.072,WAS,@,BAL,L 17-21,,,,,,,,
81,1978,1978-11-12,11,28.078,WAS,,NYG,W 16-13,,,,,,,,
82,1978,1978-11-19,12,28.085,WAS,,STL,L 17-27,,,,,,,,
83,1978,1978-11-23,13,28.089,WAS,@,DAL,L 10-37,,,,,,,,
84,1978,1978-12-03,14,28.099,WAS,,MIA,L 0-16,,,,,,,,
85,1978,1978-12-10,15,28.106,WAS,@,ATL,L 17-20,,,,,,,,
86,1978,1978-12-16,16,28.112,WAS,,CHI,L 10-14,,,,,,,,
87,1979,1979-09-02,1,29.007,WAS,,HOU,L 27-29,,,,,,,,
88,1979,1979-09-09,2,29.014,WAS,@,DET,W 27-24,,,,,,,,
89,1979,1979-09-17,3,29.022,WAS,,NYG,W 27-0,,,,,,,,
90,1979,1979-09-23,4,29.028,WAS,@,STL,W 17-7,,,,,,,,
91,1979,1979-09-30,5,29.035,WAS,@,ATL,W 16-7,,,,,,,,
92,1979,1979-10-07,6,29.042,WAS,@,PHI,L 17-28,,,,,,,,
93,1979,1979-10-14,7,29.049,WAS,@,CLE,W 13-9,,,,,,,,
94,1979,1979-10-21,8,29.056,WAS,,PHI,W 17-7,,,,,,,,
95,1979,1979-10-28,9,29.063,WAS,,NOR,L 10-14,,,,,,,,
96,1979,1979-11-04,10,29.070,WAS,@,PIT,L 7-38,,,,,,,,
97,1979,1979-11-11,11,29.077,WAS,,STL,W 30-28,,,,,,,,
98,1979,1979-11-18,12,29.084,WAS,,DAL,W 34-20,,,,,,,,
99,1979,1979-11-25,13,29.091,WAS,@,NYG,L 6-14,,,,,,,,
100,1979,1979-12-02,14,29.098,WAS,,GNB,W 38-21,,,,,,,,
101,1979,1979-12-09,15,29.105,WAS,,CIN,W 28-14,,,,,,,,
102,1979,1979-12-16,16,29.112,WAS,@,DAL,L 34-35,,,,,,,,
