ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
15,1986,1986-12-13,15,25.077,WAS,@,DEN,L 30-31,,0,0,,0,,,0,0,,0,,,,,,
16,1986,1986-12-21,16,25.085,WAS,@,PHI,W 21-14,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0
17,1987,1987-10-25,6,26.028,WAS,,NYJ,W 17-16,,0,0,,0,,,1,16,16.00,0,0,0,,0,0,0
18,1987,1987-11-01,7,26.035,WAS,@,BUF,W 27-7,,0,0,,0,,,0,0,,0,,,,,,
19,1987,1987-11-08,8,26.042,WAS,@,PHI,L 27-31,,0,0,,0,,,1,10,10.00,0,0,0,,0,0,0
20,1987,1987-11-15,9,26.049,WAS,,DET,W 20-13,,0,0,,0,,,0,0,,0,,,,,,
21,1987,1987-11-23,10,26.057,WAS,,RAM,L 26-30,,0,0,,0,,,2,36,18.00,0,0,0,,0,0,0
22,1987,1987-11-29,11,26.063,WAS,,NYG,W 23-19,,0,0,,0,,,0,0,,0,,,,,,
23,1987,1987-12-06,12,26.070,WAS,@,STL,W 34-17,,0,0,,0,,,0,0,,0,,,,,,
24,1987,1987-12-13,13,26.077,WAS,,DAL,W 24-20,,0,0,,0,,,0,0,,0,,,,,,
25,1987,1987-12-20,14,26.084,WAS,@,MIA,L 21-23,,0,0,,0,,,0,0,,0,,,,,,
26,1987,1987-12-26,15,26.090,WAS,@,MIN,W 27-24,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0
27,1988,1988-09-05,1,26.344,WAS,@,NYG,L 20-27,,0,0,,0,,,0,0,,0,0,0,,0,,
28,1988,1988-09-11,2,26.350,WAS,,PIT,W 30-29,,2,64,32.00,0,,,0,0,,0,0,0,,0,0,0
29,1988,1988-09-18,3,26.357,WAS,,PHI,W 17-10,,0,0,,0,,,0,0,,0,0,0,,0,,
30,1988,1988-09-25,4,26.364,WAS,@,PHO,L 21-30,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0
31,1988,1988-10-02,5,27.005,WAS,,NYG,L 23-24,,0,0,,0,,,0,0,,0,0,0,,0,,
32,1988,1988-10-09,6,27.012,WAS,@,DAL,W 35-17,,0,0,,0,,,0,0,,0,0,0,,0,,
33,1988,1988-10-16,7,27.019,WAS,,PHO,W 33-17,,0,0,,0,,,0,0,,0,0,0,,0,,
34,1988,1988-10-23,8,27.026,WAS,@,GNB,W 20-17,,0,0,,0,,,0,0,,0,0,0,,0,,
35,1988,1988-10-30,9,27.033,WAS,@,HOU,L 17-41,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0
36,1988,1988-11-06,10,27.040,WAS,,NOR,W 27-24,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0
37,1988,1988-11-13,11,27.047,WAS,,CHI,L 14-34,,0,0,,0,,,0,0,,0,0,0,,0,,
38,1988,1988-11-21,12,27.055,WAS,@,SFO,L 21-37,,0,0,,0,,,0,0,,0,0,0,,0,,
39,1988,1988-11-27,13,27.061,WAS,,CLE,L 13-17,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0
40,1988,1988-12-04,14,27.068,WAS,@,PHI,W 20-19,,3,36,12.00,1,,,0,0,,0,0,0,,0,1,6
41,1988,1988-12-11,15,27.075,WAS,,DAL,L 17-24,,3,104,34.67,1,,,0,0,,0,1,10,10.00,0,1,6
42,1988,1988-12-17,16,27.081,WAS,@,CIN,L 17-20,,0,0,,0,,,1,6,6.00,0,0,0,,0,0,0
43,1989,1989-09-11,1,27.349,WAS,,NYG,L 24-27,,0,0,,0,,,0,0,,0,,,,,,
44,1989,1989-09-17,2,27.355,WAS,,PHI,L 37-42,,0,0,,0,,,0,0,,0,,,,,,
45,1989,1989-09-24,3,27.362,WAS,@,DAL,W 30-7,,0,0,,0,,,0,0,,0,,,,,,
46,1989,1989-10-01,4,28.004,WAS,@,NOR,W 16-14,,1,48,48.00,0,,,0,0,,0,0,0,,0,0,0
47,1989,1989-10-08,5,28.011,WAS,,PHO,W 30-28,,0,0,,0,,,0,0,,0,,,,,,
48,1989,1989-10-15,6,28.018,WAS,@,NYG,L 17-20,,0,0,,0,,,0,0,,0,,,,,,
49,1989,1989-10-22,7,28.025,WAS,,TAM,W 32-28,,0,0,,0,,,0,0,,0,,,,,,
50,1989,1989-10-29,8,28.032,WAS,@,RAI,L 24-37,,0,0,,0,,,0,0,,0,,,,,,
51,1989,1989-11-05,9,28.039,WAS,,DAL,L 3-13,,0,0,,0,,,0,0,,0,,,,,,
52,1989,1989-11-12,10,28.046,WAS,@,PHI,W 10-3,,0,0,,0,,,0,0,,0,,,,,,
53,1989,1989-11-20,11,28.054,WAS,,DEN,L 10-14,,0,0,,0,,,0,0,,0,,,,,,
54,1989,1989-11-26,12,28.060,WAS,,CHI,W 38-14,,0,0,,0,,,0,0,,0,,,,,,
55,1989,1989-12-03,13,28.067,WAS,@,PHO,W 29-10,,0,0,,0,,,0,0,,0,,,,,,
56,1989,1989-12-10,14,28.074,WAS,,SDG,W 26-21,,0,0,,0,,,0,0,,0,,,,,,
57,1989,1989-12-17,15,28.081,WAS,@,ATL,W 31-30,,1,10,10.00,0,,,1,0,0.00,0,0,0,,0,0,0
58,1989,1989-12-23,16,28.087,WAS,@,SEA,W 29-0,,1,22,22.00,0,,,0,0,,0,0,0,,0,0,0
59,1990,1990-09-16,2,28.354,WAS,@,SFO,L 13-26,,,,,,,,,,,,,,,,,
60,1990,1990-09-23,3,28.361,WAS,,DAL,W 19-15,,,,,,,,,,,,,,,,,
61,1990,1990-10-28,8,29.031,SDG,,TAM,W 41-10,,,,,,,,0,0,,0,,,,,,
62,1990,1990-11-04,9,29.038,SDG,@,SEA,W 31-14,,,,,,,,0,0,,0,,,,,,
63,1990,1990-11-11,10,29.045,SDG,,DEN,W 19-7,,,,,,,,0,0,,0,,,,,,
64,1990,1990-11-18,11,29.052,SDG,@,KAN,L 10-27,,,,,,,,0,0,,0,,,,,,
65,1990,1990-11-25,12,29.059,SDG,,SEA,L 10-13,,0,0,,0,,,1,13,13.00,0,0,0,,0,0,0
66,1990,1990-12-02,13,29.066,SDG,,NYJ,W 38-17,,,,,,,,0,0,,0,,,,,,
67,1990,1990-12-16,14,29.080,SDG,@,DEN,L 10-20,,,,,,,,0,0,,0,,,,,,
68,1990,1990-12-23,15,29.087,SDG,,KAN,L 21-24,,,,,,,,0,0,,0,,,,,,
69,1990,1990-12-30,16,29.094,SDG,@,RAI,L 12-17,,,,,,,,0,0,,0,,,,,,
70,1991,1991-09-01,1,29.339,WAS,,DET,W 45-0,,0,0,,0,,,,,,,,,,,,
71,1991,1991-09-09,2,29.347,WAS,@,DAL,W 33-31,,1,23,23.00,0,,,0,0,,0,0,0,,0,0,0
72,1991,1991-09-15,3,29.353,WAS,,PHO,W 34-0,,0,0,,0,,,,,,,,,,,,
73,1991,1991-09-22,4,29.360,WAS,@,CIN,W 34-27,,0,0,,0,,,,,,,,,,,,
74,1991,1991-09-30,5,30.003,WAS,,PHI,W 23-0,,1,22,22.00,0,,,0,0,,0,0,0,,0,0,0
75,1991,1991-10-06,6,30.009,WAS,@,CHI,W 20-7,,0,0,,0,,,,,,,,,,,,
76,1991,1991-10-13,7,30.016,WAS,,CLE,W 42-17,,0,0,,0,,,,,,,,,,,,
77,1991,1991-10-27,8,30.030,WAS,@,NYG,W 17-13,,0,0,,0,,,,,,,,,,,,
78,1991,1991-11-03,9,30.037,WAS,,HOU,W 16-13,,0,0,,0,,,,,,,,,,,,
79,1991,1991-11-10,10,30.044,WAS,,ATL,W 56-17,,2,46,23.00,1,,,0,0,,0,0,0,,0,1,6
80,1991,1991-11-17,11,30.051,WAS,@,PIT,W 41-14,,0,0,,0,,,,,,,,,,,,
81,1991,1991-11-24,12,30.058,WAS,,DAL,L 21-24,,0,0,,0,,,,,,,,,,,,
82,1991,1991-12-01,13,30.065,WAS,@,RAM,W 27-6,,1,47,47.00,1,,,0,0,,0,0,0,,0,1,6
83,1991,1991-12-08,14,30.072,WAS,@,PHO,W 20-14,,1,4,4.00,1,,,0,0,,0,0,0,,0,1,6
84,1991,1991-12-15,15,30.079,WAS,,NYG,W 34-17,,2,28,14.00,1,,,0,0,,0,0,0,,0,1,6
85,1991,1991-12-22,16,30.086,WAS,@,PHI,L 22-24,,2,31,15.50,0,,,0,0,,0,0,0,,0,0,0
86,1992,1992-09-07,1,30.346,WAS,@,DAL,L 10-23,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,
87,1992,1992-09-13,2,30.352,WAS,,ATL,W 24-17,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,
88,1992,1992-09-20,3,30.359,WAS,,DET,W 13-10,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,
89,1992,1992-10-04,4,31.007,WAS,@,PHO,L 24-27,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0
90,1992,1992-10-12,5,31.015,WAS,,DEN,W 34-3,1,1,58,58.00,0,100.0%,58.00,0,0,,0,0,0,,0,0,0
91,1992,1992-10-18,6,31.021,WAS,,PHI,W 16-12,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0
92,1992,1992-10-25,7,31.028,WAS,@,MIN,W 15-13,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0
93,1992,1992-11-01,8,31.035,WAS,,NYG,L 7-24,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0
94,1992,1992-11-08,9,31.042,WAS,@,SEA,W 16-3,3,3,82,27.33,1,100.0%,27.33,0,0,,0,0,0,,0,1,6
95,1992,1992-11-15,10,31.049,WAS,@,KAN,L 16-35,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0
96,1992,1992-11-23,11,31.057,WAS,@,NOR,L 3-20,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0
97,1992,1992-11-29,12,31.063,WAS,,PHO,W 41-3,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,0
98,1992,1992-12-06,13,31.070,WAS,@,NYG,W 28-10,2,2,25,12.50,1,100.0%,12.50,1,3,3.00,0,0,0,,0,1,6
99,1992,1992-12-13,14,31.077,WAS,,DAL,W 20-17,3,2,46,23.00,1,66.7%,15.33,0,0,,0,0,0,,0,1,6
100,1992,1992-12-20,15,31.084,WAS,@,PHI,L 13-17,,0,0,,0,0.0%,,0,0,,0,,,,,,
101,1992,1992-12-26,16,31.090,WAS,,RAI,L 20-21,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,0,0
102,1993,1993-10-10,5,32.013,WAS,,NYG,L 7-41,,,,,,0.0%,,,,,,,,,,,
103,1993,1993-10-17,6,32.020,WAS,@,PHO,L 6-36,,,,,,0.0%,,,,,,,,,,,
104,1993,1993-11-21,10,32.055,WAS,@,RAM,L 6-10,,,,,,0.0%,,,,,,,,,,,
105,1993,1993-12-31,16,32.095,WAS,,MIN,L 9-14,,,,,,0.0%,,,,,,,,,,,
