ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
22,2015,2015-09-27,3,25.210,IND,@,TEN,W 35-33,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
23,2015,2015-10-04,4,25.217,IND,,JAX,W 16-13,,1,1,16,16.00,0,100.0%,16.00,2,60,30.00,0,2,16,8.00,0,0,0,0.0,0,0
24,2015,2015-10-08,5,25.221,IND,@,HOU,W 27-20,,0,0,0,,0,0.0%,,2,74,37.00,0,2,16,8.00,0,0,0,0.0,0,0
25,2015,2015-10-18,6,25.231,IND,,NWE,L 27-34,,3,2,30,15.00,1,66.7%,10.00,1,19,19.00,0,3,15,5.00,0,1,6,0.0,0,0
26,2015,2015-10-25,7,25.238,IND,,NOR,L 21-27,,0,0,0,,0,0.0%,,4,91,22.75,0,5,38,7.60,0,0,0,0.0,0,0
27,2015,2015-11-02,8,25.246,IND,@,CAR,L 26-29,,5,5,48,9.60,0,100.0%,9.60,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2015,2015-11-08,9,25.252,IND,,DEN,W 27-24,,6,5,73,14.60,0,83.3%,12.17,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2015,2015-11-22,10,25.266,IND,@,ATL,W 24-21,,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2015,2015-11-29,11,25.273,IND,,TAM,W 25-12,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2015,2015-12-06,12,25.280,IND,@,PIT,L 10-45,,6,2,9,4.50,0,33.3%,1.50,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2015,2015-12-13,13,25.287,IND,@,JAX,L 16-51,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2015,2015-12-20,14,25.294,IND,,HOU,L 10-16,,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2016,2016-09-25,3,26.208,SDG,@,IND,L 22-26,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2016,2016-10-02,4,26.215,SDG,,NOR,L 34-35,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2016,2016-10-09,5,26.222,SDG,@,OAK,L 31-34,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2016,2016-10-13,6,26.226,SDG,,DEN,W 21-13,,1,0,0,,0,0.0%,0.00,1,12,12.00,0,0,0,,0,0,0,0.0,0,0
38,2016,2016-10-23,7,26.236,SDG,@,ATL,W 33-30,,1,1,12,12.00,0,100.0%,12.00,2,19,9.50,0,0,0,,0,0,0,0.0,0,0
39,2016,2016-10-30,8,26.243,SDG,@,DEN,L 19-27,,1,0,0,,0,0.0%,0.00,1,25,25.00,0,0,0,,0,0,0,0.0,0,0
40,2016,2016-11-06,9,26.250,SDG,,TEN,W 43-35,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2016,2016-11-13,10,26.257,SDG,,MIA,L 24-31,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2017,2017-10-22,7,27.235,BAL,@,MIN,L 16-24,,6,4,23,5.75,0,66.7%,3.83,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2017,2017-10-26,8,27.239,BAL,,MIA,W 40-0,,0,0,0,,0,0.0%,,0,0,,0,1,2,2.00,0,0,0,0.0,0,0
