ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
44,1990,1990-11-04,9,27.036,CIN,,NOR,L 7-21,,0,0,,0,,,0,0,,0
45,1990,1990-11-18,10,27.050,CIN,,PIT,W 27-3,,0,0,,0,,,0,0,,0
46,1990,1990-11-25,11,27.057,CIN,,IND,L 20-34,,0,0,,0,,,1,7,7.00,0
47,1990,1990-12-02,12,27.064,CIN,@,PIT,W 16-12,,2,11,5.50,0,,,0,0,,0
48,1990,1990-12-09,13,27.071,CIN,,SFO,L 17-20,,0,0,,0,,,0,0,,0
49,1990,1990-12-16,14,27.078,CIN,@,RAI,L 7-24,,0,0,,0,,,0,0,,0
50,1990,1990-12-23,15,27.085,CIN,,HOU,W 40-20,,0,0,,0,,,0,0,,0
51,1990,1990-12-30,16,27.092,CIN,,CLE,W 21-14,,0,0,,0,,,0,0,,0
52,1991,1991-09-01,1,27.337,CIN,@,DEN,L 14-45,,0,0,,0,,,1,13,13.00,0
53,1991,1991-09-08,2,27.344,CIN,,HOU,L 7-30,,0,0,,0,,,0,0,,0
54,1991,1991-09-15,3,27.351,CIN,@,CLE,L 13-14,,0,0,,0,,,0,0,,0
55,1991,1991-09-22,4,27.358,CIN,,WAS,L 27-34,,0,0,,0,,,0,0,,0
56,1991,1991-10-06,5,28.007,CIN,,SEA,L 7-13,,1,1,1.00,0,,,0,0,,0
57,1991,1991-10-13,6,28.014,CIN,@,DAL,L 23-35,,0,0,,0,,,0,0,,0
58,1991,1991-10-21,7,28.022,CIN,@,BUF,L 16-35,,1,4,4.00,0,,,0,0,,0
59,1991,1991-10-27,8,28.028,CIN,@,HOU,L 3-35,,0,0,,0,,,0,0,,0
60,1991,1991-11-03,9,28.035,CIN,,CLE,W 23-21,,0,0,,0,,,0,0,,0
61,1991,1991-11-10,10,28.042,CIN,,PIT,L 27-33,,0,0,,0,,,0,0,,0
62,1991,1991-11-17,11,28.049,CIN,@,PHI,L 10-17,,2,9,4.50,0,,,0,0,,0
63,1991,1991-11-24,12,28.056,CIN,,RAI,L 14-38,,0,0,,0,,,1,15,15.00,0
64,1991,1991-12-01,13,28.063,CIN,,NYG,W 27-24,,0,0,,0,,,0,0,,0
65,1991,1991-12-09,14,28.071,CIN,@,MIA,L 13-37,,0,0,,0,,,0,0,,0
66,1991,1991-12-15,15,28.077,CIN,@,PIT,L 10-17,,0,0,,0,,,0,0,,0
67,1991,1991-12-22,16,28.084,CIN,,NWE,W 29-7,,0,0,,0,,,0,0,,0
68,1992,1992-09-06,1,28.343,CIN,@,SEA,W 21-3,2,1,6,6.00,0,50.0%,3.00,0,0,,0
69,1992,1992-09-13,2,28.350,CIN,,RAI,W 24-21,3,1,5,5.00,0,33.3%,1.67,0,0,,0
70,1992,1992-09-20,3,28.357,CIN,@,GNB,L 23-24,3,2,13,6.50,0,66.7%,4.33,0,0,,0
71,1992,1992-09-27,4,28.364,CIN,,MIN,L 7-42,4,1,7,7.00,0,25.0%,1.75,0,0,,0
72,1992,1992-10-11,5,29.012,CIN,,HOU,L 24-38,2,0,0,,0,0.0%,0.00,,,,
73,1992,1992-10-19,6,29.020,CIN,@,PIT,L 0-20,2,0,0,,0,0.0%,0.00,,,,
74,1992,1992-10-25,7,29.026,CIN,@,HOU,L 10-26,,0,0,,0,0.0%,,,,,
75,1992,1992-11-01,8,29.033,CIN,,CLE,W 30-10,2,2,20,10.00,0,100.0%,10.00,0,0,,0
76,1992,1992-11-08,9,29.040,CIN,@,CHI,W 31-28,2,1,3,3.00,0,50.0%,1.50,0,0,,0
77,1992,1992-11-15,10,29.047,CIN,@,NYJ,L 14-17,3,1,4,4.00,0,33.3%,1.33,0,0,,0
78,1992,1992-11-22,11,29.054,CIN,,DET,L 13-19,2,2,12,6.00,0,100.0%,6.00,0,0,,0
79,1992,1992-11-29,12,29.061,CIN,,PIT,L 9-21,,0,0,,0,0.0%,,,,,
80,1993,1993-09-06,1,29.342,WAS,,DAL,W 35-16,,,,,,0.0%,,,,,
81,1993,1993-09-19,3,29.355,WAS,@,PHI,L 31-34,,,,,,0.0%,,,,,
82,1993,1993-10-04,4,30.005,WAS,@,MIA,L 10-17,,,,,,0.0%,,,,,
