ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists
34,2001,2001-10-25,7,26.272,KAN,,IND,L 28-35,*,,,,,,,
35,2001,2001-11-04,8,26.282,KAN,@,SDG,W 25-20,*,,,,,,,
36,2001,2001-11-11,9,26.289,KAN,@,NYJ,L 7-27,*,,,,,,,
37,2001,2001-11-25,10,26.303,KAN,,SEA,W 19-7,*,,,,,,,
38,2001,2001-11-29,11,26.307,KAN,,PHI,L 10-23,*,,,,,,,
39,2001,2001-12-09,12,26.317,KAN,@,OAK,L 26-28,*,,,,,,,
40,2001,2001-12-16,13,26.324,KAN,,DEN,W 26-23,*,,,,,,,
41,2001,2001-12-23,14,26.331,KAN,,SDG,W 20-17,*,,,,,,,
42,2001,2001-12-30,15,26.338,KAN,@,JAX,W 30-26,*,,,,,,,
43,2001,2002-01-06,16,26.345,KAN,@,SEA,L 18-21,*,,,,,,,
44,2002,2002-09-08,1,27.225,KAN,@,CLE,W 40-39,*,1,28,28.00,0,0.0,,
45,2002,2002-09-15,2,27.232,KAN,,JAX,L 16-23,*,,,,,,,
46,2002,2002-09-22,3,27.239,KAN,@,NWE,L 38-41,*,,,,,,,
47,2002,2002-09-29,4,27.246,KAN,,MIA,W 48-30,*,,,,,,,
48,2002,2002-10-06,5,27.253,KAN,@,NYJ,W 29-25,*,,,,,,,
49,2002,2002-10-13,6,27.260,KAN,@,SDG,L 34-35,*,,,,,,,
50,2002,2002-10-20,7,27.267,KAN,,DEN,L 34-37,*,,,,,,,
51,2002,2002-10-27,8,27.274,KAN,,OAK,W 20-10,*,,,,,,,
52,2002,2002-11-10,9,27.288,KAN,@,SFO,L 13-17,*,,,,,,,
53,2002,2002-11-17,10,27.295,KAN,,BUF,W 17-16,*,,,,,,,
54,2002,2002-11-24,11,27.302,KAN,@,SEA,L 32-39,*,,,,,,,
55,2002,2002-12-01,12,27.309,KAN,,ARI,W 49-0,*,,,,,,,
56,2002,2002-12-08,13,27.316,KAN,,STL,W 49-10,*,,,,,,,
57,2002,2002-12-15,14,27.323,KAN,@,DEN,L 24-31,*,,,,,,,
58,2002,2002-12-22,15,27.330,KAN,,SDG,W 24-22,*,,,,,,,
59,2002,2002-12-28,16,27.336,KAN,@,OAK,L 0-24,*,,,,,,,
60,2003,2003-09-07,1,28.224,KAN,,SDG,W 27-14,*,,,,,,,
61,2003,2003-09-14,2,28.231,KAN,,PIT,W 41-20,*,,,,,,,
62,2003,2003-09-21,3,28.238,KAN,@,HOU,W 42-14,*,,,,,,,
63,2003,2003-09-28,4,28.245,KAN,@,BAL,W 17-10,*,,,,,,,
64,2003,2003-10-05,5,28.252,KAN,,DEN,W 24-23,*,,,,,,,
65,2003,2003-10-12,6,28.259,KAN,@,GNB,W 40-34,*,,,,,,,
66,2003,2003-10-20,7,28.267,KAN,@,OAK,W 17-10,*,,,,,,,
67,2003,2003-10-26,8,28.273,KAN,,BUF,W 38-5,*,,,,,,,
68,2003,2003-11-09,9,28.287,KAN,,CLE,W 41-20,*,,,,,,,
69,2003,2003-11-16,10,28.294,KAN,@,CIN,L 19-24,*,,,,,,,
70,2003,2003-11-23,11,28.301,KAN,,OAK,W 27-24,*,,,,,,,
71,2003,2003-11-30,12,28.308,KAN,@,SDG,W 28-24,*,,,,,,,
72,2003,2003-12-07,13,28.315,KAN,@,DEN,L 27-45,*,,,,,,,
73,2003,2003-12-14,14,28.322,KAN,,DET,W 45-17,*,,,,,,,
74,2003,2003-12-20,15,28.328,KAN,@,MIN,L 20-45,*,,,,,,,
75,2003,2003-12-28,16,28.336,KAN,,CHI,W 31-3,*,,,,,,,
76,2004,2004-09-12,1,29.230,CHI,,DET,L 16-20,*,,,,,,,
77,2004,2004-09-19,2,29.237,CHI,@,GNB,W 21-10,*,,,,,,,
78,2004,2004-09-26,3,29.244,CHI,@,MIN,L 22-27,*,,,,,,,
79,2004,2004-10-03,4,29.251,CHI,,PHI,L 9-19,*,,,,,,,
80,2004,2004-10-17,5,29.265,CHI,,WAS,L 10-13,*,,,,,,,
81,2004,2004-10-24,6,29.272,CHI,@,TAM,L 7-19,*,,,,,,,
82,2004,2004-10-31,7,29.279,CHI,,SFO,W 23-13,*,,,,,,,
83,2004,2004-11-07,8,29.286,CHI,@,NYG,W 28-21,*,,,,,,,
84,2004,2004-11-14,9,29.293,CHI,@,TEN,W 19-17,*,,,,,,,
85,2004,2004-11-21,10,29.300,CHI,,IND,L 10-41,*,,,,,,,
86,2004,2004-11-25,11,29.304,CHI,@,DAL,L 7-21,*,,,,,,,
87,2004,2004-12-26,15,29.335,CHI,@,DET,L 13-19,*,,,,,,,
88,2004,2005-01-02,16,29.342,CHI,,GNB,L 14-31,*,,,,,,,
89,2005,2005-09-11,1,30.228,CHI,@,WAS,L 7-9,*,,,,,,,
90,2005,2005-09-18,2,30.235,CHI,,DET,W 38-6,*,,,,,,,
91,2005,2005-09-25,3,30.242,CHI,,CIN,L 7-24,*,,,,,,,
92,2005,2005-10-09,4,30.256,CHI,@,CLE,L 10-20,*,,,,,,,
93,2005,2005-10-23,6,30.270,CHI,,BAL,W 10-6,*,,,,,,,
94,2005,2005-10-30,7,30.277,CHI,@,DET,W 19-13,*,,,,,,,
95,2005,2005-11-06,8,30.284,CHI,@,NOR,W 20-17,*,,,,,,,
96,2005,2005-11-13,9,30.291,CHI,,SFO,W 17-9,*,,,,,,,
97,2005,2005-11-20,10,30.298,CHI,,CAR,W 13-3,*,,,,,,,
98,2005,2005-11-27,11,30.305,CHI,@,TAM,W 13-10,*,,,,,,,
99,2005,2005-12-04,12,30.312,CHI,,GNB,W 19-7,*,,,,,,,
100,2005,2005-12-11,13,30.319,CHI,@,PIT,L 9-21,*,,,,,,,
101,2005,2005-12-18,14,30.326,CHI,,ATL,W 16-3,*,,,,,,,
102,2005,2005-12-25,15,30.333,CHI,@,GNB,W 24-17,*,,,,,,,
103,2005,2006-01-01,16,30.340,CHI,@,MIN,L 10-34,*,,,,,,,
104,2006,2006-09-10,1,31.227,CHI,@,GNB,W 26-0,*,,,,,,,
105,2006,2006-09-17,2,31.234,CHI,,DET,W 34-7,*,,,,,,,
106,2006,2006-09-24,3,31.241,CHI,@,MIN,W 19-16,*,,,,,,,
107,2006,2006-10-01,4,31.248,CHI,,SEA,W 37-6,*,,,,,,,
108,2006,2006-10-08,5,31.255,CHI,,BUF,W 40-7,*,,,,,,,
109,2006,2006-10-16,6,31.263,CHI,@,ARI,W 24-23,*,,,,,,,
110,2006,2006-10-29,7,31.276,CHI,,SFO,W 41-10,*,,,,,,,
111,2006,2006-11-05,8,31.283,CHI,,MIA,L 13-31,*,,,,,,,
112,2006,2006-11-12,9,31.290,CHI,@,NYG,W 38-20,*,,,,,,,
113,2006,2006-11-19,10,31.297,CHI,@,NYJ,W 10-0,*,,,,,,,
114,2006,2006-11-26,11,31.304,CHI,@,NWE,L 13-17,*,,,,,,,
115,2006,2006-12-03,12,31.311,CHI,,MIN,W 23-13,*,,,,,,,
116,2006,2006-12-11,13,31.319,CHI,@,STL,W 42-27,*,,,,,,,
117,2006,2006-12-31,16,31.339,CHI,,GNB,L 7-26,*,,,,,,,
118,2007,2007-09-09,1,32.226,CHI,@,SDG,L 3-14,*,,,,,,,
119,2007,2007-09-16,2,32.233,CHI,,KAN,W 20-10,*,,,,,,,
120,2007,2007-09-23,3,32.240,CHI,,DAL,L 10-34,*,,,,,,,
121,2007,2007-09-30,4,32.247,CHI,@,DET,L 27-37,*,,,,,,,
122,2007,2007-10-14,6,32.261,CHI,,MIN,L 31-34,*,,,,,,,
123,2007,2007-10-21,7,32.268,CHI,@,PHI,W 19-16,*,,,,,,,
124,2007,2007-10-28,8,32.275,CHI,,DET,L 7-16,*,,,,,,,
125,2007,2007-11-11,9,32.289,CHI,@,OAK,W 17-6,*,,,,,,,
126,2007,2007-11-18,10,32.296,CHI,@,SEA,L 23-30,*,,,,,,,
127,2007,2007-11-25,11,32.303,CHI,,DEN,W 37-34,*,,,,,,,
128,2007,2007-12-02,12,32.310,CHI,,NYG,L 16-21,*,,,,,,,
129,2007,2007-12-06,13,32.314,CHI,@,WAS,L 16-24,*,,,,,,,
130,2007,2007-12-17,14,32.325,CHI,@,MIN,L 13-20,*,,,,,,,
131,2007,2007-12-23,15,32.331,CHI,,GNB,W 35-7,*,,,,,,,
132,2007,2007-12-30,16,32.338,CHI,,NOR,W 33-25,*,,,,,,,
133,2008,2008-09-07,1,33.225,CHI,@,IND,W 29-13,*,,,,,,,
134,2008,2008-09-14,2,33.232,CHI,@,CAR,L 17-20,*,,,,,,,
135,2008,2008-09-21,3,33.239,CHI,,TAM,L 24-27,*,,,,,,,
136,2008,2008-09-28,4,33.246,CHI,,PHI,W 24-20,*,,,,,,,
137,2008,2008-10-05,5,33.253,CHI,@,DET,W 34-7,*,,,,,,,
138,2008,2008-10-12,6,33.260,CHI,@,ATL,L 20-22,*,,,,,,,
139,2008,2008-10-19,7,33.267,CHI,,MIN,W 48-41,*,0,0,,0,0.0,0,1
140,2008,2008-11-02,8,33.281,CHI,,DET,W 27-23,*,,,,,,,
141,2008,2008-11-09,9,33.288,CHI,,TEN,L 14-21,*,,,,,,,
142,2008,2008-11-16,10,33.295,CHI,@,GNB,L 3-37,*,,,,,,,
143,2008,2008-11-23,11,33.302,CHI,@,STL,W 27-3,*,0,0,,0,0.0,1,0
144,2008,2008-11-30,12,33.309,CHI,@,MIN,L 14-34,*,,,,,,,
145,2008,2008-12-07,13,33.316,CHI,,JAX,W 23-10,*,,,,,,,
146,2008,2008-12-11,14,33.320,CHI,,NOR,W 27-24,*,,,,,,,
147,2008,2008-12-22,15,33.331,CHI,,GNB,W 20-17,*,,,,,,,
148,2008,2008-12-28,16,33.337,CHI,@,HOU,L 24-31,*,,,,,,,
