ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
96,1985,1985-12-09,14,29.260,SFO,,RAM,L 20-27,0,0,,0,5,154,30.80,0
97,1985,1985-12-15,15,29.266,SFO,@,NOR,W 31-19,0,0,,0,5,219,43.80,0
98,1985,1985-12-22,16,29.273,SFO,,DAL,W 31-16,0,0,,0,5,169,33.80,0
99,1986,1986-09-07,1,30.167,SFO,@,TAM,W 31-7,0,0,,0,6,241,40.17,0
100,1986,1986-09-14,2,30.174,SFO,@,RAM,L 13-16,0,0,,0,4,153,38.25,0
101,1986,1986-09-21,3,30.181,SFO,,NOR,W 26-17,0,0,,0,3,142,47.33,0
102,1986,1986-09-28,4,30.188,SFO,@,MIA,W 31-16,0,0,,0,7,299,42.71,0
103,1986,1986-10-05,5,30.195,SFO,,IND,W 35-14,0,0,,0,8,350,43.75,0
104,1986,1986-10-12,6,30.202,SFO,,MIN,L 24-27,0,0,,0,4,123,30.75,0
105,1986,1986-10-19,7,30.209,SFO,@,ATL,T 10-10,0,0,,0,7,279,39.86,0
106,1986,1986-10-26,8,30.216,SFO,@,GNB,W 31-17,0,0,,0,5,205,41.00,0
107,1986,1986-11-02,9,30.223,SFO,@,NOR,L 10-23,0,0,,0,5,241,48.20,0
108,1986,1986-11-09,10,30.230,SFO,,STL,W 43-17,0,0,,0,1,32,32.00,0
109,1986,1986-11-17,11,30.238,SFO,@,WAS,L 6-14,0,0,,0,6,228,38.00,0
110,1986,1986-11-23,12,30.244,SFO,,ATL,W 20-0,0,0,,0,7,320,45.71,0
111,1986,1986-12-01,13,30.252,SFO,,NYG,L 17-21,0,0,,0,5,214,42.80,0
112,1986,1986-12-07,14,30.258,SFO,,NYJ,W 24-10,0,0,,0,4,170,42.50,2
113,1986,1986-12-14,15,30.265,SFO,@,NWE,W 29-24,0,0,,0,4,155,38.75,0
114,1986,1986-12-19,16,30.270,SFO,,RAM,W 24-14,0,0,,0,7,298,42.57,0
115,1987,1987-09-13,1,31.173,SFO,@,PIT,L 17-30,0,0,,0,7,295,42.14,0
116,1987,1987-09-20,2,31.180,SFO,@,CIN,W 27-26,0,0,,0,8,307,38.38,0
117,1987,1987-10-25,6,31.215,SFO,@,NOR,W 24-22,0,0,,0,5,206,41.20,1
118,1987,1987-11-01,7,31.222,SFO,@,RAM,W 31-10,0,0,,0,3,95,31.67,0
119,1987,1987-11-08,8,31.229,SFO,,HOU,W 27-20,0,0,,0,2,84,42.00,0
120,1987,1987-11-15,9,31.236,SFO,,NOR,L 24-26,0,0,,0,2,73,36.50,0
121,1987,1987-11-22,10,31.243,SFO,@,TAM,W 24-10,0,0,,0,4,167,41.75,0
122,1987,1987-11-29,11,31.250,SFO,,CLE,W 38-24,0,0,,0,3,106,35.33,0
123,1987,1987-12-06,12,31.257,SFO,@,GNB,W 23-12,0,0,,0,5,188,37.60,0
124,1987,1987-12-14,13,31.265,SFO,,CHI,W 41-0,0,0,,0,5,202,40.40,0
125,1987,1987-12-20,14,31.271,SFO,,ATL,W 35-7,0,0,,0,6,241,40.17,0
126,1987,1987-12-27,15,31.278,SFO,,RAM,W 48-0,0,0,,0,5,193,38.60,0
127,1988,1988-09-04,1,32.164,SFO,@,NOR,W 34-33,0,0,,0,1,24,24.00,0
128,1988,1988-09-25,4,32.185,CLE,@,CIN,L 17-24,0,0,,0,6,249,41.50,0
129,1988,1988-10-02,5,32.192,CLE,@,PIT,W 23-9,0,0,,0,6,241,40.17,0
130,1988,1988-10-09,6,32.199,CLE,,SEA,L 10-16,0,0,,0,3,119,39.67,0
131,1988,1988-10-16,7,32.206,CLE,,PHI,W 19-3,0,0,,0,4,144,36.00,0
132,1988,1988-10-23,8,32.213,CLE,@,PHO,W 29-21,0,0,,0,4,184,46.00,0
133,1988,1988-10-30,9,32.220,CLE,,CIN,W 23-16,0,0,,0,1,30,30.00,0
134,1988,1988-11-07,10,32.228,CLE,@,HOU,L 17-24,0,0,,0,5,195,39.00,1
135,1988,1988-11-13,11,32.234,CLE,@,DEN,L 7-30,0,0,,0,5,193,38.60,0
136,1988,1988-11-20,12,32.241,CLE,,PIT,W 27-7,1,0,0.00,0,5,209,41.80,0
137,1988,1988-11-27,13,32.248,CLE,@,WAS,W 17-13,0,0,,0,2,88,44.00,1
138,1988,1988-12-04,14,32.255,CLE,,DAL,W 24-21,0,0,,0,3,130,43.33,0
139,1988,1988-12-12,15,32.263,CLE,@,MIA,L 31-38,0,0,,0,2,78,39.00,0
140,1988,1988-12-18,16,32.269,CLE,,HOU,W 28-23,0,0,,0,2,75,37.50,0
141,1989,1989-11-19,11,33.240,PHI,,MIN,W 10-9,0,0,,0,5,163,32.60,0
142,1989,1989-11-23,12,33.244,PHI,@,DAL,W 27-0,0,0,,0,4,146,36.50,0
143,1989,1989-12-03,13,33.254,PHI,@,NYG,W 24-17,2,5,2.50,0,3,83,27.67,0
144,1989,1989-12-10,14,33.261,PHI,,DAL,W 20-10,0,0,,0,5,176,35.20,0
