ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
33,2010,2010-10-03,4,23.254,BAL,@,PIT,W 17-14,,8,20,2.50,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
34,2010,2010-10-10,5,23.261,BAL,,DEN,W 31-17,*,27,133,4.93,2,4,4,26,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0
35,2010,2010-10-17,6,23.268,BAL,@,NWE,L 20-23,*,28,88,3.14,0,10,8,38,4.75,0,80.0%,3.80,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
36,2010,2010-10-24,7,23.275,BAL,,BUF,W 37-34,,16,72,4.50,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
37,2010,2010-11-07,8,23.289,BAL,,MIA,W 26-10,*,22,83,3.77,0,8,7,97,13.86,0,87.5%,12.13,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
38,2010,2010-11-11,9,23.293,BAL,@,ATL,L 21-26,*,12,59,4.92,0,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
39,2010,2010-11-21,10,23.303,BAL,@,CAR,W 37-13,*,19,65,3.42,1,7,6,66,11.00,0,85.7%,9.43,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,0,0
40,2010,2010-11-28,11,23.310,BAL,,TAM,W 17-10,*,19,82,4.32,0,8,7,47,6.71,0,87.5%,5.88,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
41,2010,2010-12-05,12,23.317,BAL,,PIT,L 10-13,*,9,32,3.56,0,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
42,2010,2010-12-13,13,23.325,BAL,@,HOU,W 34-28,*,19,54,2.84,0,8,8,66,8.25,0,100.0%,8.25,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
43,2010,2010-12-19,14,23.331,BAL,,NOR,W 30-24,*,31,153,4.94,1,7,5,80,16.00,1,71.4%,11.43,0,0,,0,0,0,,,,,,0,0,,0,,2,12,0.0,0,0
44,2010,2010-12-26,15,23.338,BAL,@,CLE,W 20-10,*,25,92,3.68,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,0,0,0.0,0,0
45,2010,2011-01-02,16,23.345,BAL,,CIN,W 13-7,*,20,77,3.85,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,,1,6,0.0,1,0
46,2011,2011-09-11,1,24.232,BAL,,PIT,W 35-7,*,19,107,5.63,1,5,4,42,10.50,1,80.0%,8.40,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
47,2011,2011-09-18,2,24.239,BAL,@,TEN,L 13-26,*,13,43,3.31,0,8,5,53,10.60,1,62.5%,6.63,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
48,2011,2011-09-25,3,24.246,BAL,@,STL,W 37-7,*,9,81,9.00,0,7,5,83,16.60,0,71.4%,11.86,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
49,2011,2011-10-02,4,24.253,BAL,,NYJ,W 34-17,*,25,66,2.64,1,5,2,64,32.00,0,40.0%,12.80,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
50,2011,2011-10-16,5,24.267,BAL,,HOU,W 29-14,*,23,101,4.39,0,7,5,60,12.00,0,71.4%,8.57,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
51,2011,2011-10-24,6,24.275,BAL,@,JAX,L 7-12,*,8,28,3.50,0,8,5,35,7.00,0,62.5%,4.38,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
52,2011,2011-10-30,7,24.281,BAL,,ARI,W 30-27,*,18,63,3.50,3,9,7,36,5.14,0,77.8%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,3,18,0.0,0,0
53,2011,2011-11-06,8,24.288,BAL,@,PIT,W 23-20,*,18,43,2.39,1,7,5,43,8.60,0,71.4%,6.14,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
54,2011,2011-11-13,9,24.295,BAL,@,SEA,L 17-22,*,5,27,5.40,0,10,8,54,6.75,0,80.0%,5.40,1,1,100.00,1,1,0,118.7,0,0,1.00,21.00,0,0,,0,,0,0,0.0,0,0
55,2011,2011-11-20,10,24.302,BAL,,CIN,W 31-24,*,20,104,5.20,2,10,5,43,8.60,0,50.0%,4.30,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
56,2011,2011-11-24,11,24.306,BAL,,SFO,W 16-6,*,21,59,2.81,0,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
57,2011,2011-12-04,12,24.316,BAL,@,CLE,W 24-10,*,29,204,7.03,1,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
58,2011,2011-12-11,13,24.323,BAL,,IND,W 24-10,*,26,103,3.96,1,6,6,46,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
59,2011,2011-12-18,14,24.330,BAL,@,SDG,L 14-34,*,10,57,5.70,0,11,9,55,6.11,0,81.8%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
60,2011,2011-12-24,15,24.336,BAL,,CLE,W 20-14,*,23,87,3.78,0,3,3,48,16.00,1,100.0%,16.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
61,2011,2012-01-01,16,24.344,BAL,@,CIN,W 24-16,*,24,191,7.96,2,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
62,2012,2012-09-10,1,25.232,BAL,,CIN,W 44-13,*,10,68,6.80,2,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
63,2012,2012-09-16,2,25.238,BAL,@,PHI,L 23-24,*,16,99,6.19,0,10,6,53,8.83,0,60.0%,5.30,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
64,2012,2012-09-23,3,25.245,BAL,,NWE,W 31-30,*,20,101,5.05,1,5,5,49,9.80,0,100.0%,9.80,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
65,2012,2012-09-27,4,25.249,BAL,,CLE,W 23-16,*,18,49,2.72,0,11,8,47,5.88,0,72.7%,4.27,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
66,2012,2012-10-07,5,25.259,BAL,@,KAN,W 9-6,*,17,102,6.00,0,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
67,2012,2012-10-14,6,25.266,BAL,,DAL,W 31-29,*,16,63,3.94,2,4,1,43,43.00,0,25.0%,10.75,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
68,2012,2012-10-21,7,25.273,BAL,@,HOU,L 13-43,*,9,42,4.67,0,5,5,12,2.40,0,100.0%,2.40,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
69,2012,2012-11-04,8,25.287,BAL,@,CLE,W 25-15,*,25,98,3.92,1,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
70,2012,2012-11-11,9,25.294,BAL,,OAK,W 55-20,*,13,35,2.69,1,5,4,33,8.25,0,80.0%,6.60,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
71,2012,2012-11-18,10,25.301,BAL,@,PIT,W 13-10,*,20,40,2.00,0,5,5,53,10.60,0,100.0%,10.60,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
72,2012,2012-11-25,11,25.308,BAL,@,SDG,W 16-13,*,22,97,4.41,0,9,8,67,8.38,0,88.9%,7.44,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
73,2012,2012-12-02,12,25.315,BAL,,PIT,L 20-23,*,12,78,6.50,1,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
74,2012,2012-12-09,13,25.322,BAL,@,WAS,L 28-31,*,20,121,6.05,1,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
75,2012,2012-12-16,14,25.329,BAL,,DEN,L 17-34,*,12,38,3.17,0,7,3,3,1.00,0,42.9%,0.43,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
76,2012,2012-12-23,15,25.336,BAL,,NYG,W 33-14,*,24,107,4.46,0,7,6,51,8.50,1,85.7%,7.29,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
77,2012,2012-12-30,16,25.343,BAL,@,CIN,L 17-23,*,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
78,2013,2013-09-05,1,26.226,BAL,@,DEN,L 27-49,*,12,36,3.00,1,11,8,35,4.38,0,72.7%,3.18,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
79,2013,2013-09-15,2,26.236,BAL,,CLE,W 14-6,*,13,36,2.77,0,3,3,9,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
80,2013,2013-09-29,4,26.250,BAL,@,BUF,L 20-23,*,5,17,3.40,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
81,2013,2013-10-06,5,26.257,BAL,@,MIA,W 26-23,*,27,74,2.74,2,7,6,28,4.67,0,85.7%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
82,2013,2013-10-13,6,26.264,BAL,,GNB,L 17-19,*,14,34,2.43,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
83,2013,2013-10-20,7,26.271,BAL,@,PIT,L 16-19,*,15,45,3.00,0,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
84,2013,2013-11-03,8,26.285,BAL,@,CLE,L 18-24,*,11,17,1.55,0,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
85,2013,2013-11-10,9,26.292,BAL,,CIN,W 20-17,*,18,30,1.67,0,6,6,26,4.33,0,100.0%,4.33,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
86,2013,2013-11-17,10,26.299,BAL,@,CHI,L 20-23,*,25,131,5.24,1,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
87,2013,2013-11-24,11,26.306,BAL,,NYJ,W 19-3,*,16,30,1.88,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
88,2013,2013-11-28,12,26.310,BAL,,PIT,W 22-20,*,12,32,2.67,0,7,6,38,6.33,0,85.7%,5.43,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
89,2013,2013-12-08,13,26.320,BAL,,MIN,W 29-26,*,17,67,3.94,0,5,5,42,8.40,0,100.0%,8.40,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
90,2013,2013-12-16,14,26.328,BAL,@,DET,W 18-16,*,12,56,4.67,0,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
91,2013,2013-12-22,15,26.334,BAL,,NWE,L 7-41,*,11,40,3.64,0,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
92,2013,2013-12-29,16,26.341,BAL,@,CIN,L 17-34,*,6,15,2.50,0,7,7,35,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0.0,0,0
