ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
38,2003,2003-11-09,9,24.357,IND,@,JAX,L 23-28,*,12,6,46,7.67,0,50.0%,3.83,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
39,2003,2003-11-16,10,24.364,IND,,NYJ,W 38-31,*,10,9,141,15.67,0,90.0%,14.10,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
40,2003,2003-11-23,11,25.006,IND,@,BUF,W 17-14,*,9,4,39,9.75,0,44.4%,4.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
41,2003,2003-11-30,12,25.013,IND,,NWE,L 34-38,*,9,3,30,10.00,1,33.3%,3.33,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
42,2003,2003-12-07,13,25.020,IND,@,TEN,W 29-27,*,3,2,19,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
43,2003,2003-12-14,14,25.027,IND,,ATL,W 38-7,*,8,7,57,8.14,1,87.5%,7.13,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
44,2003,2003-12-21,15,25.034,IND,,DEN,L 17-31,*,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
45,2003,2003-12-28,16,25.041,IND,@,HOU,W 20-17,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
46,2004,2004-09-09,1,25.297,IND,@,NWE,L 24-27,*,7,1,42,42.00,0,14.3%,6.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
47,2004,2004-09-19,2,25.307,IND,@,TEN,W 31-17,*,10,7,119,17.00,1,70.0%,11.90,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
48,2004,2004-09-26,3,25.314,IND,,GNB,W 45-31,*,14,11,184,16.73,1,78.6%,13.14,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
49,2004,2004-10-03,4,25.321,IND,@,JAX,W 24-17,*,2,2,20,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
50,2004,2004-10-10,5,25.328,IND,,OAK,W 35-14,*,8,5,69,13.80,1,62.5%,8.63,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
51,2004,2004-10-24,6,25.342,IND,,JAX,L 24-27,*,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
52,2004,2004-10-31,7,25.349,IND,@,KAN,L 35-45,*,11,6,119,19.83,2,54.5%,10.82,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
53,2004,2004-11-08,8,25.357,IND,,MIN,W 31-28,*,4,3,22,7.33,1,75.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
54,2004,2004-11-14,9,25.363,IND,,HOU,W 49-14,*,6,4,33,8.25,1,66.7%,5.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
55,2004,2004-11-21,10,26.004,IND,@,CHI,W 41-10,*,8,6,106,17.67,2,75.0%,13.25,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
56,2004,2004-11-25,11,26.008,IND,@,DET,W 41-9,*,5,3,37,12.33,0,60.0%,7.40,1,-4,-4.00,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
57,2004,2004-12-05,12,26.018,IND,,TEN,W 51-24,*,7,6,96,16.00,1,85.7%,13.71,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
58,2004,2004-12-12,13,26.025,IND,@,HOU,W 23-14,*,11,7,96,13.71,1,63.6%,8.73,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
59,2004,2004-12-19,14,26.032,IND,,BAL,W 20-10,*,9,8,88,11.00,0,88.9%,9.78,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
60,2004,2004-12-26,15,26.039,IND,,SDG,W 34-31,*,8,3,61,20.33,0,37.5%,7.63,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
61,2004,2005-01-02,16,26.046,IND,@,DEN,L 14-33,*,3,3,90,30.00,1,100.0%,30.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
62,2005,2005-09-11,1,26.298,IND,@,BAL,W 24-7,*,8,4,50,12.50,0,50.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
63,2005,2005-09-18,2,26.305,IND,,JAX,W 10-3,*,7,3,19,6.33,0,42.9%,2.71,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
64,2005,2005-09-25,3,26.312,IND,,CLE,W 13-6,*,6,6,97,16.17,0,100.0%,16.17,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
65,2005,2005-10-02,4,26.319,IND,@,TEN,W 31-10,*,3,2,48,24.00,1,66.7%,16.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
66,2005,2005-10-09,5,26.326,IND,@,SFO,W 28-3,*,10,6,75,12.50,0,60.0%,7.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
67,2005,2005-10-17,6,26.334,IND,,STL,W 45-28,*,10,7,59,8.43,1,70.0%,5.90,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
68,2005,2005-10-23,7,26.340,IND,@,HOU,W 38-20,*,9,9,89,9.89,0,100.0%,9.89,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
69,2005,2005-11-07,8,26.355,IND,@,NWE,W 40-21,*,12,9,124,13.78,1,75.0%,10.33,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
70,2005,2005-11-13,9,26.361,IND,,HOU,W 31-17,*,9,8,72,9.00,0,88.9%,8.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
71,2005,2005-11-20,10,27.003,IND,@,CIN,W 45-37,*,9,5,117,23.40,1,55.6%,13.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
72,2005,2005-11-28,11,27.011,IND,,PIT,W 26-7,*,7,5,62,12.40,0,71.4%,8.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
73,2005,2005-12-04,12,27.017,IND,,TEN,W 35-3,*,3,3,50,16.67,1,100.0%,16.67,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
74,2005,2005-12-11,13,27.024,IND,@,JAX,W 26-18,*,8,4,81,20.25,0,50.0%,10.13,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
75,2005,2005-12-18,14,27.031,IND,,SDG,L 17-26,*,16,10,91,9.10,0,62.5%,5.69,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
76,2005,2005-12-24,15,27.037,IND,@,SEA,L 13-28,*,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
77,2005,2006-01-01,16,27.045,IND,,ARI,W 17-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
78,2006,2006-09-10,1,27.297,IND,@,NYG,W 26-21,*,8,4,67,16.75,0,50.0%,8.38,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
79,2006,2006-09-17,2,27.304,IND,,HOU,W 43-24,*,9,6,135,22.50,0,66.7%,15.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
80,2006,2006-09-24,3,27.311,IND,,JAX,W 21-14,*,7,4,82,20.50,0,57.1%,11.71,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
81,2006,2006-10-01,4,27.318,IND,@,NYJ,W 31-28,*,8,4,74,18.50,0,50.0%,9.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
82,2006,2006-10-08,5,27.325,IND,,TEN,W 14-13,*,8,3,24,8.00,1,37.5%,3.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
83,2006,2006-10-22,6,27.339,IND,,WAS,W 36-22,*,10,7,122,17.43,1,70.0%,12.20,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
84,2006,2006-10-29,7,27.346,IND,@,DEN,W 34-31,*,11,10,138,13.80,3,90.9%,12.55,0,0,,0,0,0,,0,0,0,,,,,,,3,18,0.0,,
85,2006,2006-11-05,8,27.353,IND,@,NWE,W 27-20,*,15,6,90,15.00,0,40.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
86,2006,2006-11-12,9,27.360,IND,,BUF,W 17-16,*,4,4,42,10.50,1,100.0%,10.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
87,2006,2006-11-19,10,28.002,IND,@,DAL,L 14-21,*,10,7,111,15.86,1,70.0%,11.10,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
88,2006,2006-11-26,11,28.009,IND,,PHI,W 45-21,*,5,4,77,19.25,1,80.0%,15.40,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
89,2006,2006-12-03,12,28.016,IND,@,TEN,L 17-20,*,4,3,57,19.00,0,75.0%,14.25,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
90,2006,2006-12-10,13,28.023,IND,@,JAX,L 17-44,*,16,8,110,13.75,0,50.0%,6.88,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
91,2006,2006-12-18,14,28.031,IND,,CIN,W 34-16,*,8,7,84,12.00,1,87.5%,10.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
92,2006,2006-12-24,15,28.037,IND,@,HOU,L 24-27,*,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
93,2006,2006-12-31,16,28.044,IND,,MIA,W 27-22,*,9,6,70,11.67,0,66.7%,7.78,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
94,2007,2007-09-06,1,28.293,IND,,NOR,W 41-10,*,12,7,115,16.43,2,58.3%,9.58,0,0,,0,0,0,,0,0,0,,,,,,,2,12,0.0,,
95,2007,2007-09-16,2,28.303,IND,@,TEN,W 22-20,*,8,5,70,14.00,0,62.5%,8.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
96,2007,2007-09-23,3,28.310,IND,@,HOU,W 30-24,*,5,4,84,21.00,0,80.0%,16.80,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
97,2007,2007-09-30,4,28.317,IND,,DEN,W 38-20,*,6,5,38,7.60,1,83.3%,6.33,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
98,2007,2007-10-07,5,28.324,IND,,TAM,W 33-14,*,10,7,62,8.86,1,70.0%,6.20,1,4,4.00,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
99,2007,2007-10-22,6,28.339,IND,@,JAX,W 29-7,*,13,9,131,14.56,0,69.2%,10.08,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
100,2007,2007-10-28,7,28.345,IND,@,CAR,W 31-7,*,11,7,168,24.00,1,63.6%,15.27,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
101,2007,2007-11-04,8,28.352,IND,,NWE,L 20-24,*,8,5,62,12.40,0,62.5%,7.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
102,2007,2007-11-11,9,28.359,IND,@,SDG,L 21-23,*,18,10,140,14.00,1,55.6%,7.78,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
103,2007,2007-11-18,10,29.001,IND,,KAN,W 13-10,*,6,4,75,18.75,0,66.7%,12.50,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
104,2007,2007-11-22,11,29.005,IND,@,ATL,W 31-13,*,12,5,66,13.20,1,41.7%,5.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
105,2007,2007-12-02,12,29.015,IND,,JAX,W 28-25,*,9,8,158,19.75,1,88.9%,17.56,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
106,2007,2007-12-09,13,29.022,IND,@,BAL,W 44-20,*,2,2,42,21.00,1,100.0%,21.00,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
107,2007,2007-12-16,14,29.029,IND,@,OAK,W 21-14,*,8,4,69,17.25,0,50.0%,8.63,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
108,2007,2007-12-23,15,29.036,IND,,HOU,W 38-15,*,14,10,143,14.30,1,71.4%,10.21,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,,
109,2007,2007-12-30,16,29.043,IND,,TEN,L 10-16,*,14,12,87,7.25,0,85.7%,6.21,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,
110,2008,2008-09-07,1,29.295,IND,,CHI,L 13-29,*,17,10,86,8.60,1,58.8%,5.06,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
111,2008,2008-09-14,2,29.302,IND,@,MIN,W 18-15,*,8,5,93,18.60,1,62.5%,11.63,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,1,0
112,2008,2008-09-21,3,29.309,IND,,JAX,L 21-23,*,6,3,74,24.67,0,50.0%,12.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
113,2008,2008-10-05,4,29.323,IND,@,HOU,W 31-27,*,8,7,97,13.86,1,87.5%,12.13,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
114,2008,2008-10-12,5,29.330,IND,,BAL,W 31-3,*,10,8,118,14.75,1,80.0%,11.80,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
115,2008,2008-10-19,6,29.337,IND,@,GNB,L 14-34,*,9,2,24,12.00,0,22.2%,2.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
116,2008,2008-10-27,7,29.345,IND,@,TEN,L 21-31,*,8,3,29,9.67,0,37.5%,3.63,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
117,2008,2008-11-02,8,29.351,IND,,NWE,W 18-15,*,6,5,65,13.00,0,83.3%,10.83,0,0,,0,0,0,,0,0,0,,,,,,1,0,2,0.0,0,0
118,2008,2008-11-09,9,29.358,IND,@,PIT,W 24-20,*,12,6,114,19.00,1,50.0%,9.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
119,2008,2008-11-16,10,29.365,IND,,HOU,W 33-27,*,10,7,90,12.86,0,70.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
120,2008,2008-11-23,11,30.006,IND,@,SDG,W 23-20,*,3,2,34,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
121,2008,2008-11-30,12,30.013,IND,@,CLE,W 10-6,*,8,4,46,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
122,2008,2008-12-07,13,30.020,IND,,CIN,W 35-3,*,7,5,48,9.60,0,71.4%,6.86,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0
123,2008,2008-12-14,14,30.027,IND,,DET,W 31-21,*,10,7,104,14.86,0,70.0%,10.40,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
124,2008,2008-12-18,15,30.031,IND,@,JAX,W 31-24,*,8,7,108,15.43,1,87.5%,13.50,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
125,2008,2008-12-28,16,30.041,IND,,TEN,W 23-0,*,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
126,2009,2009-09-13,1,30.300,IND,,JAX,W 14-12,*,14,10,162,16.20,1,71.4%,11.57,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,1,0
127,2009,2009-09-21,2,30.308,IND,@,MIA,W 27-23,*,6,3,37,12.33,0,50.0%,6.17,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
128,2009,2009-09-27,3,30.314,IND,@,ARI,W 31-10,*,9,7,126,18.00,1,77.8%,14.00,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0
129,2009,2009-10-04,4,30.321,IND,,SEA,W 34-17,*,11,6,74,12.33,1,54.5%,6.73,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,1,0
130,2009,2009-10-11,5,30.328,IND,@,TEN,W 31-9,*,8,6,60,10.00,1,75.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0
131,2009,2009-10-25,6,30.342,IND,@,STL,W 42-6,*,9,7,83,11.86,1,77.8%,9.22,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0
132,2009,2009-11-01,7,30.349,IND,,SFO,W 18-14,*,20,12,147,12.25,1,60.0%,7.35,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0
133,2009,2009-11-08,8,30.356,IND,,HOU,W 20-17,*,9,8,64,8.00,0,88.9%,7.11,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,,0,0,0.0,0,0
134,2009,2009-11-15,9,30.363,IND,,NWE,W 35-34,*,12,10,126,12.60,2,83.3%,10.50,0,0,,0,0,0,,0,0,0,,0,,,,,2,12,0.0,0,0
135,2009,2009-11-22,10,31.005,IND,@,BAL,W 17-15,*,10,7,89,12.71,0,70.0%,8.90,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
136,2009,2009-11-29,11,31.012,IND,@,HOU,W 35-27,*,6,3,19,6.33,1,50.0%,3.17,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,1,0
137,2009,2009-12-06,12,31.019,IND,,TEN,W 27-17,*,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
138,2009,2009-12-13,13,31.026,IND,,DEN,W 28-16,*,7,4,43,10.75,0,57.1%,6.14,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,1,0
139,2009,2009-12-17,14,31.030,IND,@,JAX,W 35-31,*,7,5,132,26.40,1,71.4%,18.86,0,0,,0,0,0,,0,0,0,,0,,,,,1,6,0.0,0,0
140,2009,2009-12-27,15,31.040,IND,,NYJ,L 15-29,*,7,3,33,11.00,0,42.9%,4.71,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,0,0
141,2009,2010-01-03,16,31.047,IND,@,BUF,L 7-30,*,7,5,21,4.20,0,71.4%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,,0,0,0.0,1,0
142,2010,2010-09-12,1,31.299,IND,@,HOU,L 24-34,*,10,7,99,14.14,1,70.0%,9.90,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
143,2010,2010-09-19,2,31.306,IND,,NYG,W 38-14,*,9,7,96,13.71,1,77.8%,10.67,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
144,2010,2010-09-26,3,31.313,IND,@,DEN,W 27-13,*,7,4,65,16.25,0,57.1%,9.29,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
145,2010,2010-10-03,4,31.320,IND,@,JAX,L 28-31,*,19,15,196,13.07,0,78.9%,10.32,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
146,2010,2010-10-10,5,31.327,IND,,KAN,W 19-9,*,11,6,75,12.50,0,54.5%,6.82,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
147,2010,2010-10-17,6,31.334,IND,@,WAS,W 27-24,*,9,6,71,11.83,0,66.7%,7.89,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
148,2010,2010-11-01,7,31.349,IND,,HOU,W 30-17,*,12,4,39,9.75,1,33.3%,3.25,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
149,2010,2010-11-07,8,31.355,IND,@,PHI,L 24-26,*,16,11,83,7.55,0,68.8%,5.19,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
150,2010,2010-11-14,9,31.362,IND,,CIN,W 23-17,*,6,3,34,11.33,0,50.0%,5.67,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0
151,2010,2010-11-21,10,32.004,IND,@,NWE,L 28-31,*,10,8,107,13.38,1,80.0%,10.70,0,0,,0,0,0,,0,0,0,,,,,,,1,6,0.0,0,0
