ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
16,2014,2014-12-28,16,22.129,HOU,,JAX,W 23-17,,,,,,,,,,,0.0%,,,,,,,,
17,2015,2015-09-13,1,23.023,HOU,,KAN,L 20-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
18,2015,2015-09-20,2,23.030,HOU,@,CAR,L 17-24,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
19,2015,2015-09-27,3,23.037,HOU,,TAM,W 19-9,*,3,24,8.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,0
20,2015,2015-10-04,4,23.044,HOU,@,ATL,L 21-48,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
21,2015,2015-10-08,5,23.048,HOU,,IND,L 20-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
22,2015,2015-10-18,6,23.058,HOU,@,JAX,W 31-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
23,2015,2015-10-25,7,23.065,HOU,@,MIA,L 26-44,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
24,2015,2015-11-01,8,23.072,HOU,,TEN,W 20-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
25,2015,2015-11-16,9,23.087,HOU,@,CIN,W 10-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
26,2015,2015-11-22,10,23.093,HOU,,NYJ,W 24-17,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
27,2015,2015-11-29,11,23.100,HOU,,NOR,W 24-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
28,2015,2015-12-06,12,23.107,HOU,@,BUF,L 21-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
29,2015,2015-12-13,13,23.114,HOU,,NWE,L 6-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
30,2015,2015-12-20,14,23.121,HOU,@,IND,W 16-10,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
31,2015,2015-12-27,15,23.128,HOU,@,TEN,W 34-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
32,2015,2016-01-03,16,23.135,HOU,,JAX,W 30-6,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
33,2016,2016-09-11,1,24.021,HOU,,CHI,W 23-14,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
34,2016,2016-09-18,2,24.028,HOU,,KAN,W 19-12,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
35,2016,2016-09-22,3,24.032,HOU,@,NWE,L 0-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
36,2016,2016-10-02,4,24.042,HOU,,TEN,W 27-20,,1,0,0.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0.0,0,0
37,2016,2016-10-09,5,24.049,HOU,@,MIN,L 13-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
38,2016,2016-10-16,6,24.056,HOU,,IND,W 26-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
39,2016,2016-10-24,7,24.064,HOU,@,DEN,L 9-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
40,2016,2016-10-30,8,24.070,HOU,,DET,W 20-13,*,0,0,,0,0,0,0,,0,0.0%,,1,10,10.00,0,0.0,0,0
41,2016,2016-11-13,9,24.084,HOU,@,JAX,W 24-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
42,2016,2016-11-21,10,24.092,HOU,@,OAK,L 20-27,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
43,2016,2016-11-27,11,24.098,HOU,,SDG,L 13-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
44,2016,2016-12-04,12,24.105,HOU,@,GNB,L 13-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
45,2016,2016-12-11,13,24.112,HOU,@,IND,W 22-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
46,2016,2016-12-18,14,24.119,HOU,,JAX,W 21-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
47,2016,2016-12-24,15,24.125,HOU,,CIN,W 12-10,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
48,2017,2017-09-10,1,25.020,HOU,,JAX,L 7-29,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
49,2017,2017-09-14,2,25.024,HOU,@,CIN,W 13-9,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
50,2017,2017-09-24,3,25.034,HOU,@,NWE,L 33-36,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
51,2017,2017-10-01,4,25.041,HOU,,TEN,W 57-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
52,2017,2017-10-08,5,25.048,HOU,,KAN,L 34-42,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
53,2017,2017-10-15,6,25.055,HOU,,CLE,W 33-17,,0,0,,0,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0.0,0,0
54,2017,2017-10-29,7,25.069,HOU,@,SEA,L 38-41,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
55,2017,2017-11-05,8,25.076,HOU,,IND,L 14-20,*,0,0,,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0.0,0,0
56,2017,2017-11-12,9,25.083,HOU,@,LAR,L 7-33,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
57,2017,2017-11-19,10,25.090,HOU,,ARI,W 31-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
58,2017,2017-11-27,11,25.098,HOU,@,BAL,L 16-23,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
59,2017,2017-12-03,12,25.104,HOU,@,TEN,L 13-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
60,2017,2017-12-10,13,25.111,HOU,,SFO,L 16-26,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
61,2017,2017-12-17,14,25.118,HOU,@,JAX,L 7-45,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0.0,0,0
62,2017,2017-12-25,15,25.126,HOU,,PIT,L 6-34,*,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
63,2017,2017-12-31,16,25.132,HOU,@,IND,L 13-22,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0.0,0,0
