ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
33,1997,1997-09-07,2,24.246,CHI,,MIN,L 24-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,209,41.80,0
34,1997,1997-09-14,3,24.253,CHI,,DET,L 7-32,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,161,40.25,0
35,1997,1997-09-21,4,24.260,CHI,@,NWE,L 3-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,10,413,41.30,0
36,1997,1997-09-28,5,24.267,CHI,@,DAL,L 3-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,363,45.38,0
37,1997,1997-10-05,6,24.274,CHI,,NOR,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,12,524,43.67,0
38,1997,1997-10-12,7,24.281,CHI,,GNB,L 23-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,140,46.67,0
39,1997,1997-10-27,8,24.296,CHI,@,MIA,W 36-33,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,203,40.60,0
40,1997,1997-11-02,9,24.302,CHI,,WAS,L 8-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,249,41.50,0
41,1997,1997-11-09,10,24.309,CHI,@,MIN,L 22-29,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,180,45.00,0
42,1997,1997-11-16,11,24.316,CHI,,NYJ,L 15-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,112,37.33,0
43,1997,1997-11-23,12,24.323,CHI,,TAM,W 13-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,288,41.14,0
44,1997,1997-11-27,13,24.327,CHI,@,DET,L 20-55,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,268,53.60,0
45,1997,1997-12-07,14,24.337,CHI,,BUF,W 20-3,,1,8,8.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,152,30.40,0
46,1997,1997-12-14,15,24.344,CHI,@,STL,W 13-10,,1,0,0.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,214,42.80,0
47,1997,1997-12-21,16,24.351,CHI,@,TAM,L 15-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,294,42.00,0
48,1998,1998-09-06,1,25.245,CHI,,JAX,L 23-24,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,4,182,45.50,0
49,1998,1998-09-13,2,25.252,CHI,@,PIT,L 12-17,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,8,403,50.38,0
50,1998,1998-09-20,3,25.259,CHI,@,TAM,L 15-27,,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,,,0,0,3,156,52.00,0
51,1999,1999-09-12,1,26.251,CHI,,KAN,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,183,36.60,0
52,1999,1999-09-19,2,26.258,CHI,,SEA,L 13-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,238,47.60,0
53,1999,1999-09-26,3,26.265,CHI,@,OAK,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,192,48.00,0
54,1999,1999-10-03,4,26.272,CHI,,NOR,W 14-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,221,44.20,0
55,1999,1999-10-10,5,26.279,CHI,@,MIN,W 24-22,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,184,36.80,0
56,1999,1999-10-17,6,26.286,CHI,,PHI,L 16-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,236,39.33,0
57,1999,1999-10-24,7,26.293,CHI,@,TAM,L 3-6,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,323,40.38,0
58,1999,1999-10-31,8,26.300,CHI,@,WAS,L 22-48,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,220,44.00,0
59,1999,1999-11-07,9,26.307,CHI,@,GNB,W 14-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,155,38.75,0
60,1999,1999-11-14,10,26.314,CHI,,MIN,L 24-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,201,33.50,0
61,1999,1999-11-21,11,26.321,CHI,@,SDG,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,187,31.17,0
62,1999,1999-11-25,12,26.325,CHI,@,DET,L 17-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,9,393,43.67,0
63,1999,1999-12-05,13,26.335,CHI,,GNB,L 19-35,,1,-2,-2.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,160,40.00,0
64,1999,1999-12-19,14,26.349,CHI,,DET,W 28-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,84,28.00,0
65,1999,1999-12-26,15,26.356,CHI,@,STL,L 12-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,259,51.80,0
66,1999,2000-01-02,16,26.363,CHI,,TAM,L 6-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,242,48.40,0
67,2000,2000-09-03,1,27.243,KAN,,IND,L 14-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,376,47.00,0
68,2000,2000-09-10,2,27.250,KAN,@,TEN,L 14-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,274,39.14,0
69,2000,2000-09-17,3,27.257,KAN,,SDG,W 42-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,251,50.20,0
70,2000,2000-09-24,4,27.264,KAN,@,DEN,W 23-22,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,199,49.75,0
71,2000,2000-10-02,5,27.272,KAN,,SEA,W 24-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,260,43.33,0
72,2000,2000-10-15,6,27.285,KAN,,OAK,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,204,51.00,0
73,2000,2000-10-22,7,27.292,KAN,,STL,W 54-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,157,39.25,0
74,2000,2000-10-29,8,27.299,KAN,@,SEA,W 24-19,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,250,41.67,0
75,2000,2000-11-05,9,27.306,KAN,@,OAK,L 31-49,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,167,55.67,0
76,2000,2000-11-12,10,27.313,KAN,@,SFO,L 7-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,173,43.25,0
77,2000,2000-11-19,11,27.320,KAN,,BUF,L 17-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,189,47.25,0
78,2000,2000-11-26,12,27.327,KAN,@,SDG,L 16-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,10,431,43.10,0
79,2000,2000-12-04,13,27.335,KAN,@,NWE,L 24-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,229,38.17,0
80,2000,2000-12-10,14,27.341,KAN,,CAR,W 15-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2000,2000-12-17,15,27.348,KAN,,DEN,W 20-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,265,44.17,0
82,2000,2000-12-24,16,27.355,KAN,@,ATL,L 13-29,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,231,46.20,0
83,2001,2001-09-09,1,28.248,CAR,@,MIN,W 24-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,294,49.00,0
84,2001,2001-09-23,2,28.262,CAR,@,ATL,L 16-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,73,36.50,0
85,2001,2001-09-30,3,28.269,CAR,,GNB,L 7-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,315,45.00,0
86,2001,2001-10-07,4,28.276,CAR,@,SFO,L 14-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,235,47.00,0
87,2001,2001-10-14,5,28.283,CAR,,NOR,L 25-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,227,37.83,0
88,2001,2001-10-21,6,28.290,CAR,@,WAS,L 14-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,335,55.83,0
89,2001,2001-10-28,7,28.297,CAR,,NYJ,L 12-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,10,445,44.50,1
90,2001,2001-11-04,8,28.304,CAR,@,MIA,L 6-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,366,52.29,0
91,2001,2001-11-11,9,28.311,CAR,@,STL,L 14-48,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,326,46.57,0
92,2001,2001-11-18,10,28.318,CAR,,SFO,L 22-25,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,304,43.43,0
93,2001,2001-11-25,11,28.325,CAR,,ATL,L 7-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,383,54.71,0
94,2001,2001-12-02,12,28.332,CAR,@,NOR,L 23-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,326,54.33,0
95,2001,2001-12-09,13,28.339,CAR,@,BUF,L 24-25,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,244,48.80,0
96,2001,2001-12-23,14,28.353,CAR,,STL,L 32-38,,1,0,0.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,228,45.60,0
97,2001,2001-12-30,15,28.360,CAR,,ARI,L 7-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,125,41.67,0
98,2001,2002-01-06,16,29.002,CAR,,NWE,L 6-38,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,193,48.25,0
99,2002,2002-09-08,1,29.247,CAR,,BAL,W 10-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,297,42.43,0
100,2002,2002-09-15,2,29.254,CAR,,DET,W 31-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,394,49.25,0
101,2002,2002-09-22,3,29.261,CAR,@,MIN,W 21-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,254,42.33,0
102,2002,2002-09-29,4,29.268,CAR,@,GNB,L 14-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,330,47.14,0
103,2002,2002-10-06,5,29.275,CAR,,ARI,L 13-16,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,235,47.00,0
104,2002,2002-10-13,6,29.282,CAR,@,DAL,L 13-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,330,47.14,0
105,2002,2002-10-20,7,29.289,CAR,@,ATL,L 0-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,279,46.50,0
106,2002,2002-10-27,8,29.296,CAR,,TAM,L 9-12,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,368,52.57,0
107,2002,2002-11-10,9,29.310,CAR,,NOR,L 24-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,349,49.86,1
108,2002,2002-11-17,10,29.317,CAR,@,TAM,L 10-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,205,41.00,0
109,2002,2002-11-24,11,29.324,CAR,,ATL,L 0-41,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,353,50.43,0
110,2002,2002-12-01,12,29.331,CAR,@,CLE,W 13-6,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,168,42.00,0
111,2002,2002-12-08,13,29.338,CAR,,CIN,W 52-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,120,40.00,0
112,2002,2002-12-15,14,29.345,CAR,@,PIT,L 14-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,259,43.17,0
113,2002,2002-12-22,15,29.352,CAR,,CHI,W 24-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,11,443,40.27,0
114,2002,2002-12-29,16,29.359,CAR,@,NOR,W 10-6,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,351,43.88,0
115,2003,2003-09-07,1,30.246,CAR,,JAX,W 24-23,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,285,40.71,0
116,2003,2003-09-14,2,30.253,CAR,@,TAM,W 12-9,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,335,47.86,0
117,2003,2003-09-28,3,30.267,CAR,,ATL,W 23-3,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,191,47.75,0
118,2003,2003-10-05,4,30.274,CAR,,NOR,W 19-13,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,137,45.67,0
119,2003,2003-10-12,5,30.281,CAR,@,IND,W 23-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,241,48.20,0
120,2003,2003-10-19,6,30.288,CAR,,TEN,L 17-37,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,265,44.17,0
121,2003,2003-10-26,7,30.295,CAR,@,NOR,W 23-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,269,44.83,1
122,2003,2003-11-02,8,30.302,CAR,@,HOU,L 10-14,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,147,49.00,0
123,2003,2003-11-09,9,30.309,CAR,,TAM,W 27-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,162,40.50,0
124,2003,2003-11-16,10,30.316,CAR,,WAS,W 20-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,201,50.25,0
125,2003,2003-11-23,11,30.323,CAR,@,DAL,L 20-24,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,0,0,5,251,50.20,0
126,2003,2003-11-30,12,30.330,CAR,,PHI,L 16-25,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,140,46.67,0
127,2003,2003-12-07,13,30.337,CAR,@,ATL,L 14-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,8,337,42.13,0
128,2003,2003-12-14,14,30.344,CAR,@,ARI,W 20-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,170,42.50,0
129,2003,2003-12-21,15,30.351,CAR,,DET,W 20-14,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,109,36.33,0
130,2003,2003-12-28,16,30.358,CAR,@,NYG,W 37-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,193,38.60,2
131,2004,2004-09-13,1,31.253,CAR,,GNB,L 14-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,217,43.40,0
132,2004,2004-09-19,2,31.259,CAR,@,KAN,W 28-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,239,39.83,0
133,2004,2004-10-03,3,31.273,CAR,,ATL,L 10-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,262,52.40,0
134,2004,2004-10-10,4,31.280,CAR,@,DEN,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,241,48.20,0
135,2004,2004-10-17,5,31.287,CAR,@,PHI,L 8-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,211,35.17,0
136,2004,2004-10-24,6,31.294,CAR,,SDG,L 6-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,176,44.00,0
137,2004,2004-10-31,7,31.301,CAR,@,SEA,L 17-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,250,41.67,0
138,2004,2004-11-07,8,31.308,CAR,,OAK,L 24-27,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,174,43.50,1
139,2004,2004-11-14,9,31.315,CAR,@,SFO,W 37-27,,0,0,,0,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,3,148,49.33,0
140,2004,2004-11-21,10,31.322,CAR,,ARI,W 35-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,238,47.60,0
141,2004,2004-11-28,11,31.329,CAR,,TAM,W 21-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,191,47.75,0
142,2004,2004-12-05,12,31.336,CAR,@,NOR,W 32-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,131,43.67,0
143,2004,2004-12-12,13,31.343,CAR,,STL,W 20-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,184,46.00,0
144,2004,2004-12-18,14,31.349,CAR,@,ATL,L 31-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,145,48.33,0
145,2004,2004-12-26,15,31.357,CAR,@,TAM,W 37-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,223,44.60,0
146,2004,2005-01-02,16,31.364,CAR,,NOR,L 18-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,8,321,40.13,0
147,2005,2005-09-11,1,32.250,DEN,@,MIA,L 10-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,318,45.43,0
148,2005,2005-09-18,2,32.257,DEN,,SDG,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,132,44.00,0
149,2005,2005-09-26,3,32.265,DEN,,KAN,W 30-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,1,55,55.00,0
150,2005,2005-10-02,4,32.271,DEN,@,JAX,W 20-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,194,48.50,0
151,2005,2005-10-09,5,32.278,DEN,,WAS,W 21-19,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,331,47.29,1
152,2005,2005-10-16,6,32.285,DEN,,NWE,W 28-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,366,52.29,0
153,2005,2005-10-23,7,32.292,DEN,@,NYG,L 23-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,103,34.33,0
154,2005,2005-10-30,8,32.299,DEN,,PHI,W 49-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,275,39.29,0
155,2005,2005-11-13,9,32.313,DEN,@,OAK,W 31-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,177,44.25,0
156,2005,2005-11-20,10,32.320,DEN,,NYJ,W 27-0,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,93,46.50,0
157,2005,2005-11-24,11,32.324,DEN,@,DAL,W 24-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,311,44.43,0
158,2005,2005-12-04,12,32.334,DEN,@,KAN,L 27-31,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,98,49.00,0
159,2005,2005-12-11,13,32.341,DEN,,BAL,W 12-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,178,35.60,0
160,2005,2005-12-17,14,32.347,DEN,@,BUF,W 28-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,122,30.50,0
161,2005,2005-12-24,15,32.354,DEN,,OAK,W 22-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,85,42.50,0
162,2005,2005-12-31,16,32.361,DEN,@,SDG,W 23-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,319,45.57,0
163,2006,2006-12-24,15,33.354,NWE,@,JAX,W 24-21,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,175,35.00,0
164,2006,2006-12-31,16,33.361,NWE,@,TEN,W 40-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,233,46.60,0
165,2007,2007-09-09,1,34.248,DEN,@,BUF,W 15-14,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,123,41.00,0
166,2007,2007-09-16,2,34.255,DEN,,OAK,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,104,52.00,0
167,2007,2007-09-23,3,34.262,DEN,,JAX,L 14-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,126,63.00,0
168,2007,2007-09-30,4,34.269,DEN,@,IND,L 20-38,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,112,56.00,0
169,2007,2007-10-07,5,34.276,DEN,,SDG,L 3-41,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,150,50.00,0
170,2007,2007-10-21,6,34.290,DEN,,PIT,W 31-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,155,51.67,0
171,2007,2007-10-29,7,34.298,DEN,,GNB,L 13-19,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,182,45.50,0
172,2007,2007-11-04,8,34.304,DEN,@,DET,L 7-44,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,225,45.00,0
173,2007,2007-11-11,9,34.311,DEN,@,KAN,W 27-11,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,182,45.50,1
174,2007,2007-11-19,10,34.319,DEN,,TEN,W 34-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,145,48.33,0
