ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
54,2008,2008-11-30,12,26.084,NYG,@,WAS,W 23-7,*,0,0,,0,0.0,2,1,0,0,0
55,2008,2008-12-07,13,26.091,NYG,,PHI,L 14-20,*,0,0,,0,0.0,3,1,0,0,0
56,2008,2008-12-14,14,26.098,NYG,@,DAL,L 8-20,*,0,0,,0,0.0,4,0,0,0,0
57,2008,2008-12-21,15,26.105,NYG,,CAR,W 34-28,*,0,0,,0,0.0,5,0,0,0,0
58,2008,2008-12-28,16,26.112,NYG,@,MIN,L 19-20,*,0,0,,0,0.0,3,1,1,47,0
59,2009,2009-09-13,1,27.006,STL,@,SEA,L 0-28,*,0,0,,0,0.0,3,2,1,0,0
60,2009,2009-09-20,2,27.013,STL,@,WAS,L 7-9,*,0,0,,0,0.0,5,2,0,0,0
61,2009,2009-09-27,3,27.020,STL,,GNB,L 17-36,*,,,,,,,,,,
62,2009,2009-10-25,7,27.048,STL,,IND,L 6-42,*,0,0,,0,0.0,1,0,0,0,0
63,2009,2009-11-01,8,27.055,STL,@,DET,W 17-10,*,0,0,,0,0.0,3,1,1,0,0
64,2009,2009-11-15,9,27.069,STL,,NOR,L 23-28,*,0,0,,0,0.0,5,0,1,17,0
65,2009,2009-11-22,10,27.076,STL,,ARI,L 13-21,*,0,0,,0,0.0,7,1,0,0,0
66,2009,2009-11-29,11,27.083,STL,,SEA,L 17-27,*,0,0,,0,0.0,4,0,0,0,0
67,2009,2009-12-06,12,27.090,STL,@,CHI,L 9-17,*,0,0,,0,0.0,6,0,0,0,0
68,2009,2009-12-13,13,27.097,STL,@,TEN,L 7-47,*,0,0,,0,0.0,5,1,0,0,0
69,2009,2009-12-20,14,27.104,STL,,HOU,L 13-16,*,0,0,,0,0.0,7,0,0,0,0
70,2009,2009-12-27,15,27.111,STL,@,ARI,L 10-31,*,0,0,,0,0.0,7,4,0,0,0
71,2009,2010-01-03,16,27.118,STL,,SFO,L 6-28,*,0,0,,0,0.0,5,0,0,0,0
72,2010,2010-09-12,1,28.005,STL,,ARI,L 13-17,,0,0,,0,0.0,2,0,0,0,0
73,2010,2010-09-19,2,28.012,STL,@,OAK,L 14-16,,0,0,,0,0.0,0,1,1,-3,0
74,2010,2010-09-26,3,28.019,STL,,WAS,W 30-16,*,0,0,,0,0.0,4,0,0,0,0
75,2010,2010-10-03,4,28.026,STL,,SEA,W 20-3,*,0,0,,0,0.0,5,0,0,0,0
76,2010,2010-10-10,5,28.033,STL,@,DET,L 6-44,,0,0,,0,0.0,1,1,0,0,0
77,2010,2010-10-17,6,28.040,STL,,SDG,W 20-17,*,0,0,,0,0.0,4,0,0,0,0
78,2010,2010-10-24,7,28.047,STL,@,TAM,L 17-18,*,0,0,,0,0.0,2,0,0,0,0
79,2010,2010-10-31,8,28.054,STL,,CAR,W 20-10,,0,0,,0,0.0,0,0,1,16,0
80,2010,2010-11-28,11,28.082,STL,@,DEN,W 36-33,,,,,,,,,,,
81,2010,2010-12-05,12,28.089,STL,@,ARI,W 19-6,,,,,,,,,,,
82,2010,2010-12-12,13,28.096,STL,@,NOR,L 13-31,,,,,,,,,,,
83,2010,2010-12-19,14,28.103,STL,,KAN,L 13-27,,,,,,,,,,,
84,2010,2010-12-26,15,28.110,STL,,SFO,W 25-17,,,,,,,,,,,
85,2010,2011-01-02,16,28.117,STL,@,SEA,L 6-16,,,,,,,,,,,
86,2011,2011-09-11,1,29.004,STL,,PHI,L 13-31,,,,,,,,,,,
87,2011,2011-09-19,2,29.012,STL,@,NYG,L 16-28,,0,0,,0,0.0,1,0,0,0,0
88,2011,2011-09-25,3,29.018,STL,,BAL,L 7-37,,0,0,,0,0.0,1,0,0,0,0
89,2011,2011-10-02,4,29.025,STL,,WAS,L 10-17,,,,,,,,,,,
90,2011,2011-10-16,5,29.039,STL,@,GNB,L 3-24,,,,,,,,,,,
91,2011,2011-10-23,6,29.046,STL,@,DAL,L 7-34,,,,,,,,,,,
92,2011,2011-10-30,7,29.053,STL,,NOR,W 31-21,,,,,,,,,,,
93,2011,2011-11-06,8,29.060,STL,@,ARI,L 13-19,,,,,,,,,,,
94,2011,2011-11-13,9,29.067,STL,@,CLE,W 13-12,,,,,,,,,,,
95,2011,2011-11-20,10,29.074,STL,,SEA,L 7-24,,,,,,,,,,,
96,2011,2011-11-27,11,29.081,STL,,ARI,L 20-23,,0,0,,0,0.0,1,0,0,0,0
97,2011,2011-12-04,12,29.088,STL,@,SFO,L 0-26,,0,0,,0,0.0,1,0,0,0,0
98,2011,2011-12-12,13,29.096,STL,@,SEA,L 13-30,,0,0,,0,0.0,0,1,0,0,0
99,2011,2011-12-18,14,29.102,STL,,CIN,L 13-20,,0,0,,0,0.0,1,0,0,0,0
100,2011,2011-12-24,15,29.108,STL,@,PIT,L 0-27,,,,,,,,,,,
101,2011,2012-01-01,16,29.116,STL,,SFO,L 27-34,,0,0,,0,0.0,1,0,0,0,0
