ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
18,1963,1963-12-15,14,25.266,STL,,DAL,L 24-28,1,35,35.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
19,1964,1964-09-12,1,26.172,STL,@,DAL,W 16-6,2,-14,-7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
20,1964,1964-09-20,2,26.180,STL,@,CLE,T 33-33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,2,0
21,1964,1964-11-22,11,26.243,STL,@,PHI,W 38-13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,42,1
22,1964,1964-12-06,13,26.257,STL,,CLE,W 28-19,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
23,1965,1965-09-26,2,27.186,STL,@,CLE,W 49-13,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
24,1965,1965-10-10,4,27.200,STL,@,WAS,W 37-16,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,4,0
25,1965,1965-11-07,8,27.228,STL,,PIT,W 21-17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,34,0
26,1965,1965-12-19,14,27.270,STL,,CLE,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,3,115,1
27,1966,1966-09-25,3,28.185,STL,@,CLE,W 34-28,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,13,0
28,1966,1966-10-02,4,28.192,STL,@,PHI,W 41-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,1,91,1
29,1966,1966-10-09,5,28.199,STL,,NYG,W 24-19,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,17,0
30,1966,1966-10-16,6,28.206,STL,,DAL,T 10-10,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
31,1966,1966-10-23,7,28.213,STL,@,WAS,L 20-26,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,7,0
32,1966,1966-10-31,8,28.221,STL,,CHI,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,3,46,1
33,1966,1966-11-06,9,28.227,STL,@,NYG,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,6,0
34,1966,1966-12-17,14,28.268,STL,,CLE,L 10-38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
35,1967,1967-10-08,4,29.198,STL,@,MIN,W 34-24,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,9,0
36,1967,1967-11-05,8,29.226,STL,@,WAS,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,44,0
37,1967,1967-11-19,10,29.240,STL,@,CHI,L 3-30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,22,0
38,1967,1967-11-23,11,29.244,STL,@,DAL,L 21-46,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0
39,1968,1968-09-22,2,30.182,STL,@,SFO,L 17-35,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
40,1968,1968-10-13,5,30.203,STL,@,CLE,W 27-21,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,2,0
41,1968,1968-11-10,9,30.231,STL,,PIT,T 28-28,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
42,1968,1968-11-17,10,30.238,STL,@,BAL,L 0-27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,4,0
43,1968,1968-11-24,11,30.245,STL,,ATL,W 17-12,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,8,0
44,1969,1969-10-05,3,31.195,STL,@,PIT,W 27-14,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,0,0
45,1969,1969-12-14,13,31.265,STL,,CLE,L 21-27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,15,0
46,1970,1970-09-18,1,32.178,STL,@,RAM,L 13-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1970,1970-09-27,2,32.187,STL,,WAS,W 27-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1970,1970-10-04,3,32.194,STL,,DAL,W 20-7,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0,,0,0,0,2,15,0
49,1970,1970-10-11,4,32.201,STL,,NOR,W 24-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1970,1970-10-18,5,32.208,STL,@,PHI,W 35-20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,18,0
51,1970,1970-10-25,6,32.215,STL,@,NYG,L 17-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1970,1970-11-01,7,32.222,STL,,HOU,W 44-0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,22,0
53,1970,1970-11-08,8,32.229,STL,,BOS,W 31-0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,17,0
54,1970,1970-11-16,9,32.237,STL,@,DAL,W 38-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1970,1970-11-22,10,32.243,STL,@,KAN,T 6-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1970,1970-11-29,11,32.250,STL,,PHI,W 23-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1970,1970-12-06,12,32.257,STL,@,DET,L 3-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1970,1970-12-13,13,32.264,STL,,NYG,L 17-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1971,1971-09-19,1,33.179,STL,,WAS,L 17-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1971,1971-09-27,2,33.187,STL,,NYJ,W 17-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1971,1971-10-03,3,33.193,STL,,NYG,L 20-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1971,1971-10-10,4,33.200,STL,@,ATL,W 26-9,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,23,0
63,1971,1971-10-17,5,33.207,STL,@,WAS,L 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1971,1971-10-24,6,33.214,STL,,SFO,L 14-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1971,1971-10-31,7,33.221,STL,@,BUF,W 28-23,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,23,0
66,1971,1971-11-07,8,33.228,STL,,DAL,L 13-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1971,1971-11-15,9,33.236,STL,@,SDG,L 17-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1971,1971-11-21,10,33.242,STL,,PHI,L 20-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1971,1971-11-28,11,33.249,STL,@,NYG,W 24-7,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,2,0,0
70,1971,1971-12-05,12,33.256,STL,,GNB,T 16-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1971,1971-12-12,13,33.263,STL,@,PHI,L 7-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1971,1971-12-18,14,33.269,STL,@,DAL,L 12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1972,1972-09-17,1,34.177,STL,@,BAL,W 10-3,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,8,0
74,1972,1972-10-08,4,34.198,STL,@,MIN,W 19-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1972,1972-10-15,5,34.205,STL,,WAS,L 3-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1972,1972-10-22,6,34.212,STL,@,NYG,L 21-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1972,1972-10-29,7,34.219,STL,,CHI,L 10-27,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,0
78,1972,1972-11-05,8,34.226,STL,@,PHI,T 6-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1972,1972-11-12,9,34.233,STL,@,DAL,L 24-33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,24,0
80,1972,1972-11-19,10,34.240,STL,,NYG,L 7-13,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0,0,0,0
81,1972,1972-11-27,11,34.248,STL,@,MIA,L 10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1972,1972-12-03,12,34.254,STL,,DAL,L 6-27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,1,3,0
83,1972,1972-12-10,13,34.261,STL,,RAM,W 24-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1972,1972-12-17,14,34.268,STL,,PHI,W 24-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
