ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
24,2001,2001-11-11,8,26.168,SFO,,NOR,W 28-27,,4,4,100.0,,,,0,4
25,2001,2001-11-18,9,26.175,SFO,@,CAR,W 25-22,,2,2,100.0,1,1,100.0,0,5
26,2001,2001-11-25,10,26.182,SFO,@,IND,W 40-21,,4,4,100.0,2,2,100.0,0,10
27,2001,2001-12-02,11,26.189,SFO,,BUF,W 35-0,,5,5,100.0,,2,0.0,0,5
28,2001,2001-12-09,12,26.196,SFO,@,STL,L 14-27,,2,2,100.0,,,,0,2
29,2001,2001-12-16,13,26.203,SFO,,MIA,W 21-0,,3,3,100.0,,1,0.0,0,3
30,2001,2001-12-22,14,26.209,SFO,,PHI,W 13-3,,1,1,100.0,2,2,100.0,0,7
31,2001,2001-12-30,15,26.217,SFO,@,DAL,L 21-27,,3,3,100.0,,1,0.0,0,3
32,2001,2002-01-06,16,26.224,SFO,@,NOR,W 38-0,,5,5,100.0,1,1,100.0,0,8
33,2002,2002-09-05,1,27.101,SFO,@,NYG,W 16-13,,1,1,100.0,3,5,60.0,0,10
34,2002,2002-09-15,2,27.111,SFO,,DEN,L 14-24,,2,2,100.0,,,,0,2
35,2002,2002-09-22,3,27.118,SFO,,WAS,W 20-10,,2,2,100.0,2,2,100.0,0,8
36,2002,2002-10-06,4,27.132,SFO,,STL,W 37-13,,4,4,100.0,3,3,100.0,0,13
37,2002,2002-10-14,5,27.140,SFO,@,SEA,W 28-21,,2,2,100.0,2,2,100.0,0,8
38,2002,2002-10-20,6,27.146,SFO,@,NOR,L 27-35,,3,3,100.0,2,2,100.0,0,9
39,2002,2002-10-27,7,27.153,SFO,,ARI,W 38-28,,5,5,100.0,1,1,100.0,0,8
40,2002,2002-11-03,8,27.160,SFO,@,OAK,W 23-20,,2,2,100.0,3,5,60.0,0,11
41,2002,2002-11-10,9,27.167,SFO,,KAN,W 17-13,,2,2,100.0,1,2,50.0,0,5
42,2002,2002-11-17,10,27.174,SFO,@,SDG,L 17-20,,2,2,100.0,1,2,50.0,0,5
43,2002,2002-12-08,13,27.195,WAS,,NYG,L 21-27,,1,1,100.0,2,3,66.7,0,7
44,2002,2002-12-15,14,27.202,WAS,@,PHI,L 21-34,,3,3,100.0,,,,0,3
45,2002,2002-12-22,15,27.209,WAS,,HOU,W 26-10,,3,3,100.0,1,3,33.3,0,6
46,2002,2002-12-29,16,27.216,WAS,,DAL,W 20-14,,2,2,100.0,2,2,100.0,0,8
47,2003,2003-09-07,1,28.103,MIN,@,GNB,W 30-25,,,,,,,,,
48,2003,2003-09-14,2,28.110,MIN,,CHI,W 24-13,,,,,,,,,
49,2003,2003-09-21,3,28.117,MIN,@,DET,W 23-13,,,,,,,,,
50,2003,2003-09-28,4,28.124,MIN,,SFO,W 35-7,,,,,,,,,
51,2003,2003-10-05,5,28.131,MIN,@,ATL,W 39-26,,,,,,,,,
52,2003,2003-10-19,6,28.145,MIN,,DEN,W 28-20,,,,,,,,,
53,2003,2003-10-26,7,28.152,MIN,,NYG,L 17-29,,,,,,,,,
54,2003,2003-11-02,8,28.159,MIN,,GNB,L 27-30,,,,,,,,,
55,2003,2003-11-09,9,28.166,MIN,@,SDG,L 28-42,,,,,,,,,
56,2003,2003-11-16,10,28.173,MIN,@,OAK,L 18-28,,,,,,,,,
57,2003,2003-11-23,11,28.180,MIN,,DET,W 24-14,,,,,,,,,
58,2003,2003-11-30,12,28.187,MIN,@,STL,L 17-48,,,,,,,,,
59,2003,2003-12-07,13,28.194,MIN,,SEA,W 34-7,,,,,,,,,
60,2003,2003-12-14,14,28.201,MIN,@,CHI,L 10-13,,,,,,,,,
61,2003,2003-12-20,15,28.207,MIN,,KAN,W 45-20,,,,,,,,,
62,2003,2003-12-28,16,28.215,MIN,@,ARI,L 17-18,,,,,,,,,
63,2004,2004-09-12,1,29.108,MIN,,DAL,W 35-17,,,,,,,,,
64,2004,2004-09-20,2,29.116,MIN,@,PHI,L 16-27,,,,,,,,,
65,2004,2004-09-26,3,29.122,MIN,,CHI,W 27-22,,,,,,,,,
66,2004,2004-10-10,4,29.136,MIN,@,HOU,W 34-28,,,,,,,,,
67,2004,2004-10-17,5,29.143,MIN,@,NOR,W 38-31,,,,,,,,,
68,2004,2004-10-24,6,29.150,MIN,,TEN,W 20-3,,,,,,,,,
69,2004,2004-10-31,7,29.157,MIN,,NYG,L 13-34,,,,,,,,,
70,2004,2004-11-08,8,29.165,MIN,@,IND,L 28-31,,,,,,,,,
71,2004,2004-11-14,9,29.171,MIN,@,GNB,L 31-34,,,,,,,,,
72,2004,2004-11-21,10,29.178,MIN,,DET,W 22-19,,,,,,,,,
73,2004,2004-11-28,11,29.185,MIN,,JAX,W 27-16,,,,,,,,,
74,2004,2004-12-05,12,29.192,MIN,@,CHI,L 14-24,,,,,,,,,
75,2004,2004-12-12,13,29.199,MIN,,SEA,L 23-27,,,,,,,,,
76,2004,2004-12-19,14,29.206,MIN,@,DET,W 28-27,,,,,,,,,
77,2004,2004-12-24,15,29.211,MIN,,GNB,L 31-34,,,,,,,,,
78,2004,2005-01-02,16,29.220,MIN,@,WAS,L 18-21,,,,,,,,,
79,2005,2005-09-11,1,30.107,DAL,@,SDG,W 28-24,,4,4,100.0,,,,0,4
80,2005,2005-09-19,2,30.115,DAL,,WAS,L 13-14,,1,1,100.0,2,3,66.7,0,7
81,2005,2005-09-25,3,30.121,DAL,@,SFO,W 34-31,,2,3,66.7,,,,0,2
82,2005,2005-10-02,4,30.128,DAL,@,OAK,L 13-19,,1,1,100.0,2,2,100.0,0,7
83,2005,2005-10-09,5,30.135,DAL,,PHI,W 33-10,,3,3,100.0,4,4,100.0,0,15
84,2005,2005-10-16,6,30.142,DAL,,NYG,W 16-13,,1,1,100.0,3,5,60.0,0,10
85,2005,2005-10-23,7,30.149,DAL,@,SEA,L 10-13,,1,1,100.0,1,2,50.0,0,4
86,2005,2005-10-30,7,30.156,PHI,@,DEN,L 21-49,,3,3,100.0,,,,0,3
87,2005,2005-11-27,11,30.184,SFO,@,TEN,L 22-33,,2,2,100.0,,1,0.0,0,2
