ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
63,1996,1996-11-17,11,26.276,TAM,@,SDG,W 25-17,,,,,,,,
64,1996,1996-11-24,12,26.283,TAM,,NOR,W 13-7,,,,,,,,
65,1996,1996-12-01,13,26.290,TAM,@,CAR,L 0-24,,,,,,,,
66,1996,1996-12-08,14,26.297,TAM,,WAS,W 24-10,,,,,,,,
67,1996,1996-12-15,15,26.304,TAM,@,MIN,L 10-21,,,,,,,,
68,1996,1996-12-22,16,26.311,TAM,,CHI,W 34-19,,,,,,,,
69,1997,1997-08-31,1,27.197,TAM,,SFO,W 13-6,0,0,,0,0.0,1,0,0
70,1997,1997-09-07,2,27.204,TAM,@,DET,W 24-17,,,,,,,,
71,1997,1997-09-14,3,27.211,TAM,@,MIN,W 28-14,,,,,,,,
72,1997,1997-09-21,4,27.218,TAM,,MIA,W 31-21,,,,,,,,
73,1997,1997-09-28,5,27.225,TAM,,ARI,W 19-18,,,,,,,,
74,1997,1997-10-05,6,27.232,TAM,@,GNB,L 16-21,,,,,,,,
75,1997,1997-10-12,7,27.239,TAM,,DET,L 9-27,,,,,,,,
76,1997,1997-10-26,8,27.253,TAM,,MIN,L 6-10,,,,,,,,
77,1997,1997-11-02,9,27.260,TAM,@,IND,W 31-28,,,,,,,,
78,1997,1997-11-09,10,27.267,TAM,@,ATL,W 31-10,,,,,,,,
79,1997,1997-11-16,11,27.274,TAM,,NWE,W 27-7,,,,,,,,
80,1997,1997-11-23,12,27.281,TAM,@,CHI,L 7-13,,,,,,,,
81,1997,1997-11-30,13,27.288,TAM,@,NYG,W 20-8,,,,,,,,
82,1997,1997-12-07,14,27.295,TAM,,GNB,L 6-17,,,,,,,,
83,1997,1997-12-14,15,27.302,TAM,@,NYJ,L 0-31,,,,,,,,
84,1997,1997-12-21,16,27.309,TAM,,CHI,W 31-15,,,,,,,,
85,1998,1998-11-15,10,28.273,SFO,@,ATL,L 19-31,,,,,,,,
86,1998,1998-11-22,11,28.280,SFO,,NOR,W 31-20,,,,,,,,
87,1998,1998-11-30,12,28.288,SFO,,NYG,W 31-7,,,,,,,,
88,1998,1998-12-06,13,28.294,SFO,@,CAR,W 31-28,,,,,,,,
89,1998,1998-12-14,14,28.302,SFO,,DET,W 35-13,,,,,,,,
90,1998,1998-12-20,15,28.308,SFO,@,NWE,L 21-24,,,,,,,,
91,1998,1998-12-27,16,28.315,SFO,,STL,W 38-19,,,,,,,,
