ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
28,2011,2011-12-18,14,25.126,DET,@,OAK,W 28-27,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
29,2011,2011-12-24,15,25.132,DET,,SDG,W 38-10,,,,,,,,,,,0.0%,,,,,,
30,2011,2012-01-01,16,25.140,DET,@,GNB,L 41-45,,,,,,,,,,,0.0%,,,,,,
31,2012,2012-09-09,1,26.026,DET,,STL,W 27-23,,1,2,2.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,0.0,0,0
32,2012,2012-09-16,2,26.033,DET,@,SFO,L 19-27,,,,,,,,,,,0.0%,,,,,,
33,2012,2012-09-23,3,26.040,DET,@,TEN,L 41-44,,,,,,,,,,,0.0%,,,,,,
34,2012,2012-09-30,4,26.047,DET,,MIN,L 13-20,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,0,0
35,2012,2012-10-14,5,26.061,DET,@,PHI,W 26-23,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
36,2012,2012-10-28,8,26.075,WAS,@,PIT,L 12-27,,,,,,,,,,,0.0%,,,,,,
37,2012,2012-11-04,9,26.082,WAS,,CAR,L 13-21,,,,,,,,,,,0.0%,,,,,,
38,2012,2012-11-18,10,26.096,WAS,,PHI,W 31-6,,,,,,,,,,,0.0%,,,,,,
39,2012,2012-11-22,11,26.100,WAS,@,DAL,W 38-31,,,,,,,,,,,0.0%,,,,,,
40,2012,2012-12-03,12,26.111,WAS,,NYG,W 17-16,,,,,,,,,,,0.0%,,,,,,
41,2012,2012-12-09,13,26.117,WAS,,BAL,W 31-28,,,,,,,,,,,0.0%,,,,,,
42,2012,2012-12-16,14,26.124,WAS,@,CLE,W 38-21,,,,,,,,,,,0.0%,,,,,,
43,2012,2012-12-23,15,26.131,WAS,@,PHI,W 27-20,,,,,,,,,,,0.0%,,,,,,
44,2012,2012-12-30,16,26.138,WAS,,DAL,W 28-18,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,0,0
