ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
22,1960,1960-12-04,10,23.105,NYG,,DAL,T 31-31,9,34,3.78,1,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
23,1960,1960-12-11,11,23.112,NYG,@,WAS,W 17-3,2,-8,-4.00,0,1,9,9.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
24,1960,1960-12-18,12,23.119,NYG,,CLE,L 34-48,6,20,3.33,0,2,28,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
25,1961,1961-09-17,1,24.027,NYG,,STL,L 10-21,2,2,1.00,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
26,1961,1961-09-24,2,24.034,NYG,@,PIT,W 17-14,10,14,1.40,0,2,4,2.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
27,1961,1961-10-01,3,24.041,NYG,@,WAS,W 24-21,6,-12,-2.00,0,5,57,11.40,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0,0,0,0
28,1961,1961-10-08,4,24.048,NYG,@,STL,W 24-9,5,9,1.80,0,2,-8,-4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
29,1961,1961-10-15,5,24.055,NYG,@,DAL,W 31-10,6,12,2.00,1,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,1,6,0,0,0
30,1961,1961-10-22,6,24.062,NYG,,RAM,W 24-14,4,23,5.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
31,1961,1961-12-03,12,24.104,NYG,@,GNB,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,11,11.00,0,1,1,1.00,0,0,0,1,18,0
32,1961,1961-12-17,14,24.118,NYG,,CLE,T 7-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,0,0,1,12,0
33,1962,1962-09-16,1,25.026,NYG,@,CLE,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,14,14.00,0,0,0,0,0,0
34,1962,1962-09-30,3,25.040,NYG,@,PIT,W 31-27,0,0,,0,1,13,13.00,0,0,0,,0,0,0,,0,0,,,1,16,16.00,0,1,1,1.00,0,0,0,0,0,0
35,1962,1962-10-07,4,25.047,NYG,@,STL,W 31-14,4,1,0.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,0,0,,0,0,0,0,0,0
36,1962,1962-10-14,5,25.054,NYG,,PIT,L 17-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,1,0,0.00,0,0,0,0,0,0
37,1962,1962-10-21,6,25.061,NYG,,DET,W 17-14,1,2,2.00,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,1,7,7.00,0,0,0,0,0,0
38,1962,1962-10-28,7,25.068,NYG,,WAS,W 49-34,0,0,,0,2,24,12.00,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
39,1962,1962-11-04,8,25.075,NYG,,STL,W 31-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0,0,0
40,1962,1962-11-11,9,25.082,NYG,@,DAL,W 41-10,2,7,3.50,0,2,55,27.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
41,1962,1962-11-18,10,25.089,NYG,,PHI,W 19-14,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
42,1962,1962-11-25,11,25.096,NYG,@,WAS,W 42-24,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
43,1962,1962-12-02,12,25.103,NYG,@,CHI,W 26-24,8,61,7.63,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
44,1962,1962-12-09,13,25.110,NYG,,CLE,W 17-13,9,28,3.11,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
45,1962,1962-12-16,14,25.117,NYG,,DAL,W 41-31,8,43,5.38,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
46,1963,1963-09-22,2,26.032,NYG,@,PIT,L 0-31,4,32,8.00,0,1,28,28.00,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0,,0,0,0,0,0,0
47,1963,1963-09-29,3,26.039,NYG,@,PHI,W 37-14,12,120,10.00,2,4,17,4.25,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,3,18,0,0,0
48,1963,1963-10-06,4,26.046,NYG,@,WAS,W 24-14,17,53,3.12,0,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
49,1963,1963-10-13,5,26.053,NYG,,CLE,L 24-35,9,38,4.22,0,4,20,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
50,1963,1963-10-20,6,26.060,NYG,,DAL,W 37-21,1,4,4.00,0,2,16,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
51,1963,1963-10-27,7,26.067,NYG,@,CLE,W 33-6,5,27,5.40,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
52,1963,1963-11-03,8,26.074,NYG,@,STL,W 38-21,2,6,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
53,1963,1963-11-10,9,26.081,NYG,,PHI,W 42-14,3,11,3.67,0,1,7,7.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
54,1963,1963-11-17,10,26.088,NYG,,SFO,W 48-14,17,98,5.76,0,3,54,18.00,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
55,1963,1963-11-24,11,26.095,NYG,,STL,L 17-24,15,29,1.93,0,3,9,3.00,0,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,0,0,,0,0,0,,0,0,0,0,0,0
56,1963,1963-12-01,12,26.102,NYG,@,DAL,W 34-27,10,29,2.90,0,1,-4,-4.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,34,17.00,0,0,0,,0,0,0,0,0,0
57,1963,1963-12-08,13,26.109,NYG,,WAS,W 44-14,9,53,5.89,0,3,76,25.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
58,1963,1963-12-15,14,26.116,NYG,,PIT,W 33-17,15,68,4.53,1,6,40,6.67,2,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,3,18,0,0,0
59,1964,1964-09-13,1,27.023,NYG,@,PHI,L 7-38,10,33,3.30,0,5,41,8.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
60,1964,1964-09-20,2,27.030,NYG,@,PIT,L 24-27,9,33,3.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
61,1964,1964-09-25,3,27.035,NYG,,WAS,W 13-10,5,5,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
62,1964,1964-10-04,4,27.044,NYG,@,DET,L 3-26,2,-1,-0.50,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
63,1964,1964-10-11,5,27.051,NYG,@,DAL,T 13-13,0,0,,0,1,12,12.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
64,1964,1964-10-18,6,27.058,NYG,,PHI,L 17-23,0,0,,0,6,45,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
65,1964,1964-10-25,7,27.065,NYG,@,CLE,L 20-42,0,0,,0,3,23,7.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
66,1964,1964-11-01,8,27.072,NYG,,STL,W 34-17,0,0,,0,6,122,20.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
67,1964,1964-11-08,9,27.079,NYG,,DAL,L 21-31,0,0,,0,3,36,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
68,1964,1964-11-15,10,27.086,NYG,@,STL,T 10-10,0,0,,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
69,1964,1964-11-22,11,27.093,NYG,,PIT,L 17-44,0,0,,0,2,33,16.50,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,,0,0,0,0,0,0
70,1964,1964-11-29,12,27.100,NYG,@,WAS,L 21-36,9,46,5.11,1,3,39,13.00,0,0,0,,0,0,0,,0,0,,,3,55,18.33,0,0,0,,0,1,6,0,0,0
71,1964,1964-12-06,13,27.107,NYG,,MIN,L 21-30,10,22,2.20,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
72,1964,1964-12-12,14,27.113,NYG,,CLE,L 20-52,0,0,,0,8,147,18.38,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
73,1965,1965-09-19,1,28.029,NYG,@,DAL,L 2-31,0,0,,0,1,31,31.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
74,1965,1965-09-26,2,28.036,NYG,@,PHI,W 16-14,1,11,11.00,1,3,19,6.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
75,1965,1965-10-03,3,28.043,NYG,@,PIT,W 23-13,0,0,,0,4,63,15.75,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
76,1965,1965-10-09,4,28.049,NYG,@,MIN,L 14-40,0,0,,0,4,49,12.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
77,1965,1965-10-17,5,28.057,NYG,,PHI,W 35-27,0,0,,0,1,46,46.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
78,1965,1965-10-24,6,28.064,NYG,,CLE,L 14-38,0,0,,0,5,71,14.20,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
79,1965,1965-10-31,7,28.071,NYG,,STL,W 14-10,0,0,,0,2,33,16.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
80,1965,1965-11-07,8,28.078,NYG,,WAS,L 7-23,0,0,,0,5,49,9.80,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
81,1965,1965-11-14,9,28.085,NYG,@,CLE,L 21-34,1,7,7.00,0,2,21,10.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
82,1965,1965-11-21,10,28.092,NYG,@,STL,W 28-15,1,2,2.00,0,4,84,21.00,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
83,1965,1965-11-28,11,28.099,NYG,,CHI,L 14-35,0,0,,0,6,74,12.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
84,1965,1965-12-05,12,28.106,NYG,,PIT,W 35-10,0,0,,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
85,1965,1965-12-19,14,28.120,NYG,,DAL,L 20-38,0,0,,0,3,33,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
86,1966,1966-09-11,1,29.021,NYG,@,PIT,T 34-34,0,0,,0,2,23,11.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
87,1966,1966-09-18,2,29.028,NYG,@,DAL,L 7-52,0,0,,0,3,45,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
88,1966,1966-09-25,3,29.035,NYG,@,PHI,L 17-35,0,0,,0,4,51,12.75,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
89,1966,1966-10-02,4,29.042,NYG,,CLE,L 7-28,0,0,,0,1,19,19.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
90,1966,1966-10-09,5,29.049,NYG,@,STL,L 19-24,0,0,,0,2,14,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
91,1966,1966-10-16,6,29.056,NYG,,WAS,W 13-10,0,0,,0,3,34,11.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
92,1966,1966-10-23,7,29.063,NYG,,PHI,L 3-31,0,0,,0,3,47,15.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
93,1966,1966-11-06,8,29.077,NYG,,STL,L 17-20,0,0,,0,5,95,19.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
94,1966,1966-11-13,9,29.084,NYG,@,RAM,L 14-55,0,0,,0,4,71,17.75,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
95,1966,1966-11-20,10,29.091,NYG,,ATL,L 16-27,17,91,5.35,1,3,5,1.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
96,1966,1966-11-27,11,29.098,NYG,@,WAS,L 41-72,16,59,3.69,0,4,98,24.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
97,1966,1966-12-04,12,29.105,NYG,@,CLE,L 40-49,17,58,3.41,0,5,75,15.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
98,1966,1966-12-11,13,29.112,NYG,,PIT,L 28-47,8,43,5.38,0,1,16,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
99,1966,1966-12-18,14,29.119,NYG,,DAL,L 7-17,9,24,2.67,1,6,131,21.83,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
100,1967,1967-09-24,2,30.034,NYG,@,DAL,L 24-38,0,0,,0,1,21,21.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
101,1967,1967-10-01,3,30.041,NYG,@,WAS,L 34-38,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
102,1967,1967-10-08,4,30.048,NYG,,NOR,W 27-21,0,0,,0,4,90,22.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
103,1967,1967-10-15,5,30.055,NYG,@,PIT,W 27-24,0,0,,0,6,125,20.83,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
104,1967,1967-10-22,6,30.062,NYG,,GNB,L 21-48,0,0,,0,2,32,16.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
105,1967,1967-10-29,7,30.069,NYG,,CLE,W 38-34,0,0,,0,3,57,19.00,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
106,1967,1967-11-05,8,30.076,NYG,@,MIN,L 24-27,0,0,,0,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
107,1967,1967-11-19,10,30.090,NYG,,PIT,W 28-20,0,0,,0,3,27,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
108,1967,1967-11-26,11,30.097,NYG,,PHI,W 44-7,11,38,3.45,1,4,56,14.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
109,1967,1967-12-03,12,30.104,NYG,@,CLE,L 14-24,15,86,5.73,1,9,43,4.78,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
110,1967,1967-12-10,13,30.111,NYG,,DET,L 7-30,10,37,3.70,0,0,0,,0,1,1,100.00,12,0,0,116.7,0,0,12.00,12.00,0,0,,0,0,0,,0,0,0,0,0,0
111,1967,1967-12-17,14,30.118,NYG,,STL,W 37-14,0,0,,0,2,32,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
112,1968,1968-09-15,1,31.025,NYG,@,PIT,W 34-20,0,0,,0,3,35,11.67,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
113,1968,1968-09-22,2,31.032,NYG,@,PHI,W 34-25,0,0,,0,6,74,12.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
114,1968,1968-10-13,5,31.053,NYG,@,ATL,L 21-24,0,0,,0,1,20,20.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
115,1968,1968-10-20,6,31.060,NYG,,SFO,L 10-26,0,0,,0,4,48,12.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
116,1968,1968-10-27,7,31.067,NYG,@,WAS,W 13-10,3,15,5.00,0,3,5,1.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
117,1968,1968-11-03,8,31.074,NYG,,BAL,L 0-26,6,13,2.17,0,3,13,4.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
118,1968,1968-11-10,9,31.081,NYG,@,DAL,W 27-21,0,0,,0,4,21,5.25,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
119,1968,1968-11-17,10,31.088,NYG,,PHI,W 7-6,0,0,,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
120,1968,1968-11-24,11,31.095,NYG,@,RAM,L 21-24,0,0,,0,4,56,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
121,1968,1968-12-01,12,31.102,NYG,@,CLE,L 10-45,0,0,,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
122,1968,1968-12-08,13,31.109,NYG,,STL,L 21-28,0,0,,0,4,109,27.25,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
123,1968,1968-12-15,14,31.116,NYG,,DAL,L 10-28,0,0,,0,3,30,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
124,1969,1969-09-21,1,32.031,NYG,,MIN,W 24-23,3,7,2.33,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
125,1969,1969-10-05,3,32.045,NYG,,CHI,W 28-24,13,49,3.77,0,3,50,16.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
126,1969,1969-10-12,4,32.052,NYG,,PIT,W 10-7,4,15,3.75,0,2,10,5.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
127,1969,1969-10-19,5,32.059,NYG,@,WAS,L 14-20,11,49,4.45,1,4,20,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
128,1969,1969-10-27,6,32.067,NYG,@,DAL,L 3-25,6,4,0.67,0,2,49,24.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
129,1969,1969-11-02,7,32.073,NYG,,PHI,L 20-23,9,44,4.89,0,4,76,19.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
130,1969,1969-11-09,8,32.080,NYG,@,STL,L 17-42,5,22,4.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
131,1969,1969-11-16,9,32.087,NYG,,NOR,L 24-25,9,27,3.00,1,2,55,27.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
132,1969,1969-11-23,10,32.094,NYG,@,CLE,L 17-28,9,24,2.67,0,5,68,13.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
133,1969,1969-11-30,11,32.101,NYG,@,GNB,L 10-20,12,54,4.50,0,3,30,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
134,1969,1969-12-07,12,32.108,NYG,,STL,W 49-6,8,36,4.50,1,7,96,13.71,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,3,18,0,0,0
135,1969,1969-12-14,13,32.115,NYG,@,PIT,W 21-17,9,31,3.44,0,5,50,10.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0,0,0
136,1969,1969-12-21,14,32.122,NYG,,CLE,W 27-14,9,25,2.78,1,6,134,22.33,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12,0,0,0
137,1970,1970-09-19,1,33.029,NYG,,CHI,L 16-24,0,0,,0,1,24,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
138,1970,1970-09-27,2,33.037,NYG,@,DAL,L 10-28,0,0,,0,2,29,14.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
139,1970,1970-10-04,3,33.044,NYG,@,NOR,L 10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1970,1970-10-11,4,33.051,NYG,,PHI,W 30-23,8,22,2.75,0,6,74,12.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
141,1970,1970-10-18,5,33.058,NYG,@,BOS,W 16-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1970,1970-10-25,6,33.065,NYG,,STL,W 35-17,2,2,1.00,0,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
143,1970,1970-11-01,7,33.072,NYG,@,NYJ,W 22-10,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0,0,0
144,1970,1970-11-08,8,33.079,NYG,,DAL,W 23-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1970,1970-12-13,13,33.114,NYG,@,STL,W 34-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
