ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
36,1996,1996-10-06,6,25.023,NYJ,,OAK,L 13-34,,3,2,23,11.50,0,66.7%,7.67,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
37,1996,1996-10-13,7,25.030,NYJ,@,JAX,L 17-21,,4,3,24,8.00,0,75.0%,6.00,7,38,5.43,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
38,1996,1996-10-20,8,25.037,NYJ,,BUF,L 22-25,,6,3,55,18.33,0,50.0%,9.17,6,16,2.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
39,1996,1996-10-27,9,25.044,NYJ,@,ARI,W 31-21,,4,3,35,11.67,0,75.0%,8.75,2,1,0.50,1,0,0,,0,0,0,,,,,,0,0,,0,1,6
40,1996,1996-11-10,10,25.058,NYJ,,NWE,L 27-31,,11,6,85,14.17,0,54.5%,7.73,3,5,1.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
41,1996,1996-11-17,11,25.065,NYJ,@,IND,L 29-34,,6,2,28,14.00,0,33.3%,4.67,3,5,1.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
42,1996,1996-11-24,12,25.072,NYJ,@,BUF,L 10-35,,6,4,14,3.50,0,66.7%,2.33,4,10,2.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
43,1996,1996-12-01,13,25.079,NYJ,,HOU,L 10-35,,3,3,21,7.00,0,100.0%,7.00,2,3,1.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
44,1996,1996-12-08,14,25.086,NYJ,@,NWE,L 10-34,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
45,1996,1996-12-14,15,25.092,NYJ,,PHI,L 20-21,,3,2,3,1.50,0,66.7%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
46,1996,1996-12-22,16,25.100,NYJ,,MIA,L 28-31,,5,2,14,7.00,0,40.0%,2.80,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
47,1997,1997-08-31,1,25.352,NYJ,@,SEA,W 41-3,,2,2,12,6.00,0,100.0%,6.00,2,1,0.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
48,1997,1997-09-07,2,25.359,NYJ,,BUF,L 22-28,,4,3,18,6.00,0,75.0%,4.50,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
49,1997,1997-09-14,3,26.001,NYJ,@,NWE,L 24-27,,3,3,14,4.67,0,100.0%,4.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
50,1997,1997-09-21,4,26.008,NYJ,,OAK,W 23-22,,6,4,37,9.25,0,66.7%,6.17,1,-5,-5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
51,1997,1997-09-28,5,26.015,NYJ,@,CIN,W 31-14,,4,4,28,7.00,1,100.0%,7.00,1,15,15.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
52,1997,1997-10-05,6,26.022,NYJ,@,IND,W 16-12,,3,3,15,5.00,0,100.0%,5.00,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
53,1997,1997-10-12,7,26.029,NYJ,,MIA,L 20-31,,1,1,4,4.00,0,100.0%,4.00,4,28,7.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
54,1997,1997-10-19,8,26.036,NYJ,,NWE,W 24-19,,3,2,11,5.50,0,66.7%,3.67,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
55,1997,1997-11-02,9,26.050,NYJ,,BAL,W 19-16,,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,1997,1997-11-09,10,26.057,NYJ,@,MIA,L 17-24,,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,,,,,0,
57,1997,1997-11-16,11,26.064,NYJ,@,CHI,W 23-15,,2,1,13,13.00,0,50.0%,6.50,2,6,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
58,1997,1997-11-23,12,26.071,NYJ,,MIN,W 23-21,,,0,0,,0,0.0%,,0,0,,0,,,,,,,,,,,,,,,,0,
59,1997,1997-11-30,13,26.078,NYJ,@,BUF,L 10-20,,0,0,0,,0,0.0%,,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
60,1997,1997-12-07,14,26.085,NYJ,,IND,L 14-22,,1,0,0,,0,0.0%,0.00,2,6,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
61,1997,1997-12-14,15,26.092,NYJ,,TAM,W 31-0,,1,1,-1,-1.00,0,100.0%,-1.00,2,3,1.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
62,1997,1997-12-21,16,26.099,NYJ,@,DET,L 10-13,,2,1,-3,-3.00,0,50.0%,-1.50,3,6,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
63,1998,1998-09-06,1,26.358,NYJ,@,SFO,L 30-36,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
64,1998,1998-10-11,5,27.028,NYJ,@,STL,L 10-30,,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
65,1998,1998-11-08,9,27.056,NYJ,,BUF,W 34-12,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
66,1998,1998-11-15,10,27.063,NYJ,@,IND,L 23-24,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
67,1998,1998-12-13,14,27.091,NYJ,@,MIA,W 21-16,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,
68,1998,1998-12-19,15,27.097,NYJ,@,BUF,W 17-10,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
69,1998,1998-12-27,16,27.105,NYJ,,NWE,W 31-10,,0,0,0,,0,0.0%,,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
70,1999,1999-09-12,1,27.364,NYJ,,NWE,L 28-30,,1,1,27,27.00,1,100.0%,27.00,1,16,16.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
71,1999,1999-09-19,2,28.006,NYJ,@,BUF,L 3-17,*,5,3,40,13.33,0,60.0%,8.00,2,9,4.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
72,1999,1999-09-26,3,28.013,NYJ,,WAS,L 20-27,*,5,5,71,14.20,0,100.0%,14.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
73,1999,1999-10-03,4,28.020,NYJ,@,DEN,W 21-13,,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
74,1999,1999-10-11,5,28.028,NYJ,,JAX,L 6-16,,1,4,14,3.50,0,400.0%,14.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
75,1999,1999-10-17,6,28.034,NYJ,,IND,L 13-16,*,0,1,18,18.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
76,1999,1999-10-24,7,28.041,NYJ,@,OAK,L 23-24,*,2,1,9,9.00,0,50.0%,4.50,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
77,1999,1999-11-07,8,28.055,NYJ,,ARI,W 12-7,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
78,1999,1999-11-15,9,28.063,NYJ,@,NWE,W 24-17,*,3,1,8,8.00,0,33.3%,2.67,4,21,5.25,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
79,1999,1999-11-21,10,28.069,NYJ,,BUF,W 17-7,,0,2,21,10.50,0,,,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
80,1999,1999-11-28,11,28.076,NYJ,@,IND,L 6-13,*,3,2,13,6.50,0,66.7%,4.33,2,12,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
81,1999,1999-12-05,12,28.083,NYJ,@,NYG,L 28-41,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
82,1999,1999-12-12,13,28.090,NYJ,,MIA,W 28-20,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
83,1999,1999-12-19,14,28.097,NYJ,@,DAL,W 22-21,,1,1,1,1.00,1,100.0%,1.00,2,5,2.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
84,1999,1999-12-27,15,28.105,NYJ,@,MIA,W 38-31,*,3,1,4,4.00,0,33.3%,1.33,2,15,7.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
85,1999,2000-01-02,16,28.111,NYJ,,SEA,W 19-9,*,5,3,43,14.33,0,60.0%,8.60,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
86,2000,2000-09-03,1,28.356,NYJ,@,GNB,W 20-16,*,8,3,41,13.67,0,37.5%,5.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
87,2000,2000-09-11,2,28.364,NYJ,,NWE,W 20-19,*,9,6,88,14.67,0,66.7%,9.78,2,10,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,2000,2000-09-17,3,29.004,NYJ,,BUF,W 27-14,,6,4,29,7.25,0,66.7%,4.83,3,3,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
89,2000,2000-09-24,4,29.011,NYJ,@,TAM,W 21-17,*,7,6,39,6.50,0,85.7%,5.57,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
90,2000,2000-10-08,5,29.025,NYJ,,PIT,L 3-20,,2,1,-1,-1.00,0,50.0%,-0.50,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
91,2000,2000-10-15,6,29.032,NYJ,@,NWE,W 34-17,,6,4,34,8.50,0,66.7%,5.67,3,10,3.33,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
92,2000,2000-10-23,7,29.040,NYJ,,MIA,W 40-37,,13,12,109,9.08,0,92.3%,8.38,6,3,0.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
93,2000,2000-10-29,8,29.046,NYJ,@,BUF,L 20-23,*,7,6,24,4.00,0,85.7%,3.43,2,5,2.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
94,2000,2000-11-05,9,29.053,NYJ,,DEN,L 23-30,,3,2,10,5.00,0,66.7%,3.33,1,9,9.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
95,2000,2000-11-12,10,29.060,NYJ,@,IND,L 15-23,*,8,4,19,4.75,0,50.0%,2.38,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
96,2000,2000-11-19,11,29.067,NYJ,@,MIA,W 20-3,*,6,5,53,10.60,0,83.3%,8.83,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
97,2000,2000-11-26,12,29.074,NYJ,,CHI,W 17-10,,6,6,69,11.50,1,100.0%,11.50,2,5,2.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
98,2000,2000-12-03,13,29.081,NYJ,,IND,W 27-17,*,10,5,75,15.00,0,50.0%,7.50,4,9,2.25,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
99,2000,2000-12-10,14,29.088,NYJ,@,OAK,L 7-31,,13,8,103,12.88,0,61.5%,7.92,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
100,2000,2000-12-17,15,29.095,NYJ,,DET,L 7-10,,6,5,22,4.40,0,83.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
101,2000,2000-12-24,16,29.102,NYJ,@,BAL,L 20-34,,15,11,139,12.64,1,73.3%,9.27,1,4,4.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
102,2001,2001-09-09,1,29.361,NYJ,,IND,L 24-45,*,6,6,53,8.83,1,100.0%,8.83,2,21,10.50,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
103,2001,2001-09-23,2,30.010,NYJ,@,NWE,W 10-3,*,5,2,10,5.00,0,40.0%,2.00,3,5,1.67,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
104,2001,2001-10-01,3,30.018,NYJ,,SFO,L 17-19,*,3,1,5,5.00,0,33.3%,1.67,2,3,1.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
105,2001,2001-10-07,4,30.024,NYJ,@,BUF,W 42-36,*,3,2,9,4.50,1,66.7%,3.00,1,8,8.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,6
106,2001,2001-10-14,5,30.031,NYJ,,MIA,W 21-17,*,2,1,10,10.00,0,50.0%,5.00,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
107,2001,2001-10-21,6,30.038,NYJ,,STL,L 14-34,*,5,4,34,8.50,0,80.0%,6.80,2,13,6.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
108,2001,2001-10-28,7,30.045,NYJ,@,CAR,W 13-12,*,5,4,16,4.00,0,80.0%,3.20,2,12,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
109,2001,2001-11-04,8,30.052,NYJ,@,NOR,W 16-9,*,3,3,9,3.00,0,100.0%,3.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
110,2001,2001-11-11,9,30.059,NYJ,,KAN,W 27-7,*,4,3,42,14.00,0,75.0%,10.50,2,10,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
111,2001,2001-11-18,10,30.066,NYJ,@,MIA,W 24-0,*,3,1,13,13.00,0,33.3%,4.33,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
112,2001,2001-12-02,11,30.080,NYJ,,NWE,L 16-17,,2,1,1,1.00,0,50.0%,0.50,3,6,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
113,2001,2001-12-09,12,30.087,NYJ,@,PIT,L 7-18,*,1,1,3,3.00,0,100.0%,3.00,1,3,3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
114,2001,2001-12-16,13,30.094,NYJ,,CIN,W 15-14,*,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
115,2001,2001-12-23,14,30.101,NYJ,@,IND,W 29-28,*,6,5,21,4.20,0,83.3%,3.50,2,10,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
116,2001,2001-12-30,15,30.108,NYJ,,BUF,L 9-14,*,2,1,10,10.00,0,50.0%,5.00,1,1,1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
117,2001,2002-01-06,16,30.115,NYJ,@,OAK,W 24-22,*,4,3,9,3.00,0,75.0%,2.25,2,-1,-0.50,0,0,0,,0,0,0,,,,,,0,0,,0,0,0
118,2002,2002-09-08,1,30.360,NYJ,@,BUF,W 37-31,*,3,3,19,6.33,0,100.0%,6.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
119,2002,2002-09-15,2,31.002,NYJ,,NWE,L 7-44,*,7,5,28,5.60,0,71.4%,4.00,1,1,1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
120,2002,2002-09-22,3,31.009,NYJ,@,MIA,L 3-30,,5,4,28,7.00,0,80.0%,5.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
121,2002,2002-09-29,4,31.016,NYJ,@,JAX,L 3-28,*,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
122,2002,2002-10-06,5,31.023,NYJ,,KAN,L 25-29,*,3,3,5,1.67,0,100.0%,1.67,1,16,16.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
123,2002,2002-10-20,6,31.037,NYJ,,MIN,W 20-7,*,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
124,2002,2002-10-27,7,31.044,NYJ,,CLE,L 21-24,*,4,3,16,5.33,0,75.0%,4.00,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
125,2002,2002-11-03,8,31.051,NYJ,@,SDG,W 44-13,*,8,7,56,8.00,0,87.5%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
126,2002,2002-11-10,9,31.058,NYJ,,MIA,W 13-10,*,2,2,12,6.00,0,100.0%,6.00,1,5,5.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
127,2002,2002-11-17,10,31.065,NYJ,@,DET,W 31-14,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
128,2002,2002-11-24,11,31.072,NYJ,,BUF,W 31-13,*,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
129,2002,2002-12-02,12,31.080,NYJ,@,OAK,L 20-26,,1,1,0,0.00,0,100.0%,0.00,1,3,3.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
130,2002,2002-12-08,13,31.086,NYJ,,DEN,W 19-13,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
131,2002,2002-12-15,14,31.093,NYJ,@,CHI,L 13-20,*,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
132,2002,2002-12-22,15,31.100,NYJ,@,NWE,W 30-17,*,8,5,34,6.80,0,62.5%,4.25,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
133,2002,2002-12-29,16,31.107,NYJ,,GNB,W 42-17,*,3,2,9,4.50,1,66.7%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
134,2003,2003-09-07,1,31.359,DAL,,ATL,L 13-27,,1,0,0,,0,0.0%,0.00,4,8,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
135,2003,2003-09-15,2,32.002,DAL,@,NYG,W 35-32,*,8,4,15,3.75,0,50.0%,1.88,6,19,3.17,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
136,2003,2003-09-28,3,32.015,DAL,@,NYJ,W 17-6,*,5,4,46,11.50,0,80.0%,9.20,5,37,7.40,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
137,2003,2003-10-05,4,32.022,DAL,,ARI,W 24-7,*,5,4,38,9.50,1,80.0%,7.60,5,22,4.40,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
138,2003,2003-10-12,5,32.029,DAL,,PHI,W 23-21,*,3,3,16,5.33,0,100.0%,5.33,4,11,2.75,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
139,2003,2003-10-19,6,32.036,DAL,@,DET,W 38-7,*,4,3,3,1.00,0,75.0%,0.75,7,52,7.43,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
140,2003,2003-10-26,7,32.043,DAL,@,TAM,L 0-16,,6,5,22,4.40,0,83.3%,3.67,6,17,2.83,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
141,2003,2003-11-09,9,32.057,DAL,,BUF,W 10-6,*,5,3,15,5.00,0,60.0%,3.00,2,9,4.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
142,2003,2003-11-16,10,32.064,DAL,@,NWE,L 0-12,,9,8,85,10.63,0,88.9%,9.44,2,-3,-1.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
143,2003,2003-11-23,11,32.071,DAL,,CAR,W 24-20,*,6,6,28,4.67,0,100.0%,4.67,1,8,8.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
144,2003,2003-11-27,12,32.075,DAL,,MIA,L 21-40,,4,3,34,11.33,1,75.0%,8.50,5,22,4.40,1,0,0,,0,0,0,,0,,,,0,0,,0,2,12
145,2003,2003-12-07,13,32.085,DAL,@,PHI,L 10-36,,8,7,40,5.71,0,87.5%,5.00,6,32,5.33,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0
146,2003,2003-12-14,14,32.092,DAL,@,WAS,W 27-0,*,7,5,51,10.20,1,71.4%,7.29,4,12,3.00,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
147,2003,2003-12-21,15,32.099,DAL,,NYG,W 19-3,,4,4,17,4.25,0,100.0%,4.25,7,34,4.86,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
148,2003,2003-12-28,16,32.106,DAL,@,NOR,L 7-13,,12,10,83,8.30,1,83.3%,6.92,6,26,4.33,0,0,0,,0,0,0,,0,,,,0,0,,0,1,6
