ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring,sacks,tackles_solo,tackles_assists
21,2002,2002-10-06,5,23.105,SDG,@,DEN,L 9-26,*,14,48,3.43,0,9,7,49,7.00,0,77.8%,5.44,0,0,,0,0,0,,,,,,0,0,0.0,,
22,2002,2002-10-13,6,23.112,SDG,,KAN,W 35-34,*,20,78,3.90,1,10,9,78,8.67,0,90.0%,7.80,0,0,,0,0,0,,,,,,1,6,0.0,,
23,2002,2002-10-20,7,23.119,SDG,@,OAK,W 27-21,*,39,153,3.92,1,6,5,28,5.60,1,83.3%,4.67,0,0,,0,0,0,,,,,,2,12,0.0,,
24,2002,2002-11-03,8,23.133,SDG,,NYJ,L 13-44,*,12,60,5.00,1,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,,,,,1,6,0.0,,
25,2002,2002-11-10,9,23.140,SDG,@,STL,L 24-28,*,24,120,5.00,1,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,,,,,1,6,0.0,,
26,2002,2002-11-17,10,23.147,SDG,,SFO,W 20-17,*,24,88,3.67,0,11,8,57,7.13,0,72.7%,5.18,0,0,,0,0,0,,,,,,0,0,0.0,,
27,2002,2002-11-24,11,23.154,SDG,@,MIA,L 3-30,*,14,45,3.21,0,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,,,,,0,0,0.0,,
28,2002,2002-12-01,12,23.161,SDG,,DEN,W 30-27,*,37,220,5.95,3,14,11,51,4.64,0,78.6%,3.64,0,0,,0,0,0,,,,,,3,18,0.0,,
29,2002,2002-12-08,13,23.168,SDG,,OAK,L 7-27,*,18,57,3.17,1,6,4,22,5.50,0,66.7%,3.67,0,0,,0,0,0,,,,,,1,6,0.0,,
30,2002,2002-12-15,14,23.175,SDG,@,BUF,L 13-20,*,28,110,3.93,1,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,,,,,1,6,0.0,,
31,2002,2002-12-22,15,23.182,SDG,@,KAN,L 22-24,*,24,131,5.46,0,9,9,26,2.89,0,100.0%,2.89,0,0,,0,0,0,,,,,,0,0,0.0,,
32,2002,2002-12-29,16,23.189,SDG,,SEA,L 28-31,*,17,67,3.94,0,8,3,18,6.00,0,37.5%,2.25,0,0,,0,0,0,,,,,,0,0,0.0,,
33,2003,2003-09-07,1,24.076,SDG,@,KAN,L 14-27,*,13,34,2.62,0,6,5,27,5.40,0,83.3%,4.50,0,0,,0,0,0,,0,,,,0,0,0.0,,
34,2003,2003-09-14,2,24.083,SDG,,DEN,L 13-37,*,16,93,5.81,0,6,5,27,5.40,0,83.3%,4.50,0,0,,0,0,0,,0,,,,0,0,0.0,,
35,2003,2003-09-21,3,24.090,SDG,,BAL,L 10-24,*,23,105,4.57,1,11,8,51,6.38,0,72.7%,4.64,0,0,,0,0,0,,0,,,,1,6,0.0,,
36,2003,2003-09-28,4,24.097,SDG,@,OAK,L 31-34,*,28,187,6.68,1,8,7,24,3.43,0,87.5%,3.00,1,1,100.00,21,1,0,158.3,0,0,21.00,41.00,1,6,0.0,,
37,2003,2003-10-05,5,24.104,SDG,@,JAX,L 21-27,*,10,38,3.80,0,6,4,30,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,,,,0,0,0.0,,
38,2003,2003-10-19,6,24.118,SDG,@,CLE,W 26-20,*,26,200,7.69,1,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,,0,,,,1,6,0.0,,
39,2003,2003-10-27,7,24.126,SDG,,MIA,L 10-26,*,24,62,2.58,1,14,11,80,7.27,0,78.6%,5.71,0,0,,0,0,0,,0,,,,1,6,0.0,,
40,2003,2003-11-02,8,24.132,SDG,@,CHI,L 7-20,*,16,61,3.81,1,4,4,21,5.25,0,100.0%,5.25,0,0,,0,0,0,,0,,,,1,6,0.0,,
41,2003,2003-11-09,9,24.139,SDG,,MIN,W 42-28,*,16,162,10.13,2,8,6,45,7.50,0,75.0%,5.63,0,0,,0,0,0,,0,,,,2,12,0.0,,
42,2003,2003-11-16,10,24.146,SDG,@,DEN,L 8-37,*,8,29,3.63,0,6,4,16,4.00,0,66.7%,2.67,0,0,,0,0,0,,0,,,,0,0,0.0,,
43,2003,2003-11-23,11,24.153,SDG,,CIN,L 27-34,*,16,95,5.94,1,7,4,49,12.25,0,57.1%,7.00,0,0,,0,0,0,,0,,,,1,6,0.0,,
44,2003,2003-11-30,12,24.160,SDG,,KAN,L 24-28,*,19,106,5.58,1,8,5,17,3.40,0,62.5%,2.13,0,0,,0,0,0,,0,,,,1,6,0.0,,
45,2003,2003-12-07,13,24.167,SDG,@,DET,W 14-7,*,25,88,3.52,0,10,9,148,16.44,2,90.0%,14.80,0,0,,0,0,0,,0,,,,2,12,0.0,,
46,2003,2003-12-14,14,24.174,SDG,,GNB,L 21-38,*,20,51,2.55,0,16,11,144,13.09,2,68.8%,9.00,0,0,,0,0,0,,0,,,,2,12,0.0,,
47,2003,2003-12-21,15,24.181,SDG,@,PIT,L 24-40,*,22,91,4.14,2,8,6,8,1.33,0,75.0%,1.00,0,0,,0,0,0,,0,,,,2,12,0.0,,
48,2003,2003-12-28,16,24.188,SDG,,OAK,W 21-14,*,31,243,7.84,2,15,8,17,2.13,0,53.3%,1.13,0,0,,0,0,0,,0,,,,2,12,0.0,,
49,2004,2004-09-12,1,25.081,SDG,@,HOU,W 27-20,*,26,121,4.65,1,4,3,-4,-1.33,0,75.0%,-1.00,0,0,,0,0,0,,0,,,,1,6,0.0,,
50,2004,2004-09-19,2,25.088,SDG,,NYJ,L 28-34,*,19,87,4.58,1,5,3,76,25.33,0,60.0%,15.20,0,0,,0,0,0,,0,,,,1,6,0.0,,
51,2004,2004-09-26,3,25.095,SDG,@,DEN,L 13-23,*,22,60,2.73,0,6,3,10,3.33,0,50.0%,1.67,1,1,100.00,38,0,0,118.7,0,0,38.00,38.00,0,0,0.0,,
52,2004,2004-10-03,4,25.102,SDG,,TEN,W 38-17,*,17,147,8.65,1,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,,,,1,6,0.0,,
53,2004,2004-10-10,5,25.109,SDG,,JAX,W 34-21,*,19,56,2.95,1,6,4,78,19.50,0,66.7%,13.00,0,0,,0,0,0,,0,1,,,1,6,0.0,,
54,2004,2004-10-17,6,25.116,SDG,@,ATL,L 20-21,*,23,64,2.78,1,4,4,16,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,1,6,0.0,,
55,2004,2004-10-24,7,25.123,SDG,@,CAR,W 17-6,*,17,47,2.76,1,3,3,13,4.33,0,100.0%,4.33,0,0,,0,0,0,,0,,,,1,6,0.0,,
56,2004,2004-10-31,8,25.130,SDG,,OAK,W 42-14,*,19,71,3.74,1,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,1,6,0.0,,
57,2004,2004-11-07,9,25.137,SDG,,NOR,W 43-17,*,17,36,2.12,1,5,4,40,10.00,0,80.0%,8.00,0,0,,0,0,0,,0,,,,1,6,0.0,,
58,2004,2004-11-21,10,25.151,SDG,@,OAK,W 23-17,*,37,164,4.43,1,2,1,9,9.00,0,50.0%,4.50,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,6,0.0,,
59,2004,2004-11-28,11,25.158,SDG,@,KAN,W 34-31,*,21,46,2.19,2,11,10,57,5.70,0,90.9%,5.18,0,0,,0,0,0,,0,,,,2,12,0.0,,
60,2004,2004-12-05,12,25.165,SDG,,DEN,W 20-17,*,30,113,3.77,2,5,5,17,3.40,0,100.0%,3.40,0,0,,0,0,0,,0,,,,2,12,0.0,,
61,2004,2004-12-12,13,25.172,SDG,,TAM,W 31-24,*,25,131,5.24,1,5,4,19,4.75,0,80.0%,3.80,0,0,,0,0,0,,0,,,,1,6,0.0,,
62,2004,2004-12-19,14,25.179,SDG,@,CLE,W 21-0,*,26,111,4.27,2,1,1,-5,-5.00,0,100.0%,-5.00,0,0,,0,0,0,,0,,,,2,12,0.0,,
63,2004,2004-12-26,15,25.186,SDG,@,IND,L 31-34,*,21,81,3.86,1,6,5,95,19.00,1,83.3%,15.83,0,0,,0,0,0,,0,,,,2,12,0.0,,
64,2005,2005-09-11,1,26.080,SDG,,DAL,L 24-28,*,19,72,3.79,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,1,6,0.0,,
65,2005,2005-09-18,2,26.087,SDG,@,DEN,L 17-20,*,19,52,2.74,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,12,0.0,,
66,2005,2005-09-25,3,26.094,SDG,,NYG,W 45-23,*,21,192,9.14,3,7,6,28,4.67,0,85.7%,4.00,1,1,100.00,26,1,0,158.3,0,0,26.00,46.00,3,18,0.0,,
67,2005,2005-10-02,4,26.101,SDG,@,NWE,W 41-17,*,25,134,5.36,2,4,3,34,11.33,0,75.0%,8.50,0,0,,0,0,0,,0,,,,2,12,0.0,,
68,2005,2005-10-10,5,26.109,SDG,,PIT,L 22-24,*,18,62,3.44,1,7,7,68,9.71,0,100.0%,9.71,0,0,,0,0,0,,0,,,,1,6,0.0,,
69,2005,2005-10-16,6,26.115,SDG,@,OAK,W 27-14,*,31,140,4.52,1,5,2,39,19.50,1,40.0%,7.80,1,1,100.00,4,1,0,122.9,0,0,4.00,24.00,2,12,0.0,,
70,2005,2005-10-23,7,26.122,SDG,@,PHI,L 17-20,*,17,7,0.41,0,6,4,26,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,,,,0,0,0.0,,
71,2005,2005-10-30,8,26.129,SDG,,KAN,W 28-20,*,17,69,4.06,0,5,3,23,7.67,0,60.0%,4.60,1,1,100.00,17,1,0,158.3,0,0,17.00,37.00,0,0,0.0,,
72,2005,2005-11-06,9,26.136,SDG,@,NYJ,W 31-26,*,25,107,4.28,3,3,3,46,15.33,1,100.0%,15.33,0,0,,0,0,0,,0,,,,4,24,0.0,,
73,2005,2005-11-20,10,26.150,SDG,,BUF,W 48-10,*,19,67,3.53,1,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,,0,,,,1,6,0.0,,
74,2005,2005-11-27,11,26.157,SDG,@,WAS,W 23-17,*,25,184,7.36,3,9,6,29,4.83,0,66.7%,3.22,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,18,0.0,,
75,2005,2005-12-04,12,26.164,SDG,,OAK,W 34-10,*,25,86,3.44,0,5,5,24,4.80,0,100.0%,4.80,0,0,,0,0,0,,0,,,,0,0,0.0,,
76,2005,2005-12-11,13,26.171,SDG,,MIA,L 21-23,*,21,75,3.57,0,5,1,0,0.00,0,20.0%,0.00,0,0,,0,0,0,,0,,,,0,0,0.0,,
77,2005,2005-12-18,14,26.178,SDG,@,IND,W 26-17,*,24,76,3.17,0,5,4,9,2.25,0,80.0%,1.80,0,0,,0,0,0,,0,,,,0,0,0.0,,
78,2005,2005-12-24,15,26.184,SDG,@,KAN,L 7-20,*,14,47,3.36,0,7,3,18,6.00,0,42.9%,2.57,0,0,,0,0,0,,0,,,,0,0,0.0,,
79,2005,2005-12-31,16,26.191,SDG,,DEN,L 7-23,*,19,92,4.84,1,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,,,,1,6,0.0,,
80,2006,2006-09-11,1,27.080,SDG,@,OAK,W 27-0,*,31,131,4.23,1,5,3,18,6.00,0,60.0%,3.60,0,0,,0,0,0,,0,,,,1,6,0.0,,
81,2006,2006-09-17,2,27.086,SDG,,TEN,W 40-7,*,19,71,3.74,2,8,7,51,7.29,0,87.5%,6.38,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,12,0.0,,
82,2006,2006-10-01,3,27.100,SDG,@,BAL,L 13-16,*,26,98,3.77,0,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,,,,0,0,0.0,,
83,2006,2006-10-08,4,27.107,SDG,,PIT,W 23-13,*,13,36,2.77,0,10,8,34,4.25,0,80.0%,3.40,0,0,,0,0,0,,0,,,,0,0,0.0,,
84,2006,2006-10-15,5,27.114,SDG,@,SFO,W 48-19,*,21,71,3.38,4,8,7,64,9.14,0,87.5%,8.00,0,0,,0,0,0,,0,,,,4,24,0.0,,
85,2006,2006-10-22,6,27.121,SDG,@,KAN,L 27-30,*,15,66,4.40,0,10,6,72,12.00,1,60.0%,7.20,1,1,100.00,1,1,0,118.7,0,0,1.00,21.00,1,6,0.0,,
86,2006,2006-10-29,7,27.128,SDG,,STL,W 38-24,*,25,183,7.32,2,3,3,57,19.00,1,100.0%,19.00,0,0,,0,0,0,,0,,,,3,18,0.0,,
87,2006,2006-11-05,8,27.135,SDG,,CLE,W 32-25,*,18,172,9.56,3,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,,,,3,18,0.0,,
88,2006,2006-11-12,9,27.142,SDG,@,CIN,W 49-41,*,22,104,4.73,4,8,6,54,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,,,,4,24,0.0,,
89,2006,2006-11-19,10,27.149,SDG,@,DEN,W 35-27,*,20,105,5.25,3,4,3,74,24.67,1,75.0%,18.50,0,0,,0,0,0,,0,,,,4,24,0.0,,
90,2006,2006-11-26,11,27.156,SDG,,OAK,W 21-14,*,19,109,5.74,2,4,1,5,5.00,0,25.0%,1.25,1,1,100.00,19,1,0,158.3,0,0,19.00,39.00,2,12,0.0,,
91,2006,2006-12-03,12,27.163,SDG,@,BUF,W 24-21,*,28,178,6.36,2,5,3,14,4.67,0,60.0%,2.80,0,0,,0,0,0,,0,,,,2,12,0.0,,
92,2006,2006-12-10,13,27.170,SDG,,DEN,W 48-20,*,28,103,3.68,3,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,,,,3,18,0.0,,
93,2006,2006-12-17,14,27.177,SDG,,KAN,W 20-9,*,25,199,7.96,2,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,,,,2,12,0.0,,
94,2006,2006-12-24,15,27.184,SDG,@,SEA,W 20-17,*,22,123,5.59,0,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,,,,0,0,0.0,,
95,2006,2006-12-31,16,27.191,SDG,,ARI,W 27-20,*,16,66,4.13,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,,,0,0,0.0,,
96,2007,2007-09-09,1,28.078,SDG,,CHI,W 14-3,*,17,25,1.47,1,10,7,51,7.29,0,70.0%,5.10,1,1,100.00,17,1,0,158.3,0,0,17.00,37.00,1,6,0.0,,
97,2007,2007-09-16,2,28.085,SDG,@,NWE,L 14-38,*,18,43,2.39,0,7,4,15,3.75,0,57.1%,2.14,0,0,,0,0,0,,0,,,,0,0,0.0,,
98,2007,2007-09-23,3,28.092,SDG,@,GNB,L 24-31,*,22,62,2.82,0,5,3,33,11.00,1,60.0%,6.60,0,0,,0,0,0,,0,,,,1,6,0.0,,
99,2007,2007-09-30,4,28.099,SDG,,KAN,L 16-30,*,20,132,6.60,1,7,5,22,4.40,0,71.4%,3.14,0,0,,0,0,0,,0,,,,1,6,0.0,,
100,2007,2007-10-07,5,28.106,SDG,@,DEN,W 41-3,*,21,67,3.19,0,5,3,73,24.33,0,60.0%,14.60,0,0,,0,0,0,,0,,,,0,0,0.0,,
101,2007,2007-10-14,6,28.113,SDG,,OAK,W 28-14,*,24,198,8.25,4,4,3,16,5.33,0,75.0%,4.00,0,0,,0,0,0,,0,,,,4,24,0.0,,
102,2007,2007-10-28,7,28.127,SDG,,HOU,W 35-10,*,17,90,5.29,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,,,,0,0,0.0,,
103,2007,2007-11-04,8,28.134,SDG,@,MIN,L 17-35,*,16,40,2.50,1,10,6,37,6.17,0,60.0%,3.70,0,0,,0,0,0,,0,,,,1,6,0.0,,
104,2007,2007-11-11,9,28.141,SDG,,IND,W 23-21,*,21,76,3.62,1,5,4,21,5.25,0,80.0%,4.20,0,0,,0,0,0,,0,,,,1,6,0.0,,
105,2007,2007-11-18,10,28.148,SDG,@,JAX,L 17-24,*,16,62,3.88,1,6,5,93,18.60,0,83.3%,15.50,0,0,,0,0,0,,0,,,,1,6,0.0,,
106,2007,2007-11-25,11,28.155,SDG,,BAL,W 32-14,*,24,77,3.21,0,8,6,45,7.50,0,75.0%,5.63,0,0,,0,0,0,,0,,,,0,0,0.0,,
107,2007,2007-12-02,12,28.162,SDG,@,KAN,W 24-10,*,23,177,7.70,2,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,0,,,,2,12,0.0,,
108,2007,2007-12-09,13,28.169,SDG,@,TEN,W 23-17,*,26,146,5.62,1,8,5,27,5.40,1,62.5%,3.38,0,0,,0,0,0,,0,,,,2,12,0.0,,
109,2007,2007-12-16,14,28.176,SDG,,DET,W 51-14,*,15,116,7.73,2,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0,,0,,,,2,12,0.0,,
110,2007,2007-12-24,15,28.184,SDG,,DEN,W 23-3,*,19,107,5.63,1,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,0,,,,1,6,0.0,,
111,2007,2007-12-30,16,28.190,SDG,@,OAK,W 30-17,*,16,56,3.50,0,1,1,7,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,,,,1,6,0.0,,
112,2008,2008-09-07,1,29.076,SDG,,CAR,L 24-26,*,21,97,4.62,0,4,3,15,5.00,0,75.0%,3.75,0,0,,0,0,0,,,,,,0,0,0.0,0,0
113,2008,2008-09-14,2,29.083,SDG,@,DEN,L 38-39,*,10,26,2.60,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
114,2008,2008-09-22,3,29.091,SDG,,NYJ,W 48-29,*,26,67,2.58,2,4,3,20,6.67,0,75.0%,5.00,0,0,,0,0,0,,,,,,2,12,0.0,0,0
115,2008,2008-09-28,4,29.097,SDG,@,OAK,W 28-18,*,20,106,5.30,2,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,,,,,2,12,0.0,1,0
116,2008,2008-10-05,5,29.104,SDG,@,MIA,L 10-17,*,12,35,2.92,0,9,5,22,4.40,0,55.6%,2.44,0,0,,0,0,0,,,,,,0,0,0.0,0,0
117,2008,2008-10-12,6,29.111,SDG,,NWE,W 30-10,*,20,74,3.70,0,3,3,44,14.67,0,100.0%,14.67,0,0,,0,0,0,,,,,,0,0,0.0,0,0
118,2008,2008-10-19,7,29.118,SDG,@,BUF,L 14-23,*,14,41,2.93,0,7,6,26,4.33,0,85.7%,3.71,0,0,,0,0,0,,,,,,0,0,0.0,0,0
119,2008,2008-10-26,8,29.125,SDG,@,NOR,L 32-37,*,19,105,5.53,0,9,5,65,13.00,1,55.6%,7.22,0,0,,0,0,0,,,,,,1,6,0.0,0,0
120,2008,2008-11-09,9,29.139,SDG,,KAN,W 20-19,*,22,78,3.55,0,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0,,,,,,0,0,0.0,0,0
121,2008,2008-11-16,10,29.146,SDG,@,PIT,L 10-11,*,18,57,3.17,1,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,1,6,0.0,0,0
122,2008,2008-11-23,11,29.153,SDG,,IND,L 20-23,*,21,84,4.00,0,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
123,2008,2008-11-30,12,29.160,SDG,,ATL,L 16-22,*,14,24,1.71,1,6,5,42,8.40,0,83.3%,7.00,0,0,,0,0,0,,,,,,1,6,0.0,0,0
124,2008,2008-12-04,13,29.164,SDG,,OAK,W 34-7,*,25,91,3.64,1,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,1,6,0.0,0,0
125,2008,2008-12-14,14,29.174,SDG,@,KAN,W 22-21,*,15,39,2.60,1,10,6,35,5.83,0,60.0%,3.50,0,0,,0,0,0,,,,,,1,6,0.0,0,0
126,2008,2008-12-21,15,29.181,SDG,@,TAM,W 41-24,*,21,90,4.29,0,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
127,2008,2008-12-28,16,29.188,SDG,,DEN,W 52-21,*,14,96,6.86,3,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,18,0.0,0,0
128,2009,2009-09-14,1,30.083,SDG,@,OAK,W 24-20,*,13,55,4.23,1,3,1,1,1.00,0,33.3%,0.33,0,0,,0,0,0,,0,,,,1,6,0.0,0,0
129,2009,2009-10-04,4,30.103,SDG,@,PIT,L 28-38,*,7,15,2.14,0,4,1,-1,-1.00,0,25.0%,-0.25,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
130,2009,2009-10-19,5,30.118,SDG,,DEN,L 23-34,*,18,70,3.89,0,4,3,30,10.00,0,75.0%,7.50,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
131,2009,2009-10-25,6,30.124,SDG,@,KAN,W 37-7,*,23,71,3.09,0,3,2,2,1.00,0,66.7%,0.67,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
132,2009,2009-11-01,7,30.131,SDG,,OAK,W 24-16,*,18,56,3.11,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,2,12,0.0,0,0
133,2009,2009-11-08,8,30.138,SDG,@,NYG,W 21-20,*,12,22,1.83,0,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
134,2009,2009-11-15,9,30.145,SDG,,PHI,W 31-23,*,24,96,4.00,2,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,2,12,0.0,0,0
135,2009,2009-11-22,10,30.152,SDG,@,DEN,W 32-3,*,20,73,3.65,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,1,6,0.0,0,0
136,2009,2009-11-29,11,30.159,SDG,,KAN,W 43-14,*,13,39,3.00,2,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,2,12,0.0,0,0
137,2009,2009-12-06,12,30.166,SDG,@,CLE,W 30-23,*,20,64,3.20,1,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,,,,1,6,0.0,0,0
138,2009,2009-12-13,13,30.173,SDG,@,DAL,W 20-17,*,21,50,2.38,1,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,,,,1,6,0.0,0,0
139,2009,2009-12-20,14,30.180,SDG,,CIN,W 27-24,*,16,59,3.69,0,4,4,58,14.50,0,100.0%,14.50,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
140,2009,2009-12-25,15,30.185,SDG,@,TEN,W 42-17,*,16,59,3.69,2,2,2,4,2.00,0,100.0%,2.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,12,0.0,0,0
141,2009,2010-01-03,16,30.194,SDG,,WAS,W 23-20,*,2,1,0.50,0,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,,,,0,0,0.0,0,0
142,2010,2010-09-13,1,31.082,NYJ,,BAL,L 9-10,,11,62,5.64,0,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,0,0,0.0,0,0
143,2010,2010-09-19,2,31.088,NYJ,,NWE,W 28-14,,11,76,6.91,0,6,4,26,6.50,0,66.7%,4.33,0,0,,0,0,0,,,,,,0,0,0.0,0,0
