ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
17,1961,1961-10-08,4,37.183,DET,,CHI,L 17-31,0,0,,0,,,,1,2,50.0,0,3
18,1961,1961-10-15,5,37.190,DET,,RAM,W 14-13,0,0,,0,,,,,1,0.0,0,0
19,1961,1961-10-29,7,37.204,DET,@,RAM,W 28-10,0,0,,0,4,4,100.0,,2,0.0,0,4
20,1961,1961-11-05,8,37.211,DET,@,SFO,T 20-20,0,0,,0,2,2,100.0,2,3,66.7,0,8
21,1961,1961-11-12,9,37.218,DET,@,STL,W 45-14,0,0,,0,6,6,100.0,1,3,33.3,0,9
22,1961,1961-11-19,10,37.225,DET,@,MIN,W 37-10,0,0,,0,4,5,80.0,1,1,100.0,0,7
23,1961,1961-11-23,11,37.229,DET,,GNB,L 9-17,0,0,,0,,,,3,4,75.0,0,9
24,1961,1961-12-03,12,37.239,DET,@,CHI,W 16-15,0,0,,0,2,2,100.0,,2,0.0,0,2
25,1961,1961-12-10,13,37.246,DET,,MIN,W 13-7,0,0,,0,1,1,100.0,2,4,50.0,0,7
26,1961,1961-12-17,14,37.253,DET,,PHI,L 24-27,0,0,,0,3,3,100.0,1,2,50.0,0,6
27,1963,1963-09-15,1,39.160,BAL,,NYG,L 28-37,0,0,,0,4,4,100.0,,2,0.0,0,4
28,1963,1963-09-22,2,39.167,BAL,@,SFO,W 20-14,0,0,,0,2,2,100.0,2,2,100.0,0,8
29,1963,1963-09-29,3,39.174,BAL,@,GNB,L 20-31,0,0,,0,2,2,100.0,2,3,66.7,0,8
30,1963,1963-10-06,4,39.181,BAL,@,CHI,L 3-10,0,0,,0,,,,1,1,100.0,0,3
31,1963,1963-10-13,5,39.188,BAL,,SFO,W 20-3,0,0,,0,2,2,100.0,2,2,100.0,0,8
32,1963,1963-10-20,6,39.195,BAL,@,DET,W 25-21,0,0,,0,1,2,50.0,4,5,80.0,0,13
33,1963,1963-10-27,7,39.202,BAL,,GNB,L 20-34,0,0,,0,2,2,100.0,2,3,66.7,0,8
34,1963,1963-11-03,8,39.209,BAL,,CHI,L 7-17,0,0,,0,1,1,100.0,,1,0.0,0,1
35,1963,1963-11-10,9,39.216,BAL,,DET,W 24-21,0,0,,0,3,3,100.0,1,3,33.3,0,6
36,1963,1963-11-17,10,39.223,BAL,@,MIN,W 37-34,0,0,,0,5,5,100.0,,1,0.0,0,5
37,1963,1963-11-24,11,39.230,BAL,@,RAM,L 16-17,0,0,,0,1,1,100.0,3,5,60.0,0,10
38,1963,1963-12-01,12,39.237,BAL,@,WAS,W 36-20,0,0,,0,3,4,75.0,3,5,60.0,0,12
39,1963,1963-12-08,13,39.244,BAL,,MIN,W 41-10,0,0,,0,5,5,100.0,2,2,100.0,0,11
40,1963,1963-12-15,14,39.251,BAL,,RAM,W 19-16,0,0,,0,1,2,50.0,2,4,50.0,0,7
41,1964,1964-09-13,1,40.158,WAS,,CLE,L 13-27,0,0,,0,1,1,100.0,2,2,100.0,0,7
42,1964,1964-09-20,2,40.165,WAS,@,DAL,L 18-24,0,0,,0,1,1,100.0,3,3,100.0,0,10
43,1964,1964-09-25,3,40.170,WAS,@,NYG,L 10-13,0,0,,0,1,1,100.0,1,5,20.0,0,4
44,1964,1964-10-04,4,40.179,WAS,,STL,L 17-23,0,0,,0,2,2,100.0,1,2,50.0,0,5
45,1964,1964-10-11,5,40.186,WAS,,PHI,W 35-20,0,0,,0,5,5,100.0,,1,0.0,0,5
46,1964,1964-10-18,6,40.193,WAS,@,STL,L 24-38,0,0,,0,3,3,100.0,1,1,100.0,0,6
47,1964,1964-10-25,7,40.200,WAS,,CHI,W 27-20,0,0,,0,3,4,75.0,,,,0,3
48,1964,1964-11-01,8,40.207,WAS,@,PHI,W 21-10,0,0,,0,3,3,100.0,,2,0.0,0,3
49,1964,1964-11-08,9,40.214,WAS,@,CLE,L 24-34,0,0,,0,3,3,100.0,1,1,100.0,0,6
50,1964,1964-11-15,10,40.221,WAS,@,PIT,W 30-0,0,0,,0,3,4,75.0,1,1,100.0,0,6
51,1964,1964-11-22,11,40.228,WAS,,DAL,W 28-16,0,0,,0,4,4,100.0,,3,0.0,0,4
52,1964,1964-11-29,12,40.235,WAS,,NYG,W 36-21,0,0,,0,3,5,60.0,1,3,33.3,0,6
53,1964,1964-12-06,13,40.242,WAS,,PIT,L 7-14,0,0,,0,1,1,100.0,,1,0.0,0,1
54,1964,1964-12-13,14,40.249,WAS,@,BAL,L 17-45,0,0,,0,2,2,100.0,1,3,33.3,0,5
