ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,def_int,def_int_yds,def_int_td
26,2001,2001-10-07,4,23.341,BUF,,NYJ,L 36-42,*,,,,,
27,2001,2001-10-18,5,23.352,BUF,@,JAX,W 13-10,*,,,,,
28,2001,2001-10-28,6,23.362,BUF,@,SDG,L 24-27,*,,,,,
29,2001,2001-11-04,7,24.004,BUF,,IND,L 14-30,*,,,,,
30,2001,2001-11-18,9,24.018,BUF,,SEA,L 20-23,,,,,,
31,2001,2001-11-25,10,24.025,BUF,,MIA,L 27-34,,,,,,
32,2001,2001-12-02,11,24.032,BUF,@,SFO,L 0-35,,,,,,
33,2001,2001-12-09,12,24.039,BUF,,CAR,W 25-24,,,,,,
34,2001,2001-12-16,13,24.046,BUF,,NWE,L 9-12,*,,,,,
35,2001,2001-12-23,14,24.053,BUF,@,ATL,L 30-33,*,,,,,
36,2001,2001-12-30,15,24.060,BUF,@,NYJ,W 14-9,,,,,,
37,2001,2002-01-06,16,24.067,BUF,@,MIA,L 7-34,*,,,,,
38,2002,2002-09-08,1,24.312,ATL,@,GNB,L 34-37,*,,,,,
39,2002,2002-09-15,2,24.319,ATL,,CHI,L 13-14,*,,,,,
40,2002,2002-09-22,3,24.326,ATL,,CIN,W 30-3,*,,,,,
41,2002,2002-10-06,4,24.340,ATL,,TAM,L 6-20,*,0,0,1,0,0
42,2002,2002-10-13,5,24.347,ATL,@,NYG,W 17-10,*,,,,,
43,2002,2002-10-20,6,24.354,ATL,,CAR,W 30-0,*,,,,,
44,2002,2002-10-27,7,24.361,ATL,@,NOR,W 37-35,*,0,0,1,5,0
45,2002,2002-11-03,8,25.003,ATL,,BAL,W 20-17,*,,,,,
46,2002,2002-11-10,9,25.010,ATL,@,PIT,T 34-34,*,,,,,
47,2002,2002-11-17,10,25.017,ATL,,NOR,W 24-17,*,,,,,
48,2002,2002-11-24,11,25.024,ATL,@,CAR,W 41-0,*,1,6,1,41,1
49,2002,2002-12-01,12,25.031,ATL,@,MIN,W 30-24,*,0,0,1,36,0
50,2002,2002-12-08,13,25.038,ATL,@,TAM,L 10-34,*,,,,,
51,2002,2002-12-15,14,25.045,ATL,,SEA,L 24-30,*,,,,,
52,2002,2002-12-22,15,25.052,ATL,,DET,W 36-15,*,,,,,
53,2002,2002-12-29,16,25.059,ATL,@,CLE,L 16-24,*,,,,,
54,2003,2003-09-07,1,25.311,ATL,@,DAL,W 27-13,*,0,0,1,8,0
55,2003,2003-09-21,3,25.325,ATL,,TAM,L 10-31,*,,,,,
56,2003,2003-09-28,4,25.332,ATL,@,CAR,L 3-23,*,,,,,
57,2003,2003-10-05,5,25.339,ATL,,MIN,L 26-39,*,0,0,1,14,0
58,2003,2003-10-13,6,25.347,ATL,@,STL,L 0-36,*,,,,,
59,2003,2003-10-19,7,25.353,ATL,,NOR,L 17-45,*,,,,,
60,2003,2003-11-02,8,26.002,ATL,,PHI,L 16-23,*,,,,,
61,2003,2003-11-09,9,26.009,ATL,@,NYG,W 27-7,,,,,,
62,2003,2003-11-16,10,26.016,ATL,@,NOR,L 20-23,,,,,,
63,2003,2003-11-23,11,26.023,ATL,,TEN,L 31-38,,,,,,
64,2003,2003-11-30,12,26.030,ATL,@,HOU,L 13-17,*,,,,,
65,2003,2003-12-07,13,26.037,ATL,,CAR,W 20-14,,,,,,
66,2003,2003-12-14,14,26.044,ATL,@,IND,L 7-38,,,,,,
67,2003,2003-12-20,15,26.050,ATL,@,TAM,W 30-28,,0,0,1,0,0
68,2003,2003-12-28,16,26.058,ATL,,JAX,W 21-14,,,,,,
69,2005,2005-09-12,1,27.316,ATL,,PHI,W 14-10,*,,,,,
70,2005,2005-09-18,2,27.322,ATL,@,SEA,L 18-21,*,,,,,
71,2005,2005-09-25,3,27.329,ATL,@,BUF,W 24-16,*,,,,,
72,2005,2005-10-02,4,27.336,ATL,,MIN,W 30-10,*,,,,,
73,2005,2005-10-09,5,27.343,ATL,,NWE,L 28-31,*,,,,,
74,2005,2005-10-16,6,27.350,ATL,@,NOR,W 34-31,*,,,,,
75,2005,2005-10-24,7,27.358,ATL,,NYJ,W 27-14,*,,,,,
76,2005,2005-11-06,8,28.006,ATL,@,MIA,W 17-10,*,0,0,1,1,0
77,2005,2005-11-13,9,28.013,ATL,,GNB,L 25-33,*,,,,,
78,2005,2005-11-20,10,28.020,ATL,,TAM,L 27-30,*,,,,,
79,2005,2005-11-24,11,28.024,ATL,@,DET,W 27-7,*,,,,,
80,2005,2005-12-04,12,28.034,ATL,@,CAR,L 6-24,*,,,,,
81,2005,2005-12-12,13,28.042,ATL,,NOR,W 36-17,*,,,,,
82,2005,2005-12-18,14,28.048,ATL,@,CHI,L 3-16,*,0,0,1,0,0
83,2005,2006-01-01,16,28.062,ATL,,CAR,L 11-44,*,,,,,
