ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
32,2008,2008-11-30,12,26.335,WAS,,NYG,L 7-23,*,23,38,60.53,232,0,1,67.0,4,21,6.11,4.92,5,38,7.60,0,0,0,0.0,0,0
33,2008,2008-12-07,13,26.342,WAS,@,BAL,L 10-24,*,21,37,56.76,218,1,2,60.4,2,26,5.89,4.00,2,11,5.50,0,0,0,0.0,0,0
34,2008,2008-12-14,14,26.349,WAS,@,CIN,L 13-20,*,17,28,60.71,167,1,0,89.4,0,0,5.96,6.68,2,21,10.50,0,0,0,0.0,1,0
35,2008,2008-12-21,15,26.356,WAS,,PHI,W 10-3,*,18,33,54.55,144,0,0,65.7,3,17,4.36,4.36,2,28,14.00,0,0,0,0.0,0,0
36,2008,2008-12-28,16,26.363,WAS,@,SFO,L 24-27,*,18,30,60.00,156,1,0,84.9,1,13,5.20,5.87,4,39,9.75,1,1,6,0.0,0,0
37,2009,2009-09-13,1,27.256,WAS,@,NYG,L 17-23,*,19,26,73.08,211,1,1,93.6,2,13,8.12,7.15,1,16,16.00,0,0,0,0.0,0,0
38,2009,2009-09-20,2,27.263,WAS,,STL,W 9-7,*,23,35,65.71,242,0,0,85.7,1,5,6.91,6.91,7,28,4.00,0,0,0,0.0,0,0
39,2009,2009-09-27,3,27.270,WAS,@,DET,L 14-19,*,27,41,65.85,340,2,1,97.6,2,15,8.29,8.17,1,21,21.00,0,0,0,0.0,0,0
40,2009,2009-10-04,4,27.277,WAS,,TAM,W 16-13,*,12,22,54.55,170,2,3,70.5,3,18,7.73,3.41,7,20,2.86,0,0,0,0.0,0,0
41,2009,2009-10-11,5,27.284,WAS,@,CAR,L 17-20,*,17,23,73.91,145,1,0,104.4,5,21,6.30,7.17,2,4,2.00,0,0,0,0.0,0,0
42,2009,2009-10-18,6,27.291,WAS,,KAN,L 6-14,*,9,16,56.25,89,0,1,46.1,1,6,5.56,2.75,2,6,3.00,0,0,0,0.0,0,0
43,2009,2009-10-26,7,27.299,WAS,,PHI,L 17-27,*,29,43,67.44,284,2,1,91.6,6,38,6.60,6.49,4,8,2.00,0,0,0,0.0,0,0
44,2009,2009-11-08,8,27.312,WAS,@,ATL,L 17-31,*,15,22,68.18,196,1,1,92.2,5,32,8.91,7.77,5,40,8.00,0,0,0,0.0,0,0
45,2009,2009-11-15,9,27.319,WAS,,DEN,W 27-17,*,17,26,65.38,193,1,0,100.3,3,14,7.42,8.19,2,15,7.50,0,0,0,0.0,0,0
46,2009,2009-11-22,10,27.326,WAS,@,DAL,L 6-7,*,24,37,64.86,256,0,1,73.7,1,10,6.92,5.70,0,0,,0,0,0,0.0,0,0
47,2009,2009-11-29,11,27.333,WAS,@,PHI,L 24-27,*,22,37,59.46,231,2,2,73.1,1,10,6.24,4.89,2,2,1.00,1,1,6,0.0,0,0
48,2009,2009-12-06,12,27.340,WAS,,NOR,L 30-33,*,30,42,71.43,367,3,1,111.9,0,0,8.74,9.10,1,-1,-1.00,0,0,0,0.0,0,0
49,2009,2009-12-13,13,27.347,WAS,@,OAK,W 34-13,*,16,28,57.14,222,2,0,106.5,3,27,7.93,9.36,4,20,5.00,0,0,0,0.0,0,0
50,2009,2009-12-21,14,27.355,WAS,,NYG,L 12-45,*,15,28,53.57,192,1,2,57.4,5,36,6.86,4.36,2,36,18.00,0,0,0,0.0,0,0
51,2009,2009-12-27,15,27.361,WAS,,DAL,L 0-17,*,24,39,61.54,199,0,1,63.9,4,34,5.10,3.95,3,13,4.33,0,0,0,0.0,0,0
52,2009,2010-01-03,16,28.003,WAS,@,SDG,L 20-23,*,28,42,66.67,281,2,0,101.4,1,6,6.69,7.64,3,8,2.67,0,0,0,0.0,0,0
53,2010,2010-09-12,1,28.255,OAK,@,TEN,L 13-38,*,22,37,59.46,180,1,1,69.7,4,30,4.86,4.19,7,35,5.00,0,0,0,0.0,0,0
54,2010,2010-09-19,2,28.262,OAK,,STL,W 16-14,*,8,15,53.33,87,0,1,42.9,2,18,5.80,2.80,3,19,6.33,0,0,0,0.0,0,0
55,2010,2010-10-10,5,28.283,OAK,,SDG,W 35-27,,13,18,72.22,159,1,0,117.6,3,5,8.83,9.94,4,7,1.75,0,0,0,0.0,0,0
56,2010,2010-10-17,6,28.290,OAK,@,SFO,L 9-17,*,8,21,38.10,83,0,2,10.7,2,14,3.95,-0.33,7,21,3.00,0,0,0,0.0,0,0
57,2010,2010-10-24,7,28.297,OAK,@,DEN,W 59-14,*,12,20,60.00,204,2,0,127.9,2,24,10.20,12.20,1,15,15.00,0,0,0,0.0,0,0
58,2010,2010-10-31,8,28.304,OAK,,SEA,W 33-3,*,15,27,55.56,310,2,0,120.9,2,4,11.48,12.96,4,4,1.00,0,0,0,0.0,0,0
59,2010,2010-11-07,9,28.311,OAK,,KAN,W 23-20,*,19,33,57.58,229,1,1,76.5,4,20,6.94,6.18,2,0,0.00,0,0,0,0.0,0,0
60,2010,2010-11-21,10,28.325,OAK,@,PIT,L 3-35,*,7,19,36.84,70,0,1,26.2,4,32,3.68,1.32,0,0,,0,0,0,0.0,0,0
61,2010,2010-12-05,12,28.339,OAK,@,SDG,W 28-13,*,10,16,62.50,117,1,0,105.5,1,0,7.31,8.56,7,37,5.29,1,1,6,0.0,0,0
62,2010,2010-12-12,13,28.346,OAK,@,JAX,L 31-38,*,21,30,70.00,324,2,0,127.6,3,21,10.80,12.13,0,0,,0,0,0,0.0,0,0
63,2010,2010-12-19,14,28.353,OAK,,DEN,W 39-23,*,15,26,57.69,238,1,2,69.1,0,0,9.15,6.46,5,41,8.20,0,0,0,0.0,0,0
64,2010,2010-12-26,15,28.360,OAK,,IND,L 26-31,*,29,42,69.05,231,1,0,90.5,3,21,5.50,5.98,3,10,3.33,0,0,0,0.0,0,0
65,2010,2011-01-02,16,29.002,OAK,@,KAN,W 31-10,*,15,25,60.00,155,1,0,91.2,3,19,6.20,7.00,4,33,8.25,0,0,0,0.0,0,0
66,2011,2011-09-12,1,29.255,OAK,@,DEN,W 23-20,*,13,22,59.09,105,1,0,86.4,1,6,4.77,5.68,6,2,0.33,1,1,6,0.0,0,0
67,2011,2011-09-18,2,29.261,OAK,@,BUF,L 35-38,*,23,33,69.70,323,2,1,108.5,0,0,9.79,9.64,3,3,1.00,1,1,6,0.0,0,0
68,2011,2011-09-25,3,29.268,OAK,,NYJ,W 34-24,*,18,27,66.67,156,0,0,81.7,1,7,5.78,5.78,3,10,3.33,0,0,0,0.0,0,0
69,2011,2011-10-02,4,29.275,OAK,,NWE,L 19-31,*,25,39,64.10,344,1,2,79.4,0,0,8.82,7.03,4,29,7.25,0,0,0,0.0,0,0
70,2011,2011-10-09,5,29.282,OAK,@,HOU,W 25-20,*,15,35,42.86,190,2,1,67.6,3,6,5.43,5.29,0,0,,0,0,0,0.0,0,0
71,2011,2011-10-16,6,29.289,OAK,,CLE,W 24-17,*,6,9,66.67,52,0,0,81.7,0,0,5.78,5.78,2,16,8.00,0,0,0,0.0,0,0
72,2012,2012-10-07,5,30.281,CHI,@,JAX,W 41-3,,,,,,,,,,,,,,,,,,,,,
73,2012,2012-10-22,6,30.296,CHI,,DET,W 13-7,,1,1,100.00,0,0,0,79.2,0,0,0.00,0.00,1,5,5.00,0,0,0,0.0,0,0
74,2012,2012-11-04,8,30.309,CHI,@,TEN,W 51-20,,0,0,,0,0,0,,0,0,,,3,-3,-1.00,0,0,0,0.0,0,0
75,2012,2012-11-11,9,30.316,CHI,,HOU,L 6-13,,11,19,57.89,94,0,0,70.9,0,0,4.95,4.95,1,5,5.00,0,0,0,0.0,0,0
76,2012,2012-11-19,10,30.324,CHI,@,SFO,L 7-32,*,14,22,63.64,107,1,2,52.7,6,49,4.86,1.68,1,13,13.00,0,0,0,0.0,0,0
77,2012,2012-12-09,13,30.344,CHI,@,MIN,L 14-21,,6,9,66.67,64,1,0,124.3,0,0,7.11,9.33,1,8,8.00,0,0,0,0.0,0,0
78,2013,2013-09-15,2,31.258,CLE,@,BAL,L 6-14,,1,4,25.00,6,0,0,39.6,0,0,1.50,1.50,0,0,,0,0,0,0.0,0,0
79,2013,2013-10-27,8,31.300,CLE,@,KAN,L 17-23,*,22,36,61.11,293,2,0,105.4,1,10,8.14,9.25,3,17,5.67,0,0,0,0.0,0,0
80,2013,2013-11-03,9,31.307,CLE,,BAL,W 24-18,*,23,35,65.71,262,3,0,116.6,2,18,7.49,9.20,4,20,5.00,0,0,0,0.0,0,0
81,2013,2013-11-17,10,31.321,CLE,@,CIN,L 20-41,*,27,56,48.21,248,1,3,44.3,4,20,4.43,2.38,0,0,,0,0,0,0.0,0,0
82,2013,2013-11-24,11,31.328,CLE,,PIT,L 11-27,*,14,22,63.64,124,0,0,78.6,2,15,5.64,5.64,1,-1,-1.00,0,0,0,0.0,0,0
83,2013,2013-12-08,13,31.342,CLE,@,NWE,L 26-27,*,29,44,65.91,391,3,0,116.8,1,5,8.89,10.25,2,27,13.50,0,0,0,0.0,0,0
84,2013,2013-12-15,14,31.349,CLE,,CHI,L 31-38,*,23,39,58.97,273,1,2,67.6,0,0,7.00,5.21,1,17,17.00,0,0,0,0.0,0,0
85,2013,2013-12-22,15,31.356,CLE,@,NYJ,L 13-24,*,18,40,45.00,178,0,2,37.3,3,10,4.45,2.20,2,21,10.50,0,0,0,0.0,0,0
86,2013,2013-12-29,16,31.363,CLE,@,PIT,L 7-20,*,23,41,56.10,240,1,1,71.2,3,19,5.85,5.24,1,6,6.00,0,0,0,0.0,0,0
87,2014,2014-09-21,3,32.264,CIN,,TEN,W 33-7,,1,2,50.00,-3,0,0,56.2,0,0,-1.50,-1.50,0,0,,0,0,0,0.0,0,0
88,2014,2014-10-05,4,32.278,CIN,@,NWE,L 17-43,,3,5,60.00,45,0,0,89.6,0,0,9.00,9.00,0,0,,0,0,0,0.0,0,0
89,2014,2014-11-06,9,32.310,CIN,,CLE,L 3-24,,3,6,50.00,7,0,0,56.2,0,0,1.17,1.17,0,0,,0,0,0,0.0,0,0
90,2014,2014-12-07,13,32.341,CIN,,PIT,L 21-42,,4,6,66.67,25,0,0,75.0,1,0,4.17,4.17,1,1,1.00,0,0,0,0.0,0,0
