ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
11,2003,2003-10-13,5,26.191,STL,,ATL,W 36-0,*,23,34,67.65,352,2,2,96.7,0,0,10.35,8.88,2,4,2.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
12,2003,2003-10-19,6,26.197,STL,,GNB,W 34-24,*,22,34,64.71,247,3,2,91.2,2,8,7.26,6.38,4,26,6.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
13,2003,2003-10-26,7,26.204,STL,@,PIT,W 33-21,*,22,37,59.46,375,1,0,102.9,2,16,10.14,10.68,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,0.0,,
14,2003,2003-11-02,8,26.211,STL,@,SFO,L 10-30,*,26,42,61.90,378,1,2,79.3,5,47,9.00,7.33,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
15,2003,2003-11-09,9,26.218,STL,,BAL,W 33-22,*,13,26,50.00,110,0,2,29.3,4,36,4.23,0.77,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
16,2003,2003-11-16,10,26.225,STL,@,CHI,W 23-21,*,29,46,63.04,240,2,2,72.7,4,32,5.22,4.13,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
17,2003,2003-11-23,11,26.232,STL,@,ARI,W 30-27,*,28,44,63.64,329,1,4,56.0,4,31,7.48,3.84,1,18,18.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
18,2003,2003-11-30,12,26.239,STL,,MIN,W 48-17,*,15,20,75.00,222,1,1,106.7,1,8,11.10,9.85,2,13,6.50,1,0,0,0,,0,0.0%,,1,6,0.0,,
19,2003,2003-12-08,13,26.247,STL,@,CLE,W 26-20,*,22,36,61.11,223,1,1,76.5,3,13,6.19,5.50,6,9,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
20,2003,2003-12-14,14,26.253,STL,,SEA,W 27-22,*,20,32,62.50,236,2,1,92.7,1,6,7.38,7.22,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
21,2003,2003-12-21,15,26.260,STL,,CIN,W 27-10,*,24,38,63.16,229,2,1,86.4,1,1,6.03,5.89,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
22,2003,2003-12-28,16,26.267,STL,@,DET,L 20-30,*,18,31,58.06,170,1,1,70.6,4,40,5.48,4.68,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
23,2004,2004-09-12,1,27.160,STL,,ARI,W 17-10,*,23,34,67.65,272,1,1,89.3,0,0,8.00,7.26,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
24,2004,2004-09-19,2,27.167,STL,@,ATL,L 17-34,*,24,31,77.42,285,1,1,102.2,5,35,9.19,8.39,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
25,2004,2004-09-26,3,27.174,STL,,NOR,L 25-28,*,32,49,65.31,358,1,0,93.7,5,33,7.31,7.71,1,19,19.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
26,2004,2004-10-03,4,27.181,STL,@,SFO,W 24-14,*,17,25,68.00,186,1,0,103.1,0,0,7.44,8.24,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
27,2004,2004-10-10,5,27.188,STL,@,SEA,W 33-27,*,24,42,57.14,325,3,3,76.0,2,8,7.74,5.95,4,9,2.25,1,0,0,0,,0,0.0%,,1,6,0.0,,
28,2004,2004-10-18,6,27.196,STL,,TAM,W 28-21,*,18,30,60.00,264,2,1,97.1,4,34,8.80,8.63,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
29,2004,2004-10-24,7,27.202,STL,@,MIA,L 14-31,*,23,39,58.97,295,1,1,80.6,3,26,7.56,6.92,1,15,15.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
30,2004,2004-11-07,8,27.216,STL,,NWE,L 22-40,*,23,33,69.70,285,2,1,103.7,5,26,8.64,8.48,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
31,2004,2004-11-14,9,27.223,STL,,SEA,W 23-12,*,23,34,67.65,262,1,0,100.4,1,2,7.71,8.29,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
32,2004,2004-11-21,10,27.230,STL,@,BUF,L 17-37,*,27,45,60.00,287,2,3,65.7,6,52,6.38,4.27,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
33,2004,2004-11-29,11,27.238,STL,@,GNB,L 17-45,*,35,53,66.04,448,2,1,97.1,4,43,8.45,8.36,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
34,2004,2004-12-05,12,27.244,STL,,SFO,W 16-6,*,3,4,75.00,22,0,0,87.5,1,10,5.50,5.50,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
35,2004,2004-12-27,15,27.266,STL,,PHI,W 20-7,*,20,27,74.07,225,1,0,110.9,2,15,8.33,9.07,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
36,2004,2005-01-02,16,27.272,STL,,NYJ,W 32-29,*,29,39,74.36,450,3,2,116.4,3,18,11.54,10.77,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
37,2005,2005-09-11,1,28.159,STL,@,SFO,L 25-28,*,34,56,60.71,362,2,1,84.1,7,46,6.46,6.38,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
38,2005,2005-09-18,2,28.166,STL,@,ARI,W 17-12,*,18,29,62.07,216,1,1,82.0,4,27,7.45,6.59,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
39,2005,2005-09-25,3,28.173,STL,,TEN,W 31-27,*,21,28,75.00,292,3,1,128.9,4,33,10.43,10.96,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
40,2005,2005-10-02,4,28.180,STL,@,NYG,L 24-44,*,40,62,64.52,442,2,3,76.1,1,8,7.13,5.60,1,9,9.00,0,1,1,1,1.00,0,100.0%,1.00,0,0,0.0,,
41,2005,2005-10-09,5,28.187,STL,,SEA,L 31-37,*,26,40,65.00,336,2,1,97.5,4,27,8.40,8.28,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
42,2005,2005-10-17,6,28.195,STL,@,IND,L 28-45,*,6,8,75.00,121,1,1,116.7,0,0,15.13,12.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
43,2005,2005-11-13,9,28.222,STL,@,SEA,L 16-31,*,28,40,70.00,304,1,1,90.0,3,26,7.60,6.98,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
44,2005,2005-11-20,10,28.229,STL,,ARI,L 28-38,*,19,24,79.17,224,2,0,133.3,3,21,9.33,11.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
45,2006,2006-09-10,1,29.158,STL,,DEN,W 18-10,*,18,34,52.94,217,0,0,72.8,3,22,6.38,6.38,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
46,2006,2006-09-17,2,29.165,STL,@,SFO,L 13-20,*,19,34,55.88,185,1,0,81.1,6,38,5.44,6.03,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
47,2006,2006-09-24,3,29.172,STL,@,ARI,W 16-14,*,21,31,67.74,309,1,0,110.8,1,8,9.97,10.61,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
48,2006,2006-10-01,4,29.179,STL,,DET,W 41-34,*,26,42,61.90,328,3,0,110.0,1,7,7.81,9.24,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
49,2006,2006-10-08,5,29.186,STL,@,GNB,W 23-20,*,18,28,64.29,220,2,0,112.2,2,11,7.86,9.29,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
50,2006,2006-10-15,6,29.193,STL,,SEA,L 28-30,*,26,39,66.67,360,3,1,111.1,6,51,9.23,9.62,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
51,2006,2006-10-29,7,29.207,STL,@,SDG,L 24-38,*,27,40,67.50,327,2,0,109.1,3,16,8.18,9.18,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
52,2006,2006-11-05,8,29.214,STL,,KAN,L 17-31,*,31,42,73.81,354,1,0,106.6,2,17,8.43,8.90,2,11,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
53,2006,2006-11-12,9,29.221,STL,@,SEA,L 22-24,*,26,40,65.00,215,0,1,68.2,4,24,5.38,4.25,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
54,2006,2006-11-19,10,29.228,STL,@,CAR,L 0-15,*,19,34,55.88,142,0,1,53.8,7,62,4.18,2.85,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
55,2006,2006-11-26,11,29.235,STL,,SFO,W 20-17,*,23,34,67.65,201,1,1,80.6,2,19,5.91,5.18,1,-6,-6.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
56,2006,2006-12-03,12,29.242,STL,,ARI,L 20-34,*,27,45,60.00,314,2,3,68.2,4,27,6.98,4.87,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
57,2006,2006-12-11,13,29.250,STL,,CHI,L 27-42,*,34,55,61.82,356,3,1,91.2,3,24,6.47,6.75,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
58,2006,2006-12-17,14,29.256,STL,@,OAK,W 20-0,*,11,22,50.00,137,0,0,69.7,4,34,6.23,6.23,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
59,2006,2006-12-24,15,29.263,STL,,WAS,W 37-31,*,25,38,65.79,388,4,0,134.5,1,6,10.21,12.32,2,27,13.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
60,2006,2006-12-31,16,29.270,STL,@,MIN,W 41-21,*,19,30,63.33,248,1,0,100.4,0,0,8.27,8.93,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
61,2007,2007-09-09,1,30.157,STL,,CAR,L 13-27,*,22,42,52.38,167,1,0,70.2,1,5,3.98,4.45,3,18,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
62,2007,2007-09-16,2,30.164,STL,,SFO,L 16-17,*,24,41,58.54,368,1,0,96.4,6,37,8.98,9.46,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
63,2007,2007-09-23,3,30.171,STL,@,TAM,L 3-24,*,17,26,65.38,116,0,3,35.6,1,7,4.46,-0.73,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
64,2007,2007-09-30,4,30.178,STL,@,DAL,L 7-35,*,11,24,45.83,114,0,1,42.7,3,18,4.75,2.88,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
65,2007,2007-10-21,7,30.199,STL,@,SEA,L 6-33,*,21,40,52.50,225,0,3,38.0,7,57,5.63,2.25,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
66,2007,2007-10-28,8,30.206,STL,,CLE,L 20-27,*,24,36,66.67,310,1,1,91.2,0,0,8.61,7.92,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
67,2007,2007-11-11,9,30.220,STL,@,NOR,W 37-29,*,27,33,81.82,302,2,0,125.0,4,28,9.15,10.36,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,,
68,2007,2007-11-18,10,30.227,STL,@,SFO,W 13-9,*,21,32,65.63,155,1,0,87.4,6,50,4.84,5.47,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
69,2007,2007-11-25,11,30.234,STL,,SEA,L 19-24,*,3,5,60.00,32,0,1,39.2,1,9,6.40,-2.60,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
70,2007,2007-12-16,14,30.255,STL,,GNB,L 14-33,*,20,39,51.28,219,1,2,55.4,4,28,5.62,3.82,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
71,2007,2007-12-20,15,30.259,STL,,PIT,L 24-41,*,18,35,51.43,208,3,2,74.5,1,9,5.94,5.09,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
72,2007,2007-12-30,16,30.269,STL,@,ARI,L 19-48,*,13,25,52.00,176,1,2,54.7,3,21,7.04,4.24,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
73,2008,2008-09-07,1,31.155,STL,@,PHI,L 3-38,*,14,26,53.85,158,0,0,72.3,4,28,6.08,6.08,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
74,2008,2008-09-14,2,31.162,STL,,NYG,L 13-41,*,20,32,62.50,177,1,1,74.6,6,44,5.53,4.75,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
75,2008,2008-09-21,3,31.169,STL,@,SEA,L 13-37,*,18,31,58.06,184,1,1,72.5,1,9,5.94,5.13,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
76,2008,2008-10-12,5,31.190,STL,@,WAS,W 19-17,*,15,26,57.69,136,0,0,72.0,2,12,5.23,5.23,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
77,2008,2008-10-19,6,31.197,STL,,DAL,W 34-14,*,13,18,72.22,163,1,0,118.5,5,28,9.06,10.17,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
78,2008,2008-10-26,7,31.204,STL,@,NWE,L 16-23,*,18,34,52.94,304,1,1,81.0,4,33,8.94,8.21,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
79,2008,2008-11-02,8,31.211,STL,,ARI,L 13-34,*,16,33,48.48,186,2,2,60.9,2,16,5.64,4.12,3,32,10.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
80,2008,2008-11-09,9,31.218,STL,@,NYJ,L 3-47,*,6,13,46.15,65,0,1,29.3,2,15,5.00,1.54,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
81,2008,2008-11-16,10,31.225,STL,@,SFO,L 16-35,*,34,53,64.15,295,1,2,69.3,3,15,5.57,4.25,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
82,2008,2008-11-23,11,31.232,STL,,CHI,L 3-27,*,2,2,100.00,11,0,0,89.6,1,8,5.50,5.50,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
83,2008,2008-11-30,12,31.239,STL,,MIA,L 12-16,*,16,35,45.71,149,0,3,22.2,0,0,4.26,0.40,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
84,2008,2008-12-07,13,31.246,STL,@,ARI,L 10-34,*,22,37,59.46,228,1,1,75.1,1,5,6.16,5.49,2,-5,-2.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
85,2008,2008-12-14,14,31.253,STL,,SEA,L 20-23,*,19,32,59.38,207,1,0,88.9,1,7,6.47,7.09,0,0,,0,1,1,11,11.00,0,100.0%,11.00,0,0,0.0,0,0
86,2008,2008-12-21,15,31.260,STL,,SFO,L 16-17,*,19,36,52.78,227,1,1,70.0,3,19,6.31,5.61,1,3,3.00,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
87,2008,2008-12-28,16,31.267,STL,@,ATL,L 27-31,*,19,32,59.38,230,1,0,91.9,3,24,7.19,7.81,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
88,2009,2009-09-13,1,32.161,STL,@,SEA,L 0-28,*,17,36,47.22,191,0,0,63.5,3,21,5.31,5.31,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
89,2009,2009-09-20,2,32.168,STL,@,WAS,L 7-9,*,15,28,53.57,125,1,0,77.2,1,6,4.46,5.18,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
90,2009,2009-09-27,3,32.175,STL,,GNB,L 17-36,*,3,4,75.00,23,0,0,88.5,1,0,5.75,5.75,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
91,2009,2009-10-11,5,32.189,STL,,MIN,L 10-38,,7,7,100.00,88,1,0,158.3,0,0,12.57,15.43,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
92,2009,2009-10-18,6,32.196,STL,@,JAX,L 20-23,*,22,34,64.71,213,1,1,79.7,1,6,6.26,5.53,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
93,2009,2009-10-25,7,32.203,STL,,IND,L 6-42,*,14,26,53.85,140,0,2,37.3,3,23,5.38,1.92,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
94,2009,2009-11-01,8,32.210,STL,@,DET,W 17-10,*,17,35,48.57,176,0,1,51.6,0,0,5.03,3.74,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
95,2009,2009-11-15,9,32.224,STL,,NOR,L 23-28,*,26,40,65.00,298,2,1,93.5,2,5,7.45,7.33,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
96,2009,2009-11-22,10,32.231,STL,,ARI,L 13-21,*,19,37,51.35,215,0,1,57.8,3,24,5.81,4.59,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
