ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
16,1954,1954-10-24,5,24.080,GNB,@,BAL,W 7-6,6,2,0.33,0,2,34,17.00,0,0,0,,0,0,,,,,,,0,
17,1954,1954-10-30,6,24.086,GNB,@,PHI,W 37-14,6,9,1.50,0,1,-11,-11.00,0,0,0,,0,0,,,,,,,0,
18,1954,1954-11-07,7,24.094,GNB,@,CHI,L 23-28,5,26,5.20,0,4,10,2.50,0,0,0,,0,0,,,,,,,0,
19,1954,1954-11-13,8,24.100,GNB,,BAL,W 24-13,15,112,7.47,0,5,44,8.80,0,0,0,,0,0,,,,,,,0,
20,1954,1954-11-21,9,24.108,GNB,,DET,L 17-21,5,8,1.60,0,4,87,21.75,0,0,0,,0,0,,,,,,,0,
21,1954,1954-11-25,10,24.112,GNB,@,DET,L 24-28,12,17,1.42,0,2,56,28.00,0,0,0,,0,0,,,,,,,0,
22,1954,1954-12-05,11,24.122,GNB,@,SFO,L 0-35,6,2,0.33,0,7,53,7.57,0,0,0,,0,0,,,,,,,0,
23,1954,1954-12-12,12,24.129,GNB,@,RAM,L 27-35,3,15,5.00,0,2,16,8.00,0,0,0,,0,0,,,,,,,0,
24,1955,1955-09-25,1,25.051,GNB,,DET,W 20-17,18,70,3.89,0,2,12,6.00,0,0,0,,0,0,,,,,,,0,
25,1955,1955-10-02,2,25.058,GNB,,CHI,W 24-3,15,153,10.20,0,0,0,,0,0,0,,0,0,,,,,,,0,
26,1955,1955-10-08,3,25.064,GNB,,BAL,L 20-24,20,71,3.55,1,3,15,5.00,0,0,0,,0,0,,,,,,,1,
27,1955,1955-10-16,4,25.072,GNB,,RAM,W 30-28,14,37,2.64,0,0,0,,0,0,0,,0,0,,,,,,,0,
28,1955,1955-10-23,5,25.079,GNB,@,CLE,L 10-41,8,36,4.50,0,0,0,,0,0,0,,0,0,,,,,,,0,
29,1955,1955-10-29,6,25.085,GNB,@,BAL,L 10-14,19,77,4.05,0,4,28,7.00,0,0,0,,0,0,,,,,,,0,
30,1955,1955-11-06,7,25.093,GNB,@,CHI,L 31-52,17,120,7.06,2,1,16,16.00,0,0,0,,0,0,,,,,,,2,
31,1955,1955-11-13,8,25.100,GNB,,CRD,W 31-14,17,69,4.06,0,1,-2,-2.00,0,0,0,,0,0,,,,,,,0,
32,1955,1955-11-20,9,25.107,GNB,,SFO,W 27-21,21,85,4.05,1,2,18,9.00,0,0,0,,0,0,,,,,,,1,
33,1955,1955-11-24,10,25.111,GNB,@,DET,L 10-24,15,50,3.33,0,2,17,8.50,0,0,0,,0,0,,,,,,,0,
34,1955,1955-12-04,11,25.121,GNB,@,SFO,W 28-7,10,28,2.80,0,2,17,8.50,0,0,0,,0,0,,,,,,,0,
35,1955,1955-12-11,12,25.128,GNB,@,RAM,L 17-31,18,63,3.50,0,5,32,6.40,0,0,0,,0,0,,,,,,,0,
36,1956,1956-09-30,1,26.056,GNB,,DET,L 16-20,8,34,4.25,0,0,0,,0,0,0,,0,0,,,,,,,0,
37,1956,1956-10-07,2,26.063,GNB,,CHI,L 21-37,12,72,6.00,0,1,5,5.00,0,0,0,,0,0,,,,,,,0,
38,1956,1956-10-14,3,26.070,GNB,,BAL,W 38-33,17,88,5.18,0,1,12,12.00,0,0,0,,0,0,,,,,,,0,
39,1956,1956-10-21,4,26.077,GNB,,RAM,W 42-17,10,23,2.30,0,1,1,1.00,0,0,0,,0,0,,,,,,,0,
40,1956,1956-10-28,5,26.084,GNB,@,BAL,L 21-28,6,1,0.17,0,6,48,8.00,0,0,0,,0,0,,,,,,,0,
41,1956,1956-11-04,6,26.091,GNB,,CLE,L 7-24,1,7,7.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
42,1956,1956-11-11,7,26.098,GNB,@,CHI,L 14-38,9,22,2.44,0,4,32,8.00,0,0,0,,0,0,,,,,,,0,
43,1956,1956-11-18,8,26.105,GNB,,SFO,L 16-17,11,31,2.82,0,0,0,,0,0,0,,0,0,,,,,,,0,
44,1956,1956-11-22,9,26.109,GNB,@,DET,W 24-20,6,14,2.33,0,7,106,15.14,0,0,0,,0,0,,,,,,,0,
45,1956,1956-12-02,10,26.119,GNB,@,CRD,W 24-21,12,50,4.17,0,2,10,5.00,0,0,0,,0,0,,,,,,,0,
46,1956,1956-12-08,11,26.125,GNB,@,SFO,L 20-38,7,25,3.57,0,0,0,,0,0,0,,0,0,,,,,,,0,
47,1957,1957-09-29,1,27.055,GNB,,CHI,W 21-17,2,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
48,1957,1957-10-06,2,27.062,GNB,,DET,L 14-24,4,26,6.50,0,1,-5,-5.00,0,0,0,,0,0,,,,,,,0,
49,1957,1957-10-13,3,27.069,GNB,,BAL,L 17-45,2,3,1.50,0,1,6,6.00,0,0,0,,0,0,,,,,,,0,
50,1957,1957-10-20,4,27.076,GNB,,SFO,L 14-24,15,74,4.93,0,2,6,3.00,0,0,0,,0,0,,,,,,,0,
51,1957,1957-10-27,5,27.083,GNB,@,BAL,W 24-21,6,3,0.50,0,0,0,,0,0,0,,0,0,,,,,,,0,
52,1957,1957-11-24,9,27.111,GNB,@,PIT,W 27-10,13,71,5.46,1,3,26,8.67,0,0,0,,0,0,,,,,,,1,
53,1957,1957-11-28,10,27.115,GNB,@,DET,L 6-18,8,13,1.63,0,7,66,9.43,0,0,0,,0,0,,,,,,,0,
54,1957,1957-12-08,11,27.125,GNB,@,RAM,L 17-42,6,24,4.00,0,1,8,8.00,1,0,0,,0,0,,,,,,,1,
55,1957,1957-12-15,12,27.132,GNB,@,SFO,L 20-27,3,2,0.67,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
56,1958,1958-09-28,1,28.054,GNB,,CHI,L 20-34,7,26,3.71,0,2,23,11.50,0,0,0,,0,0,,,,,,,0,
57,1958,1958-10-05,2,28.061,GNB,,DET,T 13-13,10,26,2.60,0,5,57,11.40,0,0,0,,0,0,,,,,,,0,
58,1958,1958-10-12,3,28.068,GNB,,BAL,L 17-24,9,35,3.89,0,5,41,8.20,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,
59,1958,1958-10-19,4,28.075,GNB,@,WAS,L 21-37,11,100,9.09,0,0,0,,0,0,0,,0,0,,,,,,,0,
60,1958,1958-10-26,5,28.082,GNB,,PHI,W 38-35,16,67,4.19,1,0,0,,0,0,0,,0,0,,,,,,,1,
61,1958,1958-11-02,6,28.089,GNB,@,BAL,L 0-56,5,12,2.40,0,0,0,,0,0,0,,0,0,,,,,,,0,
62,1958,1958-11-09,7,28.096,GNB,@,CHI,L 10-24,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,,0,
63,1960,1960-09-10,1,30.036,LAC,,DTX,W 21-20,8,19,2.38,0,3,8,2.67,1,0,0,,0,0,0,,0,0,,,1,6
64,1960,1960-09-18,2,30.044,LAC,@,HOU,L 28-38,7,20,2.86,0,3,14,4.67,0,0,0,,0,0,0,,0,0,,,0,0
65,1960,1960-09-25,3,30.051,LAC,@,DTX,L 0-17,17,93,5.47,0,3,13,4.33,0,0,0,,0,0,0,,0,0,,,0,0
66,1960,1960-10-02,4,30.058,LAC,@,BUF,W 24-10,15,40,2.67,1,1,10,10.00,0,0,0,,0,0,0,,0,0,,,1,6
67,1960,1960-10-08,5,30.064,LAC,,BOS,L 0-35,3,9,3.00,0,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0
68,1960,1960-10-16,6,30.072,LAC,@,DEN,W 23-19,15,63,4.20,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0
69,1960,1960-10-28,7,30.084,LAC,@,BOS,W 45-16,13,50,3.85,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
70,1960,1960-11-04,8,30.091,LAC,@,NYT,W 21-7,10,29,2.90,1,2,-4,-2.00,0,0,0,,0,0,0,,0,0,,,1,6
71,1960,1960-11-13,9,30.100,LAC,,HOU,W 24-21,5,16,3.20,0,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0
72,1960,1960-11-20,10,30.107,LAC,,BUF,L 3-32,5,17,3.40,0,1,26,26.00,0,0,0,,0,0,0,,0,0,,,0,0
73,1960,1960-11-27,11,30.114,LAC,,OAK,W 52-28,11,41,3.73,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
74,1960,1960-12-04,12,30.121,LAC,@,OAK,W 41-17,10,21,2.10,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
75,1960,1960-12-10,13,30.127,LAC,,DEN,W 41-33,5,18,3.60,0,3,53,17.67,1,0,0,,0,0,0,,0,0,,,1,6
76,1960,1960-12-18,14,30.135,LAC,,NYT,W 50-43,2,2,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
