ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists
18,2015,2015-09-20,2,23.213,PHI,,DAL,L 10-20,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
19,2015,2015-09-27,3,23.220,PHI,@,NYJ,W 24-17,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
20,2016,2016-09-25,3,24.219,CLE,@,MIA,L 24-30,,1,1,100.0,3,6,50.0,0,10,0.0,0,0
21,2016,2016-10-02,4,24.226,CLE,@,WAS,L 20-31,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
22,2016,2016-10-09,5,24.233,CLE,,NWE,L 13-33,,1,1,100.0,,,,0,1,0.0,0,0
23,2016,2016-10-16,6,24.240,CLE,@,TEN,L 26-28,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
24,2016,2016-10-23,7,24.247,CLE,@,CIN,L 17-31,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
25,2016,2016-10-30,8,24.254,CLE,,NYJ,L 28-31,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
26,2016,2016-11-06,9,24.261,CLE,,DAL,L 10-35,,1,1,100.0,1,2,50.0,0,4,0.0,0,0
27,2016,2016-11-10,10,24.265,CLE,@,BAL,L 7-28,,1,1,100.0,,,,0,1,0.0,0,0
28,2016,2016-11-20,11,24.275,CLE,,PIT,L 9-24,,,1,0.0,1,1,100.0,0,3,0.0,0,0
29,2016,2016-11-27,12,24.282,CLE,,NYG,L 13-27,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
30,2016,2016-12-11,13,24.296,CLE,,CIN,L 10-23,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
31,2016,2016-12-18,14,24.303,CLE,@,BUF,L 13-33,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
32,2016,2016-12-24,15,24.309,CLE,,SDG,W 20-17,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
33,2016,2017-01-01,16,24.317,CLE,@,PIT,L 24-27,,3,3,100.0,1,2,50.0,0,6,0.0,0,0
34,2017,2017-09-17,1,25.210,MIA,@,LAC,W 19-17,,1,1,100.0,4,4,100.0,0,13,0.0,0,0
35,2017,2017-09-24,2,25.217,MIA,@,NYJ,L 6-20,,,1,0.0,,,,0,0,0.0,0,0
36,2017,2017-10-01,3,25.224,MIA,,NOR,L 0-20,,,,,,,,0,0,0.0,0,0
37,2017,2017-10-08,4,25.231,MIA,,TEN,W 16-10,,1,2,50.0,1,1,100.0,0,4,0.0,0,0
38,2017,2017-10-15,5,25.238,MIA,@,ATL,W 20-17,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
39,2017,2017-10-22,6,25.245,MIA,,NYJ,W 31-28,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
40,2017,2017-10-26,7,25.249,MIA,@,BAL,L 0-40,,,,,,1,0.0,0,0,0.0,0,0
41,2017,2017-11-05,8,25.259,MIA,,OAK,L 24-27,,1,2,50.0,1,1,100.0,0,4,0.0,0,0
42,2017,2017-11-13,9,25.267,MIA,@,CAR,L 21-45,,3,3,100.0,,,,0,3,0.0,0,0
43,2017,2017-11-19,10,25.273,MIA,,TAM,L 20-30,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
44,2017,2017-11-26,11,25.280,MIA,@,NWE,L 17-35,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
45,2017,2017-12-03,12,25.287,MIA,,DEN,W 35-9,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
46,2017,2017-12-11,13,25.295,MIA,,NWE,W 27-20,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
47,2017,2017-12-17,14,25.301,MIA,@,BUF,L 16-24,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
48,2017,2017-12-24,15,25.308,MIA,@,KAN,L 13-29,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
49,2017,2017-12-31,16,25.315,MIA,,BUF,L 16-22,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
50,2018,2018-09-09,1,26.202,CHI,@,GNB,L 23-24,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
51,2018,2018-09-17,2,26.210,CHI,,SEA,W 24-17,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
52,2018,2018-09-23,3,26.216,CHI,@,ARI,W 16-14,,1,1,100.0,3,4,75.0,0,10,0.0,0,0
