ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
40,1983,1983-12-12,15,24.212,TAM,,GNB,L 9-12,,,,,0,0,,0,,,,
41,1983,1983-12-18,16,24.218,TAM,@,DET,L 20-23,0,0,,0,1,0,0.00,0,0.0,0,0,0
42,1984,1984-09-02,1,25.111,TAM,@,CHI,L 14-34,,,,,0,0,,0,,,,
43,1984,1984-09-09,2,25.118,TAM,@,NOR,L 13-17,,,,,0,0,,0,,,,
44,1984,1984-09-16,3,25.125,TAM,,DET,W 21-17,0,0,,0,3,1,0.33,0,0.0,0,0,0
45,1984,1984-09-23,4,25.132,TAM,@,NYG,L 14-17,0,0,,0,3,16,5.33,0,0.0,0,0,0
46,1984,1984-09-30,5,25.139,TAM,,GNB,W 30-27,,,,,0,0,,0,,,,
47,1984,1984-10-07,6,25.146,TAM,,MIN,W 35-31,0,0,,0,0,0,,0,0.0,1,25,0
48,1984,1984-10-14,7,25.153,TAM,@,DET,L 7-13,,,,,0,0,,0,,,,
49,1984,1984-10-21,8,25.160,TAM,,CHI,L 9-44,,,,,0,0,,0,,,,
50,1984,1984-10-28,9,25.167,TAM,@,KAN,L 20-24,,,,,0,0,,0,,,,
51,1984,1984-11-04,10,25.174,TAM,@,MIN,L 24-27,,,,,0,0,,0,,,,
52,1984,1984-11-11,11,25.181,TAM,,NYG,W 20-17,,,,,0,0,,0,,,,
53,1984,1984-11-18,12,25.188,TAM,@,SFO,L 17-24,,,,,0,0,,0,,,,
54,1984,1984-11-25,13,25.195,TAM,,RAM,L 33-34,,,,,0,0,,0,,,,
55,1984,1984-12-02,14,25.202,TAM,@,GNB,L 14-27,,,,,0,0,,0,,,,
56,1984,1984-12-09,15,25.209,TAM,,ATL,W 23-6,,,,,0,0,,0,,,,
57,1985,1985-09-08,1,26.117,TAM,@,CHI,L 28-38,,,,,,,,,,,,
58,1985,1985-09-15,2,26.124,TAM,,MIN,L 16-31,,,,,,,,,,,,
59,1985,1985-09-22,3,26.131,TAM,@,NOR,L 13-20,,,,,,,,,,,,
60,1985,1985-09-29,4,26.138,TAM,@,DET,L 9-30,,,,,,,,,,,,
61,1985,1985-10-06,5,26.145,TAM,,CHI,L 19-27,,,,,,,,,,,,
62,1985,1985-10-13,6,26.152,TAM,,RAM,L 27-31,,,,,,,,,,,,
63,1985,1985-10-20,7,26.159,TAM,@,MIA,L 38-41,,,,,,,,,,,,
64,1985,1985-10-27,8,26.166,TAM,,NWE,L 14-32,,,,,,,,,,,,
65,1985,1985-11-03,9,26.173,TAM,@,NYG,L 20-22,,,,,,,,,,,,
66,1985,1985-11-10,10,26.180,TAM,,STL,W 16-0,0,0,,0,0,0,,0,0.0,1,3,0
67,1985,1985-11-17,11,26.187,TAM,@,NYJ,L 28-62,,,,,,,,,,,,
68,1985,1985-11-24,12,26.194,TAM,,DET,W 19-16,,,,,,,,,,,,
69,1985,1985-12-01,13,26.201,TAM,@,GNB,L 0-21,,,,,,,,,,,,
70,1985,1985-12-08,14,26.208,TAM,@,MIN,L 7-26,,,,,,,,,,,,
71,1985,1985-12-15,15,26.215,TAM,,IND,L 23-31,,,,,,,,,,,,
72,1985,1985-12-22,16,26.222,TAM,,GNB,L 17-20,,,,,,,,,,,,
73,1986,1986-09-07,1,27.116,IND,@,NWE,L 3-33,,,,,,,,,,,,
74,1986,1986-09-14,2,27.123,IND,@,MIA,L 10-30,,,,,,,,,,,,
75,1986,1986-09-21,3,27.130,IND,,RAM,L 7-24,,,,,,,,,,,,
76,1986,1986-09-28,4,27.137,IND,,NYJ,L 7-26,,,,,,,,,,,,
77,1986,1986-10-05,5,27.144,IND,@,SFO,L 14-35,,,,,,,,,,,,
78,1986,1986-10-12,6,27.151,IND,,NOR,L 14-17,,,,,,,,,,,,
79,1986,1986-10-19,7,27.158,IND,@,BUF,L 13-24,,,,,,,,,,,,
80,1986,1986-10-26,8,27.165,IND,,MIA,L 13-17,,,,,,,,,,,,
81,1986,1986-11-02,9,27.172,IND,,CLE,L 9-24,0,0,,0,0,0,,0,0.5,0,0,0
82,1986,1986-11-09,10,27.179,IND,,NWE,L 21-30,,,,,,,,,,,,
83,1986,1986-11-16,11,27.186,IND,@,NYJ,L 16-31,,,,,,,,,,,,
84,1986,1986-11-23,12,27.193,IND,@,HOU,L 17-31,,,,,,,,,,,,
85,1986,1986-11-30,13,27.200,IND,,SDG,L 3-17,0,0,,0,0,0,,0,0.0,1,80,0
86,1986,1986-12-07,14,27.207,IND,@,ATL,W 28-23,,,,,,,,,,,,
87,1986,1986-12-14,15,27.214,IND,,BUF,W 24-14,,,,,,,,,,,,
88,1986,1986-12-21,16,27.221,IND,@,RAI,W 30-24,,,,,,,,,,,,
89,1987,1987-09-13,1,28.122,IND,,CIN,L 21-23,,,,,,,,,,,,
90,1987,1987-09-20,2,28.129,IND,,MIA,L 10-23,,,,,,,,,,,,
91,1987,1987-10-25,6,28.164,IND,,NWE,W 30-16,,,,,,,,,,,,
92,1987,1987-11-01,7,28.171,IND,@,NYJ,W 19-14,,,,,,,,,,,,
93,1987,1987-11-08,8,28.178,IND,,SDG,L 13-16,,,,,,,,,,,,
94,1987,1987-11-15,9,28.185,IND,@,MIA,W 40-21,,,,,,,,,,,,
95,1987,1987-11-22,10,28.192,IND,@,NWE,L 0-24,,,,,,,,,,,,
96,1987,1987-11-29,11,28.199,IND,,HOU,W 51-27,,,,,,,,,,,,
97,1987,1987-12-06,12,28.206,IND,@,CLE,W 9-7,,,,,,,,,,,,
98,1987,1987-12-13,13,28.213,IND,,BUF,L 3-27,,,,,,,,,,,,
99,1987,1987-12-20,14,28.220,IND,@,SDG,W 20-7,,,,,,,,,,,,
100,1987,1987-12-27,15,28.227,IND,,TAM,W 24-6,,,,,,,,,,,,
101,1988,1988-10-16,7,29.155,IND,,TAM,W 35-31,,,,,,,,,,,,
102,1988,1988-10-23,8,29.162,IND,@,SDG,W 16-0,,,,,,,,,,,,
103,1988,1988-10-31,9,29.170,IND,,DEN,W 55-23,,,,,,,,,,,,
104,1988,1988-11-06,10,29.176,IND,,NYJ,W 38-14,,,,,,,,,,,,
105,1988,1988-11-13,11,29.183,IND,@,GNB,W 20-13,,,,,,,,,,,,
106,1988,1988-11-20,12,29.190,IND,@,MIN,L 3-12,,,,,,,,,,,,
107,1988,1988-11-27,13,29.197,IND,,NWE,W 24-21,,,,,,,,,,,,
108,1988,1988-12-04,14,29.204,IND,@,MIA,W 31-28,,,,,,,,,,,,
109,1988,1988-12-10,15,29.210,IND,@,NYJ,L 16-34,,,,,,,,,,,,
