ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
170,2010,2010-12-26,15,35.092,SEA,@,TAM,L 15-38,*,3,4,75.00,24,0,0,89.6,0,0,6.00,6.00,1,1,1.00,1,1,6,0.0,0,0
171,2011,2011-09-11,1,35.351,TEN,@,JAX,L 14-16,*,21,34,61.76,263,2,1,93.1,2,14,7.74,7.59,1,9,9.00,0,0,0,0.0,0,0
172,2011,2011-09-18,2,35.358,TEN,,BAL,W 26-13,*,30,42,71.43,358,1,1,95.1,0,0,8.52,7.93,0,0,,0,0,0,0.0,0,0
173,2011,2011-09-25,3,36.000,TEN,,DEN,W 17-14,*,27,36,75.00,311,2,0,119.1,2,16,8.64,9.75,2,-2,-1.00,0,0,0,0.0,0,0
174,2011,2011-10-02,4,36.007,TEN,@,CLE,W 31-13,*,10,20,50.00,220,3,1,108.3,0,0,11.00,11.75,1,5,5.00,0,0,0,0.0,0,0
175,2011,2011-10-09,5,36.014,TEN,@,PIT,L 17-38,*,29,49,59.18,262,1,1,72.0,3,22,5.35,4.84,1,3,3.00,0,0,0,0.0,0,0
176,2011,2011-10-23,6,36.028,TEN,,HOU,L 7-41,*,14,30,46.67,104,1,2,38.8,1,12,3.47,1.13,0,0,,0,0,0,0.0,0,0
177,2011,2011-10-30,7,36.035,TEN,,IND,W 27-10,*,23,33,69.70,224,1,0,98.5,1,9,6.79,7.39,1,-1,-1.00,0,0,0,0.0,0,0
178,2011,2011-11-06,8,36.042,TEN,,CIN,L 17-24,*,24,41,58.54,272,2,0,94.8,2,22,6.63,7.61,2,3,1.50,0,0,0,0.0,0,0
179,2011,2011-11-13,9,36.049,TEN,@,CAR,W 30-3,*,15,27,55.56,219,1,1,79.1,1,8,8.11,7.19,1,21,21.00,0,0,0,0.0,1,0
180,2011,2011-11-20,10,36.056,TEN,@,ATL,L 17-23,*,13,25,52.00,124,0,1,49.4,0,0,4.96,3.16,1,17,17.00,0,0,0,0.0,0,0
181,2011,2011-11-27,11,36.063,TEN,,TAM,W 23-17,*,19,34,55.88,160,1,2,53.6,2,10,4.71,2.65,2,-2,-1.00,0,0,0,0.0,0,0
182,2011,2011-12-04,12,36.070,TEN,@,BUF,W 23-17,*,16,25,64.00,140,0,0,78.7,1,10,5.60,5.60,1,-1,-1.00,0,0,0,0.0,0,0
183,2011,2011-12-11,13,36.077,TEN,,NOR,L 17-22,*,5,7,71.43,44,0,0,87.8,0,0,6.29,6.29,0,0,,0,0,0,0.0,0,0
184,2011,2011-12-18,14,36.084,TEN,@,IND,L 13-27,*,27,40,67.50,223,0,2,60.7,0,0,5.58,3.33,1,-1,-1.00,0,0,0,0.0,0,0
185,2011,2011-12-24,15,36.090,TEN,,JAX,W 23-17,*,24,40,60.00,350,1,2,76.0,1,8,8.75,7.00,5,2,0.40,0,0,0,0.0,0,0
186,2011,2012-01-01,16,36.098,TEN,@,HOU,W 23-22,*,22,35,62.86,297,2,0,108.9,3,22,8.49,9.63,1,-1,-1.00,0,0,0,0.0,0,0
187,2012,2012-09-09,1,36.350,TEN,,NWE,L 13-34,,6,11,54.55,43,0,0,63.8,0,0,3.91,3.91,0,0,,0,0,0,0.0,0,0
188,2012,2012-09-30,4,37.005,TEN,@,HOU,L 14-38,,17,25,68.00,193,2,2,84.2,3,18,7.72,5.72,2,3,1.50,0,0,0,0.0,0,0
189,2012,2012-10-07,5,37.012,TEN,@,MIN,L 7-30,*,26,43,60.47,200,1,1,69.9,2,19,4.65,4.07,2,10,5.00,0,0,0,0.0,0,0
190,2012,2012-10-11,6,37.016,TEN,,PIT,W 26-23,*,25,44,56.82,290,1,1,75.0,3,25,6.59,6.02,1,2,2.00,0,0,0,0.0,0,0
191,2012,2012-10-21,7,37.026,TEN,@,BUF,W 35-34,*,22,33,66.67,205,1,0,93.6,2,12,6.21,6.82,1,-2,-2.00,0,0,0,0.0,0,0
192,2012,2012-10-28,8,37.033,TEN,,IND,L 13-19,*,22,29,75.86,236,1,0,110.7,2,9,8.14,8.83,2,10,5.00,0,0,0,0.0,0,0
193,2012,2012-11-04,9,37.040,TEN,,CHI,L 20-51,*,20,35,57.14,200,1,1,71.1,2,20,5.71,5.00,2,18,9.00,0,0,0,0.0,0,0
194,2012,2012-11-11,10,37.047,TEN,@,MIA,W 37-3,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,-3,-1.00,0,0,0,0.0,0,0
195,2013,2013-09-29,4,38.004,IND,@,JAX,W 37-3,,2,3,66.67,37,0,0,109.0,0,0,12.33,12.33,0,0,,0,0,0,0.0,0,0
196,2013,2013-11-10,9,38.046,IND,,STL,L 8-38,,2,5,40.00,68,0,1,47.9,0,0,13.60,4.60,1,-1,-1.00,0,0,0,0.0,0,0
197,2013,2013-12-29,16,38.095,IND,,JAX,W 30-10,,3,4,75.00,25,0,0,90.6,0,0,6.25,6.25,1,-1,-1.00,0,0,0,0.0,0,0
198,2014,2014-09-21,3,38.361,IND,@,JAX,W 44-17,,2,4,50.00,20,0,0,64.6,0,0,5.00,5.00,1,-1,-1.00,0,0,0,0.0,0,0
199,2014,2014-09-28,4,39.003,IND,,TEN,W 41-17,,0,0,,0,0,0,,0,0,,,3,-2,-0.67,0,0,0,0.0,0,0
200,2014,2014-12-21,15,39.087,IND,@,DAL,L 7-42,,15,21,71.43,126,1,0,102.5,2,7,6.00,6.95,0,0,,0,0,0,0.0,0,0
201,2014,2014-12-28,16,39.094,IND,@,TEN,W 27-10,,13,19,68.42,155,1,0,110.6,0,0,8.16,9.21,4,-8,-2.00,0,0,0,0.0,0,0
202,2015,2015-10-04,4,40.009,IND,,JAX,W 16-13,*,30,47,63.83,282,1,0,87.4,3,16,6.00,6.43,3,1,0.33,0,0,0,0.0,0,0
203,2015,2015-10-08,5,40.013,IND,@,HOU,W 27-20,*,18,29,62.07,213,2,0,107.4,0,0,7.34,8.72,3,-3,-1.00,0,0,0,0.0,0,0
204,2015,2015-11-22,10,40.058,IND,@,ATL,W 24-21,*,23,32,71.88,213,2,2,84.5,2,11,6.66,5.09,3,8,2.67,0,0,0,0.0,0,0
205,2015,2015-11-29,11,40.065,IND,,TAM,W 25-12,*,26,42,61.90,315,2,0,100.8,3,6,7.50,8.45,3,-3,-1.00,0,0,0,0.0,0,0
206,2015,2015-12-06,12,40.072,IND,@,PIT,L 10-45,*,16,26,61.54,169,1,2,61.2,2,14,6.50,3.81,2,1,0.50,0,0,0,0.0,0,0
207,2015,2015-12-13,13,40.079,IND,@,JAX,L 16-51,*,18,35,51.43,252,0,0,74.9,3,33,7.20,7.20,1,10,10.00,0,0,0,0.0,0,0
208,2015,2015-12-20,14,40.086,IND,,HOU,L 10-16,*,17,30,56.67,147,1,1,66.9,2,20,4.90,4.07,1,1,1.00,0,0,0,0.0,0,0
209,2015,2015-12-27,15,40.093,IND,@,MIA,W 18-12,*,8,15,53.33,99,0,0,74.0,1,1,6.60,6.60,0,0,,0,0,0,0.0,0,0
