ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
25,2014,2014-10-19,7,27.206,BAL,,ATL,W 29-7,,,,,,,,,,,
26,2014,2014-10-26,8,27.213,BAL,@,CIN,L 24-27,,0,0,,0,0.0,1,0,0,0,0
27,2014,2014-11-02,9,27.220,BAL,@,PIT,L 23-43,,,,,,,,,,,
28,2014,2014-11-09,10,27.227,BAL,,TEN,W 21-7,*,0,0,,0,0.0,2,2,0,0,0
29,2014,2014-11-24,11,27.242,BAL,@,NOR,W 34-27,*,0,0,,0,0.0,8,1,0,0,0
30,2014,2014-11-30,12,27.248,BAL,,SDG,L 33-34,*,0,0,,0,0.0,6,4,0,0,0
31,2014,2014-12-07,13,27.255,BAL,@,MIA,W 28-13,,,,,,,,,,,
32,2014,2014-12-14,14,27.262,BAL,,JAX,W 20-12,,,,,,,,,,,
33,2014,2014-12-21,15,27.269,BAL,@,HOU,L 13-25,,0,0,,0,0.0,1,0,0,0,0
34,2014,2014-12-28,16,27.276,BAL,,CLE,W 20-10,,0,0,,0,0.0,1,0,0,0,0
35,2015,2015-09-13,1,28.170,BAL,@,DEN,L 13-19,,0,0,,0,0.0,0,0,0,0,0
36,2015,2015-09-20,2,28.177,BAL,@,OAK,L 33-37,,0,0,,0,0.0,0,0,0,0,0
37,2015,2015-09-27,3,28.184,BAL,,CIN,L 24-28,,1,3,3.00,0,0.0,0,0,0,0,0
38,2015,2015-10-01,4,28.188,BAL,@,PIT,W 23-20,,0,0,,0,0.0,0,0,0,0,0
39,2015,2015-10-11,5,28.198,BAL,,CLE,L 30-33,,0,0,,0,0.0,0,0,0,0,0
40,2015,2015-10-18,6,28.205,BAL,@,SFO,L 20-25,,0,0,,0,0.0,0,0,0,0,0
41,2015,2015-10-26,7,28.213,BAL,@,ARI,L 18-26,,0,0,,0,0.0,0,0,0,0,0
42,2015,2015-11-01,8,28.219,BAL,,SDG,W 29-26,,0,0,,0,0.0,0,0,0,0,0
43,2015,2015-11-15,9,28.233,BAL,,JAX,L 20-22,,0,0,,0,0.0,1,0,0,0,0
44,2015,2015-11-22,10,28.240,BAL,,STL,W 16-13,,0,0,,0,0.0,0,0,0,0,0
45,2015,2015-11-30,11,28.248,BAL,@,CLE,W 33-27,,0,0,,0,0.0,0,0,0,0,0
46,2015,2015-12-06,12,28.254,BAL,@,MIA,L 13-15,,0,0,,0,0.0,0,0,0,0,0
47,2015,2015-12-13,13,28.261,BAL,,SEA,L 6-35,,0,0,,0,0.0,0,0,0,0,0
48,2015,2015-12-20,14,28.268,BAL,,KAN,L 14-34,,0,0,,0,0.0,0,0,0,0,0
49,2015,2015-12-27,15,28.275,BAL,,PIT,W 20-17,,0,0,,0,0.0,0,0,0,0,0
50,2015,2016-01-03,16,28.282,BAL,@,CIN,L 16-24,,0,0,,0,0.0,0,0,0,0,0
51,2016,2016-09-11,1,29.168,BAL,,BUF,W 13-7,,0,0,,0,0.0,1,0,0,0,0
52,2016,2016-09-18,2,29.175,BAL,@,CLE,W 25-20,,0,0,,0,0.0,0,0,0,0,0
53,2016,2016-09-25,3,29.182,BAL,@,JAX,W 19-17,,0,0,,0,0.0,0,1,0,0,0
54,2016,2016-10-02,4,29.189,BAL,,OAK,L 27-28,,0,0,,0,0.0,0,0,0,0,0
55,2016,2016-10-09,5,29.196,BAL,,WAS,L 10-16,,0,0,,0,0.0,1,0,0,0,0
56,2016,2016-10-16,6,29.203,BAL,@,NYG,L 23-27,,0,0,,0,0.0,2,1,0,0,0
57,2016,2016-10-23,7,29.210,BAL,@,NYJ,L 16-24,,0,0,,0,0.0,0,0,0,0,0
58,2016,2016-11-06,8,29.224,BAL,,PIT,W 21-14,,0,0,,0,0.0,0,0,0,0,0
59,2016,2016-11-10,9,29.228,BAL,,CLE,W 28-7,,0,0,,0,0.0,0,0,0,0,0
60,2016,2016-11-20,10,29.238,BAL,@,DAL,L 17-27,,0,0,,0,0.0,0,0,0,0,0
61,2016,2016-11-27,11,29.245,BAL,,CIN,W 19-14,,0,0,,0,0.0,0,0,0,0,0
62,2016,2016-12-04,12,29.252,BAL,,MIA,W 38-6,,0,0,,0,0.0,0,1,0,0,0
63,2016,2016-12-12,13,29.260,BAL,@,NWE,L 23-30,,0,0,,0,0.0,0,0,0,0,0
64,2016,2016-12-18,14,29.266,BAL,,PHI,W 27-26,,0,0,,0,0.0,0,0,0,0,0
65,2016,2016-12-25,15,29.273,BAL,@,PIT,L 27-31,,0,0,,0,0.0,0,0,0,0,0
66,2016,2017-01-01,16,29.280,BAL,@,CIN,L 10-27,,0,0,,0,0.0,0,0,0,0,0
67,2017,2017-09-10,1,30.167,BAL,@,CIN,W 20-0,,0,0,,0,0.0,1,0,0,0,0
68,2017,2017-09-17,2,30.174,BAL,,CLE,W 24-10,,0,0,,0,0.0,0,0,0,0,0
69,2017,2017-09-24,3,30.181,BAL,@,JAX,L 7-44,,0,0,,0,0.0,0,0,0,0,0
70,2017,2017-10-01,4,30.188,BAL,,PIT,L 9-26,,0,0,,0,0.0,0,1,0,0,0
71,2017,2017-10-08,5,30.195,BAL,@,OAK,W 30-17,,0,0,,0,1.0,1,0,0,0,0
72,2017,2017-10-15,6,30.202,BAL,,CHI,L 24-27,,0,0,,0,0.0,1,0,0,0,0
73,2017,2017-10-22,7,30.209,BAL,@,MIN,L 16-24,,0,0,,0,0.0,1,0,0,0,0
74,2017,2017-10-26,8,30.213,BAL,,MIA,W 40-0,,0,0,,0,1.0,2,0,0,0,0
75,2017,2017-11-05,9,30.223,BAL,@,TEN,L 20-23,,0,0,,0,0.0,0,0,0,0,0
76,2017,2017-11-19,10,30.237,BAL,@,GNB,W 23-0,,0,0,,0,0.0,1,0,0,0,0
77,2017,2017-11-27,11,30.245,BAL,,HOU,W 23-16,,0,0,,0,0.0,0,1,1,8,0
78,2017,2017-12-03,12,30.251,BAL,,DET,W 44-20,,0,0,,0,0.0,2,0,0,0,0
79,2017,2017-12-10,13,30.258,BAL,@,PIT,L 38-39,,0,0,,0,1.0,2,0,0,0,0
80,2017,2017-12-17,14,30.265,BAL,@,CLE,W 27-10,,0,0,,0,0.0,4,0,0,0,0
81,2017,2017-12-23,15,30.271,BAL,,IND,W 23-16,,0,0,,0,0.0,3,0,0,0,0
82,2017,2017-12-31,16,30.279,BAL,,CIN,L 27-31,,0,0,,0,0.0,0,0,0,0,0
83,2018,2018-09-09,1,31.166,BAL,,BUF,W 47-3,,0,0,,0,0.0,0,0,0,0,0
84,2018,2018-09-13,2,31.170,BAL,@,CIN,L 23-34,,0,0,,0,0.0,0,0,0,0,0
85,2018,2018-09-23,3,31.180,BAL,,DEN,W 27-14,,0,0,,0,0.0,4,0,0,0,0
