ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
38,2005,2005-11-20,10,25.256,CLE,,MIA,W 22-0,*,0,0,,0,0,0,0.0,,,1,11,0
39,2005,2005-11-27,11,25.263,CLE,@,MIN,L 12-24,*,0,0,,0,0,0,0.0,,,1,24,0
40,2005,2005-12-04,12,25.270,CLE,,JAX,L 14-20,*,,,,,,,,,,,,
41,2005,2005-12-11,13,25.277,CLE,@,CIN,L 20-23,*,,,,,,,,,,,,
42,2005,2005-12-18,14,25.284,CLE,@,OAK,W 9-7,*,,,,,,,,,,,,
43,2005,2005-12-24,15,25.290,CLE,,PIT,L 0-41,*,,,,,,,,,,,,
44,2005,2006-01-01,16,25.298,CLE,,BAL,W 20-16,*,,,,,,,,,,,,
45,2006,2006-09-10,1,26.185,ATL,@,CAR,W 20-6,*,,,,,,,,,,,,
46,2006,2006-09-17,2,26.192,ATL,,TAM,W 14-3,*,,,,,,,,,,,,
47,2006,2006-09-25,3,26.200,ATL,@,NOR,L 3-23,*,,,,,,,,,,,,
48,2006,2006-10-01,4,26.206,ATL,,ARI,W 32-10,*,,,,,,,,,,,,
49,2006,2006-10-15,5,26.220,ATL,,NYG,L 14-27,*,,,,,,,,,,,,
50,2006,2006-10-22,6,26.227,ATL,,PIT,W 41-38,*,,,,,,,,,,,,
51,2006,2006-10-29,7,26.234,ATL,@,CIN,W 29-27,*,0,0,,0,0,0,1.0,,,0,0,0
52,2006,2006-11-05,8,26.241,ATL,@,DET,L 14-30,*,,,,,,,,,,,,
53,2006,2006-11-12,9,26.248,ATL,,CLE,L 13-17,*,,,,,,,,,,,,
54,2006,2006-11-19,10,26.255,ATL,@,BAL,L 10-24,*,,,,,,,,,,,,
55,2006,2006-11-26,11,26.262,ATL,,NOR,L 13-31,*,,,,,,,,,,,,
56,2006,2006-12-03,12,26.269,ATL,@,WAS,W 24-14,*,0,0,,0,0,0,0.0,,,1,28,0
57,2006,2006-12-10,13,26.276,ATL,@,TAM,W 17-6,*,,,,,,,,,,,,
58,2006,2006-12-16,14,26.282,ATL,,DAL,L 28-38,*,,,,,,,,,,,,
59,2006,2006-12-24,15,26.290,ATL,,CAR,L 3-10,*,,,,,,,,,,,,
60,2006,2006-12-31,16,26.297,ATL,@,PHI,L 17-24,*,,,,,,,,,,,,
61,2007,2007-09-23,3,27.198,ATL,,CAR,L 20-27,*,0,0,,0,0,0,1.0,,,0,0,0
62,2007,2007-09-30,4,27.205,ATL,,HOU,W 26-16,*,,,,,,,,,,,,
63,2007,2007-10-07,5,27.212,ATL,@,TEN,L 13-20,*,,,,,,,,,,,,
64,2007,2007-10-15,6,27.220,ATL,,NYG,L 10-31,*,,,,,,,,,,,,
65,2007,2007-10-21,7,27.226,ATL,@,NOR,L 16-22,*,,,,,,,,,,,,
66,2007,2007-11-04,8,27.240,ATL,,SFO,W 20-16,*,,,,,,,,,,,,
67,2007,2007-11-11,9,27.247,ATL,@,CAR,W 20-13,*,0,0,,0,0,0,0.0,,,1,6,0
68,2007,2007-11-18,10,27.254,ATL,,TAM,L 7-31,*,,,,,,,,,,,,
69,2007,2007-11-22,11,27.258,ATL,,IND,L 13-31,*,,,,,,,,,,,,
70,2007,2007-12-02,12,27.268,ATL,@,STL,L 16-28,*,0,0,,0,0,0,0.0,,,1,16,0
71,2007,2007-12-10,13,27.276,ATL,,NOR,L 14-34,*,,,,,,,,,,,,
72,2007,2007-12-16,14,27.282,ATL,@,TAM,L 3-37,*,,,,,,,,,,,,
73,2007,2007-12-23,15,27.289,ATL,@,ARI,L 27-30,*,,,,,,,,,,,,
74,2007,2007-12-30,16,27.296,ATL,,SEA,W 44-41,*,0,0,,0,0,0,0.0,,,1,18,0
75,2008,2008-09-07,1,28.182,MIA,,NYJ,L 14-20,*,0,0,,0,0,0,0.0,2,0,0,0,0
76,2008,2008-09-14,2,28.189,MIA,@,ARI,L 10-31,*,0,0,,0,0,0,0.0,2,0,0,0,0
77,2008,2008-09-21,3,28.196,MIA,@,NWE,W 38-13,,,,,,,,,,,,,
78,2008,2008-10-05,4,28.210,MIA,,SDG,W 17-10,,0,0,,0,0,0,0.0,3,0,0,0,0
79,2008,2008-10-12,5,28.217,MIA,@,HOU,L 28-29,,0,0,,0,0,0,0.0,1,0,0,0,0
80,2008,2008-10-19,6,28.224,MIA,,BAL,L 13-27,,0,0,,0,0,0,0.0,1,0,0,0,0
81,2008,2008-11-02,9,28.238,CIN,,JAX,W 21-19,,,,,,,,,,,,,
82,2008,2008-11-16,10,28.252,CIN,,PHI,T 13-13,,0,0,,0,0,0,1.0,4,0,1,22,0
83,2008,2008-11-20,11,28.256,CIN,@,PIT,L 10-27,*,0,0,,0,0,0,0.0,7,1,0,0,0
84,2008,2008-11-30,12,28.266,CIN,,BAL,L 3-34,*,0,0,,0,0,0,0.5,4,2,0,0,0
85,2008,2008-12-07,13,28.273,CIN,@,IND,L 3-35,*,0,0,,0,0,0,0.0,0,1,0,0,0
86,2008,2008-12-14,14,28.280,CIN,,WAS,W 20-13,*,0,0,,0,0,0,0.0,5,5,0,0,0
87,2008,2008-12-21,15,28.287,CIN,@,CLE,W 14-0,*,0,0,,0,0,0,0.0,3,0,0,0,0
88,2008,2008-12-28,16,28.294,CIN,,KAN,W 16-6,*,0,0,,0,0,0,0.0,2,0,0,0,0
89,2009,2009-09-13,1,29.188,CIN,,DEN,L 7-12,*,0,0,,0,0,0,0.0,2,1,0,0,0
90,2009,2009-09-20,2,29.195,CIN,@,GNB,W 31-24,*,0,0,,0,0,0,0.0,4,0,0,0,0
91,2009,2009-09-27,3,29.202,CIN,,PIT,W 23-20,*,1,21,21.00,0,0,0,0.0,5,2,0,0,0
92,2009,2009-10-04,4,29.209,CIN,@,CLE,W 23-20,*,0,0,,0,0,0,0.0,6,1,0,0,0
93,2009,2009-10-11,5,29.216,CIN,@,BAL,W 17-14,*,0,0,,0,0,0,0.0,5,0,0,0,0
94,2009,2009-10-18,6,29.223,CIN,,HOU,L 17-28,*,0,0,,0,0,0,0.0,2,1,1,18,0
95,2009,2009-10-25,7,29.230,CIN,,CHI,W 45-10,*,0,0,,0,0,0,0.0,3,1,1,20,0
96,2009,2009-11-08,8,29.244,CIN,,BAL,W 17-7,*,0,0,,0,0,0,0.0,2,3,0,0,0
97,2009,2009-11-15,9,29.251,CIN,@,PIT,W 18-12,*,0,0,,0,0,0,0.0,2,1,0,0,0
98,2009,2009-11-22,10,29.258,CIN,@,OAK,L 17-20,*,0,0,,0,0,0,0.0,3,0,0,0,0
99,2009,2009-11-29,11,29.265,CIN,,CLE,W 16-7,*,0,0,,0,0,0,0.0,3,1,0,0,0
100,2009,2009-12-06,12,29.272,CIN,,DET,W 23-13,*,0,0,,0,0,0,0.0,0,1,0,0,0
101,2009,2009-12-13,13,29.279,CIN,@,MIN,L 10-30,*,0,0,,0,0,0,0.0,1,0,0,0,0
102,2010,2010-09-12,1,30.187,CIN,@,NWE,L 24-38,*,0,0,,0,0,0,0.0,1,5,0,0,0
103,2010,2010-09-19,2,30.194,CIN,,BAL,W 15-10,*,0,0,,0,0,0,0.0,4,3,0,0,0
104,2010,2010-09-26,3,30.201,CIN,@,CAR,W 20-7,*,0,0,,0,0,0,0.0,0,1,0,0,0
105,2010,2010-10-03,4,30.208,CIN,@,CLE,L 20-23,*,0,0,,0,0,0,0.0,7,1,0,0,0
106,2010,2010-10-10,5,30.215,CIN,,TAM,L 21-24,*,0,0,,0,0,0,2.0,8,1,0,0,0
107,2010,2010-10-24,6,30.229,CIN,@,ATL,L 32-39,*,0,0,,0,0,0,0.0,4,0,0,0,0
108,2010,2010-10-31,7,30.236,CIN,,MIA,L 14-22,*,0,0,,0,0,0,0.0,3,0,0,0,0
109,2010,2010-11-08,8,30.244,CIN,,PIT,L 21-27,*,0,0,,0,0,0,0.0,1,1,0,0,0
110,2010,2010-11-21,10,30.257,CIN,,BUF,L 31-49,*,0,0,,0,0,0,0.0,1,0,0,0,0
111,2011,2011-09-11,1,31.186,CIN,@,CLE,W 27-17,*,0,0,,0,0,0,1.0,3,0,0,0,0
112,2011,2011-09-18,2,31.193,CIN,@,DEN,L 22-24,*,,,,,,,,,,,,
113,2011,2011-09-25,3,31.200,CIN,,SFO,L 8-13,*,0,0,,0,0,0,0.5,3,2,0,0,0
114,2011,2011-10-02,4,31.207,CIN,,BUF,W 23-20,*,0,0,,0,0,0,0.0,3,0,0,0,0
115,2011,2011-10-09,5,31.214,CIN,@,JAX,W 30-20,*,0,0,,0,0,0,0.0,1,0,0,0,0
116,2011,2011-10-16,6,31.221,CIN,,IND,W 27-17,*,0,0,,0,0,0,0.0,3,2,0,0,0
117,2011,2011-10-30,7,31.235,CIN,@,SEA,W 34-12,*,0,0,,0,0,0,1.0,4,0,0,0,0
118,2011,2011-11-06,8,31.242,CIN,@,TEN,W 24-17,*,0,0,,0,0,0,0.0,1,1,0,0,0
119,2011,2011-11-13,9,31.249,CIN,,PIT,L 17-24,*,0,0,,0,0,0,0.0,5,2,0,0,0
120,2011,2011-11-20,10,31.256,CIN,@,BAL,L 24-31,*,0,0,,0,0,0,0.0,4,1,0,0,0
121,2011,2011-11-27,11,31.263,CIN,,CLE,W 23-20,*,0,0,,0,0,0,0.0,2,2,0,0,0
122,2011,2011-12-04,12,31.270,CIN,@,PIT,L 7-35,*,0,0,,0,0,0,0.0,3,1,0,0,0
123,2011,2011-12-11,13,31.277,CIN,,HOU,L 19-20,*,0,0,,0,0,0,1.0,4,1,0,0,0
124,2011,2011-12-18,14,31.284,CIN,@,STL,W 20-13,*,0,0,,0,0,0,0.0,3,1,0,0,0
125,2011,2011-12-24,15,31.290,CIN,,ARI,W 23-16,*,0,0,,0,0,0,0.0,3,1,0,0,0
126,2011,2012-01-01,16,31.298,CIN,,BAL,L 16-24,*,0,0,,0,0,0,0.0,3,2,0,0,0
127,2012,2012-09-30,4,32.205,CIN,@,JAX,W 27-10,,0,0,,0,0,0,0.0,1,0,1,23,0
128,2012,2012-10-07,5,32.212,CIN,,MIA,L 13-17,,0,0,,0,0,0,0.0,1,0,0,0,0
129,2012,2012-10-14,6,32.219,CIN,@,CLE,L 24-34,,,,,,,,,,,,,
130,2012,2012-10-21,7,32.226,CIN,,PIT,L 17-24,,0,0,,0,0,0,0.0,1,1,1,0,0
131,2012,2012-11-04,8,32.240,CIN,,DEN,L 23-31,*,0,0,,0,0,0,0.0,5,2,0,0,0
132,2012,2012-11-11,9,32.247,CIN,,NYG,W 31-13,*,0,0,,0,0,0,0.0,1,4,0,0,0
133,2012,2012-11-18,10,32.254,CIN,@,KAN,W 28-6,*,0,0,,0,0,0,0.0,2,0,0,0,0
134,2012,2012-11-25,11,32.261,CIN,,OAK,W 34-10,*,0,0,,0,0,0,0.0,3,3,1,29,0
135,2012,2012-12-02,12,32.268,CIN,@,SDG,W 20-13,*,0,0,,0,0,0,0.0,4,1,0,0,0
136,2012,2012-12-09,13,32.275,CIN,,DAL,L 19-20,*,0,0,,0,0,0,0.0,2,1,0,0,0
137,2012,2012-12-13,14,32.279,CIN,@,PHI,W 34-13,*,0,0,,0,0,0,0.0,4,0,0,0,0
138,2012,2012-12-23,15,32.289,CIN,@,PIT,W 13-10,*,0,0,,0,0,0,0.0,4,0,0,0,0
139,2012,2012-12-30,16,32.296,CIN,,BAL,W 23-17,*,0,0,,0,0,0,0.0,1,0,0,0,0
140,2013,2013-09-29,4,33.204,CIN,@,CLE,L 6-17,,0,0,,0,0,0,0.0,1,0,0,0,0
141,2013,2013-10-06,5,33.211,CIN,,NWE,W 13-6,,0,0,,0,0,0,0.5,4,4,0,0,0
142,2013,2013-10-13,6,33.218,CIN,@,BUF,W 27-24,,,,,,,,,,,,,
143,2013,2013-10-20,7,33.225,CIN,@,DET,W 27-24,*,0,0,,0,0,0,0.0,2,0,0,0,0
144,2013,2013-10-27,8,33.232,CIN,,NYJ,W 49-9,,0,0,,0,0,6,0.0,4,1,1,32,1
145,2013,2013-10-31,9,33.236,CIN,@,MIA,L 20-22,,0,0,,0,0,0,0.0,3,0,0,0,0
146,2013,2013-11-10,10,33.246,CIN,@,BAL,L 17-20,*,0,0,,0,0,0,0.0,4,1,0,0,0
147,2013,2013-12-01,12,33.267,CIN,@,SDG,W 17-10,,0,0,,0,0,0,0.0,2,1,0,0,0
148,2013,2013-12-08,13,33.274,CIN,,IND,W 42-28,,,,,,,,,,,,,
149,2013,2013-12-15,14,33.281,CIN,@,PIT,L 20-30,,0,0,,0,0,0,0.0,1,1,0,0,0
150,2013,2013-12-22,15,33.288,CIN,,MIN,W 42-14,,0,0,,0,0,0,0.0,2,1,0,0,0
151,2013,2013-12-29,16,33.295,CIN,,BAL,W 34-17,*,0,0,,0,0,0,1.0,4,0,1,9,0
