ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
65,1995,1995-09-03,1,27.193,DEN,,BUF,W 22-7,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
66,1995,1995-09-10,2,27.200,DEN,@,DAL,L 21-31,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
67,1995,1995-09-17,3,27.207,DEN,,WAS,W 38-31,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
68,1995,1995-09-24,4,27.214,DEN,@,SDG,L 6-17,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,,,,0,
69,1995,1995-10-01,5,27.221,DEN,@,SEA,L 10-27,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
70,1995,1995-10-08,6,27.228,DEN,@,NWE,W 37-3,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
71,1995,1995-10-16,7,27.236,DEN,,OAK,W 27-0,0,0,,0,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,,,,,0,0
72,1995,1995-10-22,8,27.242,DEN,,KAN,L 7-21,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
73,1995,1995-11-05,9,27.256,DEN,,ARI,W 38-6,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
74,1995,1995-11-12,10,27.263,DEN,@,PHI,L 13-31,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0
75,1995,1995-11-19,11,27.270,DEN,,SDG,W 30-27,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
76,1995,1995-11-26,12,27.277,DEN,@,HOU,L 33-42,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
77,1995,1995-12-03,13,27.284,DEN,,JAX,W 31-23,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
78,1995,1995-12-10,14,27.291,DEN,,SEA,L 27-31,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0
79,1995,1995-12-17,15,27.298,DEN,@,KAN,L 17-20,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
80,1995,1995-12-24,16,27.305,DEN,@,OAK,W 31-28,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
81,1996,1996-09-01,1,28.192,DEN,,NYJ,W 31-6,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
82,1996,1996-09-08,2,28.199,DEN,@,SEA,W 30-20,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
83,1996,1996-09-15,3,28.206,DEN,,TAM,W 27-23,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
84,1996,1996-09-22,4,28.213,DEN,@,KAN,L 14-17,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
85,1996,1996-09-29,5,28.220,DEN,@,CIN,W 14-10,1,3,3.00,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,,,,,0,0
86,1996,1996-10-06,6,28.227,DEN,,SDG,W 28-17,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
87,1996,1996-10-20,7,28.241,DEN,,BAL,W 45-34,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
88,1996,1996-10-27,8,28.248,DEN,,KAN,W 34-7,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
89,1996,1996-11-04,9,28.256,DEN,@,OAK,W 22-21,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
90,1996,1996-11-10,10,28.262,DEN,,CHI,W 17-12,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
91,1996,1996-11-17,11,28.269,DEN,@,NWE,W 34-8,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
92,1996,1996-11-24,12,28.276,DEN,@,MIN,W 21-17,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
93,1996,1996-12-01,13,28.283,DEN,,SEA,W 34-7,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0
94,1996,1996-12-08,14,28.290,DEN,@,GNB,L 6-41,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
95,1996,1996-12-15,15,28.297,DEN,,OAK,W 24-19,0,0,,0,,0,0,,0,0.0%,,,,,,,,,,,,,0,
96,1996,1996-12-22,16,28.304,DEN,@,SDG,L 10-16,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,,,,0,
