ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
43,2017,2017-09-11,1,26.213,DEN,,LAC,W 24-21,*,20,81,4.05,0,3,1,7,7.00,0,33.3%,2.33,,0,0,0.0,0,0
44,2017,2017-09-17,2,26.219,DEN,,DAL,W 42-17,*,25,118,4.72,1,3,3,36,12.00,1,100.0%,12.00,,2,12,0.0,0,0
45,2017,2017-09-24,3,26.226,DEN,@,BUF,L 16-26,*,8,36,4.50,0,2,2,7,3.50,0,100.0%,3.50,,0,0,0.0,0,0
46,2017,2017-10-01,4,26.233,DEN,,OAK,W 16-10,*,20,95,4.75,0,4,4,17,4.25,0,100.0%,4.25,,0,0,0.0,0,0
47,2017,2017-10-15,5,26.247,DEN,,NYG,L 10-23,*,9,17,1.89,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
48,2017,2017-10-22,6,26.254,DEN,@,LAC,L 0-21,*,10,44,4.40,0,2,1,17,17.00,0,50.0%,8.50,,0,0,0.0,0,0
49,2017,2017-10-30,7,26.262,DEN,@,KAN,L 19-29,*,15,78,5.20,0,1,1,7,7.00,0,100.0%,7.00,,0,0,0.0,0,0
50,2017,2017-11-05,8,26.268,DEN,@,PHI,L 23-51,*,9,13,1.44,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
51,2017,2017-11-12,9,26.275,DEN,,NWE,L 16-41,*,10,54,5.40,0,1,1,1,1.00,0,100.0%,1.00,,0,0,0.0,0,0
52,2017,2017-11-19,10,26.282,DEN,,CIN,L 17-20,*,13,37,2.85,1,3,2,19,9.50,0,66.7%,6.33,,1,6,0.0,0,0
53,2017,2017-11-26,11,26.289,DEN,@,OAK,L 14-21,*,5,12,2.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
54,2017,2017-12-03,12,26.296,DEN,@,MIA,L 9-35,*,15,67,4.47,0,7,4,43,10.75,0,57.1%,6.14,,0,0,0.0,0,0
55,2017,2017-12-10,13,26.303,DEN,,NYJ,W 23-0,*,22,48,2.18,0,2,2,25,12.50,0,100.0%,12.50,,0,0,0.0,0,0
56,2017,2017-12-14,14,26.307,DEN,@,IND,W 25-13,*,30,158,5.27,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
57,2017,2017-12-24,15,26.317,DEN,@,WAS,L 11-27,*,16,88,5.50,1,9,7,45,6.43,0,77.8%,5.00,1,1,8,0.0,0,0
58,2017,2017-12-31,16,26.324,DEN,,KAN,L 24-27,*,18,61,3.39,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
59,2018,2018-09-09,1,27.211,CAR,,DAL,W 16-8,,7,35,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
60,2018,2018-09-16,2,27.218,CAR,@,ATL,L 24-31,*,3,31,10.33,0,2,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
61,2018,2018-09-23,3,27.225,CAR,,CIN,W 31-21,,2,9,4.50,0,1,1,24,24.00,1,100.0%,24.00,,1,6,0.0,0,0
