ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
30,1992,1992-09-20,2,24.341,NWE,,SEA,L 6-10,5,2,31,15.50,0,40.0%,6.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0
31,1992,1992-09-27,3,24.348,NWE,,BUF,L 7-41,10,7,69,9.86,0,70.0%,6.90,0,0,,0,0,0,,0,0,0,,0,,,,0,0
32,1992,1992-10-04,4,24.355,NWE,@,NYJ,L 21-30,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
33,1992,1992-10-11,5,24.362,NWE,,SFO,L 12-24,8,7,84,12.00,0,87.5%,10.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0
34,1992,1992-10-18,6,25.003,NWE,@,MIA,L 17-38,7,3,35,11.67,0,42.9%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
35,1992,1992-10-25,7,25.010,NWE,,CLE,L 17-19,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,
36,1992,1992-11-01,8,25.017,NWE,@,BUF,L 7-16,4,4,36,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
37,1992,1992-11-08,9,25.024,NWE,,NOR,L 14-31,10,3,12,4.00,0,30.0%,1.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0
38,1992,1992-11-15,10,25.031,NWE,@,IND,W 37-34,1,1,65,65.00,1,100.0%,65.00,1,1,1.00,0,0,0,,0,0,0,,0,,,,1,6
39,1992,1992-11-22,11,25.038,NWE,,NYJ,W 24-3,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,0,,,,0,0
40,1992,1992-11-29,12,25.045,NWE,@,ATL,L 0-34,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
41,1992,1992-12-06,13,25.052,NWE,,IND,L 0-6,6,2,12,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
42,1992,1992-12-13,14,25.059,NWE,@,KAN,L 20-27,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,,,0,
43,1992,1992-12-20,15,25.066,NWE,@,CIN,L 10-20,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0
44,1992,1992-12-27,16,25.073,NWE,,MIA,L 13-16,2,1,33,33.00,0,50.0%,16.50,1,2,2.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
45,1993,1993-09-05,1,25.325,NWE,@,BUF,L 14-38,6,3,21,7.00,1,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,1,6
46,1993,1993-09-12,2,25.332,NWE,,DET,L 16-19,10,6,68,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,0,0,,,,,,0,0
47,1993,1993-09-19,3,25.339,NWE,,SEA,L 14-17,12,4,49,12.25,0,33.3%,4.08,0,0,,0,0,0,,0,0,0,,,,,,0,0
48,1993,1993-09-26,4,25.346,NWE,@,NYJ,L 7-45,7,2,28,14.00,0,28.6%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
49,1993,1993-10-10,5,25.360,NWE,@,PHO,W 23-21,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,,,,,0,0
50,1993,1993-10-17,6,26.002,NWE,,HOU,L 14-28,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
51,1993,1993-10-24,7,26.009,NWE,@,SEA,L 9-10,8,2,19,9.50,0,25.0%,2.38,0,0,,0,0,0,,0,0,0,,,,,,0,0
52,1993,1993-10-31,8,26.016,NWE,@,IND,L 6-9,2,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
53,1993,1993-11-21,10,26.037,NWE,@,MIA,L 13-17,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
54,1993,1993-11-28,11,26.044,NWE,,NYJ,L 0-6,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
55,1993,1993-12-12,13,26.058,NWE,,CIN,W 7-2,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
56,1993,1993-12-19,14,26.065,NWE,@,CLE,W 20-17,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
57,1993,1993-12-26,15,26.072,NWE,,IND,W 38-0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
58,1993,1994-01-02,16,26.079,NWE,,MIA,W 33-27,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
59,1994,1994-09-12,2,26.332,CHI,@,PHI,L 22-30,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
60,1994,1994-10-23,7,27.008,CHI,@,DET,L 16-21,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
61,1994,1994-10-31,8,27.016,CHI,,GNB,L 6-33,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
62,1994,1994-11-06,9,27.022,CHI,@,TAM,W 20-6,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
63,1994,1994-11-13,10,27.029,CHI,@,MIA,W 17-14,2,1,24,24.00,0,50.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
64,1994,1994-11-20,11,27.036,CHI,,DET,W 20-10,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
65,1994,1994-11-27,12,27.043,CHI,@,ARI,W 19-16,4,2,16,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
66,1994,1994-12-01,13,27.047,CHI,@,MIN,L 27-33,5,4,63,15.75,1,80.0%,12.60,0,0,,0,0,0,,0,0,0,,,,,,1,6
67,1994,1994-12-11,14,27.057,CHI,@,GNB,L 3-40,4,1,9,9.00,0,25.0%,2.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
