ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
51,2015,2016-01-03,16,28.123,NOR,@,ATL,W 20-17,,2,2,100.0,2,2,100.0,0,8
52,2016,2016-11-20,10,29.079,MIN,,ARI,W 30-24,,3,4,75.0,1,1,100.0,0,6
53,2016,2016-11-24,11,29.083,MIN,@,DET,L 13-16,,1,1,100.0,2,2,100.0,0,7
54,2016,2016-12-01,12,29.090,MIN,,DAL,L 15-17,,,,,3,3,100.0,0,9
55,2016,2016-12-11,13,29.100,MIN,@,JAX,W 25-16,,1,2,50.0,4,4,100.0,0,13
56,2016,2016-12-18,14,29.107,MIN,,IND,L 6-34,,,,,2,2,100.0,0,6
57,2016,2016-12-24,15,29.113,MIN,@,GNB,L 25-38,,1,2,50.0,2,2,100.0,0,7
58,2016,2017-01-01,16,29.121,MIN,,CHI,W 38-10,,5,5,100.0,1,1,100.0,0,8
59,2017,2017-09-11,1,30.009,MIN,,NOR,W 29-19,,2,3,66.7,3,3,100.0,0,11
60,2017,2017-09-17,2,30.015,MIN,@,PIT,L 9-26,,,1,0.0,1,1,100.0,0,3
61,2017,2017-09-24,3,30.022,MIN,,TAM,W 34-17,,4,4,100.0,2,2,100.0,0,10
62,2017,2017-10-01,4,30.029,MIN,,DET,L 7-14,,1,1,100.0,,1,0.0,0,1
63,2017,2017-10-09,5,30.037,MIN,@,CHI,W 20-17,,2,2,100.0,2,2,100.0,0,8
64,2017,2017-10-15,6,30.043,MIN,,GNB,W 23-10,,2,2,100.0,3,3,100.0,0,11
65,2017,2017-10-22,7,30.050,MIN,,BAL,W 24-16,,,1,0.0,6,6,100.0,0,18
66,2017,2017-10-29,8,30.057,MIN,@,CLE,W 33-16,,1,2,50.0,4,4,100.0,0,13
67,2017,2017-11-12,9,30.071,MIN,@,WAS,W 38-30,,5,5,100.0,1,1,100.0,0,8
68,2017,2017-11-19,10,30.078,MIN,,LAR,W 24-7,,3,3,100.0,1,3,33.3,0,6
69,2017,2017-11-23,11,30.082,MIN,@,DET,W 30-23,,3,4,75.0,1,2,50.0,0,6
70,2017,2017-12-03,12,30.092,MIN,@,ATL,W 14-9,,2,2,100.0,,,,0,2
71,2017,2017-12-10,13,30.099,MIN,@,CAR,L 24-31,,1,1,100.0,3,4,75.0,0,10
72,2017,2017-12-17,14,30.106,MIN,,CIN,W 34-7,,4,4,100.0,2,2,100.0,0,10
73,2017,2017-12-23,15,30.112,MIN,@,GNB,W 16-0,,1,1,100.0,3,3,100.0,0,10
74,2017,2017-12-31,16,30.120,MIN,,CHI,W 23-10,,3,3,100.0,,1,0.0,0,3
