ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
40,1997,1997-09-28,5,28.281,DEN,@,ATL,W 29-21,,,,,,0,0,0,,0,0.0%,
41,1997,1997-10-06,6,28.289,DEN,,NWE,W 34-13,,,,,,,0,0,,0,0.0%,
42,1997,1997-10-19,7,28.302,DEN,@,OAK,L 25-28,,,,,,,0,0,,0,0.0%,
43,1997,1997-10-26,8,28.309,DEN,@,BUF,W 23-20,,,,,,,0,0,,0,0.0%,
44,1997,1997-11-02,9,28.316,DEN,,SEA,W 30-27,,,,,,,0,0,,0,0.0%,
45,1997,1997-11-09,10,28.323,DEN,,CAR,W 34-0,,0,0,,0,1,1,21,21.00,0,100.0%,21.00
46,1997,1997-11-16,11,28.330,DEN,@,KAN,L 22-24,,,,,,,0,0,,0,0.0%,
47,1997,1997-11-24,12,28.338,DEN,,OAK,W 31-3,,,,,,,0,0,,0,0.0%,
48,1997,1997-11-30,13,28.344,DEN,@,SDG,W 38-28,,,,,,,0,0,,0,0.0%,
49,1997,1997-12-07,14,28.351,DEN,@,PIT,L 24-35,,,,,,,0,0,,0,0.0%,
50,1997,1997-12-15,15,28.359,DEN,@,SFO,L 17-34,,,,,,0,0,0,,0,0.0%,
51,1997,1997-12-21,16,29.000,DEN,,SDG,W 38-3,,,,,,,0,0,,0,0.0%,
52,1998,1998-09-07,1,29.260,DEN,,NWE,W 27-21,,,,,,,,,,,0.0%,
53,1998,1998-09-13,2,29.266,DEN,,DAL,W 42-23,,,,,,,,,,,0.0%,
54,1998,1998-09-20,3,29.273,DEN,@,OAK,W 34-17,,,,,,,,,,,0.0%,
55,1998,1998-09-27,4,29.280,DEN,@,WAS,W 38-16,,,,,,,,,,,0.0%,
56,1998,1998-10-04,5,29.287,DEN,,PHI,W 41-16,,,,,,,,,,,0.0%,
57,1998,1998-10-11,6,29.294,DEN,@,SEA,W 21-16,,,,,,,,,,,0.0%,
58,1998,1998-10-25,7,29.308,DEN,,JAX,W 37-24,,,,,,,,,,,0.0%,
59,1998,1998-11-01,8,29.315,DEN,@,CIN,W 33-26,,,,,,,,,,,0.0%,
60,1998,1998-11-08,9,29.322,DEN,,SDG,W 27-10,,,,,,,,,,,0.0%,
61,1998,1998-11-16,10,29.330,DEN,@,KAN,W 30-7,,,,,,,,,,,0.0%,
62,1998,1998-11-22,11,29.336,DEN,,OAK,W 40-14,,,,,,,,,,,0.0%,
63,1998,1998-11-29,12,29.343,DEN,@,SDG,W 31-16,,,,,,,,,,,0.0%,
64,1998,1998-12-06,13,29.350,DEN,,KAN,W 35-31,,,,,,,,,,,0.0%,
65,1998,1998-12-13,14,29.357,DEN,@,NYG,L 16-20,,,,,,,,,,,0.0%,
66,1998,1998-12-21,15,30.000,DEN,@,MIA,L 21-31,,,,,,,,,,,0.0%,
67,1998,1998-12-27,16,30.006,DEN,,SEA,W 28-21,,,,,,,,,,,0.0%,
68,1999,1999-09-13,1,30.266,DEN,,MIA,L 21-38,,,,,,,,,,,0.0%,
69,1999,1999-09-19,2,30.272,DEN,@,KAN,L 10-26,,,,,,,,,,,0.0%,
70,1999,1999-09-26,3,30.279,DEN,@,TAM,L 10-13,,,,,,0,,,,,0.0%,
71,1999,1999-10-03,4,30.286,DEN,,NYJ,L 13-21,,,,,,,,,,,0.0%,
72,1999,1999-10-10,5,30.293,DEN,@,OAK,W 16-13,,1,1,1.00,0,0,0,0,,0,0.0%,
73,1999,1999-10-17,6,30.300,DEN,,GNB,W 31-10,,,,,,,,,,,0.0%,
74,1999,1999-10-24,7,30.307,DEN,@,NWE,L 23-24,,,,,,,,,,,0.0%,
75,1999,1999-10-31,8,30.314,DEN,,MIN,L 20-23,,1,1,1.00,0,0,0,0,,0,0.0%,
76,1999,1999-11-07,9,30.321,DEN,@,SDG,W 33-17,,,,,,0,,,,,0.0%,
77,1999,1999-11-14,10,30.328,DEN,@,SEA,L 17-20,,0,0,,0,,0,0,,0,0.0%,
78,1999,1999-11-22,11,30.336,DEN,,OAK,W 27-21,,,,,,,,,,,0.0%,
79,1999,1999-12-05,12,30.349,DEN,,KAN,L 10-16,,,,,,0,,,,,0.0%,
80,1999,1999-12-13,13,30.357,DEN,@,JAX,L 24-27,,,,,,0,,,,,0.0%,
81,1999,1999-12-19,14,30.363,DEN,,SEA,W 36-30,,,,,,0,,,,,0.0%,
82,1999,1999-12-25,15,31.004,DEN,@,DET,W 17-7,,,,,,,,,,,0.0%,
83,1999,2000-01-02,16,31.012,DEN,,SDG,L 6-12,,,,,,0,,,,,0.0%,
