ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
88,2014,2014-11-09,9,28.100,MIA,@,DET,L 16-20,*,8,5,51,10.20,1,62.5%,6.38,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
89,2014,2014-11-13,10,28.104,MIA,,BUF,W 22-9,*,7,4,38,9.50,0,57.1%,5.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
90,2014,2014-11-23,11,28.114,MIA,@,DEN,L 36-39,*,5,4,35,8.75,1,80.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
91,2014,2014-12-01,12,28.122,MIA,@,NYJ,W 16-13,*,11,6,69,11.50,0,54.5%,6.27,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
92,2014,2014-12-07,13,28.128,MIA,,BAL,L 13-28,*,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
93,2014,2014-12-14,14,28.135,MIA,@,NWE,L 13-41,*,7,5,104,20.80,1,71.4%,14.86,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
94,2014,2014-12-21,15,28.142,MIA,,MIN,W 37-35,*,5,5,58,11.60,2,100.0%,11.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
95,2014,2014-12-28,16,28.149,MIA,,NYJ,L 24-37,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
96,2015,2015-09-14,1,29.044,MIN,@,SFO,L 3-20,*,7,6,63,10.50,0,85.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
97,2015,2015-09-20,2,29.050,MIN,,DET,W 26-16,*,3,3,38,12.67,0,100.0%,12.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
98,2015,2015-09-27,3,29.057,MIN,,SDG,W 31-14,*,4,3,49,16.33,0,75.0%,12.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
99,2015,2015-10-04,4,29.064,MIN,@,DEN,L 20-23,,10,8,83,10.38,1,80.0%,8.30,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
100,2015,2015-10-18,5,29.078,MIN,,KAN,W 16-10,*,9,2,23,11.50,0,22.2%,2.56,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
101,2015,2015-10-25,6,29.085,MIN,@,DET,W 28-19,*,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
102,2015,2015-11-01,7,29.092,MIN,@,CHI,W 23-20,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
103,2015,2015-11-08,8,29.099,MIN,,STL,W 21-18,*,6,1,4,4.00,0,16.7%,0.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
104,2015,2015-11-15,9,29.106,MIN,@,OAK,W 30-14,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
105,2015,2015-11-22,10,29.113,MIN,,GNB,L 13-30,*,2,0,0,,0,0.0%,0.00,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
106,2015,2015-11-29,11,29.120,MIN,@,ATL,W 20-10,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
107,2015,2015-12-06,12,29.127,MIN,,SEA,L 7-38,,3,2,43,21.50,0,66.7%,14.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
108,2015,2015-12-10,13,29.131,MIN,@,ARI,L 20-23,*,5,3,42,14.00,1,60.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
109,2015,2015-12-20,14,29.141,MIN,,CHI,W 38-17,,3,3,37,12.33,0,100.0%,12.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
110,2015,2015-12-27,15,29.148,MIN,,NYG,W 49-17,,6,2,11,5.50,0,33.3%,1.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
111,2015,2016-01-03,16,29.155,MIN,@,GNB,W 20-13,*,3,1,22,22.00,0,33.3%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
112,2016,2016-09-11,1,30.041,BAL,,BUF,W 13-7,*,6,3,91,30.33,1,50.0%,15.17,1,11,11.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
113,2016,2016-09-18,2,30.048,BAL,@,CLE,W 25-20,*,6,4,41,10.25,2,66.7%,6.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,2,12,0.0,0,0
114,2016,2016-09-25,3,30.055,BAL,@,JAX,W 19-17,*,6,3,34,11.33,0,50.0%,5.67,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
115,2016,2016-10-02,4,30.062,BAL,,OAK,L 27-28,*,9,4,44,11.00,0,44.4%,4.89,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,2,0.0,0,0
116,2016,2016-10-09,5,30.069,BAL,,WAS,L 10-16,*,11,7,63,9.00,0,63.6%,5.73,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
117,2016,2016-10-16,6,30.076,BAL,@,NYG,L 23-27,*,9,4,97,24.25,0,44.4%,10.78,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
118,2016,2016-10-23,7,30.083,BAL,@,NYJ,L 16-24,*,13,10,120,12.00,0,76.9%,9.23,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
119,2016,2016-11-06,8,30.097,BAL,,PIT,W 21-14,*,6,4,124,31.00,1,66.7%,20.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
120,2016,2016-11-10,9,30.101,BAL,,CLE,W 28-7,*,5,4,59,14.75,0,80.0%,11.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
121,2016,2016-11-20,10,30.111,BAL,@,DAL,L 17-27,*,10,5,62,12.40,0,50.0%,6.20,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
122,2016,2016-11-27,11,30.118,BAL,,CIN,W 19-14,*,4,3,57,19.00,0,75.0%,14.25,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
123,2016,2016-12-04,12,30.125,BAL,,MIA,W 38-6,*,7,6,59,9.83,0,85.7%,8.43,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
124,2016,2016-12-12,13,30.133,BAL,@,NWE,L 23-30,*,8,5,52,10.40,0,62.5%,6.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
125,2016,2016-12-18,14,30.139,BAL,,PHI,W 27-26,*,5,2,60,30.00,0,40.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
126,2016,2016-12-25,15,30.146,BAL,@,PIT,L 27-31,*,7,4,21,5.25,0,57.1%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
127,2016,2017-01-01,16,30.153,BAL,@,CIN,L 10-27,*,4,4,33,8.25,0,100.0%,8.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
128,2017,2017-09-10,1,31.040,BAL,@,CIN,W 20-0,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
129,2017,2017-09-17,2,31.047,BAL,,CLE,W 24-10,*,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
130,2017,2017-09-24,3,31.054,BAL,@,JAX,L 7-44,*,5,1,6,6.00,0,20.0%,1.20,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
131,2017,2017-10-01,4,31.061,BAL,,PIT,L 9-26,*,10,6,55,9.17,1,60.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,1,6,0.0,0,0
132,2017,2017-10-08,5,31.068,BAL,@,OAK,W 30-17,*,3,3,133,44.33,0,100.0%,44.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,0.0,0,0
