ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
38,1987,1987-11-22,10,26.212,NYG,@,NOR,L 14-23,0,0,,0,,0,0,,0,,,0,
39,1987,1987-11-29,11,26.219,NYG,@,WAS,L 19-23,8,16,2.00,0,,1,25,25.00,0,,,0,0
40,1987,1987-12-06,12,26.226,NYG,,PHI,W 23-20,1,0,0.00,0,,1,9,9.00,0,,,0,0
41,1987,1987-12-13,13,26.233,NYG,@,STL,L 24-27,0,0,,0,,0,0,,0,,,0,
42,1987,1987-12-19,14,26.239,NYG,,GNB,W 20-10,6,10,1.67,0,,2,8,4.00,0,,,0,0
43,1987,1987-12-27,15,26.247,NYG,,NYJ,W 20-7,2,10,5.00,0,,3,22,7.33,0,,,0,0
44,1988,1988-09-05,1,27.134,NYG,,WAS,W 27-20,0,0,,0,,0,0,,0,,,0,
45,1988,1988-09-11,2,27.140,NYG,,SFO,L 17-20,0,0,,0,,1,6,6.00,0,,,0,0
46,1988,1988-09-18,3,27.147,NYG,@,DAL,W 12-10,0,0,,0,,0,0,,0,,,0,
47,1988,1988-09-25,4,27.154,NYG,,RAM,L 31-45,0,0,,0,,0,0,,0,,,0,
48,1988,1988-10-02,5,27.161,NYG,@,WAS,W 24-23,8,25,3.13,1,,0,0,,0,,,1,6
49,1988,1988-10-10,6,27.169,NYG,@,PHI,L 13-24,3,11,3.67,0,,0,0,,0,,,0,0
50,1988,1988-10-16,7,27.175,NYG,,DET,W 30-10,9,31,3.44,0,,2,11,5.50,0,,,0,0
51,1988,1988-10-23,8,27.182,NYG,@,ATL,W 23-16,5,17,3.40,0,,2,34,17.00,0,,,0,0
52,1988,1988-10-30,9,27.189,NYG,@,DET,W 13-10,3,10,3.33,0,,3,22,7.33,0,,,0,0
53,1988,1988-11-06,10,27.196,NYG,,DAL,W 29-21,2,6,3.00,0,,0,0,,0,,,0,0
54,1988,1988-11-13,11,27.203,NYG,@,PHO,L 17-24,4,17,4.25,0,,3,31,10.33,1,,,1,6
55,1988,1988-11-20,12,27.210,NYG,,PHI,L 17-23,4,6,1.50,0,,2,29,14.50,0,,,0,0
56,1988,1988-11-27,13,27.217,NYG,@,NOR,W 13-12,1,3,3.00,0,,4,50,12.50,0,,,0,0
57,1988,1988-12-04,14,27.224,NYG,,PHO,W 44-7,4,13,3.25,0,,1,3,3.00,0,,,0,0
58,1988,1988-12-11,15,27.231,NYG,,KAN,W 28-12,2,6,3.00,1,,0,0,,0,,,1,6
59,1988,1988-12-18,16,27.238,NYG,@,NYJ,L 21-27,1,1,1.00,0,,1,8,8.00,0,,,0,0
60,1989,1989-09-11,1,28.140,NYG,@,WAS,W 27-24,8,19,2.38,0,,0,0,,0,,,0,0
61,1989,1989-09-17,2,28.146,NYG,,DET,W 24-14,3,15,5.00,0,,4,28,7.00,0,,,0,0
62,1989,1989-09-24,3,28.153,NYG,,PHO,W 35-7,2,6,3.00,0,,0,0,,0,,,0,0
63,1989,1989-10-01,4,28.160,NYG,@,DAL,W 30-13,7,27,3.86,0,,0,0,,0,,,0,0
64,1989,1989-10-08,5,28.167,NYG,@,PHI,L 19-21,1,1,1.00,0,,1,18,18.00,0,,,0,0
65,1989,1989-10-15,6,28.174,NYG,,WAS,W 20-17,1,0,0.00,0,,1,9,9.00,0,,,0,0
66,1989,1989-10-22,7,28.181,NYG,@,SDG,W 20-13,4,6,1.50,0,,0,0,,0,,,0,0
67,1989,1989-10-30,8,28.189,NYG,,MIN,W 24-14,1,-1,-1.00,0,,0,0,,0,,,0,0
68,1989,1989-11-05,9,28.195,NYG,@,PHO,W 20-13,0,0,,0,,0,0,,0,,,0,
69,1989,1989-11-12,10,28.202,NYG,@,RAM,L 10-31,0,0,,0,,1,13,13.00,0,,,0,0
70,1989,1989-11-19,11,28.209,NYG,,SEA,W 15-3,4,9,2.25,0,,1,16,16.00,0,,,0,0
71,1989,1989-11-27,12,28.217,NYG,@,SFO,L 24-34,1,3,3.00,0,,1,5,5.00,0,,,0,0
72,1989,1989-12-03,13,28.223,NYG,,PHI,L 17-24,0,0,,0,,0,0,,0,,,0,
73,1989,1989-12-10,14,28.230,NYG,@,DEN,W 14-7,11,43,3.91,0,,5,34,6.80,0,,,0,0
74,1989,1989-12-16,15,28.236,NYG,,DAL,W 15-0,8,7,0.88,0,,0,0,,0,,,0,0
75,1989,1989-12-24,16,28.244,NYG,,RAI,W 34-17,6,18,3.00,0,,1,9,9.00,0,,,0,0
76,1990,1990-09-09,1,29.138,NYG,,PHI,W 27-20,0,0,,0,,4,33,8.25,0,,,0,0
77,1990,1990-09-16,2,29.145,NYG,@,DAL,W 28-7,2,9,4.50,0,,0,0,,0,,,0,0
78,1990,1990-09-23,3,29.152,NYG,,MIA,W 20-3,4,17,4.25,0,,0,0,,0,,,0,0
79,1990,1990-09-30,4,29.159,NYG,,DAL,W 31-17,1,4,4.00,0,,1,3,3.00,0,,,0,0
80,1990,1990-10-14,5,29.173,NYG,@,WAS,W 24-20,2,6,3.00,0,,3,73,24.33,0,,,0,0
81,1990,1990-10-21,6,29.180,NYG,,PHO,W 20-19,3,4,1.33,0,,0,0,,0,,,0,0
82,1990,1990-10-28,7,29.187,NYG,,WAS,W 21-10,1,3,3.00,0,,1,13,13.00,0,,,0,0
83,1990,1990-11-05,8,29.195,NYG,@,IND,W 24-7,3,7,2.33,0,,0,0,,0,,,0,0
84,1990,1990-11-11,9,29.201,NYG,@,RAM,W 31-7,2,5,2.50,0,,0,0,,0,,,0,0
85,1990,1990-11-18,10,29.208,NYG,,DET,W 20-0,1,0,0.00,0,,2,8,4.00,0,,,0,0
86,1990,1990-11-25,11,29.215,NYG,@,PHI,L 13-31,0,0,,0,,1,7,7.00,0,,,0,0
87,1990,1990-12-03,12,29.223,NYG,@,SFO,L 3-7,0,0,,0,,1,9,9.00,0,,,0,0
88,1990,1990-12-09,13,29.229,NYG,,MIN,W 23-15,0,0,,0,,0,0,,0,,,0,
89,1990,1990-12-15,14,29.235,NYG,,BUF,L 13-17,3,6,2.00,0,,0,0,,0,,,0,0
90,1990,1990-12-23,15,29.243,NYG,@,PHO,W 24-21,12,67,5.58,0,,0,0,,0,,,0,0
91,1990,1990-12-30,16,29.250,NYG,@,NWE,W 13-10,2,15,7.50,0,,1,5,5.00,0,,,0,0
92,1991,1991-09-02,1,30.131,NYG,,SFO,W 16-14,2,4,2.00,0,,0,0,,0,,,0,0
93,1991,1991-09-08,2,30.137,NYG,,RAM,L 13-19,3,14,4.67,0,,0,0,,0,,,0,0
94,1991,1991-09-15,3,30.144,NYG,@,CHI,L 17-20,1,4,4.00,0,,2,14,7.00,0,,,0,0
95,1991,1991-09-22,4,30.151,NYG,,CLE,W 13-10,1,3,3.00,0,,0,0,,0,,,0,0
96,1991,1991-09-29,5,30.158,NYG,@,DAL,L 16-21,2,4,2.00,0,,0,0,,0,,,0,0
97,1991,1991-10-06,6,30.165,NYG,,PHO,W 20-9,2,7,3.50,0,,0,0,,0,,,0,0
98,1991,1991-10-14,7,30.173,NYG,@,PIT,W 23-20,2,7,3.50,0,,3,15,5.00,0,,,0,0
99,1991,1991-10-27,8,30.186,NYG,,WAS,L 13-17,3,12,4.00,0,,1,1,1.00,0,,,0,0
100,1991,1991-11-04,9,30.194,NYG,@,PHI,L 7-30,1,0,0.00,0,,0,0,,0,,,0,0
101,1991,1991-11-10,10,30.200,NYG,@,PHO,W 21-14,5,23,4.60,0,,0,0,,0,,,0,0
102,1991,1991-11-17,11,30.207,NYG,,DAL,W 22-9,4,10,2.50,0,,0,0,,0,,,0,0
103,1991,1991-11-24,12,30.214,NYG,@,TAM,W 21-14,1,5,5.00,0,,0,0,,0,,,0,0
104,1991,1991-12-01,13,30.221,NYG,@,CIN,L 24-27,1,2,2.00,0,,1,9,9.00,0,,,0,0
105,1991,1991-12-08,14,30.228,NYG,,PHI,L 14-19,1,6,6.00,0,,0,0,,0,,,0,0
106,1991,1991-12-15,15,30.235,NYG,@,WAS,L 17-34,1,0,0.00,0,,0,0,,0,,,0,0
107,1991,1991-12-21,16,30.241,NYG,,HOU,W 24-20,2,8,4.00,0,,0,0,,0,,,0,0
108,1992,1992-09-06,1,31.135,IND,,CLE,W 14-3,2,3,1.50,0,1,1,3,3.00,0,100.0%,3.00,0,0
109,1992,1992-09-13,2,31.142,IND,,HOU,L 10-20,0,0,,0,1,0,0,,0,0.0%,0.00,0,
110,1992,1992-09-20,3,31.149,IND,@,BUF,L 0-38,0,0,,0,1,0,0,,0,0.0%,0.00,0,
111,1992,1992-10-04,4,31.163,IND,@,TAM,W 24-14,0,0,,0,,0,0,,0,0.0%,,0,
112,1992,1992-10-11,5,31.170,IND,,NYJ,W 6-3,2,6,3.00,0,1,0,0,,0,0.0%,0.00,0,0
113,1992,1992-10-18,6,31.177,IND,,SDG,L 14-34,0,0,,0,1,0,0,,0,0.0%,0.00,0,
114,1992,1992-10-25,7,31.184,IND,@,MIA,W 31-20,0,0,,0,,0,0,,0,0.0%,,0,
115,1992,1992-11-01,8,31.191,IND,@,SDG,L 0-26,0,0,,0,,0,0,,0,0.0%,,0,
116,1992,1992-11-08,9,31.198,IND,,MIA,L 0-28,0,0,,0,,0,0,,0,0.0%,,0,
117,1992,1992-11-15,10,31.205,IND,,NWE,L 34-37,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0
118,1992,1992-11-22,11,31.212,IND,@,PIT,L 14-30,0,0,,0,,0,0,,0,0.0%,,0,
119,1992,1992-11-29,12,31.219,IND,,BUF,W 16-13,0,0,,0,,0,0,,0,0.0%,,0,
120,1992,1992-12-06,13,31.226,IND,@,NWE,W 6-0,0,0,,0,,0,0,,0,0.0%,,0,
121,1992,1992-12-13,14,31.233,IND,@,NYJ,W 10-6,0,0,,0,1,1,1,1.00,0,100.0%,1.00,0,0
122,1992,1992-12-20,15,31.240,IND,,PHO,W 16-13,0,0,,0,,0,0,,0,0.0%,,0,
123,1992,1992-12-27,16,31.247,IND,@,CIN,W 21-17,0,0,,0,,0,0,,0,0.0%,,0,
