ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
68,2000,2000-11-19,12,27.037,PHI,,ARI,W 34-9,,0,0,0,,0,0.0%,,0,0,2.0,,,0,0,0
69,2000,2000-11-26,13,27.044,PHI,@,WAS,W 23-20,,0,,,,,0.0%,,,,,,,,,
70,2000,2000-12-03,14,27.051,PHI,,TEN,L 13-15,,0,,,,,0.0%,,,,,,,,,
71,2000,2000-12-10,15,27.058,PHI,@,CLE,W 35-24,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,32,0
72,2000,2000-12-24,16,27.072,PHI,,CIN,W 16-7,,0,,,,,0.0%,,,,,,,,,
73,2001,2001-09-09,1,27.331,PHI,,STL,L 17-20,*,0,,,,,0.0%,,,,,,,,,
74,2001,2001-09-23,2,27.345,PHI,@,SEA,W 27-3,*,0,0,0,,0,0.0%,,0,0,1.0,,,0,0,0
75,2001,2001-09-30,3,27.352,PHI,,DAL,W 40-18,*,0,0,0,,0,0.0%,,0,0,0.5,,,0,0,0
76,2001,2001-10-07,4,27.359,PHI,,ARI,L 20-21,*,0,,,,,0.0%,,,,,,,,,
77,2001,2001-10-22,5,28.009,PHI,@,NYG,W 10-9,*,0,,,,,0.0%,,,,,,,,,
78,2001,2001-10-28,6,28.015,PHI,,OAK,L 10-20,*,0,,,,,0.0%,,,,,,,,,
79,2001,2001-11-04,7,28.022,PHI,@,ARI,W 21-7,*,0,,,,,0.0%,,,,,,,,,
80,2001,2001-11-11,8,28.029,PHI,,MIN,W 48-17,*,0,,,,,0.0%,,,,,,,,,
81,2001,2001-11-18,9,28.036,PHI,@,DAL,W 36-3,*,0,,,,,0.0%,,,,,,,,,
82,2001,2001-11-25,10,28.043,PHI,,WAS,L 3-13,*,0,,,,,0.0%,,,,,,,,,
83,2001,2001-11-29,11,28.047,PHI,@,KAN,W 23-10,*,0,,,,,0.0%,,,,,,,,,
84,2001,2001-12-09,12,28.057,PHI,,SDG,W 24-14,*,0,,,,,0.0%,,,,,,,,,
85,2001,2001-12-16,13,28.064,PHI,@,WAS,W 20-6,*,0,0,0,,0,0.0%,,0,0,0.0,,,2,15,0
86,2001,2001-12-22,14,28.070,PHI,@,SFO,L 3-13,*,0,,,,,0.0%,,,,,,,,,
87,2001,2001-12-30,15,28.078,PHI,,NYG,W 24-21,*,0,,,,,0.0%,,,,,,,,,
88,2002,2002-09-08,1,28.330,PHI,@,TEN,L 24-27,*,0,,,,,0.0%,,,,,,,,,
89,2002,2002-09-16,2,28.338,PHI,@,WAS,W 37-7,*,0,0,0,,0,0.0%,,0,0,1.0,,,1,0,0
90,2002,2002-09-22,3,28.344,PHI,,DAL,W 44-13,*,0,,,,,0.0%,,,,,,,,,
91,2002,2002-09-29,4,28.351,PHI,,HOU,W 35-17,*,1,1,57,57.00,1,100.0%,57.00,1,6,1.0,,,1,27,0
92,2002,2002-10-06,5,28.358,PHI,@,JAX,L 25-28,*,0,,,,,0.0%,,,,,,,,,
93,2002,2002-10-20,6,29.007,PHI,,TAM,W 20-10,*,0,,,,,0.0%,,,,,,,,,
94,2002,2002-10-28,7,29.015,PHI,,NYG,W 17-3,*,0,,,,,0.0%,,,,,,,,,
95,2002,2002-11-03,8,29.021,PHI,@,CHI,W 19-13,*,0,,,,,0.0%,,,,,,,,,
96,2002,2002-11-10,9,29.028,PHI,,IND,L 13-35,*,0,,,,,0.0%,,,,,,,,,
97,2002,2002-11-17,10,29.035,PHI,,ARI,W 38-14,*,0,,,,,0.0%,,,,,,,,,
98,2002,2002-11-25,11,29.043,PHI,@,SFO,W 38-17,*,0,,,,,0.0%,,,,,,,,,
99,2002,2002-12-01,12,29.049,PHI,,STL,W 10-3,*,0,,,,,0.0%,,,,,,,,,
100,2002,2002-12-08,13,29.056,PHI,@,SEA,W 27-20,*,0,,,,,0.0%,,,,,,,,,
101,2002,2002-12-15,14,29.063,PHI,,WAS,W 34-21,*,0,,,,,0.0%,,,,,,,,,
102,2002,2002-12-21,15,29.069,PHI,@,DAL,W 27-3,*,0,0,0,,0,0.0%,,0,0,1.0,,,0,0,0
103,2002,2002-12-28,16,29.076,PHI,@,NYG,L 7-10,*,0,,,,,0.0%,,,,,,,,,
104,2003,2003-09-08,1,29.330,PHI,,TAM,L 0-17,*,0,,,,,0.0%,,,,,,,,,
105,2003,2003-11-16,10,30.034,PHI,,NYG,W 28-10,*,0,,,,,0.0%,,,,,,,,,
106,2003,2003-11-30,12,30.048,PHI,@,CAR,W 25-16,*,0,,,,,0.0%,,,,,,,,,
107,2003,2003-12-07,13,30.055,PHI,,DAL,W 36-10,*,0,,,,,0.0%,,,,,,,,,
108,2003,2003-12-15,14,30.063,PHI,@,MIA,W 34-27,*,0,0,0,,0,0.0%,,0,0,0.5,,,1,0,0
109,2003,2003-12-21,15,30.069,PHI,,SFO,L 28-31,*,0,,,,,0.0%,,,,,,,,,
110,2003,2003-12-27,16,30.075,PHI,@,WAS,W 31-7,*,0,,,,,0.0%,,,,,,,,,
111,2004,2004-09-12,1,30.335,PHI,,NYG,W 31-17,*,0,,,,,0.0%,,,,,,,,,
112,2004,2004-09-20,2,30.343,PHI,,MIN,W 27-16,*,0,,,,,0.0%,,,,,,,,,
113,2004,2004-09-26,3,30.349,PHI,@,DET,W 30-13,*,0,0,0,,0,0.0%,,0,0,1.0,,,0,0,0
114,2004,2004-10-03,4,30.356,PHI,@,CHI,W 19-9,*,0,,,,,0.0%,,,,,,,,,
115,2004,2004-10-17,5,31.004,PHI,,CAR,W 30-8,*,0,0,0,,0,0.0%,,0,0,1.0,,,0,0,0
116,2004,2004-10-24,6,31.011,PHI,@,CLE,W 34-31,*,0,0,0,,0,0.0%,,0,0,1.0,,,0,0,0
117,2004,2004-10-31,7,31.018,PHI,,BAL,W 15-10,*,0,,,,,0.0%,,,,,,,,,
118,2004,2004-11-07,8,31.025,PHI,@,PIT,L 3-27,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,32,0
119,2004,2004-11-15,9,31.033,PHI,@,DAL,W 49-21,*,0,,,,,0.0%,,,,,,,,,
120,2004,2004-11-21,10,31.039,PHI,,WAS,W 28-6,*,0,,,,,0.0%,,,,,,,,,
121,2004,2004-11-28,11,31.046,PHI,@,NYG,W 27-6,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,0,0
122,2004,2004-12-05,12,31.053,PHI,,GNB,W 47-17,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,8,0
123,2004,2004-12-12,13,31.060,PHI,@,WAS,W 17-14,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,0,0
124,2004,2004-12-19,14,31.067,PHI,,DAL,W 12-7,*,0,,,,,0.0%,,,,,,,,,
125,2004,2004-12-27,15,31.075,PHI,@,STL,L 7-20,*,0,,,,,0.0%,,,,,,,,,
126,2005,2005-09-12,1,31.334,PHI,@,ATL,L 10-14,*,0,0,0,,0,0.0%,,0,0,1.5,,,1,0,0
127,2005,2005-09-18,2,31.340,PHI,,SFO,W 42-3,*,0,,,,,0.0%,,,,,,,,,
128,2005,2005-09-25,3,31.347,PHI,,OAK,W 23-20,*,0,,,,,0.0%,,,,,,,,,
129,2005,2005-10-02,4,31.354,PHI,@,KAN,W 37-31,*,0,0,0,,0,0.0%,,0,0,1.0,,,0,0,0
130,2005,2005-10-09,5,31.361,PHI,@,DAL,L 10-33,*,0,,,,,0.0%,,,,,,,,,
131,2005,2005-10-23,6,32.010,PHI,,SDG,W 20-17,*,0,,,,,0.0%,,,,,,,,,
132,2005,2005-10-30,7,32.017,PHI,@,DEN,L 21-49,*,0,,,,,0.0%,,,,,,,,,
133,2005,2005-11-06,8,32.024,PHI,@,WAS,L 10-17,*,0,,,,,0.0%,,,,,,,,,
134,2005,2005-11-14,9,32.032,PHI,,DAL,L 20-21,*,0,,,,,0.0%,,,,,,,,,
135,2005,2005-11-20,10,32.038,PHI,@,NYG,L 17-27,*,0,,,,,0.0%,,,,,,,,,
136,2005,2005-11-27,11,32.045,PHI,,GNB,W 19-14,*,0,,,,,0.0%,,,,,,,,,
137,2005,2005-12-05,12,32.053,PHI,,SEA,L 0-42,*,0,,,,,0.0%,,,,,,,,,
138,2005,2005-12-11,13,32.059,PHI,,NYG,L 23-26,*,0,0,0,,0,0.0%,,0,0,1.0,,,1,0,0
139,2005,2005-12-18,14,32.066,PHI,@,STL,W 17-16,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,24,0
140,2005,2005-12-24,15,32.072,PHI,@,ARI,L 21-27,*,0,,,,,0.0%,,,,,,,,,
141,2005,2006-01-01,16,32.080,PHI,,WAS,L 20-31,*,0,,,,,0.0%,,,,,,,,,
142,2006,2006-09-10,1,32.332,PHI,@,HOU,W 24-10,*,0,,,,,0.0%,,,,,,,,,
143,2006,2006-09-17,2,32.339,PHI,,NYG,L 24-30,*,0,,,,,0.0%,,,,,,,,,
144,2006,2006-09-24,3,32.346,PHI,@,SFO,W 38-24,*,0,,,,,0.0%,,,,,,,,,
145,2006,2006-10-02,4,32.354,PHI,,GNB,W 31-9,*,0,,,,,0.0%,,,,,,,,,
146,2006,2006-10-08,5,32.360,PHI,,DAL,W 38-24,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,0,0
147,2006,2006-10-15,6,33.002,PHI,@,NOR,L 24-27,*,0,,,,,0.0%,,,,,,,,,
148,2006,2006-10-22,7,33.009,PHI,@,TAM,L 21-23,*,0,,,,,0.0%,,,,,,,,,
149,2006,2006-10-29,8,33.016,PHI,,JAX,L 6-13,*,0,,,,,0.0%,,,,,,,,,
150,2006,2006-11-12,9,33.030,PHI,,WAS,W 27-3,*,0,,,,,0.0%,,,,,,,,,
151,2006,2006-11-19,10,33.037,PHI,,TEN,L 13-31,*,0,,,,,0.0%,,,,,,,,,
152,2006,2006-11-26,11,33.044,PHI,@,IND,L 21-45,*,0,,,,,0.0%,,,,,,,,,
153,2006,2006-12-04,12,33.052,PHI,,CAR,W 27-24,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,38,0
154,2006,2006-12-10,13,33.058,PHI,@,WAS,W 21-19,*,0,0,0,,0,0.0%,,0,0,1.0,,,0,0,0
155,2006,2006-12-17,14,33.065,PHI,@,NYG,W 36-22,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,0,0
156,2006,2006-12-25,15,33.073,PHI,@,DAL,W 23-7,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,0,0
157,2006,2006-12-31,16,33.079,PHI,,ATL,W 24-17,*,0,,,,,0.0%,,,,,,,,,
158,2007,2007-09-09,1,33.331,PHI,@,GNB,L 13-16,*,0,,,,,0.0%,,,,,,,,,
159,2007,2007-09-17,2,33.339,PHI,,WAS,L 12-20,*,0,,,,,0.0%,,,,,,,,,
160,2007,2007-11-04,8,34.022,PHI,,DAL,L 17-38,*,0,,,,,0.0%,,,,,,,,,
161,2007,2007-11-11,9,34.029,PHI,@,WAS,W 33-25,*,0,,,,,0.0%,,,,,,,,,
162,2007,2007-11-18,10,34.036,PHI,,MIA,W 17-7,*,0,,,,,0.0%,,,,,,,,,
163,2007,2007-11-25,11,34.043,PHI,@,NWE,L 28-31,*,0,,,,,0.0%,,,,,,,,,
164,2007,2007-12-02,12,34.050,PHI,,SEA,L 24-28,*,0,,,,,0.0%,,,,,,,,,
165,2007,2007-12-09,13,34.057,PHI,,NYG,L 13-16,*,0,,,,,0.0%,,,,,,,,,
166,2007,2007-12-16,14,34.064,PHI,@,DAL,W 10-6,*,0,0,0,,0,0.0%,,0,0,0.0,,,1,1,0
167,2007,2007-12-23,15,34.071,PHI,@,NOR,W 38-23,*,0,,,,,0.0%,,,,,,,,,
168,2008,2008-09-07,1,34.330,PHI,,STL,W 38-3,*,0,0,0,,0,0.0%,,0,0,0.0,1,0,0,0,0
169,2008,2008-09-15,2,34.338,PHI,@,DAL,L 37-41,*,0,0,0,,0,0.0%,,0,0,0.0,4,2,0,0,0
170,2008,2008-09-21,3,34.344,PHI,,PIT,W 15-6,*,0,0,0,,0,0.0%,,0,0,1.0,5,2,0,0,0
171,2008,2008-09-28,4,34.351,PHI,@,CHI,L 20-24,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
172,2008,2008-10-05,5,34.358,PHI,,WAS,L 17-23,*,0,0,0,,0,0.0%,,0,0,1.0,8,0,0,0,0
173,2008,2008-10-12,6,34.365,PHI,@,SFO,W 40-26,*,0,0,0,,0,0.0%,,0,0,0.0,4,3,0,0,0
174,2008,2008-10-26,7,35.013,PHI,,ATL,W 27-14,*,0,0,0,,0,0.0%,,0,0,0.0,5,0,0,0,0
175,2008,2008-11-02,8,35.020,PHI,@,SEA,W 26-7,*,0,0,0,,0,0.0%,,0,0,0.0,2,0,0,0,0
176,2008,2008-11-09,9,35.027,PHI,,NYG,L 31-36,*,0,0,0,,0,0.0%,,0,0,0.0,7,0,0,0,0
177,2008,2008-11-16,10,35.034,PHI,@,CIN,T 13-13,*,0,0,0,,0,0.0%,,0,0,0.0,3,1,0,0,0
178,2008,2008-11-23,11,35.041,PHI,@,BAL,L 7-36,*,0,0,0,,0,0.0%,,0,0,0.0,1,1,0,0,0
179,2008,2008-11-27,12,35.045,PHI,,ARI,W 48-20,*,0,0,0,,0,0.0%,,0,0,0.0,5,0,1,25,0
180,2008,2008-12-07,13,35.055,PHI,@,NYG,W 20-14,*,0,0,0,,0,0.0%,,0,0,0.0,3,1,0,0,0
181,2008,2008-12-15,14,35.063,PHI,,CLE,W 30-10,*,0,0,0,,0,0.0%,,0,0,0.0,3,1,0,0,0
182,2008,2008-12-21,15,35.069,PHI,@,WAS,L 3-10,*,0,0,0,,0,0.0%,,0,0,0.0,5,0,0,0,0
183,2008,2008-12-28,16,35.076,PHI,,DAL,W 44-6,*,0,0,0,,0,0.0%,,0,0,1.0,5,0,0,0,0
184,2009,2009-09-13,1,35.335,DEN,@,CIN,W 12-7,*,0,0,0,,0,0.0%,,0,0,0.0,7,4,0,0,0
185,2009,2009-09-20,2,35.342,DEN,,CLE,W 27-6,*,0,0,0,,0,0.0%,,0,0,0.0,4,2,0,0,0
186,2009,2009-09-27,3,35.349,DEN,@,OAK,W 23-3,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
187,2009,2009-10-04,4,35.356,DEN,,DAL,W 17-10,*,0,0,0,,0,0.0%,,0,0,0.0,6,1,0,0,0
188,2009,2009-10-11,5,35.363,DEN,,NWE,W 20-17,*,0,0,0,,0,0.0%,,0,0,0.0,5,2,0,0,0
189,2009,2009-10-19,6,36.006,DEN,@,SDG,W 34-23,*,0,0,0,,0,0.0%,,0,0,0.0,4,0,0,0,0
190,2009,2009-11-01,7,36.019,DEN,@,BAL,L 7-30,*,0,0,0,,0,0.0%,,0,0,0.0,7,1,0,0,0
191,2009,2009-11-09,8,36.027,DEN,,PIT,L 10-28,*,0,0,0,,0,0.0%,,0,0,0.0,5,2,0,0,0
192,2009,2009-11-15,9,36.033,DEN,@,WAS,L 17-27,*,0,0,0,,0,0.0%,,0,0,0.0,12,2,0,0,0
193,2009,2009-11-22,10,36.040,DEN,,SDG,L 3-32,*,0,0,0,,0,0.0%,,0,0,0.0,3,1,0,0,0
194,2009,2009-11-26,11,36.044,DEN,,NYG,W 26-6,*,0,0,0,,0,0.0%,,0,0,0.0,8,0,0,0,0
195,2009,2009-12-06,12,36.054,DEN,@,KAN,W 44-13,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
196,2009,2009-12-13,13,36.061,DEN,@,IND,L 16-28,*,0,0,0,,0,0.0%,,0,0,0.0,7,3,2,0,0
197,2009,2009-12-20,14,36.068,DEN,,OAK,L 19-20,*,0,0,0,,0,0.0%,,0,0,0.0,7,1,0,0,0
198,2009,2009-12-27,15,36.075,DEN,@,PHI,L 27-30,*,0,0,0,,0,0.0%,,0,0,0.0,7,1,0,0,0
199,2009,2010-01-03,16,36.082,DEN,,KAN,L 24-44,*,0,0,0,,0,0.0%,,0,0,0.0,7,1,0,0,0
200,2010,2010-09-12,1,36.334,DEN,@,JAX,L 17-24,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
201,2010,2010-09-19,2,36.341,DEN,,SEA,W 31-14,*,0,0,0,,0,0.0%,,0,0,0.0,6,2,1,-2,0
202,2010,2010-09-26,3,36.348,DEN,,IND,L 13-27,*,0,0,0,,0,0.0%,,0,0,0.0,3,1,0,0,0
203,2010,2010-10-03,4,36.355,DEN,@,TEN,W 26-20,*,0,0,0,,0,0.0%,,0,0,1.0,4,0,0,0,0
204,2010,2010-10-10,5,36.362,DEN,@,BAL,L 17-31,*,0,0,0,,0,0.0%,,0,0,0.0,5,3,0,0,0
205,2010,2010-10-31,8,37.018,DEN,@,SFO,L 16-24,*,0,0,0,,0,0.0%,,0,0,0.0,6,0,0,0,0
206,2010,2010-11-14,9,37.032,DEN,,KAN,W 49-29,*,0,0,0,,0,0.0%,,0,0,0.0,5,1,0,0,0
207,2010,2010-11-22,10,37.040,DEN,@,SDG,L 14-35,*,0,0,0,,0,0.0%,,0,0,0.0,3,2,0,0,0
208,2010,2010-11-28,11,37.046,DEN,,STL,L 33-36,*,0,0,0,,0,0.0%,,0,0,0.0,5,1,0,0,0
209,2010,2010-12-26,15,37.074,DEN,,HOU,W 24-23,*,0,0,0,,0,0.0%,,0,0,0.0,8,1,0,0,0
210,2010,2011-01-02,16,37.081,DEN,,SDG,L 28-33,*,0,0,0,,0,0.0%,,0,0,1.0,7,0,0,0,0
211,2011,2011-09-12,1,37.334,DEN,,OAK,L 20-23,*,0,0,0,,0,0.0%,,0,0,0.0,7,2,0,0,0
212,2011,2011-09-18,2,37.340,DEN,,CIN,W 24-22,*,0,0,0,,0,0.0%,,0,0,0.0,3,1,0,0,0
213,2011,2011-09-25,3,37.347,DEN,@,TEN,L 14-17,*,0,0,0,,0,0.0%,,0,0,0.0,2,1,0,0,0
214,2011,2011-10-02,4,37.354,DEN,@,GNB,L 23-49,*,0,0,0,,0,0.0%,,0,0,0.0,3,3,0,0,0
215,2011,2011-10-09,5,37.361,DEN,,SDG,L 24-29,*,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0
216,2011,2011-10-23,6,38.010,DEN,@,MIA,W 18-15,*,0,0,0,,0,0.0%,,0,0,2.0,4,1,0,0,0
217,2011,2011-10-30,7,38.017,DEN,,DET,L 10-45,*,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0
218,2011,2011-11-06,8,38.024,DEN,@,OAK,W 38-24,,0,0,0,,0,0.0%,,0,0,0.0,3,3,0,0,0
219,2011,2011-11-13,9,38.031,DEN,@,KAN,W 17-10,*,0,0,0,,0,0.0%,,0,0,0.0,2,0,0,0,0
220,2011,2011-11-17,10,38.035,DEN,,NYJ,W 17-13,*,0,0,0,,0,0.0%,,0,0,0.0,1,0,0,0,0
221,2011,2011-11-27,11,38.045,DEN,@,SDG,W 16-13,*,0,0,0,,0,0.0%,,0,0,0.0,4,0,0,0,0
222,2011,2011-12-04,12,38.052,DEN,@,MIN,W 35-32,,0,0,0,,0,0.0%,,0,0,1.0,4,1,0,0,0
223,2011,2011-12-11,13,38.059,DEN,,CHI,W 13-10,*,0,0,0,,0,0.0%,,0,0,0.0,2,1,0,0,0
224,2011,2011-12-24,15,38.072,DEN,@,BUF,L 14-40,*,0,0,0,,0,0.0%,,0,0,0.0,3,0,0,0,0
