ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
13,2004,2004-12-19,14,22.120,DET,,MIN,L 27-28,*,19,79,4.16,1,5,4,35,8.75,0,80.0%,7.00,1,6,0.0,,
14,2004,2004-12-26,15,22.127,DET,,CHI,W 19-13,*,25,123,4.92,1,2,1,8,8.00,0,50.0%,4.00,1,6,0.0,,
15,2004,2005-01-02,16,22.134,DET,@,TEN,L 19-24,*,19,72,3.79,0,5,4,44,11.00,0,80.0%,8.80,0,0,0.0,,
16,2005,2005-09-11,1,23.021,DET,,GNB,W 17-3,*,25,87,3.48,0,2,2,9,4.50,0,100.0%,4.50,0,0,0.0,,
17,2005,2005-09-18,2,23.028,DET,@,CHI,L 6-38,*,8,22,2.75,0,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,,
18,2005,2005-10-02,3,23.042,DET,@,TAM,L 13-17,*,12,38,3.17,1,0,0,0,,0,0.0%,,1,6,0.0,,
19,2005,2005-10-09,4,23.049,DET,,BAL,W 35-17,*,26,58,2.23,2,0,0,0,,0,0.0%,,2,12,0.0,,
20,2005,2005-10-16,5,23.056,DET,,CAR,L 20-21,*,12,21,1.75,0,3,2,3,1.50,0,66.7%,1.00,0,0,0.0,,
21,2005,2005-10-23,6,23.063,DET,@,CLE,W 13-10,*,21,74,3.52,0,4,2,10,5.00,0,50.0%,2.50,0,0,0.0,,
22,2005,2005-10-30,7,23.070,DET,,CHI,L 13-19,*,18,66,3.67,1,6,5,13,2.60,0,83.3%,2.17,1,6,0.0,,
23,2005,2005-11-06,8,23.077,DET,@,MIN,L 14-27,*,7,15,2.14,0,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,,
24,2005,2005-11-13,9,23.084,DET,,ARI,W 29-21,*,14,81,5.79,0,3,2,12,6.00,0,66.7%,4.00,0,0,0.0,,
25,2005,2005-11-20,10,23.091,DET,@,DAL,L 7-20,*,12,29,2.42,1,3,3,38,12.67,0,100.0%,12.67,1,6,0.0,,
26,2005,2005-11-24,11,23.095,DET,,ATL,L 7-27,*,4,32,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
27,2005,2005-12-11,13,23.112,DET,@,GNB,L 13-16,*,9,63,7.00,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,,
28,2005,2006-01-01,16,23.133,DET,@,PIT,L 21-35,*,18,78,4.33,0,3,1,2,2.00,0,33.3%,0.67,0,0,0.0,,
29,2006,2006-09-10,1,24.020,DET,,SEA,L 6-9,*,14,35,2.50,0,8,5,45,9.00,0,62.5%,5.63,0,0,0.0,,
30,2006,2006-09-17,2,24.027,DET,@,CHI,L 7-34,*,12,44,3.67,0,6,6,38,6.33,0,100.0%,6.33,0,0,0.0,,
31,2006,2006-09-24,3,24.034,DET,,GNB,L 24-31,*,17,81,4.76,1,6,5,44,8.80,0,83.3%,7.33,1,6,0.0,,
32,2006,2006-10-01,4,24.041,DET,@,STL,L 34-41,*,19,93,4.89,2,5,5,4,0.80,0,100.0%,0.80,2,12,0.0,,
33,2006,2006-10-08,5,24.048,DET,@,MIN,L 17-26,*,10,8,0.80,0,7,4,42,10.50,0,57.1%,6.00,0,0,0.0,,
34,2006,2006-10-15,6,24.055,DET,,BUF,W 20-17,*,23,127,5.52,1,8,6,36,6.00,0,75.0%,4.50,1,6,0.0,,
35,2006,2006-10-22,7,24.062,DET,@,NYJ,L 24-31,*,15,86,5.73,0,6,6,57,9.50,1,100.0%,9.50,1,6,0.0,,
36,2006,2006-11-05,8,24.076,DET,,ATL,W 30-14,*,26,110,4.23,2,7,4,30,7.50,0,57.1%,4.29,2,12,0.0,,
37,2006,2006-11-12,9,24.083,DET,,SFO,L 13-19,*,13,44,3.38,0,10,9,71,7.89,0,90.0%,7.10,0,0,0.0,,
38,2006,2006-11-19,10,24.090,DET,@,ARI,L 10-17,*,4,8,2.00,0,2,0,0,,0,0.0%,0.00,0,0,0.0,,
39,2006,2006-12-03,12,24.104,DET,@,NWE,L 21-28,*,19,56,2.95,0,7,5,86,17.20,0,71.4%,12.29,0,0,0.0,,
40,2006,2006-12-10,13,24.111,DET,,MIN,L 20-30,*,9,-3,-0.33,0,6,6,67,11.17,1,100.0%,11.17,1,6,0.0,,
41,2007,2007-09-23,3,25.033,DET,@,PHI,L 21-56,,3,5,1.67,1,1,1,16,16.00,0,100.0%,16.00,1,6,0.0,,
42,2007,2007-09-30,4,25.040,DET,,CHI,W 37-27,,10,38,3.80,1,2,2,6,3.00,0,100.0%,3.00,1,6,0.0,,
43,2007,2007-10-07,5,25.047,DET,@,WAS,L 3-34,,11,48,4.36,0,4,2,17,8.50,0,50.0%,4.25,0,0,0.0,,
44,2007,2007-10-21,6,25.061,DET,,TAM,W 23-16,*,15,76,5.07,1,6,6,34,5.67,0,100.0%,5.67,1,6,0.0,,
45,2007,2007-10-28,7,25.068,DET,@,CHI,W 16-7,*,23,105,4.57,1,3,2,10,5.00,0,66.7%,3.33,1,6,0.0,,
46,2007,2007-11-04,8,25.075,DET,,DEN,W 44-7,*,17,71,4.18,0,4,1,5,5.00,0,25.0%,1.25,0,0,0.0,,
47,2007,2007-11-11,9,25.082,DET,@,ARI,L 21-31,*,4,-4,-1.00,1,8,7,36,5.14,0,87.5%,4.50,1,6,0.0,,
48,2007,2007-11-18,10,25.089,DET,,NYG,L 10-16,*,11,25,2.27,0,4,3,12,4.00,0,75.0%,3.00,0,0,0.0,,
49,2007,2007-11-22,11,25.093,DET,,GNB,L 26-37,*,20,93,4.65,1,3,2,27,13.50,0,66.7%,9.00,1,6,0.0,,
50,2007,2007-12-02,12,25.103,DET,@,MIN,L 10-42,*,3,1,0.33,0,3,3,16,5.33,0,100.0%,5.33,0,0,0.0,,
51,2007,2007-12-09,13,25.110,DET,,DAL,L 27-28,*,23,92,4.00,2,2,1,10,10.00,0,50.0%,5.00,2,12,0.0,,
52,2007,2007-12-16,14,25.117,DET,@,SDG,L 14-51,*,5,16,3.20,0,3,1,2,2.00,0,33.3%,0.67,0,0,0.0,,
53,2007,2007-12-23,15,25.124,DET,,KAN,W 25-20,*,8,15,1.88,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,,
54,2008,2008-09-07,1,26.017,CHI,@,IND,W 29-13,,13,45,3.46,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
55,2008,2008-09-14,2,26.024,CHI,@,CAR,L 17-20,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
56,2008,2008-09-21,3,26.031,CHI,,TAM,L 24-27,,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
57,2008,2008-09-28,4,26.038,CHI,,PHI,W 24-20,,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
58,2008,2008-10-05,5,26.045,CHI,@,DET,W 34-7,,10,36,3.60,0,2,2,5,2.50,0,100.0%,2.50,0,0,0.0,0,0
59,2008,2008-10-12,6,26.052,CHI,@,ATL,L 20-22,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
60,2008,2008-10-19,7,26.059,CHI,,MIN,W 48-41,,,,,,,,,,,0.0%,,,,,,
61,2008,2008-11-02,8,26.073,CHI,,DET,W 27-23,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
62,2008,2008-11-09,9,26.080,CHI,,TEN,L 14-21,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
63,2008,2008-12-11,14,26.112,CHI,,NOR,W 27-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
64,2008,2008-12-22,15,26.123,CHI,,GNB,W 20-17,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,0,1
