ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
19,1992,1992-10-12,6,23.112,DEN,@,WAS,L 3-34,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,,0,0,0
20,1992,1992-10-18,7,23.118,DEN,,HOU,W 27-21,,0,0,,0,0.0%,,,,,,0,0,,0,,
21,1992,1992-10-25,8,23.125,DEN,@,SDG,L 21-24,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
22,1992,1992-11-08,9,23.139,DEN,,NYJ,W 27-16,,0,0,,0,0.0%,,,,,,0,0,,0,,
23,1992,1992-11-15,10,23.146,DEN,,NYG,W 27-13,,0,0,,0,0.0%,,0,0,,0,3,71,23.67,0,0,0
24,1992,1992-11-22,11,23.153,DEN,@,RAI,L 0-24,,0,0,,0,0.0%,,0,0,,0,4,83,20.75,0,0,0
25,1992,1992-11-30,12,23.161,DEN,@,SEA,L 13-16,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
26,1993,1993-09-05,1,24.075,DEN,@,NYJ,W 26-20,3,1,17,17.00,0,33.3%,5.67,0,0,,0,3,79,26.33,0,0,0
27,1993,1993-09-12,2,24.082,DEN,,SDG,W 34-17,3,3,36,12.00,0,100.0%,12.00,0,0,,0,1,15,15.00,0,0,0
28,1993,1993-09-20,3,24.090,DEN,@,KAN,L 7-15,11,6,104,17.33,0,54.5%,9.45,0,0,,0,3,50,16.67,0,0,0
29,1993,1993-10-03,4,24.103,DEN,,IND,W 35-13,5,4,64,16.00,1,80.0%,12.80,0,0,,0,0,0,,0,1,6
30,1993,1993-10-10,5,24.110,DEN,@,GNB,L 27-30,8,5,75,15.00,0,62.5%,9.38,0,0,,0,3,55,18.33,0,0,0
31,1993,1993-10-18,6,24.118,DEN,,RAI,L 20-23,8,5,111,22.20,0,62.5%,13.88,0,0,,0,3,39,13.00,0,0,0
32,1993,1993-10-31,7,24.131,DEN,,SEA,W 28-17,3,1,38,38.00,0,33.3%,12.67,0,0,,0,0,0,,0,0,0
33,1993,1993-11-07,8,24.138,DEN,@,CLE,W 29-14,3,1,38,38.00,1,33.3%,12.67,0,0,,0,1,24,24.00,0,1,6
34,1993,1993-11-14,9,24.145,DEN,,MIN,L 23-26,6,5,57,11.40,1,83.3%,9.50,0,0,,0,2,81,40.50,0,1,6
35,1993,1993-11-21,10,24.152,DEN,,PIT,W 37-13,7,4,82,20.50,0,57.1%,11.71,0,0,,0,1,18,18.00,0,0,0
36,1993,1993-11-28,11,24.159,DEN,@,SEA,W 17-9,10,6,68,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,0,0
37,1993,1993-12-05,12,24.166,DEN,@,SDG,L 10-13,4,3,29,9.67,0,75.0%,7.25,0,0,,0,1,13,13.00,0,0,0
38,1993,1993-12-12,13,24.173,DEN,,KAN,W 27-21,,0,0,,0,0.0%,,,,,,0,0,,0,,
39,1994,1994-09-04,1,25.074,DEN,,SDG,L 34-37,2,2,19,9.50,0,100.0%,9.50,0,0,,0,4,83,20.75,0,0,0
40,1994,1994-09-11,2,25.081,DEN,@,NYJ,L 22-25,4,3,45,15.00,0,75.0%,11.25,0,0,,0,0,0,,0,0,0
41,1994,1994-09-18,3,25.088,DEN,,RAI,L 16-48,5,2,40,20.00,0,40.0%,8.00,0,0,,0,1,22,22.00,0,0,0
42,1994,1994-10-23,7,25.123,DEN,@,SDG,W 20-15,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,0
43,1994,1994-10-30,8,25.130,DEN,,CLE,W 26-14,3,2,47,23.50,0,66.7%,15.67,0,0,,0,0,0,,0,0,0
44,1994,1994-11-06,9,25.137,DEN,@,RAM,L 21-27,8,4,50,12.50,1,50.0%,6.25,0,0,,0,0,0,,0,1,6
45,1994,1994-11-13,10,25.144,DEN,,SEA,W 17-10,3,1,13,13.00,0,33.3%,4.33,1,6,6.00,0,0,0,,0,0,0
46,1994,1994-11-27,12,25.158,DEN,,CIN,W 15-13,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0
47,1994,1994-12-04,13,25.165,DEN,@,KAN,W 20-17,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0
48,1994,1994-12-11,14,25.172,DEN,@,RAI,L 13-23,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,
49,1994,1994-12-17,15,25.178,DEN,@,SFO,L 19-42,6,3,30,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0
50,1994,1994-12-24,16,25.185,DEN,,NOR,L 28-30,4,3,65,21.67,0,75.0%,16.25,0,0,,0,0,0,,0,0,0
51,1995,1995-09-03,1,26.073,HOU,@,JAX,W 10-3,3,2,24,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,0,0
52,1995,1995-09-10,2,26.080,HOU,,PIT,L 17-34,7,3,60,20.00,0,42.9%,8.57,0,0,,0,0,0,,0,0,0
53,1995,1995-09-17,3,26.087,HOU,,CLE,L 7-14,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0
54,1995,1995-09-24,4,26.094,HOU,@,CIN,W 38-28,4,4,89,22.25,0,100.0%,22.25,0,0,,0,0,0,,0,0,0
55,1995,1995-10-01,5,26.101,HOU,,JAX,L 16-17,9,3,21,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0
56,1995,1995-10-08,6,26.108,HOU,@,MIN,L 17-23,5,3,22,7.33,0,60.0%,4.40,0,0,,0,0,0,,0,0,0
57,1995,1995-11-26,12,26.157,HOU,,DEN,W 42-33,,0,0,,0,0.0%,,,,,,,,,,,
58,1995,1995-12-03,13,26.164,HOU,@,PIT,L 7-21,5,1,9,9.00,0,20.0%,1.80,0,0,,0,0,0,,0,0,0
59,1995,1995-12-10,14,26.171,HOU,,DET,L 17-24,10,4,75,18.75,0,40.0%,7.50,0,0,,0,0,0,,0,0,0
60,1995,1995-12-17,15,26.178,HOU,,NYJ,W 23-6,6,2,14,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0
61,1995,1995-12-24,16,26.185,HOU,@,BUF,W 28-17,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0,,0,0,0
62,1996,1996-09-01,1,27.071,HOU,,KAN,L 19-20,6,4,52,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0
63,1996,1996-09-08,2,27.078,HOU,@,JAX,W 34-27,4,2,34,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0
64,1996,1996-09-15,3,27.085,HOU,,BAL,W 29-13,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0,,0,0,0
65,1996,1996-09-29,4,27.099,HOU,@,PIT,L 16-30,8,4,23,5.75,0,50.0%,2.88,0,0,,0,0,0,,0,0,0
66,1996,1996-10-06,5,27.106,HOU,@,CIN,W 30-27,4,2,22,11.00,1,50.0%,5.50,0,0,,0,0,0,,0,1,6
67,1996,1996-10-13,6,27.113,HOU,@,ATL,W 23-13,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0,,0,0,0
68,1996,1996-10-20,7,27.120,HOU,,PIT,W 23-13,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,0,0,0
69,1996,1996-10-27,8,27.127,HOU,,SFO,L 9-10,5,3,45,15.00,0,60.0%,9.00,0,0,,0,0,0,,0,0,0
70,1996,1996-11-03,9,27.134,HOU,@,SEA,L 16-23,4,2,38,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0
71,1996,1996-11-10,10,27.141,HOU,@,NOR,W 31-14,,0,0,,0,0.0%,,,,,,,,,,,
72,1996,1996-11-17,11,27.148,HOU,,MIA,L 20-23,2,1,18,18.00,1,50.0%,9.00,0,0,,0,0,0,,0,1,6
73,1996,1996-11-24,12,27.155,HOU,,CAR,L 6-31,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0
74,1996,1996-12-01,13,27.162,HOU,@,NYJ,W 35-10,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0
75,1996,1996-12-08,14,27.169,HOU,,JAX,L 17-23,2,1,19,19.00,0,50.0%,9.50,0,0,,0,0,0,,0,0,0
76,1996,1996-12-15,15,27.176,HOU,,CIN,L 13-21,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0
77,1996,1996-12-22,16,27.183,HOU,@,BAL,W 24-21,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0
78,1997,1997-09-21,3,28.091,TEN,,BAL,L 10-36,5,3,13,4.33,0,60.0%,2.60,0,0,,0,0,0,,0,0,0
79,1997,1997-09-28,4,28.098,TEN,@,PIT,L 24-37,6,3,62,20.67,0,50.0%,10.33,0,0,,0,0,0,,0,0,0
80,1997,1997-10-05,5,28.105,TEN,@,SEA,L 13-16,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0,,0,0,0
81,1997,1997-10-12,6,28.112,TEN,,CIN,W 30-7,4,0,0,,0,0.0%,0.00,,,,,,,,,,
82,1997,1997-10-26,8,28.126,TEN,@,ARI,W 41-14,2,0,0,,0,0.0%,0.00,,,,,,,,,,
83,1997,1997-11-02,9,28.133,TEN,,JAX,L 24-30,1,0,0,,0,0.0%,0.00,,,,,,,,,,
84,1997,1997-11-09,10,28.140,TEN,,NYG,W 10-6,5,3,45,15.00,0,60.0%,9.00,0,0,,0,0,0,,0,0,0
85,1997,1997-11-16,11,28.147,TEN,@,JAX,L 9-17,6,1,12,12.00,0,16.7%,2.00,0,0,,0,0,0,,0,0,0
86,1997,1997-11-23,12,28.154,TEN,,BUF,W 31-14,1,1,2,2.00,1,100.0%,2.00,0,0,,0,0,0,,0,1,6
87,1997,1997-11-27,13,28.158,TEN,@,DAL,W 27-14,1,0,0,,0,0.0%,0.00,,,,,,,,,,
88,1997,1997-12-04,14,28.165,TEN,@,CIN,L 14-41,2,0,0,,0,0.0%,0.00,,,,,,,,,,
