ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
52,1986,1986-11-09,10,26.134,DEN,,SDG,L 3-9,*,13,31,41.94,196,0,3,23.8,2,12,6.32,1.97,2,22,11.00,0,,0,0,,0,,,0,0,0,0,,0
53,1986,1986-11-16,11,26.141,DEN,,KAN,W 38-17,*,15,29,51.72,196,0,0,73.3,3,34,6.76,6.76,2,9,4.50,0,,0,0,,0,,,0,0,0,0,,0
54,1986,1986-11-23,12,26.148,DEN,@,NYG,L 16-19,*,29,47,61.70,336,0,2,65.6,2,11,7.15,5.23,8,51,6.38,0,,0,0,,0,,,0,0,0,0,,0
55,1986,1986-11-30,13,26.155,DEN,,CIN,W 34-28,*,22,34,64.71,228,3,0,113.4,1,9,6.71,8.47,7,41,5.86,0,,0,0,,0,,,0,0,0,0,,0
56,1986,1986-12-07,14,26.162,DEN,@,KAN,L 10-37,*,23,42,54.76,246,1,4,40.5,5,43,5.86,2.05,4,37,9.25,0,,0,0,,0,,,0,0,0,0,,0
57,1986,1986-12-13,15,26.168,DEN,,WAS,W 31-30,*,20,35,57.14,282,1,0,92.8,3,23,8.06,8.63,6,15,2.50,1,,0,0,,0,,,1,6,0,0,,0
58,1986,1986-12-20,16,26.175,DEN,@,SEA,L 16-41,*,17,37,45.95,186,1,0,70.3,1,7,5.03,5.57,3,17,5.67,0,,0,0,,0,,,0,0,0,0,,0
59,1987,1987-09-13,1,27.077,DEN,,SEA,W 40-17,*,22,32,68.75,338,4,1,129.9,0,0,10.56,11.66,4,16,4.00,0,,0,0,,0,,,0,0,0,0,,0
60,1987,1987-09-20,2,27.084,DEN,@,GNB,T 17-17,*,30,48,62.50,285,0,3,52.9,1,4,5.94,3.13,4,36,9.00,0,,0,0,,0,,,0,0,0,0,,0
61,1987,1987-10-26,6,27.120,DEN,@,MIN,L 27-34,*,22,39,56.41,245,2,1,81.7,4,30,6.28,6.15,7,37,5.29,1,,0,0,,0,,,1,6,0,0,,0
62,1987,1987-11-01,7,27.126,DEN,,DET,W 34-0,*,16,30,53.33,246,1,0,91.8,1,9,8.20,8.87,4,42,10.50,2,,0,0,,0,,,2,12,0,0,,0
63,1987,1987-11-08,8,27.133,DEN,@,BUF,L 14-21,*,13,30,43.33,163,1,0,71.9,3,24,5.43,6.10,3,9,3.00,0,,0,0,,0,,,0,0,0,0,,0
64,1987,1987-11-16,9,27.141,DEN,,CHI,W 31-29,*,21,40,52.50,341,3,2,85.5,0,0,8.53,7.78,5,35,7.00,0,,0,0,,0,,,0,0,0,0,,0
65,1987,1987-11-22,10,27.147,DEN,@,RAI,W 23-17,*,16,29,55.17,298,1,0,102.4,2,22,10.28,10.97,7,25,3.57,1,,0,0,,0,,,1,6,0,0,,0
66,1987,1987-11-29,11,27.154,DEN,@,SDG,W 31-17,*,21,32,65.63,347,3,1,120.2,0,0,10.84,11.31,6,40,6.67,0,,0,0,,0,,,0,0,0,0,,0
67,1987,1987-12-06,12,27.161,DEN,,NWE,W 31-20,*,17,37,45.95,265,2,1,77.0,2,6,7.16,7.03,7,8,1.14,0,,0,0,,0,,,0,0,1,31,31.00,0
68,1987,1987-12-13,13,27.168,DEN,@,SEA,L 21-28,*,21,42,50.00,335,1,2,65.1,4,20,7.98,6.31,3,12,4.00,0,,0,0,,0,,,0,0,0,0,,0
69,1987,1987-12-19,14,27.174,DEN,,KAN,W 20-17,*,18,31,58.06,237,1,0,93.1,1,11,7.65,8.29,11,20,1.82,0,,0,0,,0,,,0,0,0,0,,0
70,1987,1987-12-27,15,27.182,DEN,,SDG,W 24-0,*,7,20,35.00,98,0,1,30.8,2,12,4.90,2.65,5,24,4.80,0,,0,0,,0,,,0,0,0,0,,0
71,1988,1988-09-04,1,28.068,DEN,,SEA,L 14-21,*,21,45,46.67,259,2,2,61.2,3,33,5.76,4.64,1,0,0.00,0,,0,0,,0,,,0,0,0,0,,0
72,1988,1988-09-11,2,28.075,DEN,,SDG,W 34-3,*,17,28,60.71,259,2,0,115.0,1,0,9.25,10.68,1,-1,-1.00,0,,0,0,,0,,,0,0,0,0,,0
73,1988,1988-09-18,3,28.082,DEN,@,KAN,L 13-20,*,15,32,46.88,213,0,2,42.8,0,0,6.66,3.84,5,20,4.00,0,,0,0,,0,,,0,0,0,0,,0
74,1988,1988-09-26,4,28.090,DEN,,RAI,L 27-30,*,14,28,50.00,220,1,4,48.8,2,11,7.86,2.14,4,2,0.50,0,,0,0,,0,,,0,0,0,0,,0
75,1988,1988-10-02,5,28.096,DEN,@,SDG,W 12-0,*,17,29,58.62,184,0,1,63.0,4,22,6.34,4.79,8,22,2.75,0,,0,0,,0,,,0,0,0,0,,0
76,1988,1988-10-09,6,28.103,DEN,@,SFO,W 16-13,*,21,39,53.85,210,1,2,56.6,5,43,5.38,3.59,5,16,3.20,0,,0,0,,0,,,0,0,0,0,,0
77,1988,1988-10-16,7,28.110,DEN,,ATL,W 30-14,*,16,26,61.54,235,1,0,103.8,2,15,9.04,9.81,1,9,9.00,0,,0,0,,0,,,0,0,0,0,,0
78,1988,1988-10-31,9,28.125,DEN,@,IND,L 23-55,*,15,27,55.56,158,1,0,85.1,3,30,5.85,6.59,2,20,10.00,0,,0,0,,0,,,0,0,0,0,,0
79,1988,1988-11-06,10,28.131,DEN,,KAN,W 17-11,*,14,28,50.00,183,1,2,53.1,1,6,6.54,4.04,6,12,2.00,0,,0,0,,0,,,0,0,0,0,,0
80,1988,1988-11-13,11,28.138,DEN,,CLE,W 30-7,*,21,30,70.00,207,2,0,111.4,0,0,6.90,8.23,3,34,11.33,0,,0,0,,0,,,0,0,0,0,,0
81,1988,1988-11-20,12,28.145,DEN,@,NOR,L 0-42,*,18,36,50.00,166,0,1,51.4,1,9,4.61,3.36,3,22,7.33,0,,0,0,,0,,,0,0,0,0,,0
82,1988,1988-11-27,13,28.152,DEN,,RAM,W 35-24,*,21,36,58.33,272,3,1,98.4,1,9,7.56,7.97,7,42,6.00,1,,0,0,,0,,,1,6,0,0,,0
83,1988,1988-12-04,14,28.159,DEN,@,RAI,L 20-21,*,29,49,59.18,324,2,3,67.0,3,27,6.61,4.67,2,13,6.50,0,,0,0,,0,,,0,0,2,79,39.50,0
84,1988,1988-12-11,15,28.166,DEN,@,SEA,L 14-42,*,21,34,61.76,270,1,0,96.4,4,32,7.94,8.53,4,14,3.50,0,,0,0,,0,,,0,0,1,38,38.00,0
85,1988,1988-12-17,16,28.172,DEN,,NWE,W 21-10,*,14,29,48.28,149,0,1,49.4,0,0,5.14,3.59,2,9,4.50,0,,0,0,,0,,,0,0,0,0,,0
86,1989,1989-09-10,1,29.074,DEN,,KAN,W 34-20,*,16,28,57.14,150,1,2,54.2,0,0,5.36,2.86,5,-4,-0.80,0,,0,0,,0,,,0,0,0,0,,0
87,1989,1989-09-18,2,29.082,DEN,@,BUF,W 28-14,*,15,28,53.57,207,1,2,59.7,2,26,7.39,4.89,3,33,11.00,0,,0,0,,0,,,0,0,0,0,,0
88,1989,1989-09-24,3,29.088,DEN,,RAI,W 31-21,*,11,23,47.83,131,2,1,76.5,1,18,5.70,5.48,2,35,17.50,1,,0,0,,0,,,1,6,0,0,,0
89,1989,1989-10-01,4,29.095,DEN,@,CLE,L 13-16,*,6,19,31.58,198,1,1,67.4,4,37,10.42,9.11,1,2,2.00,0,,0,0,,0,,,0,0,0,0,,0
90,1989,1989-10-08,5,29.102,DEN,,SDG,W 16-10,*,19,35,54.29,199,0,1,59.1,3,20,5.69,4.40,7,30,4.29,0,,0,0,,0,,,0,0,0,0,,0
91,1989,1989-10-15,6,29.109,DEN,,IND,W 14-3,*,13,25,52.00,150,0,1,53.7,0,0,6.00,4.20,5,8,1.60,0,,0,0,,0,,,0,0,0,0,,0
92,1989,1989-10-22,7,29.116,DEN,@,SEA,W 24-21,*,18,35,51.43,344,2,0,104.9,4,28,9.83,10.97,3,3,1.00,0,,0,0,,0,,,0,0,0,0,,0
93,1989,1989-10-29,8,29.123,DEN,,PHI,L 24-28,*,19,39,48.72,278,2,3,57.4,7,62,7.13,4.69,4,45,11.25,1,,0,0,,0,,,1,6,0,0,,0
94,1989,1989-11-05,9,29.130,DEN,,PIT,W 34-7,*,14,21,66.67,261,1,2,85.7,3,30,12.43,9.10,7,34,4.86,1,,0,0,,0,,,1,6,1,34,34.00,0
95,1989,1989-11-12,10,29.137,DEN,@,KAN,W 16-13,*,11,22,50.00,133,0,1,50.0,2,21,6.05,4.00,1,-2,-2.00,0,,0,0,,0,,,0,0,0,0,,0
96,1989,1989-11-26,12,29.151,DEN,,SEA,W 41-14,*,10,19,52.63,217,4,0,133.1,0,0,11.42,15.63,2,17,8.50,0,,0,0,,0,,,0,0,0,0,,0
97,1989,1989-12-03,13,29.158,DEN,@,RAI,L 13-16,*,23,36,63.89,197,0,2,55.0,3,21,5.47,2.97,2,16,8.00,0,,0,0,,0,,,0,0,0,0,,0
98,1989,1989-12-10,14,29.165,DEN,,NYG,L 7-14,*,23,47,48.94,292,1,0,75.8,1,8,6.21,6.64,4,26,6.50,0,,0,0,,0,,,0,0,0,0,,0
99,1989,1989-12-16,15,29.171,DEN,@,PHO,W 37-0,*,20,29,68.97,247,2,2,89.3,2,14,8.52,6.79,2,1,0.50,0,,0,0,,0,,,0,0,0,0,,0
100,1989,1989-12-24,16,29.179,DEN,@,SDG,L 16-19,*,5,10,50.00,47,1,0,96.7,3,13,4.70,6.70,0,0,,0,,0,0,,0,,,0,0,0,0,,0
101,1990,1990-09-09,1,30.073,DEN,@,RAI,L 9-14,*,14,31,45.16,157,0,2,33.9,4,34,5.06,2.16,4,17,4.25,0,,0,0,,0,,,0,0,0,0,,0
102,1990,1990-09-17,2,30.081,DEN,,KAN,W 24-23,*,14,30,46.67,263,0,0,77.5,2,13,8.77,8.77,3,7,2.33,1,,0,0,,0,,,1,6,0,0,,0
103,1990,1990-09-23,3,30.087,DEN,,SEA,W 34-31,*,30,40,75.00,297,3,0,120.5,2,16,7.43,8.93,2,1,0.50,0,,0,0,,0,,,0,0,1,37,37.00,0
104,1990,1990-09-30,4,30.094,DEN,@,BUF,L 28-29,*,15,28,53.57,221,1,2,61.8,2,19,7.89,5.39,4,21,5.25,0,,0,0,,0,,,0,0,0,0,,0
105,1990,1990-10-08,5,30.102,DEN,,CLE,L 29-30,*,16,33,48.48,175,0,2,39.3,0,0,5.30,2.58,3,21,7.00,1,,0,0,,0,,,1,6,0,0,,0
106,1990,1990-10-14,6,30.108,DEN,,PIT,L 17-34,*,17,36,47.22,194,0,0,63.9,3,16,5.39,5.39,6,38,6.33,0,,0,0,,0,,,0,0,0,0,,0
107,1990,1990-10-21,7,30.115,DEN,@,IND,W 27-17,*,21,30,70.00,317,2,0,126.7,3,24,10.57,11.90,3,3,1.00,0,,0,0,,0,,,0,0,0,0,,0
108,1990,1990-11-04,8,30.129,DEN,@,MIN,L 22-27,*,8,10,80.00,88,1,0,136.7,2,11,8.80,10.80,1,16,16.00,0,,0,0,,0,,,0,0,0,0,,0
109,1990,1990-11-11,9,30.136,DEN,@,SDG,L 7-19,*,17,30,56.67,171,1,2,56.4,3,22,5.70,3.37,1,6,6.00,0,,0,0,,0,,,0,0,0,0,,0
110,1990,1990-11-18,10,30.143,DEN,,CHI,L 13-16,*,24,41,58.54,262,0,1,67.3,6,40,6.39,5.29,2,19,9.50,1,,0,0,,0,,,1,6,0,0,,0
111,1990,1990-11-22,11,30.147,DEN,@,DET,L 27-40,*,24,36,66.67,243,0,1,74.2,3,32,6.75,5.50,1,1,1.00,0,,0,0,,0,,,0,0,0,0,,0
112,1990,1990-12-02,12,30.157,DEN,,RAI,L 20-23,*,20,31,64.52,231,2,1,95.0,2,15,7.45,7.29,7,52,7.43,0,,0,0,,0,,,0,0,0,0,,0
113,1990,1990-12-09,13,30.164,DEN,@,KAN,L 20-31,*,24,36,66.67,328,2,1,102.5,5,28,9.11,8.97,1,12,12.00,0,,0,0,,0,,,0,0,0,0,,0
114,1990,1990-12-16,14,30.171,DEN,,SDG,W 20-10,*,18,29,62.07,248,2,0,112.4,3,15,8.55,9.93,7,34,4.86,0,,0,0,,0,,,0,0,0,0,,0
115,1990,1990-12-23,15,30.178,DEN,@,SEA,L 12-17,*,18,35,51.43,171,0,2,41.5,3,26,4.89,2.31,3,7,2.33,0,,0,0,,0,,,0,0,0,0,,0
116,1990,1990-12-30,16,30.185,DEN,,GNB,W 22-13,*,14,26,53.85,160,1,0,85.4,0,0,6.15,6.92,2,3,1.50,0,,0,0,,0,,,0,0,0,0,,0
117,1991,1991-09-01,1,31.065,DEN,,CIN,W 45-14,*,18,28,64.29,262,2,0,118.5,0,0,9.36,10.79,3,9,3.00,2,,1,24,24.00,0,,,2,12,0,0,,0
118,1991,1991-09-08,2,31.072,DEN,@,RAI,L 13-16,*,15,29,51.72,240,1,0,91.2,5,26,8.28,8.97,4,7,1.75,0,,0,0,,0,,,0,0,0,0,,0
119,1991,1991-09-15,3,31.079,DEN,,SEA,W 16-10,*,19,32,59.38,252,1,0,94.8,1,6,7.88,8.50,4,7,1.75,0,,0,0,,0,,,0,0,0,0,,0
120,1991,1991-09-22,4,31.086,DEN,,SDG,W 27-19,*,17,28,60.71,218,0,1,70.2,1,2,7.79,6.18,3,6,2.00,0,,0,0,,0,,,0,0,0,0,,0
121,1991,1991-09-29,5,31.093,DEN,@,MIN,W 13-6,*,8,22,36.36,82,0,0,47.9,3,19,3.73,3.73,3,14,4.67,1,,0,0,,0,,,1,6,0,0,,0
122,1991,1991-10-06,6,31.100,DEN,@,HOU,L 14-42,*,24,42,57.14,301,2,1,85.5,5,54,7.17,7.05,1,10,10.00,0,,0,0,,0,,,0,0,0,0,,0
123,1991,1991-10-20,7,31.114,DEN,,KAN,W 19-16,*,14,27,51.85,270,1,0,99.3,5,41,10.00,10.74,1,-1,-1.00,0,,0,0,,0,,,0,0,0,0,,0
124,1991,1991-10-27,8,31.121,DEN,@,NWE,W 9-6,*,15,27,55.56,154,0,0,72.1,1,13,5.70,5.70,4,33,8.25,0,,0,0,,0,,,0,0,0,0,,0
125,1991,1991-11-03,9,31.128,DEN,,PIT,W 20-13,*,10,23,43.48,140,0,1,45.6,1,10,6.09,4.13,5,17,3.40,1,,0,0,,0,,,1,6,0,0,,0
126,1991,1991-11-10,10,31.135,DEN,,RAI,L 16-17,*,13,31,41.94,191,1,2,46.6,1,8,6.16,3.90,5,40,8.00,1,,0,0,,0,,,1,6,0,0,,0
127,1991,1991-11-17,11,31.142,DEN,@,KAN,W 24-20,*,9,20,45.00,134,1,0,84.2,6,47,6.70,7.70,3,12,4.00,0,,0,0,,0,,,0,0,0,0,,0
128,1991,1991-11-24,12,31.149,DEN,@,SEA,L 10-13,*,13,23,56.52,132,0,2,36.9,5,20,5.74,1.83,6,29,4.83,0,,0,0,,0,,,0,0,0,0,,0
129,1991,1991-12-01,13,31.156,DEN,,NWE,W 20-3,*,18,25,72.00,215,1,0,111.2,1,6,8.60,9.40,3,18,6.00,0,,0,0,,0,,,0,0,0,0,,0
130,1991,1991-12-08,14,31.163,DEN,@,CLE,W 17-7,*,16,29,55.17,221,2,1,88.4,4,21,7.62,7.45,4,25,6.25,0,,0,0,,0,,,0,0,1,34,34.00,0
131,1991,1991-12-15,15,31.170,DEN,,PHO,W 24-19,*,19,33,57.58,245,1,3,53.2,1,2,7.42,3.94,3,13,4.33,1,,0,0,,0,,,1,6,0,0,,0
132,1991,1991-12-22,16,31.177,DEN,@,SDG,W 17-14,*,14,32,43.75,196,0,1,51.0,5,30,6.13,4.72,3,16,5.33,0,,0,0,,0,,,0,0,0,0,,0
133,1992,1992-09-06,1,32.070,DEN,,RAI,W 17-13,*,10,24,41.67,171,0,1,49.1,4,18,7.13,5.25,5,16,3.20,0,,0,0,,0,0.0%,,0,0,0,0,,0
134,1992,1992-09-13,2,32.077,DEN,,SDG,W 21-13,*,14,24,58.33,186,2,1,93.4,2,24,7.75,7.54,2,16,8.00,1,,0,0,,0,0.0%,,1,6,0,0,,0
135,1992,1992-09-20,3,32.084,DEN,@,PHI,L 0-30,*,8,18,44.44,59,0,1,29.6,3,15,3.28,0.78,4,8,2.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
136,1992,1992-09-27,4,32.091,DEN,@,CLE,W 12-0,*,10,17,58.82,157,0,1,65.1,5,45,9.24,6.59,8,18,2.25,0,,0,0,,0,0.0%,,0,0,0,0,,0
137,1992,1992-10-04,5,32.098,DEN,,KAN,W 20-19,*,23,38,60.53,311,2,0,104.2,5,32,8.18,9.24,4,8,2.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
138,1992,1992-10-12,6,32.106,DEN,@,WAS,L 3-34,*,15,32,46.88,128,0,2,31.8,5,36,4.00,1.19,1,2,2.00,0,,0,0,,0,0.0%,,0,0,0,0,,0
139,1992,1992-10-18,7,32.112,DEN,,HOU,W 27-21,*,13,21,61.90,192,1,0,107.6,4,40,9.14,10.10,0,0,,0,,0,0,,0,0.0%,,0,0,0,0,,0
