ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
20,1995,1995-09-24,4,24.355,NYG,,NOR,W 45-29,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0
21,1995,1995-10-01,5,24.362,NYG,@,SFO,L 6-20,,,0,0,,0,0.0%,,0,0,,0,,,,,,
22,1995,1995-10-08,6,25.004,NYG,,ARI,W 27-21,,,0,0,,0,0.0%,,0,0,,0,,,,,,
23,1995,1995-10-15,7,25.011,NYG,,PHI,L 14-17,,0,0,0,,0,0.0%,,1,15,15.00,0,0,0,,0,0,0
24,1995,1995-10-29,8,25.025,NYG,@,WAS,W 24-15,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
25,1995,1995-11-05,9,25.032,NYG,@,SEA,L 28-30,,,0,0,,0,0.0%,,0,0,,0,,,,,,
26,1995,1995-11-12,10,25.039,NYG,,OAK,L 13-17,,0,0,0,,0,0.0%,,2,28,14.00,0,0,0,,0,0,0
27,1995,1995-11-19,11,25.046,NYG,@,PHI,L 19-28,,,0,0,,0,0.0%,,0,0,,0,,,,,,
28,1995,1995-11-26,12,25.053,NYG,,CHI,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,,,,,,
29,1995,1995-11-30,13,25.057,NYG,@,ARI,W 10-6,,,0,0,,0,0.0%,,0,0,,0,,,,,,
30,1995,1995-12-10,14,25.067,NYG,,WAS,W 20-13,,,0,0,,0,0.0%,,0,0,,0,,,,,,
31,1995,1995-12-17,15,25.074,NYG,@,DAL,L 20-21,,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,,0,0,0
32,1995,1995-12-23,16,25.080,NYG,,SDG,L 17-27,,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,,0,0,0
33,1996,1996-11-17,11,26.044,NYG,@,ARI,L 23-31,,,0,0,,0,0.0%,,0,0,,0,,,,,,
34,1996,1996-11-24,12,26.051,NYG,,DAL,W 20-6,,1,1,4,4.00,1,100.0%,4.00,0,0,,0,0,0,,0,1,6
35,1996,1996-12-01,13,26.058,NYG,@,PHI,L 0-24,,,0,0,,0,0.0%,,0,0,,0,,,,,,
36,1996,1996-12-08,14,26.065,NYG,@,MIA,W 17-7,,,0,0,,0,0.0%,,0,0,,0,,,,,,
37,1996,1996-12-21,16,26.078,NYG,,NWE,L 22-23,,0,0,0,,0,0.0%,,1,16,16.00,0,0,0,,0,0,0
38,1997,1997-08-31,1,26.331,ATL,@,DET,L 17-28,,,0,0,,0,0.0%,,0,0,,0,,,,,,
39,1997,1997-09-07,2,26.338,ATL,,CAR,L 6-9,,,0,0,,0,0.0%,,0,0,,0,,,,,,
40,1997,1997-09-14,3,26.345,ATL,,OAK,L 31-36,,0,0,0,,0,0.0%,,0,0,,0,,,,,,
41,1997,1997-09-21,4,26.352,ATL,@,SFO,L 7-34,,,0,0,,0,0.0%,,0,0,,0,,,,,,
42,1997,1997-09-28,5,26.359,ATL,,DEN,L 21-29,,,0,0,,0,0.0%,,0,0,,0,,,,,,
43,1997,1997-10-12,6,27.008,ATL,@,NOR,W 23-17,,0,0,0,,0,0.0%,,0,0,,0,,,,,,
44,1997,1997-10-19,7,27.015,ATL,,SFO,L 28-35,,0,0,0,,0,0.0%,,1,26,26.00,0,0,0,,0,0,0
45,1997,1997-10-26,8,27.022,ATL,@,CAR,L 12-21,,,0,0,,0,0.0%,,0,0,,0,,,,,,
46,1997,1997-11-02,9,27.029,ATL,,STL,W 34-31,,0,0,0,,0,0.0%,,1,23,23.00,0,0,0,,0,0,0
47,1997,1997-11-09,10,27.036,ATL,,TAM,L 10-31,,,0,0,,0,0.0%,,0,0,,0,,,,,,
48,1997,1997-11-16,11,27.043,ATL,@,STL,W 27-21,,2,2,7,3.50,1,100.0%,3.50,0,0,,0,0,0,,0,1,6
49,1997,1997-11-23,12,27.050,ATL,,NOR,W 20-3,,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,,
50,1997,1997-11-30,13,27.057,ATL,@,SEA,W 24-17,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0,,0,0,0
51,1997,1997-12-07,14,27.064,ATL,@,SDG,W 14-3,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0
52,1997,1997-12-14,15,27.071,ATL,,PHI,W 20-17,,5,2,41,20.50,0,40.0%,8.20,0,0,,0,0,0,,0,0,0
53,1997,1997-12-21,16,27.078,ATL,@,ARI,L 26-29,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0
54,1998,1998-09-06,1,27.337,ATL,@,CAR,W 19-14,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
55,1998,1998-09-13,2,27.344,ATL,,PHI,W 17-12,,1,1,19,19.00,1,100.0%,19.00,1,12,12.00,0,0,0,,0,1,6
56,1998,1998-09-27,3,27.358,ATL,@,SFO,L 20-31,,,,,,,0.0%,,,,,,,,,,,
57,1998,1998-10-04,4,28.000,ATL,,CAR,W 51-23,,,,,,,0.0%,,,,,,,,,,,
58,1998,1998-10-11,5,28.007,ATL,@,NYG,W 34-20,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,0,0
59,1998,1998-10-18,6,28.014,ATL,,NOR,W 31-23,,,,,,,0.0%,,,,,,,,,,,
60,1998,1998-10-25,7,28.021,ATL,@,NYJ,L 3-28,,,,,,,0.0%,,,,,,,,,,,
61,1998,1998-11-01,8,28.028,ATL,,STL,W 37-15,,,,,,,0.0%,,,,,,,,,,,
62,1998,1998-11-08,9,28.035,ATL,@,NWE,W 41-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
63,1998,1998-11-15,10,28.042,ATL,,SFO,W 31-19,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0
64,1998,1998-11-22,11,28.049,ATL,,CHI,W 20-13,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0
65,1998,1998-11-29,12,28.056,ATL,@,STL,W 21-10,,,,,,,0.0%,,,,,,,,,,,
66,1998,1998-12-06,13,28.063,ATL,,IND,W 28-21,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
67,1998,1998-12-13,14,28.070,ATL,@,NOR,W 27-17,,,,,,,0.0%,,,,,,,,,,,
68,1998,1998-12-20,15,28.077,ATL,@,DET,W 24-17,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
69,1998,1998-12-27,16,28.084,ATL,,MIA,W 38-16,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0
70,1999,1999-09-12,1,28.343,ATL,,MIN,L 14-17,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
71,1999,1999-09-20,2,28.351,ATL,@,DAL,L 7-24,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0
72,1999,1999-09-26,3,28.357,ATL,@,STL,L 7-35,,2,2,2,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6
73,1999,1999-10-03,4,28.364,ATL,,BAL,L 13-19,*,,,,,,0.0%,,,,,,,,,,,
74,1999,1999-10-10,5,29.006,ATL,@,NOR,W 20-17,,1,,,,,0.0%,,,,,,,,,,,
75,1999,1999-10-17,6,29.013,ATL,,STL,L 13-41,,2,,,,,0.0%,,,,,,,,,,,
76,1999,1999-10-25,7,29.021,ATL,@,PIT,L 9-13,,0,0,0,,0,0.0%,,1,10,10.00,0,0,0,,0,0,0
77,1999,1999-10-31,8,29.027,ATL,,CAR,W 27-20,,1,,,,,0.0%,,,,,,,,,,,
78,1999,1999-11-07,9,29.034,ATL,,JAX,L 7-30,,3,3,49,16.33,0,100.0%,16.33,0,0,,0,0,0,,0,0,0
79,1999,1999-11-21,10,29.048,ATL,@,TAM,L 10-19,,0,,,,,0.0%,,,,,,,,,,,
80,1999,1999-11-28,11,29.055,ATL,@,CAR,L 28-34,,3,3,29,9.67,1,100.0%,9.67,0,0,,0,0,0,,0,1,6
81,1999,1999-12-05,12,29.062,ATL,,NOR,W 35-12,,1,1,26,26.00,0,100.0%,26.00,0,0,,0,0,0,,0,0,0
82,1999,1999-12-12,13,29.069,ATL,@,SFO,L 7-26,*,,,,,,0.0%,,,,,,,,,,,
83,1999,1999-12-19,14,29.076,ATL,@,TEN,L 17-30,*,0,0,0,,0,0.0%,,1,9,9.00,0,0,0,,0,0,0
84,1999,1999-12-26,15,29.083,ATL,,ARI,W 37-14,,1,,,,,0.0%,,,,,,,,,,,
85,1999,2000-01-03,16,29.091,ATL,,SFO,W 34-29,,,,,,,0.0%,,,,,,,,,,,
86,2000,2000-09-03,1,29.335,ATL,,SFO,W 36-28,,1,1,6,6.00,0,100.0%,6.00,1,14,14.00,0,0,0,,0,0,0
87,2000,2000-09-10,2,29.342,ATL,@,DEN,L 14-42,,1,1,6,6.00,0,100.0%,6.00,1,8,8.00,0,0,0,,0,0,0
88,2000,2000-09-17,3,29.349,ATL,@,CAR,W 15-10,,2,,,,,0.0%,,,,,,,,,,,
89,2000,2000-09-24,4,29.356,ATL,,STL,L 20-41,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
90,2000,2000-10-01,5,29.363,ATL,@,PHI,L 10-38,,1,0,0,,0,0.0%,0.00,1,21,21.00,0,0,0,,0,0,0
91,2000,2000-10-08,6,30.004,ATL,,NYG,L 6-13,,3,3,44,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,0,0
92,2000,2000-10-15,7,30.011,ATL,@,STL,L 29-45,,0,0,0,,0,0.0%,,2,7,3.50,0,0,0,,0,0,0
93,2000,2000-10-22,8,30.018,ATL,,NOR,L 19-21,*,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
94,2000,2000-10-29,9,30.025,ATL,,CAR,W 13-12,,0,,,,,0.0%,,,,,,,,,,,
95,2000,2000-11-05,10,30.032,ATL,,TAM,L 14-27,*,0,0,0,,0,0.0%,,1,12,12.00,0,0,0,,0,0,0
96,2000,2000-11-12,11,30.039,ATL,@,DET,L 10-13,,1,,,,,0.0%,,,,,,,,,,,
97,2000,2000-11-19,12,30.046,ATL,@,SFO,L 6-16,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0
98,2000,2000-11-26,13,30.053,ATL,@,OAK,L 14-41,,4,1,4,4.00,1,25.0%,1.00,0,0,,0,0,0,,0,1,6
99,2000,2000-12-03,14,30.060,ATL,,SEA,L 10-30,,3,2,36,18.00,0,66.7%,12.00,1,15,15.00,0,0,0,,0,0,0
100,2000,2000-12-17,15,30.074,ATL,@,NOR,L 7-23,,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0
101,2000,2000-12-24,16,30.081,ATL,,KAN,W 29-13,,3,2,12,6.00,1,66.7%,4.00,0,0,,0,0,0,,0,1,6
102,2001,2001-09-09,1,30.340,ATL,@,SFO,L 13-16,,0,0,0,,0,0.0%,,1,7,7.00,0,0,0,,0,0,0
103,2001,2001-09-23,2,30.354,ATL,,CAR,W 24-16,,4,4,86,21.50,0,100.0%,21.50,0,0,,0,0,0,,0,0,0
104,2001,2001-09-30,3,30.361,ATL,@,ARI,W 34-14,,1,,,,,0.0%,,,,,,,,,,,
105,2001,2001-10-07,4,31.003,ATL,,CHI,L 3-31,,,,,,,0.0%,,,,,,,,,,,
106,2001,2001-10-14,5,31.010,ATL,,SFO,L 31-37,,0,0,0,,0,0.0%,,1,14,14.00,0,0,0,,0,0,0
107,2001,2001-10-21,6,31.017,ATL,@,NOR,W 20-13,,1,,,,,0.0%,,,,,,,,,,,
108,2001,2001-11-04,7,31.031,ATL,,NWE,L 10-24,,0,,,,,0.0%,,,,,,,,,,,
109,2001,2001-11-11,8,31.038,ATL,,DAL,W 20-13,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6
110,2001,2001-11-18,9,31.045,ATL,@,GNB,W 23-20,,5,3,58,19.33,0,60.0%,11.60,0,0,,0,0,0,,0,0,0
111,2001,2001-11-25,10,31.052,ATL,@,CAR,W 10-7,,0,,,,,0.0%,,,,,,,,,,,
112,2001,2001-12-02,11,31.059,ATL,,STL,L 6-35,,2,1,21,21.00,0,50.0%,10.50,0,0,,0,0,0,,0,0,0
113,2001,2001-12-09,12,31.066,ATL,,NOR,L 10-28,,0,0,0,,0,0.0%,,1,14,14.00,0,0,0,,0,0,0
114,2001,2001-12-16,13,31.073,ATL,@,IND,L 27-41,,,,,,,0.0%,,,,,,,,,,,
115,2001,2001-12-23,14,31.080,ATL,,BUF,W 33-30,,1,1,43,43.00,0,100.0%,43.00,0,0,,0,0,0,,0,0,0
116,2001,2001-12-30,15,31.087,ATL,@,MIA,L 14-21,,2,2,24,12.00,0,100.0%,12.00,0,0,,0,1,0,0.00,0,0,0
117,2001,2002-01-06,16,31.094,ATL,@,STL,L 13-31,,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0
118,2002,2002-09-08,1,31.339,ATL,@,GNB,L 34-37,,,,,,,0.0%,,,,,,,,,,,
119,2002,2002-09-15,2,31.346,ATL,,CHI,L 13-14,,,,,,,0.0%,,,,,,,,,,,
120,2002,2002-09-22,3,31.353,ATL,,CIN,W 30-3,,0,,,,,0.0%,,,,,,,,,,,
121,2002,2002-10-06,4,32.002,ATL,,TAM,L 6-20,,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0
122,2002,2002-10-13,5,32.009,ATL,@,NYG,W 17-10,,,,,,,0.0%,,,,,,,,,,,
123,2002,2002-10-20,6,32.016,ATL,,CAR,W 30-0,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0
124,2002,2002-10-27,7,32.023,ATL,@,NOR,W 37-35,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
125,2002,2002-11-03,8,32.030,ATL,,BAL,W 20-17,,0,0,0,,0,0.0%,,1,29,29.00,0,0,0,,0,0,0
126,2002,2002-11-10,9,32.037,ATL,@,PIT,T 34-34,*,0,0,0,,0,0.0%,,1,6,6.00,0,0,0,,0,0,0
127,2002,2002-11-17,10,32.044,ATL,,NOR,W 24-17,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0
128,2002,2002-11-24,11,32.051,ATL,@,CAR,W 41-0,,0,,,,,0.0%,,,,,,,,,,,
129,2002,2002-12-01,12,32.058,ATL,@,MIN,W 30-24,,1,,,,,0.0%,,,,,,,,,,,
130,2002,2002-12-08,13,32.065,ATL,@,TAM,L 10-34,*,,,,,,0.0%,,,,,,,,,,,
131,2002,2002-12-15,14,32.072,ATL,,SEA,L 24-30,,0,,,,,0.0%,,,,,,,,,,,
132,2002,2002-12-22,15,32.079,ATL,,DET,W 36-15,,1,,,,,0.0%,,,,,,,,,,,
133,2002,2002-12-29,16,32.086,ATL,@,CLE,L 16-24,,,,,,,0.0%,,,,,,,,,,,
134,2003,2003-09-07,1,32.338,ATL,@,DAL,W 27-13,*,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0
135,2003,2003-09-14,2,32.345,ATL,,WAS,L 31-33,*,2,1,8,8.00,0,50.0%,4.00,1,12,12.00,0,0,0,,0,0,0
136,2003,2003-09-21,3,32.352,ATL,,TAM,L 10-31,*,4,2,14,7.00,0,50.0%,3.50,1,11,11.00,0,0,0,,0,0,0
137,2003,2003-09-28,4,32.359,ATL,@,CAR,L 3-23,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
138,2003,2003-10-05,5,33.001,ATL,,MIN,L 26-39,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0
139,2003,2003-10-13,6,33.009,ATL,@,STL,L 0-36,,,,,,,0.0%,,,,,,,,,,,
140,2003,2003-10-19,7,33.015,ATL,,NOR,L 17-45,,2,,,,,0.0%,,,,,,,,,,,
141,2003,2003-11-02,8,33.029,ATL,,PHI,L 16-23,*,1,,,,,0.0%,,,,,,,,,,,
142,2003,2003-11-09,9,33.036,ATL,@,NYG,W 27-7,,0,,,,,0.0%,,,,,,,,,,,
143,2003,2003-11-16,10,33.043,ATL,@,NOR,L 20-23,,3,0,0,,0,0.0%,0.00,1,4,4.00,0,0,0,,0,0,0
144,2003,2003-11-23,11,33.050,ATL,,TEN,L 31-38,*,4,1,19,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0
145,2003,2003-11-30,12,33.057,ATL,@,HOU,L 13-17,*,0,,,,,0.0%,,,,,,,,,,,
146,2003,2003-12-07,13,33.064,ATL,,CAR,W 20-14,,1,,,,,0.0%,,,,,,,,,,,
147,2003,2003-12-14,14,33.071,ATL,@,IND,L 7-38,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,,0,0,0
148,2003,2003-12-20,15,33.077,ATL,@,TAM,W 30-28,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
149,2003,2003-12-28,16,33.085,ATL,,JAX,W 21-14,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
150,2004,2004-10-03,4,33.365,WAS,@,CLE,L 13-17,,,,,,,0.0%,,,,,,,,,,,
151,2004,2004-10-31,7,34.027,WAS,,GNB,L 14-28,,,,,,,0.0%,,,,,,,,,,,
152,2004,2004-11-07,8,34.034,WAS,@,DET,W 17-10,,1,1,13,13.00,0,100.0%,13.00,1,4,4.00,0,0,0,,0,0,0
153,2004,2004-11-14,9,34.041,WAS,,CIN,L 10-17,,,,,,,0.0%,,,,,,,,,,,
154,2004,2004-11-21,10,34.048,WAS,@,PHI,L 6-28,,0,,,,,0.0%,,,,,,,,,,,
155,2004,2004-11-28,11,34.055,WAS,@,PIT,L 7-16,,2,,,,,0.0%,,,,,,,,,,,
156,2004,2004-12-05,12,34.062,WAS,,NYG,W 31-7,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
157,2004,2004-12-12,13,34.069,WAS,,PHI,L 14-17,*,,,,,,0.0%,,,,,,,,,,,
158,2004,2004-12-18,14,34.075,WAS,@,SFO,W 26-16,,,,,,,0.0%,,,,,,,,,,,
159,2004,2004-12-26,15,34.083,WAS,@,DAL,L 10-13,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
160,2004,2005-01-02,16,34.090,WAS,,MIN,W 21-18,,,,,,,0.0%,,,,,,,,,,,
161,2005,2005-09-11,1,34.342,WAS,,CHI,W 9-7,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
162,2005,2005-09-19,2,34.350,WAS,@,DAL,W 14-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
163,2005,2005-10-02,3,34.363,WAS,,SEA,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
164,2005,2005-10-09,4,35.005,WAS,@,DEN,L 19-21,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
165,2005,2005-10-16,5,35.012,WAS,@,KAN,L 21-28,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
166,2005,2005-10-23,6,35.019,WAS,,SFO,W 52-17,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
167,2005,2005-10-30,7,35.026,WAS,@,NYG,L 0-36,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
168,2005,2005-11-06,8,35.033,WAS,,PHI,W 17-10,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
169,2005,2005-11-13,9,35.040,WAS,@,TAM,L 35-36,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0,,0,0,0
170,2005,2005-11-20,10,35.047,WAS,,OAK,L 13-16,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
171,2005,2005-11-27,11,35.054,WAS,,SDG,L 17-23,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
172,2005,2005-12-04,12,35.061,WAS,@,STL,W 24-9,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
173,2005,2005-12-11,13,35.068,WAS,@,ARI,W 17-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
174,2005,2005-12-18,14,35.075,WAS,,DAL,W 35-7,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
175,2005,2005-12-24,15,35.081,WAS,,NYG,W 35-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
176,2005,2006-01-01,16,35.089,WAS,@,PHI,W 31-20,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
177,2006,2006-11-19,10,36.046,WAS,@,TAM,L 17-20,,,,,,,0.0%,,,,,,,,,,,
178,2006,2006-11-26,11,36.053,WAS,,CAR,W 17-13,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,0
179,2006,2006-12-10,13,36.067,WAS,,PHI,L 19-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0
180,2007,2007-11-25,11,37.052,WAS,@,TAM,L 13-19,,,,,,,0.0%,,,,,,,,,,,
181,2007,2007-12-02,12,37.059,WAS,,BUF,L 16-17,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0
182,2007,2007-12-23,15,37.080,WAS,@,MIN,W 32-21,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
