From,To,Weight
desean_jackson,___Partly Cloudy,80
desean_jackson,___Mostly Cloudy,82
desean_jackson,___A Few Clouds,195
dexter_mccluster
dez_bryant
dez_bryant,___A Few Clouds,141
dez_bryant,___,81
dez_bryant,___Clear,141
dez_bryant,___A Few Clouds,110
dez_bryant,___Mostly Cloudy,72
dez_bryant,___Fair,86
dez_bryant,___Clear,153
dez_bryant,___A Few Clouds,73
dez_bryant,___Overcast,99
donnie_avery
donnie_avery,___Fair,141
donnie_avery,___Light Rain,91
donnie_avery,___Fair,91
doug_baldwin
doug_baldwin,___Overcast,80
doug_baldwin,___Mostly Cloudy,75
doug_baldwin,___Fair,76
doug_baldwin,___Partly Cloudy,77
dwayne_bowe
dwayne_harris
earl_bennett
eddie_royal
eddie_royal,___Mostly Cloudy,90
emmanuel_sanders
emmanuel_sanders,___Fair,78
emmanuel_sanders,___Mostly Cloudy,88
emmanuel_sanders,___Fair,98
eric_decker
eric_decker,___Fair,87
eric_decker,___Partly Cloudy,133
eric_decker,___Mostly Cloudy,88
eric_decker,___Clear,87
eric_decker,___A Few Clouds,150
eric_decker,___Fair with Haze,174
eric_decker,___A Few Clouds with Haze,117
eric_decker,___Overcast,131
eric_page
golden_tate
golden_tate,___Fair,77
golden_tate,___Mostly Cloudy,93
golden_tate,___Fair,106
greg_jennings
greg_jennings,___Light Rain,84
greg_jennings,___Mostly Cloudy,92
greg_jennings,___Overcast with Haze,78
greg_jennings,___A Few Clouds,163
greg_little
greg_little,___A Few Clouds,122
griff_whalen
griff_whalen,___Overcast with Haze,80
hakeem_nicks
hakeem_nicks,___Fair,114
hakeem_nicks,___Fair,83
hakeem_nicks,___Fog/Mist,142
hakeem_nicks,___Partly Cloudy,135
harry_douglas
harry_douglas,___Fair,149
harry_douglas,___Partly Cloudy,121
harry_douglas,___A Few Clouds,82
harry_douglas,___Overcast,134
harry_douglas,___Overcast,79
harry_douglas,___Chance Snow,73
jacoby_ford
jacoby_jones
jacoby_jones,___Breezy,103
jacoby_jones,___Overcast,80
james_jones
james_jones,___Overcast,178
james_jones,___Fair,127
james_jones,___Fair,80
james_jones,___Overcast,79
james_jones,___Light Snow Fog/Mist,84
jarius_wright
jarrett_boykin
jarrett_boykin,___Overcast,103
jarrett_boykin,___Fair,89
jarrett_boykin,___Partly Cloudy,112
jason_avant
jason_avant,___Fair,87
jeremy_kerley
jeremy_kerley,___Fair,97
jeremy_ross
jermaine_kearse
jerome_simpson
jerome_simpson,___Fair,140
jerome_simpson,___Mostly Cloudy,124
jerrel_jernigan
jerrel_jernigan,___Heavy Rain Fog/Mist,90
jerricho_cotchery
joe_webb
jonathan_baldwin
jordy_nelson
jordy_nelson,___,130
jordy_nelson,___Fair,93
jordy_nelson,___Fair,82
jordy_nelson,___Areas Drizzle,113
jordy_nelson,___Fair,123
jordy_nelson,___Fog/Mist,117
jordy_nelson,___Light Snow,85
jordy_nelson,___Overcast,161
josh_boyce
josh_gordon
josh_gordon,___Fair,146
josh_gordon,___Light Rain,86
josh_gordon,___Overcast,126
josh_gordon,___Fair,132
josh_gordon,___Overcast,125
josh_gordon,___Snow and Breezy,237
josh_gordon,___Overcast,261
josh_gordon,___Fair,151
josh_gordon,___Overcast,97
josh_gordon,___Light Rain Fog/Mist,82
josh_morgan
julian_edelman
julian_edelman,___Thunderstorm Rain Fog/Mist,78
julian_edelman,___Fair,118
julian_edelman,___Fair,110
julian_edelman,___Mostly Cloudy,101
julian_edelman,___Partly Cloudy,139
julian_edelman,___Showers,77
julio_jones
julio_jones,___Partly Cloudy,76
julio_jones,___Mostly Cloudy,182
julio_jones,___Fair,115
julio_jones,___Fair,108
julio_jones,___Fair,99
junior_hemingway
justin_blackmon
justin_blackmon,___Mostly Cloudy,136
justin_blackmon,___Partly Cloudy with Haze,190
keenan_allen
keenan_allen,___,80
keenan_allen,___Partly Cloudy,115
keenan_allen,___,107
keenan_allen,___Mostly Cloudy,128
keenan_allen,___Fair,124
keenan_allen,___Mostly Clear,106
keenan_allen,___Sunny,89
kenbrell_thompkins
kenbrell_thompkins,___Fair,127
kendall_wright
kendall_wright,___Light Rain,74
kendall_wright,___Fair,98
kendall_wright,___Fair,78
kendall_wright,___Partly Cloudy,80
kendall_wright,___A Few Clouds,103
kendall_wright,___Fair,77
kendall_wright,___Overcast,150
kenny_britt
kenny_stills
kenny_stills,___Mostly Cloudy,129
kenny_stills,___A Few Clouds,75
kerry_taylor
kerry_taylor,___Overcast and Breezy,75
keshawn_martin
kevin_ogletree
kevin_ogletree,___A Few Clouds,75
kris_durham
kyle_williams
lance_moore
larry_fitzgerald
larry_fitzgerald,___Mostly Cloudy,80
larry_fitzgerald,___Clear,117
larry_fitzgerald,___Mostly Cloudy,72
larry_fitzgerald,___Mostly Cloudy,96
larry_fitzgerald,___Fair,113
leonard_hankerson
malcom_floyd
malcom_floyd,___Mostly Cloudy,102
mario_manningham
markus_wheaton
marlon_brown
marlon_brown,___Wintry Mix,92
marquess_wilson
marques_colston
marques_colston,___A Few Clouds,107
marques_colston,___Fog,125
marques_colston,___A Few Clouds with Haze,92
marquise_goodwin
marquise_goodwin,___Mostly Cloudy,81
marvin_jones
michael_crabtree
michael_crabtree,___A Few Clouds,102
michael_floyd
michael_floyd,___Mostly Cloudy,82
michael_floyd,___Partly Cloudy,87
michael_floyd,___Overcast,193
michael_floyd,___Mostly Cloudy,104
michael_floyd,___Mostly Cloudy,99
michael_floyd,___Fair,91
mike_brown
mike_wallace
mike_wallace,___Overcast,115
mike_wallace,___A Few Clouds,105
mike_wallace,___Mostly Cloudy,76
mike_wallace,___A Few Clouds,82
mike_wallace,___Light Rain,127
mike_wallace,___Overcast,82
mike_wallace,___Partly Cloudy,105
miles_austin
miles_austin,___Fair,72
mohamed_sanu
nate_burleson
nate_burleson,___Fair,78
nate_burleson,___Overcast,116
nate_burleson,___Mostly Cloudy,77
nate_washington
nate_washington,___Fair,131
nate_washington,___Light Rain,105
nate_washington,___Fair,81
nate_washington,___Overcast,92
nate_washington,___Mostly Cloudy,117
nick_toon
niles_paul
patrick_edwards
pierre_garcon
pierre_garcon,___Overcast,143
pierre_garcon,___Overcast,73
pierre_garcon,___Mostly Cloudy,172
pierre_garcon,___Fair,119
pierre_garcon,___Overcast,129
pierre_garcon,___A Few Clouds,144
randall_cobb
randall_cobb,___,108
reggie_wayne
reggie_wayne,___Mostly Cloudy,96
reggie_wayne,___Mostly Cloudy,100
reggie_wayne,___,88
ricardo_lockette
riley_cooper
riley_cooper,___Mostly Cloudy,120
riley_cooper,___A Few Clouds,88
riley_cooper,___Overcast,139
riley_cooper,___Partly Cloudy,102
riley_cooper,___Heavy Snow Freezing Fog,74
rishard_matthews
rishard_matthews,___Partly Cloudy,120
robert_meachem
robert_meachem,___Overcast,93
robert_meachem,___Mostly Cloudy,78
robert_woods
robert_woods,___Mostly Cloudy,80
robert_woods,___Overcast,82
roddy_white
roddy_white,___Chance Snow,143
roddy_white,___Light Snow,74
roddy_white,___A Few Clouds,141
roddy_white,___Overcast,91
rod_streater
rod_streater,___Overcast,98
rod_streater,___A Few Clouds,93
rod_streater,___Overcast,130
rueben_randle
ryan_broyles
santana_moss
santonio_holmes
santonio_holmes,___Mostly Cloudy,154
sidney_rice
stedman_bailey
stephen_burton
stephen_hill
stephen_hill,___Thunderstorm Rain Fog/Mist,86
stephen_hill,___Mostly Cloudy,108
steve_johnson
steve_johnson,___Mostly Cloudy,111
steve_johnson,___Mostly Cloudy,86
steve_johnson,___Mostly Cloudy,72
t.j._graham
t.j._graham,___Overcast,74
t.j._graham,___Mostly Cloudy,74
t.y._hilton
t.y._hilton,___A Few Clouds,130
t.y._hilton,___Overcast,78
t.y._hilton,___Overcast and Breezy,155
tandon_doss
tavon_austin
ted_ginn
terrance_williams
terrance_williams,___Clear,151
terrance_williams,___A Few Clouds,84
tiquan_underwood
tiquan_underwood,___Mostly Cloudy,108
tiquan_underwood,___Mostly Cloudy,93
torrey_smith
torrey_smith,___Mostly Cloudy,92
torrey_smith,___Partly Cloudy,85
torrey_smith,___Mostly Clear,92
torrey_smith,___Mostly Cloudy,166
torrey_smith,___A Few Clouds,121
torrey_smith,___A Few Clouds,78
torrey_smith,___Breezy,74
torrey_smith,___Mostly Clear,93
travis_benjamin
victor_cruz
victor_cruz,___Fair,118
victor_cruz,___Fair,118
victor_cruz,___Fair,164
victor_cruz,___Fog/Mist,110
victor_cruz,___Overcast,80
vincent_brown
vincent_brown,___Partly Cloudy,117
vincent_jackson
vincent_jackson,___Partly Cloudy,154
vincent_jackson,___Overcast,77
vincent_jackson,___Mostly Cloudy,114
vincent_jackson,___Fair,138
vincent_jackson,___Mostly Cloudy,79
vincent_jackson,___Overcast,165
vincent_jackson,___Partly Cloudy,75
vincent_jackson,___Overcast,98
wes_welker
wes_welker,___Partly Cloudy,84
wes_welker,___Mostly Cloudy,76
wes_welker,___A Few Clouds,96
wes_welker,___Partly Cloudy,81
wes_welker,___Breezy,72
