From,To,Weight
denard_robinson
derek_carrier
desean_jackson
desean_jackson,___Partly Cloudy,87
desean_jackson,___Partly Cloudy,80
desean_jackson,___Clear,153
devante_parker
devante_parker,___Partly Cloudy,93
devante_parker,___Mostly Cloudy,106
devin_funchess
devin_funchess,___Clear,120
devin_smith
devin_street
dexter_mccluster
dez_bryant
dez_bryant,___Clear,104
donteea_dye
donte_moncrief
donte_moncrief,___Partly Cloudy,75
dontrelle_inman
dontrelle_inman,___Partly Cloudy,78
dontrelle_inman,___Clear,82
dorial_green-beckham
dorial_green-beckham,___Overcast,77
doug_baldwin
doug_baldwin,___Clear,92
doug_baldwin,___Partly Cloudy,134
doug_baldwin,___Mostly Cloudy,145
doug_baldwin,___Overcast,94
doug_baldwin,___Mostly Cloudy,82
doug_baldwin,___Rain,118
dwayne_harris
eddie_royal
emmanuel_sanders
emmanuel_sanders,___Mostly Cloudy,87
emmanuel_sanders,___Mostly Cloudy,87
emmanuel_sanders,___Clear,111
emmanuel_sanders,___Mostly Cloudy,109
emmanuel_sanders,___Clear,90
emmanuel_sanders,___Light Snow,113
emmanuel_sanders,___Clear,181
emmanuel_sanders,___Clear,99
eric_decker
eric_decker,___Clear,97
eric_decker,___Mostly Cloudy,94
eric_decker,___Partly Cloudy,85
eric_decker,___Clear,81
eric_decker,___Clear,101
eric_decker,___Mostly Cloudy,74
golden_tate
golden_tate,___Partly Cloudy,80
golden_tate,___Clear,74
golden_tate,___Clear,73
greg_jennings
hakeem_nicks
harry_douglas
harry_douglas,___Overcast,73
jaelen_strong
james_jones
james_jones,___Overcast,139
james_jones,___Clear,98
james_jones,___Clear,77
james_jones,___Mostly Cloudy,109
james_jones,___Overcast,82
james_jones,___Overcast,102
jamison_crowder
jamison_crowder,___Partly Cloudy,87
jarius_wright
jarvis_landry
jarvis_landry,___Clear,110
jarvis_landry,___Mostly Cloudy,83
jarvis_landry,___Clear,165
jarvis_landry,___Humid,99
jarvis_landry,___Partly Cloudy,111
jarvis_landry,___Mostly Cloudy,72
jason_avant
javontee_herndon
jeremy_kerley
jeremy_maclin
jeremy_maclin,___Overcast,141
jeremy_maclin,___Clear,148
jeremy_maclin,___Clear,85
jeremy_maclin,___Light Rain,160
jeremy_maclin,___Mostly Cloudy,95
jermaine_kearse
jermaine_kearse,___Clear,76
jermaine_kearse,___Clear,76
jermaine_kearse,___Partly Cloudy,84
jermaine_kearse,___Mostly Cloudy,74
jermaine_kearse,___Mostly Cloudy,110
jerome_simpson
jerricho_cotchery
jj_nelson
joe_morgan
john_brown
john_brown,___Clear,73
john_brown,___Mostly Cloudy,196
john_brown,___Mostly Cloudy,113
jordan_matthews
jordan_matthews,___Clear,102
jordan_matthews,___Clear,80
jordan_matthews,___Clear,159
jordan_matthews,___Overcast,104
jordan_norwood
josh_bellamy
josh_huff
julian_edelman
julian_edelman,___Light Rain,97
julian_edelman,___Clear,97
julian_edelman,___Clear,85
julian_edelman,___Clear,120
julian_edelman,___Clear,81
julio_jones
julio_jones,___Clear,141
julio_jones,___Clear,135
julio_jones,___Clear,164
julio_jones,___Clear,93
julio_jones,___Overcast,92
julio_jones,___Drizzle,162
julio_jones,___Mostly Cloudy,137
julio_jones,___Clear,160
julio_jones,___Partly Cloudy,93
julio_jones,___Mostly Cloudy,88
julio_jones,___Clear,118
julio_jones,___Mostly Cloudy,178
julio_jones,___Clear,149
justin_hardy
justin_hunter
kamar_aiken
kamar_aiken,___Dry and Partly Cloudy,89
kamar_aiken,___Clear,78
kamar_aiken,___Mostly Cloudy,80
kamar_aiken,___Mostly Cloudy,90
kamar_aiken,___Clear,128
kamar_aiken,___Mostly Cloudy,76
keenan_allen
keenan_allen,___Clear,166
keenan_allen,___Clear,133
keenan_allen,___Mostly Cloudy,72
keenan_allen,___Clear,157
keenan_allen,___Mostly Cloudy,89
keith_mumphery
kenbrell_thompkins
kendall_wright
kendall_wright,___Mostly Cloudy,101
kendall_wright,___Mostly Cloudy,95
kenny_britt
kenny_britt,___Mostly Cloudy,102
kenny_britt,___Clear,87
kenny_stills
kenny_stills,___Clear,74
keshawn_martin
kevin_smith
lance_moore
lance_moore,___Partly Cloudy,106
larry_fitzgerald
larry_fitzgerald,___Partly Cloudy,87
larry_fitzgerald,___Partly Cloudy,112
larry_fitzgerald,___Clear,134
larry_fitzgerald,___Partly Cloudy,99
larry_fitzgerald,___Mostly Cloudy,93
larry_fitzgerald,___Partly Cloudy,84
larry_fitzgerald,___Partly Cloudy,130
larry_fitzgerald,___Clear,90
louis_murphy
lucky_whitehead
malcom_floyd
malcom_floyd,___Clear,95
malcom_floyd,___Partly Cloudy,92
marc_mariani
marc_mariani,___Mostly Cloudy,80
markus_wheaton
marlon_brown
marlon_moore
marqise_lee
marquess_wilson
marquess_wilson,___Clear,85
marquess_wilson,___Clear,102
marques_colston
martavis_bryant
martavis_bryant,___Clear,87
marvin_jones
marvin_jones,___Mostly Cloudy,94
marvin_jones,___Mostly Cloudy,95
marvin_jones,___Mostly Cloudy,78
marvin_jones,___Mostly Cloudy,89
matt_hazel
michael_crabtree
michael_crabtree,___Dry and Partly Cloudy,111
michael_crabtree,___Overcast,80
michael_crabtree,___Partly Cloudy,102
michael_crabtree,___Clear,108
michael_floyd
michael_floyd,___Mostly Cloudy,104
michael_floyd,___Clear,111
mike_evans
mike_evans,___Mostly Cloudy,101
mike_evans,___Mostly Cloudy,164
mike_evans,___Mostly Cloudy,150
mike_evans,___Partly Cloudy,126
mike_evans,___Mostly Cloudy,157
mike_evans,___Clear,99
mike_wallace
miles_austin
mohamed_sanu
mohamed_sanu,___Clear,84
nate_washington
nate_washington,___Clear,105
nate_washington,___Mostly Cloudy,127
nate_washington,___Mostly Cloudy,74
nelson_agholor
odell_beckham
odell_beckham,___Clear,146
odell_beckham,___Clear,79
odell_beckham,___Clear,121
odell_beckham,___Light Rain,130
odell_beckham,___Mostly Cloudy,105
odell_beckham,___Clear,104
odell_beckham,___Overcast,142
odell_beckham,___Clear,149
odell_beckham,___Humid,166
odell_beckham,___Clear,76
percy_harvin
percy_harvin,___Mostly Cloudy,79
pierre_garcon
pierre_garcon,___Partly Cloudy,74
pierre_garcon,___Overcast,80
preston_parker
quincy_enunwa
quinton_dunbar
quinton_patton
randall_cobb
randall_cobb,___Clear,116
randall_cobb,___Overcast,91
randall_cobb,___Mostly Cloudy,99
randall_cobb,___Light Rain,74
randall_cobb,___Drizzle,81
riley_cooper
riley_cooper,___Overcast,72
riley_cooper,___Clear,76
rishard_matthews
rishard_matthews,___Clear,115
rishard_matthews,___Mostly Cloudy,113
rishard_matthews,___Clear,85
rishard_matthews,___Mostly Cloudy,75
rishard_matthews,___Clear,93
robert_woods
robert_woods,___Clear,84
roddy_white
roddy_white,___Clear,84
rueben_randle
rueben_randle,___Clear,116
rueben_randle,___Clear,80
rueben_randle,___Clear,79
russell_shepard
ryan_grant
sammy_watkins
sammy_watkins,___Clear,168
sammy_watkins,___Light Rain,158
sammy_watkins,___Mostly Cloudy,109
sammy_watkins,___Mostly Cloudy,81
sammy_watkins,___Clear,111
sammy_watkins,___Mostly Cloudy,84
sammy_watkins,___Partly Cloudy,136
seth_roberts
seth_roberts,___Clear,73
seth_roberts,___Overcast,113
stedman_bailey
stefon_diggs
stefon_diggs,___Clear,129
stefon_diggs,___Clear,108
stefon_diggs,___Clear,95
steve_johnson
steve_johnson,___Clear,82
steve_johnson,___Clear,92
t.y._hilton
t.y._hilton,___Mostly Cloudy,88
t.y._hilton,___Mostly Cloudy,94
t.y._hilton,___Mostly Cloudy,88
t.y._hilton,___Clear,74
t.y._hilton,___Partly Cloudy,150
t.y._hilton,___Clear,82
t.y._hilton,___Mostly Cloudy,95
t.y._hilton,___Partly Cloudy,132
tavon_austin
tavon_austin,___Partly Cloudy,96
tavon_austin,___Clear,98
taylor_gabriel
ted_ginn
ted_ginn,___Overcast,93
ted_ginn,___Mostly Cloudy,120
terrance_williams
terrance_williams,___Clear,84
terrance_williams,___Clear,173
torrey_smith
torrey_smith,___Partly Cloudy,96
torrey_smith,___Clear,76
travis_benjamin
travis_benjamin,___Partly Cloudy,89
travis_benjamin,___Partly Cloudy,115
travis_benjamin,___Mostly Cloudy,79
travis_benjamin,___Clear,83
travis_benjamin,___Mostly Cloudy,117
travis_benjamin,___Clear,113
travis_benjamin,___Mostly Cloudy,90
tyler_lockett
tyler_lockett,___Mostly Cloudy,104
vincent_jackson
vincent_jackson,___Partly Cloudy,147
vincent_jackson,___Mostly Cloudy,76
vincent_jackson,___Partly Cloudy,87
willie_snead
willie_snead,___Clear,141
willie_snead,___Overcast,95
willie_snead,___Mostly Cloudy,76
willie_snead,___Partly Cloudy,75
